# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-CPM
UniRef50_O29008: Phosphoribosylformylglycinamidine synthase 1	19.1557
UniRef50_O29008: Phosphoribosylformylglycinamidine synthase 1|unclassified	19.1557
UniRef50_S4PRS3: Phosphoribosylformylglycinamidine synthase (Fragment)	19.027
UniRef50_S4PRS3: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	19.027
UniRef50_UPI00035C5E4E: hypothetical protein	18.7567
UniRef50_UPI00035C5E4E: hypothetical protein|unclassified	18.7567
UniRef50_UPI000466B475: endoribonuclease L-PSP	18.7423
UniRef50_UPI000466B475: endoribonuclease L-PSP|unclassified	18.7423
UniRef50_V7I2N1	18.6728
UniRef50_V7I2N1|unclassified	18.6728
UniRef50_B1L3X7: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	18.3527
UniRef50_B1L3X7: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	18.3527
UniRef50_UPI0003712308: hypothetical protein, partial	18.2776
UniRef50_UPI0003712308: hypothetical protein, partial|unclassified	18.2776
UniRef50_T1B4C9: Protein containing AIR synthase related protein (Fragment)	18.2703
UniRef50_T1B4C9: Protein containing AIR synthase related protein (Fragment)|unclassified	18.2703
UniRef50_T1BK06: Phosphoribosylformylglycinamidine synthase I (Fragment)	18.0112
UniRef50_T1BK06: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	18.0112
UniRef50_UPI00036AA751: hypothetical protein, partial	17.7195
UniRef50_UPI00036AA751: hypothetical protein, partial|unclassified	17.7195
UniRef50_A2SIV1	17.5354
UniRef50_A2SIV1|unclassified	17.5354
UniRef50_E6SMP5: Phosphoribosylformylglycinamidine synthase, purS	16.9555
UniRef50_E6SMP5: Phosphoribosylformylglycinamidine synthase, purS|unclassified	16.9555
UniRef50_UPI000288FBF4: hypothetical protein	16.7776
UniRef50_UPI000288FBF4: hypothetical protein|unclassified	16.7776
UniRef50_X8FKW3	16.6883
UniRef50_X8FKW3|unclassified	16.6883
UniRef50_D7CT95: Phosphoribosylformylglycinamidine synthase, purS	16.312
UniRef50_D7CT95: Phosphoribosylformylglycinamidine synthase, purS|unclassified	16.312
UniRef50_K4RN79	16.1424
UniRef50_K4RN79|unclassified	16.1424
UniRef50_UPI00028967CE: phosphoribosylformylglycinamidine synthase II	15.8722
UniRef50_UPI00028967CE: phosphoribosylformylglycinamidine synthase II|unclassified	15.8722
UniRef50_UPI00034BC5A3: hypothetical protein	15.7259
UniRef50_UPI00034BC5A3: hypothetical protein|unclassified	15.7259
UniRef50_C6HFJ1: Predicted protein	15.6857
UniRef50_C6HFJ1: Predicted protein|unclassified	15.6857
UniRef50_I3D0B2	15.5547
UniRef50_I3D0B2|unclassified	15.5547
UniRef50_W6M9L3: Phosphoribosylglycinamide synthetase	15.4909
UniRef50_W6M9L3: Phosphoribosylglycinamide synthetase|unclassified	15.4909
UniRef50_Q4J8F8: Phosphoribosylformylglycinamidine synthase 2	15.2747
UniRef50_Q4J8F8: Phosphoribosylformylglycinamidine synthase 2|unclassified	15.2747
UniRef50_UPI00037EC822: hypothetical protein	14.9345
UniRef50_UPI00037EC822: hypothetical protein|unclassified	14.9345
UniRef50_X1BLR0: Marine sediment metagenome DNA, contig: S01H4_L08119 (Fragment)	14.89
UniRef50_X1BLR0: Marine sediment metagenome DNA, contig: S01H4_L08119 (Fragment)|unclassified	14.89
UniRef50_T1B8D0: Protein containing AIR synthase related protein (Fragment)	14.8088
UniRef50_T1B8D0: Protein containing AIR synthase related protein (Fragment)|unclassified	14.8088
UniRef50_X0UQM1: Marine sediment metagenome DNA, contig: S01H1_S03333 (Fragment)	14.7777
UniRef50_X0UQM1: Marine sediment metagenome DNA, contig: S01H1_S03333 (Fragment)|unclassified	14.7777
UniRef50_UPI0001FFE1AE: hypothetical protein, partial	14.3124
UniRef50_UPI0001FFE1AE: hypothetical protein, partial|unclassified	14.3124
UniRef50_A0A059G0R0	14.0999
UniRef50_A0A059G0R0|unclassified	14.0999
UniRef50_F6ICX4: Endoribonuclease, putative	14.0808
UniRef50_F6ICX4: Endoribonuclease, putative|unclassified	14.0808
UniRef50_UPI0004660F16: hypothetical protein	14.0483
UniRef50_UPI0004660F16: hypothetical protein|unclassified	14.0483
UniRef50_UPI00037297A6: hypothetical protein	14.0426
UniRef50_UPI00037297A6: hypothetical protein|unclassified	14.0426
UniRef50_B1YBM5: Phosphoribosylformylglycinamidine synthase 2	13.999
UniRef50_B1YBM5: Phosphoribosylformylglycinamidine synthase 2|unclassified	13.999
UniRef50_J0ZEX0	12.8263
UniRef50_J0ZEX0|unclassified	12.8263
UniRef50_UPI000364196D: hypothetical protein	12.778
UniRef50_UPI000364196D: hypothetical protein|unclassified	12.778
UniRef50_X1T3P4: Marine sediment metagenome DNA, contig: S12H4_L01680 (Fragment)	12.5643
UniRef50_X1T3P4: Marine sediment metagenome DNA, contig: S12H4_L01680 (Fragment)|unclassified	12.5643
UniRef50_UPI0003B61FF7: phosphoribosylformylglycinamidine synthase	12.4663
UniRef50_UPI0003B61FF7: phosphoribosylformylglycinamidine synthase|unclassified	12.4663
UniRef50_A0A022LAA1	12.2066
UniRef50_A0A022LAA1|unclassified	12.2066
UniRef50_K1TZZ9: Phosphoribosylformylglycinamidine synthase protein (Fragment)	12.181
UniRef50_K1TZZ9: Phosphoribosylformylglycinamidine synthase protein (Fragment)|unclassified	12.181
UniRef50_A0A024JE20: Similar to Saccharomyces cerevisiae YIL051C MMF1 Mitochondrial protein required for transamination of isoleucine but not of valine or leucine	12.0101
UniRef50_A0A024JE20: Similar to Saccharomyces cerevisiae YIL051C MMF1 Mitochondrial protein required for transamination of isoleucine but not of valine or leucine|unclassified	12.0101
UniRef50_U2CBR7	11.9573
UniRef50_U2CBR7|unclassified	11.9573
UniRef50_A0A011NSP6: Phosphoribosylglycinamide formyltransferase	11.9156
UniRef50_A0A011NSP6: Phosphoribosylglycinamide formyltransferase|unclassified	11.9156
UniRef50_K1Z868	11.8326
UniRef50_K1Z868|unclassified	11.8326
UniRef50_W4X949	11.6705
UniRef50_W4X949|unclassified	11.6705
UniRef50_Q10457: Probable multifunctional protein ADE2	11.6516
UniRef50_Q10457: Probable multifunctional protein ADE2|unclassified	11.6516
UniRef50_Q59092: 3-carboxy-cis,cis-muconate cycloisomerase	11.6327
UniRef50_Q59092: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	11.6327
UniRef50_M7U8Q0	11.6217
UniRef50_M7U8Q0|unclassified	11.6217
UniRef50_O26877: Ribose-phosphate pyrophosphokinase	11.4082
UniRef50_O26877: Ribose-phosphate pyrophosphokinase|unclassified	11.4082
UniRef50_B3QI42: Phosphoribosylformylglycinamidine synthase, purS	11.3245
UniRef50_B3QI42: Phosphoribosylformylglycinamidine synthase, purS|unclassified	11.3245
UniRef50_W4SHF5	11.2864
UniRef50_W4SHF5|unclassified	11.2864
UniRef50_X0UMC5: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)	11.275
UniRef50_X0UMC5: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)|unclassified	11.275
UniRef50_D0LZ79: Phosphoribosylformylglycinamidine synthase, purS	11.2736
UniRef50_D0LZ79: Phosphoribosylformylglycinamidine synthase, purS|unclassified	11.2736
UniRef50_C7T952: Conserved protein	11.1986
UniRef50_C7T952: Conserved protein|unclassified	11.1986
UniRef50_M4S9W1	11.0873
UniRef50_M4S9W1|unclassified	11.0873
UniRef50_X1JAM3: Marine sediment metagenome DNA, contig: S03H2_S13793 (Fragment)	11.0202
UniRef50_X1JAM3: Marine sediment metagenome DNA, contig: S03H2_S13793 (Fragment)|unclassified	11.0202
UniRef50_B8EPE4: Phosphoribosylformylglycinamidine synthase, purS	10.7981
UniRef50_B8EPE4: Phosphoribosylformylglycinamidine synthase, purS|unclassified	10.7981
UniRef50_F4D0U3	10.7952
UniRef50_F4D0U3|unclassified	10.7952
UniRef50_UPI000392E6B7: PREDICTED: phosphoribosylformylglycinamidine synthase-like	10.6277
UniRef50_UPI000392E6B7: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	10.6277
UniRef50_A0A024Q2R8: Phosphoribosylformylglycinamidine synthase subunit PurS	10.5241
UniRef50_A0A024Q2R8: Phosphoribosylformylglycinamidine synthase subunit PurS|unclassified	10.5241
UniRef50_X0WC43: Marine sediment metagenome DNA, contig: S01H1_S34112 (Fragment)	10.3655
UniRef50_X0WC43: Marine sediment metagenome DNA, contig: S01H1_S34112 (Fragment)|unclassified	10.3655
UniRef50_M5ITE1: Translation initiation inhibitor, endoribonuclease	9.99867
UniRef50_M5ITE1: Translation initiation inhibitor, endoribonuclease|unclassified	9.99867
UniRef50_E0TGK8	8.98084
UniRef50_E0TGK8|unclassified	8.98084
UniRef50_UPI000473D212: hypothetical protein, partial	8.64727
UniRef50_UPI000473D212: hypothetical protein, partial|unclassified	8.64727
UniRef50_W1VJ31: Phosphoribosylformylglycinamidine synthase II (Fragment)	8.53831
UniRef50_W1VJ31: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	8.53831
UniRef50_A5UNK4: Ribose-phosphate pyrophosphokinase	8.27773
UniRef50_A5UNK4: Ribose-phosphate pyrophosphokinase|unclassified	8.27773
UniRef50_W9H8M2	7.75154
UniRef50_W9H8M2|unclassified	7.75154
UniRef50_H3NC68	7.71262
UniRef50_H3NC68|unclassified	7.71262
UniRef50_UPI00046F6875: hypothetical protein, partial	7.40547
UniRef50_UPI00046F6875: hypothetical protein, partial|unclassified	7.40547
UniRef50_W9VW08	7.36668
UniRef50_W9VW08|unclassified	7.36668
UniRef50_Q54I60: Phosphoribosylglycinamide formyltransferase	7.33395
UniRef50_Q54I60: Phosphoribosylglycinamide formyltransferase|unclassified	7.33395
UniRef50_A4QAE7	7.24825
UniRef50_A4QAE7|unclassified	7.24825
UniRef50_UPI0003FE1512: phosphoribosylglycinamide formyltransferase	7.15691
UniRef50_UPI0003FE1512: phosphoribosylglycinamide formyltransferase|unclassified	7.15691
UniRef50_C4WXD5	6.97534
UniRef50_C4WXD5|unclassified	6.97534
UniRef50_M7YA62: Phosphoribosylaminoimidazole synthetase	6.76844
UniRef50_M7YA62: Phosphoribosylaminoimidazole synthetase|unclassified	6.76844
UniRef50_Q83IY4: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	6.71082
UniRef50_Q83IY4: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]|unclassified	6.71082
UniRef50_Q9RXT2	6.69634
UniRef50_Q9RXT2|unclassified	6.69634
UniRef50_UPI0004694C70: glucosamine--fructose-6-phosphate aminotransferase	6.6676
UniRef50_UPI0004694C70: glucosamine--fructose-6-phosphate aminotransferase|unclassified	6.6676
UniRef50_Q97Z86: Ribose-phosphate pyrophosphokinase	6.66604
UniRef50_Q97Z86: Ribose-phosphate pyrophosphokinase|unclassified	6.66604
UniRef50_A8MCK2: Phosphoribosylformylglycinamidine synthase 2	6.64134
UniRef50_A8MCK2: Phosphoribosylformylglycinamidine synthase 2|unclassified	6.64134
UniRef50_T0Y767: Protein containing AIR synthase related protein	6.58494
UniRef50_T0Y767: Protein containing AIR synthase related protein|unclassified	6.58494
UniRef50_Z9JX71: Endoribonuclease L-PSP	6.53195
UniRef50_Z9JX71: Endoribonuclease L-PSP|unclassified	6.53195
UniRef50_X2MT67	6.4903
UniRef50_X2MT67|unclassified	6.4903
UniRef50_UPI00036045B4: hypothetical protein	6.47946
UniRef50_UPI00036045B4: hypothetical protein|unclassified	6.47946
UniRef50_X0V8H8: Marine sediment metagenome DNA, contig: S01H1_S05793 (Fragment)	6.28631
UniRef50_X0V8H8: Marine sediment metagenome DNA, contig: S01H1_S05793 (Fragment)|unclassified	6.28631
UniRef50_S3XMK6	6.25553
UniRef50_S3XMK6|unclassified	6.25553
UniRef50_X0W0R6: Marine sediment metagenome DNA, contig: S01H1_S24606 (Fragment)	6.24913
UniRef50_X0W0R6: Marine sediment metagenome DNA, contig: S01H1_S24606 (Fragment)|unclassified	6.24913
UniRef50_UPI00036B897A: dihydrofolate reductase, partial	6.13522
UniRef50_UPI00036B897A: dihydrofolate reductase, partial|unclassified	6.13522
UniRef50_A0RU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	6.09601
UniRef50_A0RU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	6.09601
UniRef50_T1C7N3: Phosphoribosylaminoimidazole-succinocarboxamide synthase	5.97213
UniRef50_T1C7N3: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	5.97213
UniRef50_UPI000468B797: hypothetical protein	5.94032
UniRef50_UPI000468B797: hypothetical protein|unclassified	5.94032
UniRef50_D2NPP0: Phosphoribosylformylglycinamidine synthase, PurS component	5.89506
UniRef50_D2NPP0: Phosphoribosylformylglycinamidine synthase, PurS component|unclassified	5.89506
UniRef50_UPI0003F0CA83: PREDICTED: multifunctional protein ADE2-like	5.86681
UniRef50_UPI0003F0CA83: PREDICTED: multifunctional protein ADE2-like|unclassified	5.86681
UniRef50_UPI00041EC8E0: phosphoribosylglycinamide formyltransferase	5.73774
UniRef50_UPI00041EC8E0: phosphoribosylglycinamide formyltransferase|unclassified	5.73774
UniRef50_I6ZVB0: Phosphoribosylformylglycinamidine synthase, purS	5.66176
UniRef50_I6ZVB0: Phosphoribosylformylglycinamidine synthase, purS|unclassified	5.66176
UniRef50_V7YWH2	5.64935
UniRef50_V7YWH2|unclassified	5.64935
UniRef50_UPI000255942C: 3-carboxy-cis,cis-muconate cycloisomerase	5.56725
UniRef50_UPI000255942C: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	5.56725
UniRef50_N9UR51	5.35812
UniRef50_N9UR51|unclassified	5.35812
UniRef50_E8S562: Phosphoribosylformylglycinamidine synthase, purS	5.31291
UniRef50_E8S562: Phosphoribosylformylglycinamidine synthase, purS|unclassified	5.31291
UniRef50_D4JDV8	5.23262
UniRef50_D4JDV8|unclassified	5.23262
UniRef50_N6VF48: Phosphoribosylformylglycinamidine synthase, PurS component	5.10971
UniRef50_N6VF48: Phosphoribosylformylglycinamidine synthase, PurS component|unclassified	5.10971
UniRef50_UPI00036C11CD: hypothetical protein	5.00923
UniRef50_UPI00036C11CD: hypothetical protein|unclassified	5.00923
UniRef50_A1WN45: Endoribonuclease L-PSP	5.00402
UniRef50_A1WN45: Endoribonuclease L-PSP|unclassified	5.00402
UniRef50_F4FAD3: Phosphoribosylformylglycinamidine synthase, purS	4.96446
UniRef50_F4FAD3: Phosphoribosylformylglycinamidine synthase, purS|unclassified	4.96446
UniRef50_A0A024QHH0: Phosphoribosylformylglycinamidine synthase subunit PurS	4.64822
UniRef50_A0A024QHH0: Phosphoribosylformylglycinamidine synthase subunit PurS|unclassified	4.64822
UniRef50_F2I4H9: Phosphoribosylformylglycinamidine synthase, purS protein	4.42512
UniRef50_F2I4H9: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	4.42512
UniRef50_E1GP85	4.42341
UniRef50_E1GP85|unclassified	4.42341
UniRef50_E0XW78: Phosphoribosylformylglycinamidine (Fgam) synthase, purs component	4.41721
UniRef50_E0XW78: Phosphoribosylformylglycinamidine (Fgam) synthase, purs component|unclassified	4.41721
UniRef50_UPI000382943F: hypothetical protein, partial	4.37625
UniRef50_UPI000382943F: hypothetical protein, partial|unclassified	4.37625
UniRef50_UPI0004699C13: hypothetical protein	4.24527
UniRef50_UPI0004699C13: hypothetical protein|unclassified	4.24527
UniRef50_V4XQ22	4.11299
UniRef50_V4XQ22|unclassified	4.11299
UniRef50_I4AJT8: Phosphoribosylformylglycinamidine synthase, purS protein	3.92384
UniRef50_I4AJT8: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	3.92384
UniRef50_D8GAE9	3.91891
UniRef50_D8GAE9|unclassified	3.91891
UniRef50_Q8ZYV1: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	3.6767
UniRef50_Q8ZYV1: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	3.6767
UniRef50_F3WSW5	3.66904
UniRef50_F3WSW5|unclassified	3.66904
UniRef50_D1A1J6: Phosphoribosylformylglycinamidine synthase, purS	3.6492
UniRef50_D1A1J6: Phosphoribosylformylglycinamidine synthase, purS|unclassified	3.6492
UniRef50_D5QG08: Phosphoribosylformylglycinamidine synthase, purS	3.55268
UniRef50_D5QG08: Phosphoribosylformylglycinamidine synthase, purS|unclassified	3.55268
UniRef50_W9G4C1: Rhodanese	3.49993
UniRef50_W9G4C1: Rhodanese|unclassified	3.49993
UniRef50_F6FS99: Rhodanese-like protein	3.44139
UniRef50_F6FS99: Rhodanese-like protein|unclassified	3.44139
UniRef50_E2S8W3: Rhodanese-like protein	3.32863
UniRef50_E2S8W3: Rhodanese-like protein|unclassified	3.32863
UniRef50_UPI00036800B9: hypothetical protein	3.3135
UniRef50_UPI00036800B9: hypothetical protein|unclassified	3.3135
UniRef50_UPI00047545E2: hypothetical protein	3.19966
UniRef50_UPI00047545E2: hypothetical protein|unclassified	3.19966
UniRef50_C8WS20: Phosphoribosylformylglycinamidine synthase, purS	3.19499
UniRef50_C8WS20: Phosphoribosylformylglycinamidine synthase, purS|unclassified	3.19499
UniRef50_S4PCY0: Phosphoribosylformylglycinamidine synthase	3.11189
UniRef50_S4PCY0: Phosphoribosylformylglycinamidine synthase|unclassified	3.11189
UniRef50_M6ZEX6	3.07466
UniRef50_M6ZEX6|unclassified	3.07466
UniRef50_C5C8K9: Phosphoribosylformylglycinamidine synthase, purS protein	3.05077
UniRef50_C5C8K9: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	3.05077
UniRef50_A0A023EEC6: Putative translation initiation inhibitor (Fragment)	2.97792
UniRef50_A0A023EEC6: Putative translation initiation inhibitor (Fragment)|unclassified	2.97792
UniRef50_K9TNN0: Phosphoribosylformylglycinamidine synthase, purS protein	2.97268
UniRef50_K9TNN0: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	2.97268
UniRef50_T0ZT92: Phosphoribosylaminoimidazole carboxylase, ATPase subunit	2.94301
UniRef50_T0ZT92: Phosphoribosylaminoimidazole carboxylase, ATPase subunit|unclassified	2.94301
UniRef50_Q9UUK7: Phosphoribosylglycinamide formyltransferase	2.8176
UniRef50_Q9UUK7: Phosphoribosylglycinamide formyltransferase|unclassified	2.8176
UniRef50_O05755: UPF0062 protein ML2219.1	2.76115
UniRef50_O05755: UPF0062 protein ML2219.1|unclassified	2.76115
UniRef50_UPI000380B63D: hypothetical protein	2.60167
UniRef50_UPI000380B63D: hypothetical protein|unclassified	2.60167
UniRef50_Q52846: Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (Fragment)	2.55261
UniRef50_Q52846: Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (Fragment)|unclassified	2.55261
UniRef50_D7BD43: Phosphoribosylformylglycinamidine synthase, purS	2.53779
UniRef50_D7BD43: Phosphoribosylformylglycinamidine synthase, purS|unclassified	2.53779
UniRef50_U1P875	2.42783
UniRef50_U1P875|unclassified	2.42783
UniRef50_S2VXQ0: Phosphoribosylformylglycinamidine synthase, purS protein	2.38893
UniRef50_S2VXQ0: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	2.38893
UniRef50_F4PTY2	2.38203
UniRef50_F4PTY2|unclassified	2.38203
UniRef50_A0A059LGN8	2.35011
UniRef50_A0A059LGN8|unclassified	2.35011
UniRef50_A5UXH3: Rhodanese domain protein	2.33354
UniRef50_A5UXH3: Rhodanese domain protein|unclassified	2.33354
UniRef50_UPI00036508A0: hypothetical protein	2.28528
UniRef50_UPI00036508A0: hypothetical protein|unclassified	2.28528
UniRef50_X0W2K2: Marine sediment metagenome DNA, contig: S01H1_S25193 (Fragment)	2.28052
UniRef50_X0W2K2: Marine sediment metagenome DNA, contig: S01H1_S25193 (Fragment)|unclassified	2.28052
UniRef50_UPI000416D062: phosphoribosylformylglycinamidine synthase	2.23508
UniRef50_UPI000416D062: phosphoribosylformylglycinamidine synthase|unclassified	2.23508
UniRef50_T0YP74: YjgF-like protein	2.23221
UniRef50_T0YP74: YjgF-like protein|unclassified	2.23221
UniRef50_F4H0G5: Phosphoribosylformylglycinamidine synthase, purS	2.19948
UniRef50_F4H0G5: Phosphoribosylformylglycinamidine synthase, purS|unclassified	2.19948
UniRef50_E6RD17	2.10147
UniRef50_E6RD17|unclassified	2.10147
UniRef50_X0VL86: Marine sediment metagenome DNA, contig: S01H1_S06241	1.84924
UniRef50_X0VL86: Marine sediment metagenome DNA, contig: S01H1_S06241|unclassified	1.84924
UniRef50_B4S8V7: Phosphoribosylformylglycinamidine synthase, purS	1.84028
UniRef50_B4S8V7: Phosphoribosylformylglycinamidine synthase, purS|unclassified	1.84028
UniRef50_F9PA11: Conserved domain protein	1.79085
UniRef50_F9PA11: Conserved domain protein|unclassified	1.79085
UniRef50_X0Z6C5: Marine sediment metagenome DNA, contig: S01H1_S41835 (Fragment)	1.64367
UniRef50_X0Z6C5: Marine sediment metagenome DNA, contig: S01H1_S41835 (Fragment)|unclassified	1.64367
UniRef50_K7E6P0	1.58977
UniRef50_K7E6P0|unclassified	1.58977
UniRef50_H0UM90: Phosphoribosylformylglycinamidine synthase, purS protein	1.17449
UniRef50_H0UM90: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	1.17449
UniRef50_K2BPT3	1.00848
UniRef50_K2BPT3|unclassified	1.00848
UniRef50_W1XP42	0.981757
UniRef50_W1XP42|unclassified	0.981757
UniRef50_T1AGD4: Phosphoribosylformylglycinamidine synthase I (Fragment)	0.930359
UniRef50_T1AGD4: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	0.930359
UniRef50_I0QZX5: Putative phosphoribosylformylglycinamidine (FGAM) synthase	0.788922
UniRef50_I0QZX5: Putative phosphoribosylformylglycinamidine (FGAM) synthase|unclassified	0.788922
