# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-RPKs
UniRef50_U1NZY3: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein	5.7091567360
UniRef50_U1NZY3: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein|unclassified	5.7091567360
UniRef50_Q2N8Y0	5.6184605720
UniRef50_Q2N8Y0|unclassified	5.6184605720
UniRef50_G5HDL9	5.5780820797
UniRef50_G5HDL9|unclassified	5.5780820797
UniRef50_UPI0001746899: phosphoribosylaminoimidazolesuccinocarboxamide synthase	5.5758638439
UniRef50_UPI0001746899: phosphoribosylaminoimidazolesuccinocarboxamide synthase|unclassified	5.5758638439
UniRef50_A5ULV3: IMP cyclohydrolase	5.5724000145
UniRef50_A5ULV3: IMP cyclohydrolase|unclassified	5.5724000145
UniRef50_O29008: Phosphoribosylformylglycinamidine synthase 1	5.5451931763
UniRef50_O29008: Phosphoribosylformylglycinamidine synthase 1|unclassified	5.5451931763
UniRef50_S4PRS3: Phosphoribosylformylglycinamidine synthase (Fragment)	5.5079391462
UniRef50_S4PRS3: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	5.5079391462
UniRef50_UPI00035C5E4E: hypothetical protein	5.4296924477
UniRef50_UPI00035C5E4E: hypothetical protein|unclassified	5.4296924477
UniRef50_UPI000466B475: endoribonuclease L-PSP	5.4255032800
UniRef50_UPI000466B475: endoribonuclease L-PSP|unclassified	5.4255032800
UniRef50_V7I2N1	5.4054054054
UniRef50_V7I2N1|unclassified	5.4054054054
UniRef50_B1L3X7: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	5.3127488789
UniRef50_B1L3X7: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	5.3127488789
UniRef50_UPI0003712308: hypothetical protein, partial	5.2910052910
UniRef50_UPI0003712308: hypothetical protein, partial|unclassified	5.2910052910
UniRef50_T1B4C9: Protein containing AIR synthase related protein (Fragment)	5.2888755339
UniRef50_T1B4C9: Protein containing AIR synthase related protein (Fragment)|unclassified	5.2888755339
UniRef50_T1BK06: Phosphoribosylformylglycinamidine synthase I (Fragment)	5.2138857520
UniRef50_T1BK06: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	5.2138857520
UniRef50_UPI00036AA751: hypothetical protein, partial	5.1294434887
UniRef50_UPI00036AA751: hypothetical protein, partial|unclassified	5.1294434887
UniRef50_A2SIV1	5.0761421320
UniRef50_A2SIV1|unclassified	5.0761421320
UniRef50_E6SMP5: Phosphoribosylformylglycinamidine synthase, purS	4.9082621102
UniRef50_E6SMP5: Phosphoribosylformylglycinamidine synthase, purS|unclassified	4.9082621102
UniRef50_UPI000288FBF4: hypothetical protein	4.8567836947
UniRef50_UPI000288FBF4: hypothetical protein|unclassified	4.8567836947
UniRef50_X8FKW3	4.8309178744
UniRef50_X8FKW3|unclassified	4.8309178744
UniRef50_D7CT95: Phosphoribosylformylglycinamidine synthase, purS	4.7220021846
UniRef50_D7CT95: Phosphoribosylformylglycinamidine synthase, purS|unclassified	4.7220021846
UniRef50_K4RN79	4.6728971963
UniRef50_K4RN79|unclassified	4.6728971963
UniRef50_UPI00028967CE: phosphoribosylformylglycinamidine synthase II	4.5946897563
UniRef50_UPI00028967CE: phosphoribosylformylglycinamidine synthase II|unclassified	4.5946897563
UniRef50_UPI00034BC5A3: hypothetical protein	4.5523195658
UniRef50_UPI00034BC5A3: hypothetical protein|unclassified	4.5523195658
UniRef50_C6HFJ1: Predicted protein	4.5407003267
UniRef50_C6HFJ1: Predicted protein|unclassified	4.5407003267
UniRef50_I3D0B2	4.5027711478
UniRef50_I3D0B2|unclassified	4.5027711478
UniRef50_W6M9L3: Phosphoribosylglycinamide synthetase	4.4843049327
UniRef50_W6M9L3: Phosphoribosylglycinamide synthetase|unclassified	4.4843049327
UniRef50_Q4J8F8: Phosphoribosylformylglycinamidine synthase 2	4.4217295536
UniRef50_Q4J8F8: Phosphoribosylformylglycinamidine synthase 2|unclassified	4.4217295536
UniRef50_UPI00037EC822: hypothetical protein	4.3232406429
UniRef50_UPI00037EC822: hypothetical protein|unclassified	4.3232406429
UniRef50_X1BLR0: Marine sediment metagenome DNA, contig: S01H4_L08119 (Fragment)	4.3103448276
UniRef50_X1BLR0: Marine sediment metagenome DNA, contig: S01H4_L08119 (Fragment)|unclassified	4.3103448276
UniRef50_T1B8D0: Protein containing AIR synthase related protein (Fragment)	4.2868514904
UniRef50_T1B8D0: Protein containing AIR synthase related protein (Fragment)|unclassified	4.2868514904
UniRef50_X0UQM1: Marine sediment metagenome DNA, contig: S01H1_S03333 (Fragment)	4.2778484540
UniRef50_X0UQM1: Marine sediment metagenome DNA, contig: S01H1_S03333 (Fragment)|unclassified	4.2778484540
UniRef50_UPI0001FFE1AE: hypothetical protein, partial	4.1431603123
UniRef50_UPI0001FFE1AE: hypothetical protein, partial|unclassified	4.1431603123
UniRef50_A0A059G0R0	4.0816326531
UniRef50_A0A059G0R0|unclassified	4.0816326531
UniRef50_F6ICX4: Endoribonuclease, putative	4.0761028433
UniRef50_F6ICX4: Endoribonuclease, putative|unclassified	4.0761028433
UniRef50_UPI0004660F16: hypothetical protein	4.0666990612
UniRef50_UPI0004660F16: hypothetical protein|unclassified	4.0666990612
UniRef50_UPI00037297A6: hypothetical protein	4.0650406504
UniRef50_UPI00037297A6: hypothetical protein|unclassified	4.0650406504
UniRef50_B1YBM5: Phosphoribosylformylglycinamidine synthase 2	4.0524280710
UniRef50_B1YBM5: Phosphoribosylformylglycinamidine synthase 2|unclassified	4.0524280710
UniRef50_J0ZEX0	3.7129543983
UniRef50_J0ZEX0|unclassified	3.7129543983
UniRef50_UPI000364196D: hypothetical protein	3.6989796057
UniRef50_UPI000364196D: hypothetical protein|unclassified	3.6989796057
UniRef50_X1T3P4: Marine sediment metagenome DNA, contig: S12H4_L01680 (Fragment)	3.6371127706
UniRef50_X1T3P4: Marine sediment metagenome DNA, contig: S12H4_L01680 (Fragment)|unclassified	3.6371127706
UniRef50_UPI0003B61FF7: phosphoribosylformylglycinamidine synthase	3.6087301137
UniRef50_UPI0003B61FF7: phosphoribosylformylglycinamidine synthase|unclassified	3.6087301137
UniRef50_A0A022LAA1	3.5335689046
UniRef50_A0A022LAA1|unclassified	3.5335689046
UniRef50_K1TZZ9: Phosphoribosylformylglycinamidine synthase protein (Fragment)	3.5261493426
UniRef50_K1TZZ9: Phosphoribosylformylglycinamidine synthase protein (Fragment)|unclassified	3.5261493426
UniRef50_A0A024JE20: Similar to Saccharomyces cerevisiae YIL051C MMF1 Mitochondrial protein required for transamination of isoleucine but not of valine or leucine	3.4766916592
UniRef50_A0A024JE20: Similar to Saccharomyces cerevisiae YIL051C MMF1 Mitochondrial protein required for transamination of isoleucine but not of valine or leucine|unclassified	3.4766916592
UniRef50_U2CBR7	3.4613994290
UniRef50_U2CBR7|unclassified	3.4613994290
UniRef50_A0A011NSP6: Phosphoribosylglycinamide formyltransferase	3.4493340887
UniRef50_A0A011NSP6: Phosphoribosylglycinamide formyltransferase|unclassified	3.4493340887
UniRef50_K1Z868	3.4253003003
UniRef50_K1Z868|unclassified	3.4253003003
UniRef50_W4X949	3.3783783784
UniRef50_W4X949|unclassified	3.3783783784
UniRef50_Q10457: Probable multifunctional protein ADE2	3.3728891421
UniRef50_Q10457: Probable multifunctional protein ADE2|unclassified	3.3728891421
UniRef50_Q59092: 3-carboxy-cis,cis-muconate cycloisomerase	3.3674303624
UniRef50_Q59092: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	3.3674303624
UniRef50_M7U8Q0	3.3642526309
UniRef50_M7U8Q0|unclassified	3.3642526309
UniRef50_O26877: Ribose-phosphate pyrophosphokinase	3.3024359165
UniRef50_O26877: Ribose-phosphate pyrophosphokinase|unclassified	3.3024359165
UniRef50_B3QI42: Phosphoribosylformylglycinamidine synthase, purS	3.2782246570
UniRef50_B3QI42: Phosphoribosylformylglycinamidine synthase, purS|unclassified	3.2782246570
UniRef50_W4SHF5	3.2671768541
UniRef50_W4SHF5|unclassified	3.2671768541
UniRef50_X0UMC5: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)	3.2638801100
UniRef50_X0UMC5: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)|unclassified	3.2638801100
UniRef50_D0LZ79: Phosphoribosylformylglycinamidine synthase, purS	3.2634809863
UniRef50_D0LZ79: Phosphoribosylformylglycinamidine synthase, purS|unclassified	3.2634809863
UniRef50_C7T952: Conserved protein	3.2417619770
UniRef50_C7T952: Conserved protein|unclassified	3.2417619770
UniRef50_M4S9W1	3.2095377235
UniRef50_M4S9W1|unclassified	3.2095377235
UniRef50_X1JAM3: Marine sediment metagenome DNA, contig: S03H2_S13793 (Fragment)	3.1901322196
UniRef50_X1JAM3: Marine sediment metagenome DNA, contig: S03H2_S13793 (Fragment)|unclassified	3.1901322196
UniRef50_B8EPE4: Phosphoribosylformylglycinamidine synthase, purS	3.1258288028
UniRef50_B8EPE4: Phosphoribosylformylglycinamidine synthase, purS|unclassified	3.1258288028
UniRef50_F4D0U3	3.1250000000
UniRef50_F4D0U3|unclassified	3.1250000000
UniRef50_UPI000392E6B7: PREDICTED: phosphoribosylformylglycinamidine synthase-like	3.0764908296
UniRef50_UPI000392E6B7: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	3.0764908296
UniRef50_A0A024Q2R8: Phosphoribosylformylglycinamidine synthase subunit PurS	3.0465074173
UniRef50_A0A024Q2R8: Phosphoribosylformylglycinamidine synthase subunit PurS|unclassified	3.0465074173
UniRef50_X0WC43: Marine sediment metagenome DNA, contig: S01H1_S34112 (Fragment)	3.0005923951
UniRef50_X0WC43: Marine sediment metagenome DNA, contig: S01H1_S34112 (Fragment)|unclassified	3.0005923951
UniRef50_M5ITE1: Translation initiation inhibitor, endoribonuclease	2.8944135730
UniRef50_M5ITE1: Translation initiation inhibitor, endoribonuclease|unclassified	2.8944135730
UniRef50_E0TGK8	2.5997730560
UniRef50_E0TGK8|unclassified	2.5997730560
UniRef50_UPI000473D212: hypothetical protein, partial	2.5032098758
UniRef50_UPI000473D212: hypothetical protein, partial|unclassified	2.5032098758
UniRef50_W1VJ31: Phosphoribosylformylglycinamidine synthase II (Fragment)	2.4716668931
UniRef50_W1VJ31: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	2.4716668931
UniRef50_A5UNK4: Ribose-phosphate pyrophosphokinase	2.3962347480
UniRef50_A5UNK4: Ribose-phosphate pyrophosphokinase|unclassified	2.3962347480
UniRef50_W9H8M2	2.2439137361
UniRef50_W9H8M2|unclassified	2.2439137361
UniRef50_H3NC68	2.2326473069
UniRef50_H3NC68|unclassified	2.2326473069
UniRef50_UPI00046F6875: hypothetical protein, partial	2.1437348029
UniRef50_UPI00046F6875: hypothetical protein, partial|unclassified	2.1437348029
UniRef50_W9VW08	2.1325036952
UniRef50_W9VW08|unclassified	2.1325036952
UniRef50_Q54I60: Phosphoribosylglycinamide formyltransferase	2.1230299972
UniRef50_Q54I60: Phosphoribosylglycinamide formyltransferase|unclassified	2.1230299972
UniRef50_A4QAE7	2.0982222136
UniRef50_A4QAE7|unclassified	2.0982222136
UniRef50_UPI0003FE1512: phosphoribosylglycinamide formyltransferase	2.0717799288
UniRef50_UPI0003FE1512: phosphoribosylglycinamide formyltransferase|unclassified	2.0717799288
UniRef50_C4WXD5	2.0192207661
UniRef50_C4WXD5|unclassified	2.0192207661
UniRef50_M7YA62: Phosphoribosylaminoimidazole synthetase	1.9593267087
UniRef50_M7YA62: Phosphoribosylaminoimidazole synthetase|unclassified	1.9593267087
UniRef50_Q83IY4: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	1.9426472496
UniRef50_Q83IY4: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]|unclassified	1.9426472496
UniRef50_Q9RXT2	1.9384537978
UniRef50_Q9RXT2|unclassified	1.9384537978
UniRef50_UPI0004694C70: glucosamine--fructose-6-phosphate aminotransferase	1.9301360987
UniRef50_UPI0004694C70: glucosamine--fructose-6-phosphate aminotransferase|unclassified	1.9301360987
UniRef50_Q97Z86: Ribose-phosphate pyrophosphokinase	1.9296841663
UniRef50_Q97Z86: Ribose-phosphate pyrophosphokinase|unclassified	1.9296841663
UniRef50_A8MCK2: Phosphoribosylformylglycinamidine synthase 2	1.9225343172
UniRef50_A8MCK2: Phosphoribosylformylglycinamidine synthase 2|unclassified	1.9225343172
UniRef50_T0Y767: Protein containing AIR synthase related protein	1.9062062191
UniRef50_T0Y767: Protein containing AIR synthase related protein|unclassified	1.9062062191
UniRef50_Z9JX71: Endoribonuclease L-PSP	1.8908669429
UniRef50_Z9JX71: Endoribonuclease L-PSP|unclassified	1.8908669429
UniRef50_X2MT67	1.8788094250
UniRef50_X2MT67|unclassified	1.8788094250
UniRef50_UPI00036045B4: hypothetical protein	1.8756726334
UniRef50_UPI00036045B4: hypothetical protein|unclassified	1.8756726334
UniRef50_X0V8H8: Marine sediment metagenome DNA, contig: S01H1_S05793 (Fragment)	1.8197594110
UniRef50_X0V8H8: Marine sediment metagenome DNA, contig: S01H1_S05793 (Fragment)|unclassified	1.8197594110
UniRef50_S3XMK6	1.8108507892
UniRef50_S3XMK6|unclassified	1.8108507892
UniRef50_X0W0R6: Marine sediment metagenome DNA, contig: S01H1_S24606 (Fragment)	1.8089982656
UniRef50_X0W0R6: Marine sediment metagenome DNA, contig: S01H1_S24606 (Fragment)|unclassified	1.8089982656
UniRef50_UPI00036B897A: dihydrofolate reductase, partial	1.7760225355
UniRef50_UPI00036B897A: dihydrofolate reductase, partial|unclassified	1.7760225355
UniRef50_A0RU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	1.7646711014
UniRef50_A0RU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	1.7646711014
UniRef50_T1C7N3: Phosphoribosylaminoimidazole-succinocarboxamide synthase	1.7288100661
UniRef50_T1C7N3: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	1.7288100661
UniRef50_UPI000468B797: hypothetical protein	1.7196040696
UniRef50_UPI000468B797: hypothetical protein|unclassified	1.7196040696
UniRef50_D2NPP0: Phosphoribosylformylglycinamidine synthase, PurS component	1.7064995566
UniRef50_D2NPP0: Phosphoribosylformylglycinamidine synthase, PurS component|unclassified	1.7064995566
UniRef50_UPI0003F0CA83: PREDICTED: multifunctional protein ADE2-like	1.6983219733
UniRef50_UPI0003F0CA83: PREDICTED: multifunctional protein ADE2-like|unclassified	1.6983219733
UniRef50_UPI00041EC8E0: phosphoribosylglycinamide formyltransferase	1.6609591769
UniRef50_UPI00041EC8E0: phosphoribosylglycinamide formyltransferase|unclassified	1.6609591769
UniRef50_I6ZVB0: Phosphoribosylformylglycinamidine synthase, purS	1.6389646966
UniRef50_I6ZVB0: Phosphoribosylformylglycinamidine synthase, purS|unclassified	1.6389646966
UniRef50_V7YWH2	1.6353721910
UniRef50_V7YWH2|unclassified	1.6353721910
UniRef50_UPI000255942C: 3-carboxy-cis,cis-muconate cycloisomerase	1.6116053436
UniRef50_UPI000255942C: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	1.6116053436
UniRef50_N9UR51	1.5510669351
UniRef50_N9UR51|unclassified	1.5510669351
UniRef50_E8S562: Phosphoribosylformylglycinamidine synthase, purS	1.5379804909
UniRef50_E8S562: Phosphoribosylformylglycinamidine synthase, purS|unclassified	1.5379804909
UniRef50_D4JDV8	1.5147367250
UniRef50_D4JDV8|unclassified	1.5147367250
UniRef50_N6VF48: Phosphoribosylformylglycinamidine synthase, PurS component	1.4791565912
UniRef50_N6VF48: Phosphoribosylformylglycinamidine synthase, PurS component|unclassified	1.4791565912
UniRef50_UPI00036C11CD: hypothetical protein	1.4500721318
UniRef50_UPI00036C11CD: hypothetical protein|unclassified	1.4500721318
UniRef50_A1WN45: Endoribonuclease L-PSP	1.4485639430
UniRef50_A1WN45: Endoribonuclease L-PSP|unclassified	1.4485639430
UniRef50_F4FAD3: Phosphoribosylformylglycinamidine synthase, purS	1.4371100142
UniRef50_F4FAD3: Phosphoribosylformylglycinamidine synthase, purS|unclassified	1.4371100142
UniRef50_A0A024QHH0: Phosphoribosylformylglycinamidine synthase subunit PurS	1.3455644446
UniRef50_A0A024QHH0: Phosphoribosylformylglycinamidine synthase subunit PurS|unclassified	1.3455644446
UniRef50_F2I4H9: Phosphoribosylformylglycinamidine synthase, purS protein	1.2809815148
UniRef50_F2I4H9: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	1.2809815148
UniRef50_E1GP85	1.2804880749
UniRef50_E1GP85|unclassified	1.2804880749
UniRef50_E0XW78: Phosphoribosylformylglycinamidine (Fgam) synthase, purs component	1.2786916560
UniRef50_E0XW78: Phosphoribosylformylglycinamidine (Fgam) synthase, purs component|unclassified	1.2786916560
UniRef50_UPI000382943F: hypothetical protein, partial	1.2668364145
UniRef50_UPI000382943F: hypothetical protein, partial|unclassified	1.2668364145
UniRef50_UPI0004699C13: hypothetical protein	1.2289203120
UniRef50_UPI0004699C13: hypothetical protein|unclassified	1.2289203120
UniRef50_V4XQ22	1.1906284918
UniRef50_V4XQ22|unclassified	1.1906284918
UniRef50_I4AJT8: Phosphoribosylformylglycinamidine synthase, purS protein	1.1358735720
UniRef50_I4AJT8: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	1.1358735720
UniRef50_D8GAE9	1.1344455910
UniRef50_D8GAE9|unclassified	1.1344455910
UniRef50_Q8ZYV1: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	1.0643299546
UniRef50_Q8ZYV1: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	1.0643299546
UniRef50_F3WSW5	1.0621124317
UniRef50_F3WSW5|unclassified	1.0621124317
UniRef50_D1A1J6: Phosphoribosylformylglycinamidine synthase, purS	1.0563700868
UniRef50_D1A1J6: Phosphoribosylformylglycinamidine synthase, purS|unclassified	1.0563700868
UniRef50_D5QG08: Phosphoribosylformylglycinamidine synthase, purS	1.0284303893
UniRef50_D5QG08: Phosphoribosylformylglycinamidine synthase, purS|unclassified	1.0284303893
UniRef50_W9G4C1: Rhodanese	1.0131588190
UniRef50_W9G4C1: Rhodanese|unclassified	1.0131588190
UniRef50_F6FS99: Rhodanese-like protein	0.9962132961
UniRef50_F6FS99: Rhodanese-like protein|unclassified	0.9962132961
UniRef50_E2S8W3: Rhodanese-like protein	0.9635712447
UniRef50_E2S8W3: Rhodanese-like protein|unclassified	0.9635712447
UniRef50_UPI00036800B9: hypothetical protein	0.9591915641
UniRef50_UPI00036800B9: hypothetical protein|unclassified	0.9591915641
UniRef50_UPI00047545E2: hypothetical protein	0.9262367736
UniRef50_UPI00047545E2: hypothetical protein|unclassified	0.9262367736
UniRef50_C8WS20: Phosphoribosylformylglycinamidine synthase, purS	0.9248847015
UniRef50_C8WS20: Phosphoribosylformylglycinamidine synthase, purS|unclassified	0.9248847015
UniRef50_S4PCY0: Phosphoribosylformylglycinamidine synthase	0.9008294838
UniRef50_S4PCY0: Phosphoribosylformylglycinamidine synthase|unclassified	0.9008294838
UniRef50_M6ZEX6	0.8900513310
UniRef50_M6ZEX6|unclassified	0.8900513310
UniRef50_C5C8K9: Phosphoribosylformylglycinamidine synthase, purS protein	0.8831358822
UniRef50_C5C8K9: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	0.8831358822
UniRef50_A0A023EEC6: Putative translation initiation inhibitor (Fragment)	0.8620478192
UniRef50_A0A023EEC6: Putative translation initiation inhibitor (Fragment)|unclassified	0.8620478192
UniRef50_K9TNN0: Phosphoribosylformylglycinamidine synthase, purS protein	0.8605311649
UniRef50_K9TNN0: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	0.8605311649
UniRef50_T0ZT92: Phosphoribosylaminoimidazole carboxylase, ATPase subunit	0.8519407286
UniRef50_T0ZT92: Phosphoribosylaminoimidazole carboxylase, ATPase subunit|unclassified	0.8519407286
UniRef50_Q9UUK7: Phosphoribosylglycinamide formyltransferase	0.8156368902
UniRef50_Q9UUK7: Phosphoribosylglycinamide formyltransferase|unclassified	0.8156368902
UniRef50_O05755: UPF0062 protein ML2219.1	0.7992966249
UniRef50_O05755: UPF0062 protein ML2219.1|unclassified	0.7992966249
UniRef50_UPI000380B63D: hypothetical protein	0.7531310544
UniRef50_UPI000380B63D: hypothetical protein|unclassified	0.7531310544
UniRef50_Q52846: Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (Fragment)	0.7389295717
UniRef50_Q52846: Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (Fragment)|unclassified	0.7389295717
UniRef50_D7BD43: Phosphoribosylformylglycinamidine synthase, purS	0.7346400833
