# Gene Family	SampleBacterial_Chemotaxis_Abundance-RPKs
UniRef50_A4JNU6	4.4468554416
UniRef50_A4JNU6|unclassified	4.4468554416
UniRef50_UPI00034D376B: hypothetical protein	4.4408678304
UniRef50_UPI00034D376B: hypothetical protein|unclassified	4.4408678304
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial	4.4343929240
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial|unclassified	4.4343929240
UniRef50_K1SIX4: Galactose ABC transporter, periplasmic galactose-binding protein (Fragment)	4.3887935632
UniRef50_K1SIX4: Galactose ABC transporter, periplasmic galactose-binding protein (Fragment)|unclassified	4.3887935632
UniRef50_UPI0003689D03: hypothetical protein	4.3843645467
UniRef50_UPI0003689D03: hypothetical protein|unclassified	4.3843645467
UniRef50_UPI0002625FE7: MCP methyltransferase/methylesterase, CheR/CheB with PAS/PAC sensor (fragment)	4.3832240785
UniRef50_UPI0002625FE7: MCP methyltransferase/methylesterase, CheR/CheB with PAS/PAC sensor (fragment)|unclassified	4.3832240785
UniRef50_UPI00036DB707: hypothetical protein	4.3744042214
UniRef50_UPI00036DB707: hypothetical protein|unclassified	4.3744042214
UniRef50_U0F2V7: Sugar ABC transporter substrate-binding protein	4.3703915685
UniRef50_U0F2V7: Sugar ABC transporter substrate-binding protein|unclassified	4.3703915685
UniRef50_A0A011NYZ5	4.3520390967
UniRef50_A0A011NYZ5|unclassified	4.3520390967
UniRef50_R6HBF9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)	4.3509598610
UniRef50_R6HBF9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)|unclassified	4.3509598610
UniRef50_UPI00037CA269: hypothetical protein	4.3459148408
UniRef50_UPI00037CA269: hypothetical protein|unclassified	4.3459148408
UniRef50_UPI0003C181A7	4.3449920029
UniRef50_UPI0003C181A7|unclassified	4.3449920029
UniRef50_UPI0004208D47: XRE family transcriptional regulator	4.3222563072
UniRef50_UPI0004208D47: XRE family transcriptional regulator|unclassified	4.3222563072
UniRef50_UPI000362AAF7: hypothetical protein	4.3174016502
UniRef50_UPI000362AAF7: hypothetical protein|unclassified	4.3174016502
UniRef50_C6NYG7: Flagellar motor switch protein FliN	4.3124923786
UniRef50_C6NYG7: Flagellar motor switch protein FliN|unclassified	4.3124923786
UniRef50_K2B163	4.3103448276
UniRef50_K2B163|unclassified	4.3103448276
UniRef50_T0N665	4.3103448276
UniRef50_T0N665|unclassified	4.3103448276
UniRef50_F8GX11	4.3052094167
UniRef50_F8GX11|unclassified	4.3052094167
UniRef50_UPI00036AC678: hypothetical protein	4.2899104006
UniRef50_UPI00036AC678: hypothetical protein|unclassified	4.2899104006
UniRef50_K6U231	4.2897383336
UniRef50_K6U231|unclassified	4.2897383336
UniRef50_UPI00037BCC25: hypothetical protein	4.2799651361
UniRef50_UPI00037BCC25: hypothetical protein|unclassified	4.2799651361
UniRef50_UPI0003671E26: hypothetical protein	4.2528610896
UniRef50_UPI0003671E26: hypothetical protein|unclassified	4.2528610896
UniRef50_T1BSR4: PilL protein (Fragment)	4.2506807021
UniRef50_T1BSR4: PilL protein (Fragment)|unclassified	4.2506807021
UniRef50_UPI000255D9E1: chemotaxis protein CheW	4.2481429156
UniRef50_UPI000255D9E1: chemotaxis protein CheW|unclassified	4.2481429156
UniRef50_UPI000364BFCE: hypothetical protein	4.2371706249
UniRef50_UPI000364BFCE: hypothetical protein|unclassified	4.2371706249
UniRef50_G7EEK6: Methyl-accepting chemotaxis protein	4.2318825214
UniRef50_G7EEK6: Methyl-accepting chemotaxis protein|unclassified	4.2318825214
UniRef50_F9TTM8: Periplasmic binding protein/LacI transcriptional regulator	4.2198550572
UniRef50_F9TTM8: Periplasmic binding protein/LacI transcriptional regulator|unclassified	4.2198550572
UniRef50_K4M6R3	4.2016806723
UniRef50_K4M6R3|unclassified	4.2016806723
UniRef50_UPI00034DD4F3: hypothetical protein	4.1905480952
UniRef50_UPI00034DD4F3: hypothetical protein|unclassified	4.1905480952
UniRef50_UPI00038114DE: hypothetical protein	4.1841197737
UniRef50_UPI00038114DE: hypothetical protein|unclassified	4.1841197737
UniRef50_UPI000316F54E: hypothetical protein	4.1841004184
UniRef50_UPI000316F54E: hypothetical protein|unclassified	4.1841004184
UniRef50_W9BA91: Klebsiella pneumoniae str. Kp52.145, chromosome, complete genome	4.1747106552
UniRef50_W9BA91: Klebsiella pneumoniae str. Kp52.145, chromosome, complete genome|unclassified	4.1747106552
UniRef50_UPI0004073251: hypothetical protein	4.1653930910
UniRef50_UPI0004073251: hypothetical protein|unclassified	4.1653930910
UniRef50_UPI00036F9754: hypothetical protein	4.1311740343
UniRef50_UPI00036F9754: hypothetical protein|unclassified	4.1311740343
UniRef50_M4MK23: ABC transporter,periplasmic solute-binding protein,involved in transport of sugar phosphates (Glucose-6-phosphate and glycerol-3-phosphate)	4.1294977856
UniRef50_M4MK23: ABC transporter,periplasmic solute-binding protein,involved in transport of sugar phosphates (Glucose-6-phosphate and glycerol-3-phosphate)|unclassified	4.1294977856
UniRef50_Q28NF0: Probable chemoreceptor glutamine deamidase CheD	4.0848441061
UniRef50_Q28NF0: Probable chemoreceptor glutamine deamidase CheD|unclassified	4.0848441061
UniRef50_A0A011Q2P0	4.0816326531
UniRef50_A0A011Q2P0|unclassified	4.0816326531
UniRef50_UPI00016A7BB9: methyl-accepting chemotaxis protein I, partial	4.0688052058
UniRef50_UPI00016A7BB9: methyl-accepting chemotaxis protein I, partial|unclassified	4.0688052058
UniRef50_A5EAP4	4.0499775781
UniRef50_A5EAP4|unclassified	4.0499775781
UniRef50_G7M8F1: D-galactose-binding periplasmic protein	4.0348589876
UniRef50_G7M8F1: D-galactose-binding periplasmic protein|unclassified	4.0348589876
UniRef50_UPI00047C714C: hypothetical protein	4.0160642570
UniRef50_UPI00047C714C: hypothetical protein|unclassified	4.0160642570
UniRef50_UPI0003B698E5: chemotaxis protein CheY	4.0071659942
UniRef50_UPI0003B698E5: chemotaxis protein CheY|unclassified	4.0071659942
UniRef50_UPI0003B74FC9: histidine kinase	3.9764084936
UniRef50_UPI0003B74FC9: histidine kinase|unclassified	3.9764084936
UniRef50_UPI000299E23F: putative two-component hybrid sensor and regulator	3.9757439341
UniRef50_UPI000299E23F: putative two-component hybrid sensor and regulator|unclassified	3.9757439341
UniRef50_UPI00031AEDE4: hypothetical protein	3.9651178470
UniRef50_UPI00031AEDE4: hypothetical protein|unclassified	3.9651178470
UniRef50_S5Z3F4	3.9646991433
UniRef50_S5Z3F4|unclassified	3.9646991433
UniRef50_UPI000364D2E7: hypothetical protein	3.9633176363
UniRef50_UPI000364D2E7: hypothetical protein|unclassified	3.9633176363
UniRef50_C5EHH7: Sugar-binding domain protein	3.9600232658
UniRef50_C5EHH7: Sugar-binding domain protein|unclassified	3.9600232658
UniRef50_UPI00047142FB: sugar ABC transporter substrate-binding protein	3.9566315476
UniRef50_UPI00047142FB: sugar ABC transporter substrate-binding protein|unclassified	3.9566315476
UniRef50_W9B9J8: Klebsiella pneumoniae str. Kp52.145, chromosome, complete genome	3.9408565630
UniRef50_W9B9J8: Klebsiella pneumoniae str. Kp52.145, chromosome, complete genome|unclassified	3.9408565630
UniRef50_UPI0004714C58: hypothetical protein	3.9261297531
UniRef50_UPI0004714C58: hypothetical protein|unclassified	3.9261297531
UniRef50_UPI00047D2521: hypothetical protein	3.9186127977
UniRef50_UPI00047D2521: hypothetical protein|unclassified	3.9186127977
UniRef50_UPI000375807F: hypothetical protein	3.9093182213
UniRef50_UPI000375807F: hypothetical protein|unclassified	3.9093182213
UniRef50_R6BP54	3.9049523656
UniRef50_R6BP54|unclassified	3.9049523656
UniRef50_K1V811: Galactose-binding periplasmic protein	3.8888863284
UniRef50_K1V811: Galactose-binding periplasmic protein|unclassified	3.8888863284
UniRef50_F5YG12: Chemotaxis protein CheX	3.8723618484
UniRef50_F5YG12: Chemotaxis protein CheX|unclassified	3.8723618484
UniRef50_UPI000310651E: hypothetical protein	3.8543756437
UniRef50_UPI000310651E: hypothetical protein|unclassified	3.8543756437
UniRef50_UPI00047BC001: hypothetical protein, partial	3.8498452697
UniRef50_UPI00047BC001: hypothetical protein, partial|unclassified	3.8498452697
UniRef50_UPI0001BF5FC8: hypothetical protein SMAC_10280, partial	3.8320295856
UniRef50_UPI0001BF5FC8: hypothetical protein SMAC_10280, partial|unclassified	3.8320295856
UniRef50_UPI00037DD2D7: hypothetical protein	3.7846954846
UniRef50_UPI00037DD2D7: hypothetical protein|unclassified	3.7846954846
UniRef50_UPI0003736BB6: hypothetical protein	3.7820612662
UniRef50_UPI0003736BB6: hypothetical protein|unclassified	3.7820612662
UniRef50_R6Q0I8	3.7637103909
UniRef50_R6Q0I8|unclassified	3.7637103909
UniRef50_UPI000467D091: hypothetical protein	3.7560321448
UniRef50_UPI000467D091: hypothetical protein|unclassified	3.7560321448
UniRef50_UPI0004691246: histidine kinase	3.7460352136
UniRef50_UPI0004691246: histidine kinase|unclassified	3.7460352136
UniRef50_UPI0002628B06: chemotaxis protein CheR	3.7309732831
UniRef50_UPI0002628B06: chemotaxis protein CheR|unclassified	3.7309732831
UniRef50_W4SGN3	3.7161954190
UniRef50_W4SGN3|unclassified	3.7161954190
UniRef50_UPI000362CF90: hypothetical protein	3.7049508486
UniRef50_UPI000362CF90: hypothetical protein|unclassified	3.7049508486
UniRef50_UPI00046D0A65: hypothetical protein	3.6997646932
UniRef50_UPI00046D0A65: hypothetical protein|unclassified	3.6997646932
UniRef50_J5H4W4: D-galactose-binding periplasmic family protein	3.6826508730
UniRef50_J5H4W4: D-galactose-binding periplasmic family protein|unclassified	3.6826508730
UniRef50_UPI00030DEADF: hypothetical protein	3.6686339212
UniRef50_UPI00030DEADF: hypothetical protein|unclassified	3.6686339212
UniRef50_UPI00036D21A7: hypothetical protein	3.6610074006
UniRef50_UPI00036D21A7: hypothetical protein|unclassified	3.6610074006
UniRef50_UPI000361EED4: MULTISPECIES: hypothetical protein	3.6503707347
UniRef50_UPI000361EED4: MULTISPECIES: hypothetical protein|unclassified	3.6503707347
UniRef50_I4ESJ4: Sugar uptake ABC transporter solute-binding protein	3.6349094996
UniRef50_I4ESJ4: Sugar uptake ABC transporter solute-binding protein|unclassified	3.6349094996
UniRef50_UPI0003716051: hypothetical protein	3.6231524439
UniRef50_UPI0003716051: hypothetical protein|unclassified	3.6231524439
UniRef50_UPI0004776879: sugar ABC transporter substrate-binding protein	3.6225255452
UniRef50_UPI0004776879: sugar ABC transporter substrate-binding protein|unclassified	3.6225255452
UniRef50_A1HSJ4: CheC, inhibitor of MCP methylation	3.6188297532
UniRef50_A1HSJ4: CheC, inhibitor of MCP methylation|unclassified	3.6188297532
UniRef50_UPI0002E03908: hypothetical protein	3.5908939120
UniRef50_UPI0002E03908: hypothetical protein|unclassified	3.5908939120
UniRef50_W1WAW6: Periplasmic binding protein/LacI transcriptional regulator (Fragment)	3.5792958884
UniRef50_W1WAW6: Periplasmic binding protein/LacI transcriptional regulator (Fragment)|unclassified	3.5792958884
UniRef50_UPI00046D0847: hypothetical protein	3.5789488159
UniRef50_UPI00046D0847: hypothetical protein|unclassified	3.5789488159
UniRef50_H1QD32: Methyl-accepting chemotaxis protein signaling domain (Fragment)	3.5714285714
UniRef50_H1QD32: Methyl-accepting chemotaxis protein signaling domain (Fragment)|unclassified	3.5714285714
UniRef50_UPI0003B57BE2: molecular chaperone	3.5690946315
UniRef50_UPI0003B57BE2: molecular chaperone|unclassified	3.5690946315
UniRef50_UPI0003B334E4: chemotaxis protein CheD	3.5670557709
UniRef50_UPI0003B334E4: chemotaxis protein CheD|unclassified	3.5670557709
UniRef50_E6WM77: Periplasmic binding protein/LacI transcriptional regulator protein	3.5366220789
UniRef50_E6WM77: Periplasmic binding protein/LacI transcriptional regulator protein|unclassified	3.5366220789
UniRef50_UPI000464717F: hypothetical protein	3.4886717466
UniRef50_UPI000464717F: hypothetical protein|unclassified	3.4886717466
UniRef50_UPI000401523E: diguanylate cyclase	3.4660078884
UniRef50_UPI000401523E: diguanylate cyclase|unclassified	3.4660078884
UniRef50_UPI00047C5D2B: hypothetical protein, partial	3.4547434573
UniRef50_UPI00047C5D2B: hypothetical protein, partial|unclassified	3.4547434573
UniRef50_X6H186	3.4487677301
UniRef50_X6H186|unclassified	3.4487677301
UniRef50_UPI00047EA920: hypothetical protein	3.4471164004
UniRef50_UPI00047EA920: hypothetical protein|unclassified	3.4471164004
UniRef50_K2PKK5: ABC transporter substrate-binding protein	3.4469469443
UniRef50_K2PKK5: ABC transporter substrate-binding protein|unclassified	3.4469469443
UniRef50_UPI0004638787: hypothetical protein	3.4364261168
UniRef50_UPI0004638787: hypothetical protein|unclassified	3.4364261168
UniRef50_UPI00029B500E: hybrid histidine kinase	3.4277450984
UniRef50_UPI00029B500E: hybrid histidine kinase|unclassified	3.4277450984
UniRef50_UPI0003B52747: LacI family transcriptional regulator	3.4055725384
UniRef50_UPI0003B52747: LacI family transcriptional regulator|unclassified	3.4055725384
UniRef50_UPI00047D4E50: hypothetical protein	3.3876177294
UniRef50_UPI00047D4E50: hypothetical protein|unclassified	3.3876177294
UniRef50_W7WKX3	3.3785326211
UniRef50_W7WKX3|unclassified	3.3785326211
UniRef50_M5CXX9	3.3754581081
UniRef50_M5CXX9|unclassified	3.3754581081
UniRef50_UPI0003FDC885: response regulator receiver protein	3.3670033670
UniRef50_UPI0003FDC885: response regulator receiver protein|unclassified	3.3670033670
UniRef50_Q1C3C9: Putative flagellar motor switch protein	3.3504576555
UniRef50_Q1C3C9: Putative flagellar motor switch protein|unclassified	3.3504576555
UniRef50_Q2FMT2: Chemotaxis response regulator protein-glutamate methylesterase 1	3.3329213638
UniRef50_Q2FMT2: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	3.3329213638
UniRef50_W7WKJ3	3.3257422742
UniRef50_W7WKJ3|unclassified	3.3257422742
UniRef50_UPI000370C21F: hypothetical protein	3.3183360532
UniRef50_UPI000370C21F: hypothetical protein|unclassified	3.3183360532
UniRef50_UPI00035E64DC: hypothetical protein	3.3062955969
UniRef50_UPI00035E64DC: hypothetical protein|unclassified	3.3062955969
UniRef50_R5WHL4: Periplasmic binding protein/LacI transcriptional regulator	3.3054434461
UniRef50_R5WHL4: Periplasmic binding protein/LacI transcriptional regulator|unclassified	3.3054434461
UniRef50_UPI0001BF6FAE: hypothetical protein SMAC_11638, partial	3.2922598128
UniRef50_UPI0001BF6FAE: hypothetical protein SMAC_11638, partial|unclassified	3.2922598128
UniRef50_UPI000469D808: hypothetical protein	3.2883482867
UniRef50_UPI000469D808: hypothetical protein|unclassified	3.2883482867
UniRef50_UPI000288F2F6: methyl-accepting chemotaxis sensory transducer	3.2848138139
UniRef50_UPI000288F2F6: methyl-accepting chemotaxis sensory transducer|unclassified	3.2848138139
UniRef50_UPI0004643049: hypothetical protein	3.2726881596
UniRef50_UPI0004643049: hypothetical protein|unclassified	3.2726881596
UniRef50_S2KUN5	3.2714325769
UniRef50_S2KUN5|unclassified	3.2714325769
UniRef50_E1SB16: HTH-type transcriptional repressor purR	3.2648034305
UniRef50_E1SB16: HTH-type transcriptional repressor purR|unclassified	3.2648034305
UniRef50_UPI0002F94A51: hypothetical protein	3.2638362392
UniRef50_UPI0002F94A51: hypothetical protein|unclassified	3.2638362392
UniRef50_C8WRM5: Periplasmic binding protein/LacI transcriptional regulator	3.2591902738
UniRef50_C8WRM5: Periplasmic binding protein/LacI transcriptional regulator|unclassified	3.2591902738
UniRef50_UPI00037F8243: hypothetical protein	3.2443251445
UniRef50_UPI00037F8243: hypothetical protein|unclassified	3.2443251445
UniRef50_UPI0004630048: hypothetical protein	3.2437269432
UniRef50_UPI0004630048: hypothetical protein|unclassified	3.2437269432
UniRef50_UPI0003B6A1B3: chemotaxis protein, partial	3.2425997040
UniRef50_UPI0003B6A1B3: chemotaxis protein, partial|unclassified	3.2425997040
UniRef50_B8CWP1: Periplasmic binding protein/LacI transcriptional regulator	3.2403207745
UniRef50_B8CWP1: Periplasmic binding protein/LacI transcriptional regulator|unclassified	3.2403207745
UniRef50_R6WEX8: Periplasmic binding protein/LacI transcriptional regulator	3.2333118083
UniRef50_R6WEX8: Periplasmic binding protein/LacI transcriptional regulator|unclassified	3.2333118083
UniRef50_E0RVK0: Sugar ABC transporter substrate-binding protein	3.2111600337
UniRef50_E0RVK0: Sugar ABC transporter substrate-binding protein|unclassified	3.2111600337
UniRef50_L0K8W0: Putative inhibitor of MCP methylation, CheC	3.1750174664
UniRef50_L0K8W0: Putative inhibitor of MCP methylation, CheC|unclassified	3.1750174664
UniRef50_UPI00016C4FE4: Response regulator receiver:ATP-binding region, ATPase-like:Histidine kinase A, N-terminal	3.1722941390
UniRef50_UPI00016C4FE4: Response regulator receiver:ATP-binding region, ATPase-like:Histidine kinase A, N-terminal|unclassified	3.1722941390
UniRef50_UPI0004233379: hypothetical protein	3.1645569620
UniRef50_UPI0004233379: hypothetical protein|unclassified	3.1645569620
UniRef50_X1UV44: Marine sediment metagenome DNA, contig: S12H4_S07767 (Fragment)	3.1598359431
UniRef50_X1UV44: Marine sediment metagenome DNA, contig: S12H4_S07767 (Fragment)|unclassified	3.1598359431
UniRef50_UPI000312C371: hypothetical protein	3.1528839057
UniRef50_UPI000312C371: hypothetical protein|unclassified	3.1528839057
UniRef50_E1PQ42: Chemotaxis protein cheY-like protein	3.1446540881
UniRef50_E1PQ42: Chemotaxis protein cheY-like protein|unclassified	3.1446540881
UniRef50_N0GCF8: Methyl-accepting chemotaxis protein	3.1396027565
UniRef50_N0GCF8: Methyl-accepting chemotaxis protein|unclassified	3.1396027565
UniRef50_M5EI06: Sugar ABC transporter, periplasmic sugar-binding protein	3.1279181198
UniRef50_M5EI06: Sugar ABC transporter, periplasmic sugar-binding protein|unclassified	3.1279181198
UniRef50_UPI0003645D8C: hypothetical protein	3.1053470035
UniRef50_UPI0003645D8C: hypothetical protein|unclassified	3.1053470035
UniRef50_UPI00039F1A1F: hypothetical protein	3.0959420368
UniRef50_UPI00039F1A1F: hypothetical protein|unclassified	3.0959420368
UniRef50_I9MVU6: Chemotaxis sensory transducer	3.0866393205
UniRef50_I9MVU6: Chemotaxis sensory transducer|unclassified	3.0866393205
UniRef50_M5FI08: ABC transporter substrate-binding protein	3.0827579245
UniRef50_M5FI08: ABC transporter substrate-binding protein|unclassified	3.0827579245
UniRef50_E6TW76: Periplasmic binding protein/LacI transcriptional regulator	3.0675564756
