# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-RPKs
UniRef50_A2C536: Bifunctional pantoate ligase/cytidylate kinase	2.1274202167
UniRef50_A2C536: Bifunctional pantoate ligase/cytidylate kinase|unclassified	2.1274202167
UniRef50_V6LEW6	2.0806942403
UniRef50_V6LEW6|unclassified	2.0806942403
UniRef50_M9RL76	2.0656908781
UniRef50_M9RL76|unclassified	2.0656908781
UniRef50_H9KEI5	2.0568634903
UniRef50_H9KEI5|unclassified	2.0568634903
UniRef50_I7E3W7	2.0541783394
UniRef50_I7E3W7|unclassified	2.0541783394
UniRef50_Q749Y7: Cytidylate kinase	1.9936330887
UniRef50_Q749Y7: Cytidylate kinase|unclassified	1.9936330887
UniRef50_UPI00047428C8: hypothetical protein, partial	1.8882078904
UniRef50_UPI00047428C8: hypothetical protein, partial|unclassified	1.8882078904
UniRef50_Q0AYH7: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.8584354020
UniRef50_Q0AYH7: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.8584354020
UniRef50_X1LEW3: Marine sediment metagenome DNA, contig: S06H3_C02492 (Fragment)	1.8470523064
UniRef50_X1LEW3: Marine sediment metagenome DNA, contig: S06H3_C02492 (Fragment)|unclassified	1.8470523064
UniRef50_W5X956	1.8399083474
UniRef50_W5X956|unclassified	1.8399083474
UniRef50_Q5L6D8: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.7983373140
UniRef50_Q5L6D8: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.7983373140
UniRef50_J2MF69: DNA repair protein RadC	1.7769500276
UniRef50_J2MF69: DNA repair protein RadC|unclassified	1.7769500276
UniRef50_U6IKC5: Dephospho coenzyme A kinase domain containing protein	1.7593743305
UniRef50_U6IKC5: Dephospho coenzyme A kinase domain containing protein|unclassified	1.7593743305
UniRef50_A0A023RCX6: Sel1 domain-containing protein	1.7228383454
UniRef50_A0A023RCX6: Sel1 domain-containing protein|unclassified	1.7228383454
UniRef50_Q56763: Type 4 prepilin-like proteins leader peptide-processing enzyme	1.7217370328
UniRef50_Q56763: Type 4 prepilin-like proteins leader peptide-processing enzyme|unclassified	1.7217370328
UniRef50_S9TE01	1.7211961940
UniRef50_S9TE01|unclassified	1.7211961940
UniRef50_UPI0004708D4F: hypothetical protein, partial	1.7160236160
UniRef50_UPI0004708D4F: hypothetical protein, partial|unclassified	1.7160236160
UniRef50_B4U6R8: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.7125728891
UniRef50_B4U6R8: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.7125728891
UniRef50_A4STD5: UPF0758 protein ASA_4229	1.6865533095
UniRef50_A4STD5: UPF0758 protein ASA_4229|unclassified	1.6865533095
UniRef50_B2RJH1: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.6786691979
UniRef50_B2RJH1: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.6786691979
UniRef50_UPI0004782D80: phosphoribulokinase	1.6476007544
UniRef50_UPI0004782D80: phosphoribulokinase|unclassified	1.6476007544
UniRef50_B3QSU1: Cytidylate kinase	1.6305211967
UniRef50_B3QSU1: Cytidylate kinase|unclassified	1.6305211967
UniRef50_UPI00037E6A81: hypothetical protein, partial	1.6119496756
UniRef50_UPI00037E6A81: hypothetical protein, partial|unclassified	1.6119496756
UniRef50_B5W2S4	1.5869061318
UniRef50_B5W2S4|unclassified	1.5869061318
UniRef50_Q5L9K4: Cytidylate kinase	1.5836295365
UniRef50_Q5L9K4: Cytidylate kinase|unclassified	1.5836295365
UniRef50_Q8XYL1: Peptide methionine sulfoxide reductase MsrB	1.5799493352
UniRef50_Q8XYL1: Peptide methionine sulfoxide reductase MsrB|unclassified	1.5799493352
UniRef50_UPI000380F105: hypothetical protein	1.5777246859
UniRef50_UPI000380F105: hypothetical protein|unclassified	1.5777246859
UniRef50_Q92RA4: Peptide methionine sulfoxide reductase MsrB 1	1.5773336779
UniRef50_Q92RA4: Peptide methionine sulfoxide reductase MsrB 1|unclassified	1.5773336779
UniRef50_F5YMH8: Phosphopantothenoylcysteine synthetase/decarboxylase	1.5709189500
UniRef50_F5YMH8: Phosphopantothenoylcysteine synthetase/decarboxylase|unclassified	1.5709189500
UniRef50_B7KFZ3: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.5183629383
UniRef50_B7KFZ3: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.5183629383
UniRef50_UPI0004669B38: hypothetical protein	1.5027248480
UniRef50_UPI0004669B38: hypothetical protein|unclassified	1.5027248480
UniRef50_Q3YRU2: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.4839040183
UniRef50_Q3YRU2: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.4839040183
UniRef50_A8IPW5: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.4656491098
UniRef50_A8IPW5: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.4656491098
UniRef50_B8G2Q5: Cytidylate kinase	1.4558832878
UniRef50_B8G2Q5: Cytidylate kinase|unclassified	1.4558832878
UniRef50_B1J4W5: Peptide methionine sulfoxide reductase MsrB	1.4485745111
UniRef50_B1J4W5: Peptide methionine sulfoxide reductase MsrB|unclassified	1.4485745111
UniRef50_B7LQ21: Peptide methionine sulfoxide reductase MsrB	1.4207351530
UniRef50_B7LQ21: Peptide methionine sulfoxide reductase MsrB|unclassified	1.4207351530
UniRef50_A1BEP9: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.3760480127
UniRef50_A1BEP9: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.3760480127
UniRef50_UPI00046FAF78: hypothetical protein	1.3657866339
UniRef50_UPI00046FAF78: hypothetical protein|unclassified	1.3657866339
UniRef50_A5N7A5: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.3628771707
UniRef50_A5N7A5: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.3628771707
UniRef50_E3BHK8: Sel1 domain-containing protein	1.3432936555
UniRef50_E3BHK8: Sel1 domain-containing protein|unclassified	1.3432936555
UniRef50_Q2SJP9: Peptide methionine sulfoxide reductase MsrB	1.3428265232
UniRef50_Q2SJP9: Peptide methionine sulfoxide reductase MsrB|unclassified	1.3428265232
UniRef50_Q92SM6: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.3334018114
UniRef50_Q92SM6: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.3334018114
UniRef50_UPI00037502CD: hypothetical protein	1.2979888011
UniRef50_UPI00037502CD: hypothetical protein|unclassified	1.2979888011
UniRef50_O83855: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.2750235056
UniRef50_O83855: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.2750235056
UniRef50_Q8D849: Peptide methionine sulfoxide reductase MsrB	1.2657991236
UniRef50_Q8D849: Peptide methionine sulfoxide reductase MsrB|unclassified	1.2657991236
UniRef50_D5BSG8	1.2070901085
UniRef50_D5BSG8|unclassified	1.2070901085
UniRef50_UPI0003664420: hypothetical protein	1.1957366000
UniRef50_UPI0003664420: hypothetical protein|unclassified	1.1957366000
UniRef50_UPI0002379124: nucleoside triphosphate hydrolase domain-containing protein	1.1925128934
UniRef50_UPI0002379124: nucleoside triphosphate hydrolase domain-containing protein|unclassified	1.1925128934
UniRef50_A0A037ZQC2	1.1314107026
UniRef50_A0A037ZQC2|unclassified	1.1314107026
UniRef50_P61913: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.1118890780
UniRef50_P61913: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.1118890780
UniRef50_A7FI81: Peptide methionine sulfoxide reductase MsrB	1.1022365597
UniRef50_A7FI81: Peptide methionine sulfoxide reductase MsrB|unclassified	1.1022365597
UniRef50_X0NAA6	1.0934050861
UniRef50_X0NAA6|unclassified	1.0934050861
UniRef50_A5UR89: Rhodanese domain protein	1.0909501885
UniRef50_A5UR89: Rhodanese domain protein|unclassified	1.0909501885
UniRef50_P61909: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.0703952358
UniRef50_P61909: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.0703952358
UniRef50_L0H3Y4: DNA repair protein	1.0499519010
UniRef50_L0H3Y4: DNA repair protein|unclassified	1.0499519010
UniRef50_X1CU47: Marine sediment metagenome DNA, contig: S01H4_S11534 (Fragment)	1.0347754358
UniRef50_X1CU47: Marine sediment metagenome DNA, contig: S01H4_S11534 (Fragment)|unclassified	1.0347754358
UniRef50_L0H3Z3: DNA repair protein	1.0265499471
UniRef50_L0H3Z3: DNA repair protein|unclassified	1.0265499471
UniRef50_Q64D39	1.0251546721
UniRef50_Q64D39|unclassified	1.0251546721
UniRef50_X0WAU7: Marine sediment metagenome DNA, contig: S01H1_S18944 (Fragment)	1.0044966499
UniRef50_X0WAU7: Marine sediment metagenome DNA, contig: S01H1_S18944 (Fragment)|unclassified	1.0044966499
UniRef50_Q47NK1: Deoxyuridine 5'-triphosphate nucleotidohydrolase	0.9977777374
UniRef50_Q47NK1: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	0.9977777374
UniRef50_Q8P456: UPF0758 protein XCC3860	0.9818102866
UniRef50_Q8P456: UPF0758 protein XCC3860|unclassified	0.9818102866
UniRef50_UPI00047575A1: 3-mercaptopyruvate sulfurtransferase	0.9800138991
UniRef50_UPI00047575A1: 3-mercaptopyruvate sulfurtransferase|unclassified	0.9800138991
UniRef50_A5FG91: Cytidylate kinase	0.9460908642
UniRef50_A5FG91: Cytidylate kinase|unclassified	0.9460908642
UniRef50_Q9WYJ9: Probable M18 family aminopeptidase 1	0.9387441795
UniRef50_Q9WYJ9: Probable M18 family aminopeptidase 1|unclassified	0.9387441795
UniRef50_Q7VJU0: Deoxyuridine 5'-triphosphate nucleotidohydrolase	0.9286004399
UniRef50_Q7VJU0: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	0.9286004399
UniRef50_A5CD09: Deoxyuridine 5'-triphosphate nucleotidohydrolase	0.9256305650
UniRef50_A5CD09: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	0.9256305650
UniRef50_UPI0003B3055D: hypothetical protein	0.9078806610
UniRef50_UPI0003B3055D: hypothetical protein|unclassified	0.9078806610
UniRef50_L9PJW0: Sel-1-like protein	0.9033307627
UniRef50_L9PJW0: Sel-1-like protein|unclassified	0.9033307627
UniRef50_UPI00037414C6: hypothetical protein	0.9023070084
UniRef50_UPI00037414C6: hypothetical protein|unclassified	0.9023070084
UniRef50_A0A031ML92: DNA repair protein	0.8922554614
UniRef50_A0A031ML92: DNA repair protein|unclassified	0.8922554614
UniRef50_UPI00037C8076: hypothetical protein	0.8864464729
UniRef50_UPI00037C8076: hypothetical protein|unclassified	0.8864464729
UniRef50_X6ZTB3	0.8431079933
UniRef50_X6ZTB3|unclassified	0.8431079933
UniRef50_A0L961: Sel1 domain protein repeat-containing protein	0.8372691964
UniRef50_A0L961: Sel1 domain protein repeat-containing protein|unclassified	0.8372691964
UniRef50_G0EV61: DNA repair protein RadC	0.8268103840
UniRef50_G0EV61: DNA repair protein RadC|unclassified	0.8268103840
UniRef50_Q7NKL2: Deoxyuridine 5'-triphosphate nucleotidohydrolase	0.8251851546
UniRef50_Q7NKL2: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	0.8251851546
UniRef50_UPI000365C86C: hypothetical protein	0.8233110182
UniRef50_UPI000365C86C: hypothetical protein|unclassified	0.8233110182
UniRef50_UPI00024BBCB5: cytidylate kinase	0.7585530163
UniRef50_UPI00024BBCB5: cytidylate kinase|unclassified	0.7585530163
UniRef50_B3DWP7: TPR repeat protein, SEL1 subfamily	0.7244355081
UniRef50_B3DWP7: TPR repeat protein, SEL1 subfamily|unclassified	0.7244355081
UniRef50_Q8IXL7: Methionine-R-sulfoxide reductase B3	0.7158919605
UniRef50_Q8IXL7: Methionine-R-sulfoxide reductase B3|unclassified	0.7158919605
UniRef50_B3ETJ2	0.7052321840
UniRef50_B3ETJ2|unclassified	0.7052321840
UniRef50_A4G5V5: Peptide methionine sulfoxide reductase MsrB	0.6975663394
UniRef50_A4G5V5: Peptide methionine sulfoxide reductase MsrB|unclassified	0.6975663394
UniRef50_Q12EY8: UPF0758 protein Bpro_0948	0.6928474247
UniRef50_Q12EY8: UPF0758 protein Bpro_0948|unclassified	0.6928474247
UniRef50_X1TZQ8: Marine sediment metagenome DNA, contig: S12H4_S07490 (Fragment)	0.6858854841
UniRef50_X1TZQ8: Marine sediment metagenome DNA, contig: S12H4_S07490 (Fragment)|unclassified	0.6858854841
UniRef50_A6GTQ1: DNA repair protein RadC (Fragment)	0.6829301290
UniRef50_A6GTQ1: DNA repair protein RadC (Fragment)|unclassified	0.6829301290
UniRef50_R1HSF5: Rhodanese-like protein (Fragment)	0.6739582195
UniRef50_R1HSF5: Rhodanese-like protein (Fragment)|unclassified	0.6739582195
UniRef50_B4U9K1: Sel1 domain protein repeat-containing protein	0.6720198043
UniRef50_B4U9K1: Sel1 domain protein repeat-containing protein|unclassified	0.6720198043
UniRef50_W0UZM4: Sel1 repeat family protein	0.6669102946
UniRef50_W0UZM4: Sel1 repeat family protein|unclassified	0.6669102946
UniRef50_UPI00036FCC2E: hypothetical protein	0.6663929777
UniRef50_UPI00036FCC2E: hypothetical protein|unclassified	0.6663929777
UniRef50_U9N8I3	0.6454549961
UniRef50_U9N8I3|unclassified	0.6454549961
UniRef50_UPI000404EE4C: cytidylate kinase	0.6422166795
UniRef50_UPI000404EE4C: cytidylate kinase|unclassified	0.6422166795
UniRef50_U3BVW2: DNA repair protein RadC	0.6384399204
UniRef50_U3BVW2: DNA repair protein RadC|unclassified	0.6384399204
UniRef50_Q48AG2: DNA repair protein RadC, n-terminal	0.6280450306
UniRef50_Q48AG2: DNA repair protein RadC, n-terminal|unclassified	0.6280450306
UniRef50_D5WBR7: DNA repair protein RadC	0.6044549937
UniRef50_D5WBR7: DNA repair protein RadC|unclassified	0.6044549937
UniRef50_UPI000473676A: hypothetical protein, partial	0.5924758642
UniRef50_UPI000473676A: hypothetical protein, partial|unclassified	0.5924758642
UniRef50_A5UEE8: Sel1 domain protein repeat-containing protein	0.5877473142
UniRef50_A5UEE8: Sel1 domain protein repeat-containing protein|unclassified	0.5877473142
UniRef50_UPI0003B3EDEC: ketol-acid reductoisomerase	0.5872340387
UniRef50_UPI0003B3EDEC: ketol-acid reductoisomerase|unclassified	0.5872340387
UniRef50_UPI00046FE92D: hypothetical protein	0.5784315325
UniRef50_UPI00046FE92D: hypothetical protein|unclassified	0.5784315325
UniRef50_F0F1U1: Sel1 repeat protein	0.5694415137
UniRef50_F0F1U1: Sel1 repeat protein|unclassified	0.5694415137
UniRef50_Q46XP0: UPF0758 protein Reut_A2732	0.5655983537
UniRef50_Q46XP0: UPF0758 protein Reut_A2732|unclassified	0.5655983537
UniRef50_B3PK10: Peptide methionine sulfoxide reductase MsrB	0.5567331405
UniRef50_B3PK10: Peptide methionine sulfoxide reductase MsrB|unclassified	0.5567331405
UniRef50_B5FJF9: Peptide methionine sulfoxide reductase MsrB	0.5552047051
UniRef50_B5FJF9: Peptide methionine sulfoxide reductase MsrB|unclassified	0.5552047051
UniRef50_UPI000375398D: hypothetical protein	0.5544547926
UniRef50_UPI000375398D: hypothetical protein|unclassified	0.5544547926
UniRef50_A4XKN9: Cytidylate kinase	0.5477740678
UniRef50_A4XKN9: Cytidylate kinase|unclassified	0.5477740678
UniRef50_B4VS69	0.5171367184
UniRef50_B4VS69|unclassified	0.5171367184
UniRef50_U3CCC0	0.5050089378
UniRef50_U3CCC0|unclassified	0.5050089378
UniRef50_Q04QV4: Deoxyuridine 5'-triphosphate nucleotidohydrolase	0.4973770757
UniRef50_Q04QV4: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	0.4973770757
UniRef50_K8WYP6: Associated with replication fork, DNA repair protein	0.4736807275
UniRef50_K8WYP6: Associated with replication fork, DNA repair protein|unclassified	0.4736807275
UniRef50_B8GMG5: Peptide methionine sulfoxide reductase MsrB	0.4729621157
UniRef50_B8GMG5: Peptide methionine sulfoxide reductase MsrB|unclassified	0.4729621157
UniRef50_UPI00037B54A2: hypothetical protein, partial	0.4598338830
UniRef50_UPI00037B54A2: hypothetical protein, partial|unclassified	0.4598338830
UniRef50_B3DWT8: TPR repeat protein, SEL1 subfamily	0.4565971963
UniRef50_B3DWT8: TPR repeat protein, SEL1 subfamily|unclassified	0.4565971963
UniRef50_UPI00047724C2: PilB	0.4461459648
UniRef50_UPI00047724C2: PilB|unclassified	0.4461459648
UniRef50_Q0BEH0: Peptide methionine sulfoxide reductase MsrB	0.4380963053
UniRef50_Q0BEH0: Peptide methionine sulfoxide reductase MsrB|unclassified	0.4380963053
UniRef50_C1DRM1: Peptide methionine sulfoxide reductase MsrB	0.4366789998
UniRef50_C1DRM1: Peptide methionine sulfoxide reductase MsrB|unclassified	0.4366789998
UniRef50_U7P8G4	0.4150225487
UniRef50_U7P8G4|unclassified	0.4150225487
UniRef50_UPI0003A60316: methionine sulfoxide reductase B	0.4071321570
UniRef50_UPI0003A60316: methionine sulfoxide reductase B|unclassified	0.4071321570
UniRef50_A7MUS0	0.4069620703
UniRef50_A7MUS0|unclassified	0.4069620703
UniRef50_UPI0003643ECE: hypothetical protein, partial	0.4029211499
UniRef50_UPI0003643ECE: hypothetical protein, partial|unclassified	0.4029211499
UniRef50_UPI00029A2B9D: hypothetical protein	0.3581619746
UniRef50_UPI00029A2B9D: hypothetical protein|unclassified	0.3581619746
UniRef50_UPI00035C9FE2: hypothetical protein	0.3581190451
UniRef50_UPI00035C9FE2: hypothetical protein|unclassified	0.3581190451
UniRef50_B3T6N4: Putative MORN repeat protein	0.3419693597
UniRef50_B3T6N4: Putative MORN repeat protein|unclassified	0.3419693597
UniRef50_Q6ADJ8: Peptide methionine sulfoxide reductase MsrB	0.3342097428
UniRef50_Q6ADJ8: Peptide methionine sulfoxide reductase MsrB|unclassified	0.3342097428
UniRef50_UPI00035DED4B: hypothetical protein, partial	0.3314272817
UniRef50_UPI00035DED4B: hypothetical protein, partial|unclassified	0.3314272817
UniRef50_UPI00026C7821: hypothetical protein	0.3310734899
UniRef50_UPI00026C7821: hypothetical protein|unclassified	0.3310734899
UniRef50_UPI0003693EA1: hypothetical protein, partial	0.3246988265
UniRef50_UPI0003693EA1: hypothetical protein, partial|unclassified	0.3246988265
UniRef50_M9RP52: Sel-1-like repeats-containing protein	0.3238715509
UniRef50_M9RP52: Sel-1-like repeats-containing protein|unclassified	0.3238715509
UniRef50_T1A0P1: Sel1 domain protein repeat-containing protein	0.2996168994
UniRef50_T1A0P1: Sel1 domain protein repeat-containing protein|unclassified	0.2996168994
UniRef50_Q0I0W9	0.2902921331
UniRef50_Q0I0W9|unclassified	0.2902921331
UniRef50_UPI0003B4C7AE: hypothetical protein	0.2867151860
UniRef50_UPI0003B4C7AE: hypothetical protein|unclassified	0.2867151860
UniRef50_B8J2C5: Sel1 domain protein repeat-containing protein	0.2824133967
UniRef50_B8J2C5: Sel1 domain protein repeat-containing protein|unclassified	0.2824133967
UniRef50_Q3JRF0: Peptide methionine sulfoxide reductase MsrB	0.2756069812
UniRef50_Q3JRF0: Peptide methionine sulfoxide reductase MsrB|unclassified	0.2756069812
UniRef50_E3GV05: Putative TPR repeat protein	0.2694502718
UniRef50_E3GV05: Putative TPR repeat protein|unclassified	0.2694502718
UniRef50_A0A023RQ41: Sel1 domain-containing protein	0.2524299329
UniRef50_A0A023RQ41: Sel1 domain-containing protein|unclassified	0.2524299329
UniRef50_Q1QAB4: Sel1	0.2518909703
UniRef50_Q1QAB4: Sel1|unclassified	0.2518909703
UniRef50_A5UCF6: Sel1 domain protein repeat-containing protein	0.2446880338
UniRef50_A5UCF6: Sel1 domain protein repeat-containing protein|unclassified	0.2446880338
UniRef50_G9Y3P4: Sel1 repeat protein	0.2328176137
UniRef50_G9Y3P4: Sel1 repeat protein|unclassified	0.2328176137
UniRef50_J5NDA2	0.2059524494
UniRef50_J5NDA2|unclassified	0.2059524494
UniRef50_C3L4J4: Sel1 repeat protein	0.2042467030
UniRef50_C3L4J4: Sel1 repeat protein|unclassified	0.2042467030
UniRef50_Q2YCV8: Sel1-like repeat	0.1965630586
UniRef50_Q2YCV8: Sel1-like repeat|unclassified	0.1965630586
UniRef50_UPI0003774D58: hypothetical protein	0.1871974136
UniRef50_UPI0003774D58: hypothetical protein|unclassified	0.1871974136
UniRef50_A5GFH0: Sel1 domain protein repeat-containing protein	0.1836992106
UniRef50_A5GFH0: Sel1 domain protein repeat-containing protein|unclassified	0.1836992106
UniRef50_W6EAT4: Hcp beta-lactamase family protein	0.1687775249
UniRef50_W6EAT4: Hcp beta-lactamase family protein|unclassified	0.1687775249
UniRef50_G3Z672	0.1595748841
UniRef50_G3Z672|unclassified	0.1595748841
UniRef50_UPI0003113DA6: hypothetical protein	0.1566593028
UniRef50_UPI0003113DA6: hypothetical protein|unclassified	0.1566593028
UniRef50_B9JG93	0.1545645408
UniRef50_B9JG93|unclassified	0.1545645408
UniRef50_B7H3X2: Peptide methionine sulfoxide reductase MsrB	0.1513692019
