# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-CPM
UniRef50_UPI0003B51EA9: DNA mismatch repair protein MutT, partial|unclassified	7.45109
UniRef50_UPI000473158B: cytidylate kinase, partial	7.16102
UniRef50_UPI000473158B: cytidylate kinase, partial|unclassified	7.16102
UniRef50_Q9F7L5: Dephospho-CoA kinase	7.13414
UniRef50_Q9F7L5: Dephospho-CoA kinase|unclassified	7.13414
UniRef50_Q03941: Dephospho-CoA kinase CAB5	7.01786
UniRef50_Q03941: Dephospho-CoA kinase CAB5|unclassified	7.01786
UniRef50_S4Y4I1: L-aspartate oxidase	6.98016
UniRef50_S4Y4I1: L-aspartate oxidase|unclassified	6.98016
UniRef50_A3UZG5	6.93704
UniRef50_A3UZG5|unclassified	6.93704
UniRef50_UPI0003F6ECF2: hypothetical protein	6.76246
UniRef50_UPI0003F6ECF2: hypothetical protein|unclassified	6.76246
UniRef50_Q7V9S8: Bifunctional pantoate ligase/cytidylate kinase	6.74882
UniRef50_Q7V9S8: Bifunctional pantoate ligase/cytidylate kinase|unclassified	6.74882
UniRef50_T1AQT7: Rhodanese domain-containing protein (Fragment)	6.7081
UniRef50_T1AQT7: Rhodanese domain-containing protein (Fragment)|unclassified	6.7081
UniRef50_Q3JEI0: UPF0758 protein Noc_0236	6.56075
UniRef50_Q3JEI0: UPF0758 protein Noc_0236|unclassified	6.56075
UniRef50_I3UV52: UPF0758 protein	6.47285
UniRef50_I3UV52: UPF0758 protein|unclassified	6.47285
UniRef50_A7MK97	6.47195
UniRef50_A7MK97|unclassified	6.47195
UniRef50_UPI0003618013: hypothetical protein, partial	6.38172
UniRef50_UPI0003618013: hypothetical protein, partial|unclassified	6.38172
UniRef50_P77938: Probable nicotinate-nucleotide pyrophosphorylase [carboxylating]	6.37835
UniRef50_P77938: Probable nicotinate-nucleotide pyrophosphorylase [carboxylating]|unclassified	6.37835
UniRef50_UPI00038178FD: hypothetical protein, partial	6.32352
UniRef50_UPI00038178FD: hypothetical protein, partial|unclassified	6.32352
UniRef50_Q0SNE8: Probable M18 family aminopeptidase 1	6.30157
UniRef50_Q0SNE8: Probable M18 family aminopeptidase 1|unclassified	6.30157
UniRef50_P30011: Nicotinate-nucleotide pyrophosphorylase [carboxylating]	6.29892
UniRef50_P30011: Nicotinate-nucleotide pyrophosphorylase [carboxylating]|unclassified	6.29892
UniRef50_Q0EXF4	6.28162
UniRef50_Q0EXF4|unclassified	6.28162
UniRef50_A5WB02: UPF0758 protein Pput_5194	6.26052
UniRef50_A5WB02: UPF0758 protein Pput_5194|unclassified	6.26052
UniRef50_A0A024KAA8	6.16816
UniRef50_A0A024KAA8|unclassified	6.16816
UniRef50_K1VQV0	6.15444
UniRef50_K1VQV0|unclassified	6.15444
UniRef50_D2ZWT3: Sel1 repeat protein	6.13388
UniRef50_D2ZWT3: Sel1 repeat protein|unclassified	6.13388
UniRef50_X1FVD0: Marine sediment metagenome DNA, contig: S03H2_C00774	6.1293
UniRef50_X1FVD0: Marine sediment metagenome DNA, contig: S03H2_C00774|unclassified	6.1293
UniRef50_UPI0003DECF18: PREDICTED: methionine-R-sulfoxide reductase B1 isoform X6	6.07393
UniRef50_UPI0003DECF18: PREDICTED: methionine-R-sulfoxide reductase B1 isoform X6|unclassified	6.07393
UniRef50_UPI00041348CC: hypothetical protein	6.00953
UniRef50_UPI00041348CC: hypothetical protein|unclassified	6.00953
UniRef50_X1Q5W5: Marine sediment metagenome DNA, contig: S06H3_S09078	6.00722
UniRef50_X1Q5W5: Marine sediment metagenome DNA, contig: S06H3_S09078|unclassified	6.00722
UniRef50_X1AA43: Marine sediment metagenome DNA, contig: S01H4_S01061 (Fragment)	6.00692
UniRef50_X1AA43: Marine sediment metagenome DNA, contig: S01H4_S01061 (Fragment)|unclassified	6.00692
UniRef50_UPI0004159661: hypothetical protein	5.93084
UniRef50_UPI0004159661: hypothetical protein|unclassified	5.93084
UniRef50_I7BFL1: DNA repair radC-like protein	5.80926
UniRef50_I7BFL1: DNA repair radC-like protein|unclassified	5.80926
UniRef50_UPI00016C422E: NUDIX hydrolase	5.67366
UniRef50_UPI00016C422E: NUDIX hydrolase|unclassified	5.67366
UniRef50_E4RCX1: RadC	5.63547
UniRef50_E4RCX1: RadC|unclassified	5.63547
UniRef50_A2C536: Bifunctional pantoate ligase/cytidylate kinase	5.5461
UniRef50_A2C536: Bifunctional pantoate ligase/cytidylate kinase|unclassified	5.5461
UniRef50_V6LEW6	5.42428
UniRef50_V6LEW6|unclassified	5.42428
UniRef50_M9RL76	5.38517
UniRef50_M9RL76|unclassified	5.38517
UniRef50_H9KEI5	5.36216
UniRef50_H9KEI5|unclassified	5.36216
UniRef50_I7E3W7	5.35516
UniRef50_I7E3W7|unclassified	5.35516
UniRef50_Q749Y7: Cytidylate kinase	5.19732
UniRef50_Q749Y7: Cytidylate kinase|unclassified	5.19732
UniRef50_UPI00047428C8: hypothetical protein, partial	4.92248
UniRef50_UPI00047428C8: hypothetical protein, partial|unclassified	4.92248
UniRef50_Q0AYH7: Deoxyuridine 5'-triphosphate nucleotidohydrolase	4.84486
UniRef50_Q0AYH7: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	4.84486
UniRef50_X1LEW3: Marine sediment metagenome DNA, contig: S06H3_C02492 (Fragment)	4.81519
UniRef50_X1LEW3: Marine sediment metagenome DNA, contig: S06H3_C02492 (Fragment)|unclassified	4.81519
UniRef50_W5X956	4.79656
UniRef50_W5X956|unclassified	4.79656
UniRef50_Q5L6D8: Deoxyuridine 5'-triphosphate nucleotidohydrolase	4.68819
UniRef50_Q5L6D8: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	4.68819
UniRef50_J2MF69: DNA repair protein RadC	4.63243
UniRef50_J2MF69: DNA repair protein RadC|unclassified	4.63243
UniRef50_U6IKC5: Dephospho coenzyme A kinase domain containing protein	4.58662
UniRef50_U6IKC5: Dephospho coenzyme A kinase domain containing protein|unclassified	4.58662
UniRef50_A0A023RCX6: Sel1 domain-containing protein	4.49137
UniRef50_A0A023RCX6: Sel1 domain-containing protein|unclassified	4.49137
UniRef50_Q56763: Type 4 prepilin-like proteins leader peptide-processing enzyme	4.4885
UniRef50_Q56763: Type 4 prepilin-like proteins leader peptide-processing enzyme|unclassified	4.4885
UniRef50_S9TE01	4.48709
UniRef50_S9TE01|unclassified	4.48709
UniRef50_UPI0004708D4F: hypothetical protein, partial	4.4736
UniRef50_UPI0004708D4F: hypothetical protein, partial|unclassified	4.4736
UniRef50_B4U6R8: Deoxyuridine 5'-triphosphate nucleotidohydrolase	4.46461
UniRef50_B4U6R8: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	4.46461
UniRef50_A4STD5: UPF0758 protein ASA_4229	4.39677
UniRef50_A4STD5: UPF0758 protein ASA_4229|unclassified	4.39677
UniRef50_B2RJH1: Deoxyuridine 5'-triphosphate nucleotidohydrolase	4.37622
UniRef50_B2RJH1: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	4.37622
UniRef50_UPI0004782D80: phosphoribulokinase	4.29523
UniRef50_UPI0004782D80: phosphoribulokinase|unclassified	4.29523
UniRef50_B3QSU1: Cytidylate kinase	4.2507
UniRef50_B3QSU1: Cytidylate kinase|unclassified	4.2507
UniRef50_UPI00037E6A81: hypothetical protein, partial	4.20229
UniRef50_UPI00037E6A81: hypothetical protein, partial|unclassified	4.20229
UniRef50_B5W2S4	4.137
UniRef50_B5W2S4|unclassified	4.137
UniRef50_Q5L9K4: Cytidylate kinase	4.12846
UniRef50_Q5L9K4: Cytidylate kinase|unclassified	4.12846
UniRef50_Q8XYL1: Peptide methionine sulfoxide reductase MsrB	4.11886
UniRef50_Q8XYL1: Peptide methionine sulfoxide reductase MsrB|unclassified	4.11886
UniRef50_UPI000380F105: hypothetical protein	4.11306
UniRef50_UPI000380F105: hypothetical protein|unclassified	4.11306
UniRef50_Q92RA4: Peptide methionine sulfoxide reductase MsrB 1	4.11204
UniRef50_Q92RA4: Peptide methionine sulfoxide reductase MsrB 1|unclassified	4.11204
UniRef50_F5YMH8: Phosphopantothenoylcysteine synthetase/decarboxylase	4.09532
UniRef50_F5YMH8: Phosphopantothenoylcysteine synthetase/decarboxylase|unclassified	4.09532
UniRef50_B7KFZ3: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.95831
UniRef50_B7KFZ3: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.95831
UniRef50_UPI0004669B38: hypothetical protein	3.91754
UniRef50_UPI0004669B38: hypothetical protein|unclassified	3.91754
UniRef50_Q3YRU2: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.86848
UniRef50_Q3YRU2: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.86848
UniRef50_A8IPW5: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.82089
UniRef50_A8IPW5: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.82089
UniRef50_B8G2Q5: Cytidylate kinase	3.79543
UniRef50_B8G2Q5: Cytidylate kinase|unclassified	3.79543
UniRef50_B1J4W5: Peptide methionine sulfoxide reductase MsrB	3.77637
UniRef50_B1J4W5: Peptide methionine sulfoxide reductase MsrB|unclassified	3.77637
UniRef50_B7LQ21: Peptide methionine sulfoxide reductase MsrB	3.7038
UniRef50_B7LQ21: Peptide methionine sulfoxide reductase MsrB|unclassified	3.7038
UniRef50_A1BEP9: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.5873
UniRef50_A1BEP9: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.5873
UniRef50_UPI00046FAF78: hypothetical protein	3.56055
UniRef50_UPI00046FAF78: hypothetical protein|unclassified	3.56055
UniRef50_A5N7A5: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.55296
UniRef50_A5N7A5: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.55296
UniRef50_E3BHK8: Sel1 domain-containing protein	3.50191
UniRef50_E3BHK8: Sel1 domain-containing protein|unclassified	3.50191
UniRef50_Q2SJP9: Peptide methionine sulfoxide reductase MsrB	3.50069
UniRef50_Q2SJP9: Peptide methionine sulfoxide reductase MsrB|unclassified	3.50069
UniRef50_Q92SM6: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.47612
UniRef50_Q92SM6: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.47612
UniRef50_UPI00037502CD: hypothetical protein	3.3838
UniRef50_UPI00037502CD: hypothetical protein|unclassified	3.3838
UniRef50_O83855: Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.32393
UniRef50_O83855: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	3.32393
UniRef50_Q8D849: Peptide methionine sulfoxide reductase MsrB	3.29989
UniRef50_Q8D849: Peptide methionine sulfoxide reductase MsrB|unclassified	3.29989
UniRef50_D5BSG8	3.14683
UniRef50_D5BSG8|unclassified	3.14683
UniRef50_UPI0003664420: hypothetical protein	3.11724
UniRef50_UPI0003664420: hypothetical protein|unclassified	3.11724
UniRef50_UPI0002379124: nucleoside triphosphate hydrolase domain-containing protein	3.10883
UniRef50_UPI0002379124: nucleoside triphosphate hydrolase domain-containing protein|unclassified	3.10883
UniRef50_A0A037ZQC2	2.94954
UniRef50_A0A037ZQC2|unclassified	2.94954
UniRef50_P61913: Deoxyuridine 5'-triphosphate nucleotidohydrolase	2.89865
UniRef50_P61913: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	2.89865
UniRef50_A7FI81: Peptide methionine sulfoxide reductase MsrB	2.87348
UniRef50_A7FI81: Peptide methionine sulfoxide reductase MsrB|unclassified	2.87348
UniRef50_X0NAA6	2.85046
UniRef50_X0NAA6|unclassified	2.85046
UniRef50_A5UR89: Rhodanese domain protein	2.84406
UniRef50_A5UR89: Rhodanese domain protein|unclassified	2.84406
UniRef50_P61909: Deoxyuridine 5'-triphosphate nucleotidohydrolase	2.79048
UniRef50_P61909: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	2.79048
UniRef50_L0H3Y4: DNA repair protein	2.73718
UniRef50_L0H3Y4: DNA repair protein|unclassified	2.73718
UniRef50_X1CU47: Marine sediment metagenome DNA, contig: S01H4_S11534 (Fragment)	2.69762
UniRef50_X1CU47: Marine sediment metagenome DNA, contig: S01H4_S11534 (Fragment)|unclassified	2.69762
UniRef50_L0H3Z3: DNA repair protein	2.67617
UniRef50_L0H3Z3: DNA repair protein|unclassified	2.67617
UniRef50_Q64D39	2.67254
UniRef50_Q64D39|unclassified	2.67254
UniRef50_X0WAU7: Marine sediment metagenome DNA, contig: S01H1_S18944 (Fragment)	2.61868
UniRef50_X0WAU7: Marine sediment metagenome DNA, contig: S01H1_S18944 (Fragment)|unclassified	2.61868
UniRef50_Q47NK1: Deoxyuridine 5'-triphosphate nucleotidohydrolase	2.60116
UniRef50_Q47NK1: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	2.60116
UniRef50_Q8P456: UPF0758 protein XCC3860	2.55954
UniRef50_Q8P456: UPF0758 protein XCC3860|unclassified	2.55954
UniRef50_UPI00047575A1: 3-mercaptopyruvate sulfurtransferase	2.55486
UniRef50_UPI00047575A1: 3-mercaptopyruvate sulfurtransferase|unclassified	2.55486
UniRef50_A5FG91: Cytidylate kinase	2.46642
UniRef50_A5FG91: Cytidylate kinase|unclassified	2.46642
UniRef50_Q9WYJ9: Probable M18 family aminopeptidase 1	2.44727
UniRef50_Q9WYJ9: Probable M18 family aminopeptidase 1|unclassified	2.44727
UniRef50_Q7VJU0: Deoxyuridine 5'-triphosphate nucleotidohydrolase	2.42082
UniRef50_Q7VJU0: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	2.42082
UniRef50_A5CD09: Deoxyuridine 5'-triphosphate nucleotidohydrolase	2.41308
UniRef50_A5CD09: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	2.41308
UniRef50_UPI0003B3055D: hypothetical protein	2.36681
UniRef50_UPI0003B3055D: hypothetical protein|unclassified	2.36681
UniRef50_L9PJW0: Sel-1-like protein	2.35495
UniRef50_L9PJW0: Sel-1-like protein|unclassified	2.35495
UniRef50_UPI00037414C6: hypothetical protein	2.35228
UniRef50_UPI00037414C6: hypothetical protein|unclassified	2.35228
UniRef50_A0A031ML92: DNA repair protein	2.32607
UniRef50_A0A031ML92: DNA repair protein|unclassified	2.32607
UniRef50_UPI00037C8076: hypothetical protein	2.31093
UniRef50_UPI00037C8076: hypothetical protein|unclassified	2.31093
UniRef50_X6ZTB3	2.19795
UniRef50_X6ZTB3|unclassified	2.19795
UniRef50_A0L961: Sel1 domain protein repeat-containing protein	2.18273
UniRef50_A0L961: Sel1 domain protein repeat-containing protein|unclassified	2.18273
UniRef50_G0EV61: DNA repair protein RadC	2.15546
UniRef50_G0EV61: DNA repair protein RadC|unclassified	2.15546
UniRef50_Q7NKL2: Deoxyuridine 5'-triphosphate nucleotidohydrolase	2.15122
UniRef50_Q7NKL2: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	2.15122
UniRef50_UPI000365C86C: hypothetical protein	2.14634
UniRef50_UPI000365C86C: hypothetical protein|unclassified	2.14634
UniRef50_UPI00024BBCB5: cytidylate kinase	1.97752
UniRef50_UPI00024BBCB5: cytidylate kinase|unclassified	1.97752
UniRef50_B3DWP7: TPR repeat protein, SEL1 subfamily	1.88857
UniRef50_B3DWP7: TPR repeat protein, SEL1 subfamily|unclassified	1.88857
UniRef50_Q8IXL7: Methionine-R-sulfoxide reductase B3	1.8663
UniRef50_Q8IXL7: Methionine-R-sulfoxide reductase B3|unclassified	1.8663
UniRef50_B3ETJ2	1.83851
UniRef50_B3ETJ2|unclassified	1.83851
UniRef50_A4G5V5: Peptide methionine sulfoxide reductase MsrB	1.81853
UniRef50_A4G5V5: Peptide methionine sulfoxide reductase MsrB|unclassified	1.81853
UniRef50_Q12EY8: UPF0758 protein Bpro_0948	1.80622
UniRef50_Q12EY8: UPF0758 protein Bpro_0948|unclassified	1.80622
UniRef50_X1TZQ8: Marine sediment metagenome DNA, contig: S12H4_S07490 (Fragment)	1.78807
UniRef50_X1TZQ8: Marine sediment metagenome DNA, contig: S12H4_S07490 (Fragment)|unclassified	1.78807
UniRef50_A6GTQ1: DNA repair protein RadC (Fragment)	1.78037
UniRef50_A6GTQ1: DNA repair protein RadC (Fragment)|unclassified	1.78037
UniRef50_R1HSF5: Rhodanese-like protein (Fragment)	1.75698
UniRef50_R1HSF5: Rhodanese-like protein (Fragment)|unclassified	1.75698
UniRef50_B4U9K1: Sel1 domain protein repeat-containing protein	1.75193
UniRef50_B4U9K1: Sel1 domain protein repeat-containing protein|unclassified	1.75193
UniRef50_W0UZM4: Sel1 repeat family protein	1.73861
UniRef50_W0UZM4: Sel1 repeat family protein|unclassified	1.73861
UniRef50_UPI00036FCC2E: hypothetical protein	1.73726
UniRef50_UPI00036FCC2E: hypothetical protein|unclassified	1.73726
UniRef50_U9N8I3	1.68267
UniRef50_U9N8I3|unclassified	1.68267
UniRef50_UPI000404EE4C: cytidylate kinase	1.67423
UniRef50_UPI000404EE4C: cytidylate kinase|unclassified	1.67423
UniRef50_U3BVW2: DNA repair protein RadC	1.66439
UniRef50_U3BVW2: DNA repair protein RadC|unclassified	1.66439
UniRef50_Q48AG2: DNA repair protein RadC, n-terminal	1.63729
UniRef50_Q48AG2: DNA repair protein RadC, n-terminal|unclassified	1.63729
UniRef50_D5WBR7: DNA repair protein RadC	1.57579
UniRef50_D5WBR7: DNA repair protein RadC|unclassified	1.57579
UniRef50_UPI000473676A: hypothetical protein, partial	1.54456
UniRef50_UPI000473676A: hypothetical protein, partial|unclassified	1.54456
UniRef50_A5UEE8: Sel1 domain protein repeat-containing protein	1.53223
UniRef50_A5UEE8: Sel1 domain protein repeat-containing protein|unclassified	1.53223
UniRef50_UPI0003B3EDEC: ketol-acid reductoisomerase	1.53089
UniRef50_UPI0003B3EDEC: ketol-acid reductoisomerase|unclassified	1.53089
UniRef50_UPI00046FE92D: hypothetical protein	1.50795
UniRef50_UPI00046FE92D: hypothetical protein|unclassified	1.50795
UniRef50_F0F1U1: Sel1 repeat protein	1.48451
UniRef50_F0F1U1: Sel1 repeat protein|unclassified	1.48451
UniRef50_Q46XP0: UPF0758 protein Reut_A2732	1.47449
UniRef50_Q46XP0: UPF0758 protein Reut_A2732|unclassified	1.47449
UniRef50_B3PK10: Peptide methionine sulfoxide reductase MsrB	1.45138
UniRef50_B3PK10: Peptide methionine sulfoxide reductase MsrB|unclassified	1.45138
UniRef50_B5FJF9: Peptide methionine sulfoxide reductase MsrB	1.4474
UniRef50_B5FJF9: Peptide methionine sulfoxide reductase MsrB|unclassified	1.4474
UniRef50_UPI000375398D: hypothetical protein	1.44544
UniRef50_UPI000375398D: hypothetical protein|unclassified	1.44544
UniRef50_A4XKN9: Cytidylate kinase	1.42802
UniRef50_A4XKN9: Cytidylate kinase|unclassified	1.42802
UniRef50_B4VS69	1.34815
UniRef50_B4VS69|unclassified	1.34815
UniRef50_U3CCC0	1.31654
UniRef50_U3CCC0|unclassified	1.31654
UniRef50_Q04QV4: Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.29664
UniRef50_Q04QV4: Deoxyuridine 5'-triphosphate nucleotidohydrolase|unclassified	1.29664
UniRef50_K8WYP6: Associated with replication fork, DNA repair protein	1.23487
UniRef50_K8WYP6: Associated with replication fork, DNA repair protein|unclassified	1.23487
UniRef50_B8GMG5: Peptide methionine sulfoxide reductase MsrB	1.23299
UniRef50_B8GMG5: Peptide methionine sulfoxide reductase MsrB|unclassified	1.23299
UniRef50_UPI00037B54A2: hypothetical protein, partial	1.19877
UniRef50_UPI00037B54A2: hypothetical protein, partial|unclassified	1.19877
UniRef50_B3DWT8: TPR repeat protein, SEL1 subfamily	1.19033
UniRef50_B3DWT8: TPR repeat protein, SEL1 subfamily|unclassified	1.19033
UniRef50_UPI00047724C2: PilB	1.16308
UniRef50_UPI00047724C2: PilB|unclassified	1.16308
UniRef50_Q0BEH0: Peptide methionine sulfoxide reductase MsrB	1.1421
UniRef50_Q0BEH0: Peptide methionine sulfoxide reductase MsrB|unclassified	1.1421
UniRef50_C1DRM1: Peptide methionine sulfoxide reductase MsrB	1.1384
UniRef50_C1DRM1: Peptide methionine sulfoxide reductase MsrB|unclassified	1.1384
UniRef50_U7P8G4	1.08195
UniRef50_U7P8G4|unclassified	1.08195
UniRef50_UPI0003A60316: methionine sulfoxide reductase B	1.06138
UniRef50_UPI0003A60316: methionine sulfoxide reductase B|unclassified	1.06138
UniRef50_A7MUS0	1.06093
UniRef50_A7MUS0|unclassified	1.06093
UniRef50_UPI0003643ECE: hypothetical protein, partial	1.0504
UniRef50_UPI0003643ECE: hypothetical protein, partial|unclassified	1.0504
UniRef50_UPI00029A2B9D: hypothetical protein	0.933713
UniRef50_UPI00029A2B9D: hypothetical protein|unclassified	0.933713
UniRef50_UPI00035C9FE2: hypothetical protein	0.933601
UniRef50_UPI00035C9FE2: hypothetical protein|unclassified	0.933601
UniRef50_B3T6N4: Putative MORN repeat protein	0.8915
UniRef50_B3T6N4: Putative MORN repeat protein|unclassified	0.8915
UniRef50_Q6ADJ8: Peptide methionine sulfoxide reductase MsrB	0.871271
UniRef50_Q6ADJ8: Peptide methionine sulfoxide reductase MsrB|unclassified	0.871271
UniRef50_UPI00035DED4B: hypothetical protein, partial	0.864017
UniRef50_UPI00035DED4B: hypothetical protein, partial|unclassified	0.864017
UniRef50_UPI00026C7821: hypothetical protein	0.863095
UniRef50_UPI00026C7821: hypothetical protein|unclassified	0.863095
UniRef50_UPI0003693EA1: hypothetical protein, partial	0.846476
UniRef50_UPI0003693EA1: hypothetical protein, partial|unclassified	0.846476
UniRef50_M9RP52: Sel-1-like repeats-containing protein	0.84432
UniRef50_M9RP52: Sel-1-like repeats-containing protein|unclassified	0.84432
UniRef50_T1A0P1: Sel1 domain protein repeat-containing protein	0.781089
UniRef50_T1A0P1: Sel1 domain protein repeat-containing protein|unclassified	0.781089
UniRef50_Q0I0W9	0.756779
UniRef50_Q0I0W9|unclassified	0.756779
UniRef50_UPI0003B4C7AE: hypothetical protein	0.747455
UniRef50_UPI0003B4C7AE: hypothetical protein|unclassified	0.747455
