# Gene Family	SampleCobalamin_synthesis_Abundance-CPM
UniRef50_F3LJ04: Cobyrinic acid A,C-diamide synthase|unclassified	28.0764
UniRef50_W7XVH5: Cobalt-precorrin-6A synthase	28.04
UniRef50_W7XVH5: Cobalt-precorrin-6A synthase|unclassified	28.04
UniRef50_Q4JCM8	27.5979
UniRef50_Q4JCM8|unclassified	27.5979
UniRef50_Z5XSE9	27.5336
UniRef50_Z5XSE9|unclassified	27.5336
UniRef50_S6FAZ6: Putative Phosphoglycerate mutase family protein	27.4447
UniRef50_S6FAZ6: Putative Phosphoglycerate mutase family protein|unclassified	27.4447
UniRef50_X1PCR3: Marine sediment metagenome DNA, contig: S06H3_S20561 (Fragment)	27.3693
UniRef50_X1PCR3: Marine sediment metagenome DNA, contig: S06H3_S20561 (Fragment)|unclassified	27.3693
UniRef50_UPI00046F4DE1: hypothetical protein, partial	27.1522
UniRef50_UPI00046F4DE1: hypothetical protein, partial|unclassified	27.1522
UniRef50_UPI000373779C: hypothetical protein	27.0347
UniRef50_UPI000373779C: hypothetical protein|unclassified	27.0347
UniRef50_C1ABH5	26.9729
UniRef50_C1ABH5|unclassified	26.9729
UniRef50_S6B5P0: Alpha-ribazole phosphatase	26.6864
UniRef50_S6B5P0: Alpha-ribazole phosphatase|unclassified	26.6864
UniRef50_F7NUI3: Fructose-2,6-bisphosphatase	26.4571
UniRef50_F7NUI3: Fructose-2,6-bisphosphatase|unclassified	26.4571
UniRef50_UPI00036FF5F4: hypothetical protein	26.439
UniRef50_UPI00036FF5F4: hypothetical protein|unclassified	26.439
UniRef50_UPI0004719E02: hypothetical protein, partial	25.9939
UniRef50_UPI0004719E02: hypothetical protein, partial|unclassified	25.9939
UniRef50_F6EJX3: Fructose-2,6-bisphosphatase	25.9583
UniRef50_F6EJX3: Fructose-2,6-bisphosphatase|unclassified	25.9583
UniRef50_G8QPM8: Fructose-2,6-bisphosphatase	25.9291
UniRef50_G8QPM8: Fructose-2,6-bisphosphatase|unclassified	25.9291
UniRef50_V6ZFM0	25.8117
UniRef50_V6ZFM0|unclassified	25.8117
UniRef50_E7DRU2: Cobyrinic acid a,c-diamide synthase (Fragment)	25.6995
UniRef50_E7DRU2: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	25.6995
UniRef50_UPI000237776D: cobalamin-5''''-phosphate synthase, partial	25.6893
UniRef50_UPI000237776D: cobalamin-5''''-phosphate synthase, partial|unclassified	25.6893
UniRef50_I3TQF2: Phosphoglycerate mutase	25.6539
UniRef50_I3TQF2: Phosphoglycerate mutase|unclassified	25.6539
UniRef50_UPI00035C3A2B: hypothetical protein	25.5816
UniRef50_UPI00035C3A2B: hypothetical protein|unclassified	25.5816
UniRef50_UPI00036E979B: hypothetical protein, partial	25.4333
UniRef50_UPI00036E979B: hypothetical protein, partial|unclassified	25.4333
UniRef50_UPI000468CB99: hypothetical protein	25.4099
UniRef50_UPI000468CB99: hypothetical protein|unclassified	25.4099
UniRef50_C0QJ24: Putative phosphoglycerate/bisphosphoglycerate mutase (Phosphoglyceromutase) (PGAM)	25.2508
UniRef50_C0QJ24: Putative phosphoglycerate/bisphosphoglycerate mutase (Phosphoglyceromutase) (PGAM)|unclassified	25.2508
UniRef50_UPI0003019B24: hypothetical protein	24.7262
UniRef50_UPI0003019B24: hypothetical protein|unclassified	24.7262
UniRef50_UPI00046F376C: hypothetical protein	24.5992
UniRef50_UPI00046F376C: hypothetical protein|unclassified	24.5992
UniRef50_Q9RYR9: Cobalamin synthase	24.2996
UniRef50_Q9RYR9: Cobalamin synthase|unclassified	24.2996
UniRef50_W1WU50: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)	24.2579
UniRef50_W1WU50: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)|unclassified	24.2579
UniRef50_UPI00025584B5: cobalamin transporter	24.0965
UniRef50_UPI00025584B5: cobalamin transporter|unclassified	24.0965
UniRef50_K5ZHE1: Phosphoglycerate mutase family protein	23.6353
UniRef50_K5ZHE1: Phosphoglycerate mutase family protein|unclassified	23.6353
UniRef50_UPI000262B67D: cobalamin biosynthesis CobD/CbiB	23.4759
UniRef50_UPI000262B67D: cobalamin biosynthesis CobD/CbiB|unclassified	23.4759
UniRef50_I7DLF8	23.3677
UniRef50_I7DLF8|unclassified	23.3677
UniRef50_R5RF91: Alpha-ribazole-5'-phosphate phosphatase	23.1636
UniRef50_R5RF91: Alpha-ribazole-5'-phosphate phosphatase|unclassified	23.1636
UniRef50_UPI0003776058: hypothetical protein	23.091
UniRef50_UPI0003776058: hypothetical protein|unclassified	23.091
UniRef50_UPI0003B355C4: PspC family transcriptional regulator	22.8967
UniRef50_UPI0003B355C4: PspC family transcriptional regulator|unclassified	22.8967
UniRef50_S6GNB6	22.8198
UniRef50_S6GNB6|unclassified	22.8198
UniRef50_UPI000287CF60: threonine-phosphate decarboxylase	22.8022
UniRef50_UPI000287CF60: threonine-phosphate decarboxylase|unclassified	22.8022
UniRef50_UPI0003F81286: hypothetical protein	22.7274
UniRef50_UPI0003F81286: hypothetical protein|unclassified	22.7274
UniRef50_UPI0003B54630: aminotransferase class I/II	22.452
UniRef50_UPI0003B54630: aminotransferase class I/II|unclassified	22.452
UniRef50_L0H0R1: Fructose-2,6-bisphosphatase	22.3503
UniRef50_L0H0R1: Fructose-2,6-bisphosphatase|unclassified	22.3503
UniRef50_UPI00030832D4: hypothetical protein	22.3288
UniRef50_UPI00030832D4: hypothetical protein|unclassified	22.3288
UniRef50_UPI000424A082: hypothetical protein	22.2412
UniRef50_UPI000424A082: hypothetical protein|unclassified	22.2412
UniRef50_UPI00046A8FC9: hypothetical protein, partial	22.1382
UniRef50_UPI00046A8FC9: hypothetical protein, partial|unclassified	22.1382
UniRef50_UPI0003622B79: cobalamin-5-phosphate synthase	22.118
UniRef50_UPI0003622B79: cobalamin-5-phosphate synthase|unclassified	22.118
UniRef50_C6XK85: Molybdopterin-guanine dinucleotide biosynthesis protein A	21.8805
UniRef50_C6XK85: Molybdopterin-guanine dinucleotide biosynthesis protein A|unclassified	21.8805
UniRef50_D7W7J5: Phosphoglycerate mutase family protein	21.6004
UniRef50_D7W7J5: Phosphoglycerate mutase family protein|unclassified	21.6004
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase	21.5817
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase|unclassified	21.5817
UniRef50_D8K619	21.5365
UniRef50_D8K619|unclassified	21.5365
UniRef50_UPI0003616864: hypothetical protein	21.4759
UniRef50_UPI0003616864: hypothetical protein|unclassified	21.4759
UniRef50_G0CD20	21.4157
UniRef50_G0CD20|unclassified	21.4157
UniRef50_UPI000364419D: hypothetical protein	21.4001
UniRef50_UPI000364419D: hypothetical protein|unclassified	21.4001
UniRef50_UPI000378855E: hypothetical protein	21.348
UniRef50_UPI000378855E: hypothetical protein|unclassified	21.348
UniRef50_X8E7R9: CobQ/CobB/MinD/ParA nucleotide binding domain protein	21.3478
UniRef50_X8E7R9: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	21.3478
UniRef50_I0HZ25: 2Fe-2S ferredoxin	21.3225
UniRef50_I0HZ25: 2Fe-2S ferredoxin|unclassified	21.3225
UniRef50_B5HYN8: Alpha-ribazole phosphatase	21.1007
UniRef50_B5HYN8: Alpha-ribazole phosphatase|unclassified	21.1007
UniRef50_E9RSQ3	21.0895
UniRef50_E9RSQ3|unclassified	21.0895
UniRef50_V4V9A7	20.991
UniRef50_V4V9A7|unclassified	20.991
UniRef50_UPI0003620BE7: hypothetical protein	20.2955
UniRef50_UPI0003620BE7: hypothetical protein|unclassified	20.2955
UniRef50_Q8Z5N5: Cobalt import ATP-binding protein CbiO	20.1065
UniRef50_Q8Z5N5: Cobalt import ATP-binding protein CbiO|unclassified	20.1065
UniRef50_B9TDG1	20.007
UniRef50_B9TDG1|unclassified	20.007
UniRef50_B2GKU6	19.9702
UniRef50_B2GKU6|unclassified	19.9702
UniRef50_V4CHJ0	19.9165
UniRef50_V4CHJ0|unclassified	19.9165
UniRef50_W4V785: Alpha-ribazole-5'-phosphate phosphatase	19.8914
UniRef50_W4V785: Alpha-ribazole-5'-phosphate phosphatase|unclassified	19.8914
UniRef50_W4F541	19.6265
UniRef50_W4F541|unclassified	19.6265
UniRef50_K9ZYC6: Fructose-2,6-bisphosphatase	19.5449
UniRef50_K9ZYC6: Fructose-2,6-bisphosphatase|unclassified	19.5449
UniRef50_E4SBR0: Phosphoglycerate mutase	19.5026
UniRef50_E4SBR0: Phosphoglycerate mutase|unclassified	19.5026
UniRef50_J6LBG1: Phosphoglycerate mutase	19.4523
UniRef50_J6LBG1: Phosphoglycerate mutase|unclassified	19.4523
UniRef50_R7IJH1: Phosphoglycerate mutase family protein	19.4112
UniRef50_R7IJH1: Phosphoglycerate mutase family protein|unclassified	19.4112
UniRef50_R6ZN38	19.2721
UniRef50_R6ZN38|unclassified	19.2721
UniRef50_L8DSI8: Cobyric acid synthase	19.0383
UniRef50_L8DSI8: Cobyric acid synthase|unclassified	19.0383
UniRef50_UPI0003817D65: hypothetical protein	18.9644
UniRef50_UPI0003817D65: hypothetical protein|unclassified	18.9644
UniRef50_W7VS67	18.7473
UniRef50_W7VS67|unclassified	18.7473
UniRef50_X0WQI2: Marine sediment metagenome DNA, contig: S01H1_S33358	18.696
UniRef50_X0WQI2: Marine sediment metagenome DNA, contig: S01H1_S33358|unclassified	18.696
UniRef50_R7FBY3: Alpha-ribazole phosphatase	18.5302
UniRef50_R7FBY3: Alpha-ribazole phosphatase|unclassified	18.5302
UniRef50_G8TMN5: Phosphoglycerate mutase	18.3894
UniRef50_G8TMN5: Phosphoglycerate mutase|unclassified	18.3894
UniRef50_UPI000470CE1D: hypothetical protein, partial	18.2818
UniRef50_UPI000470CE1D: hypothetical protein, partial|unclassified	18.2818
UniRef50_W4P5L5	18.2578
UniRef50_W4P5L5|unclassified	18.2578
UniRef50_F8I9P6: Phosphoglycerate mutase	18.2378
UniRef50_F8I9P6: Phosphoglycerate mutase|unclassified	18.2378
UniRef50_UPI00040678AA: hypothetical protein	17.8886
UniRef50_UPI00040678AA: hypothetical protein|unclassified	17.8886
UniRef50_L0T1S7	17.6344
UniRef50_L0T1S7|unclassified	17.6344
UniRef50_F2K2Z0: Phosphoglycerate mutase	17.4679
UniRef50_F2K2Z0: Phosphoglycerate mutase|unclassified	17.4679
UniRef50_UPI0002193EF6: hypothetical protein, partial	17.3798
UniRef50_UPI0002193EF6: hypothetical protein, partial|unclassified	17.3798
UniRef50_X1IAN4: Marine sediment metagenome DNA, contig: S03H2_S16603 (Fragment)	17.2925
UniRef50_X1IAN4: Marine sediment metagenome DNA, contig: S03H2_S16603 (Fragment)|unclassified	17.2925
UniRef50_UPI00035FEEC7: hypothetical protein	17.1775
UniRef50_UPI00035FEEC7: hypothetical protein|unclassified	17.1775
UniRef50_UPI000380D659: hypothetical protein	17.1691
UniRef50_UPI000380D659: hypothetical protein|unclassified	17.1691
UniRef50_H5WZF0: Fructose-2,6-bisphosphatase	16.7412
UniRef50_H5WZF0: Fructose-2,6-bisphosphatase|unclassified	16.7412
UniRef50_R7HCM6: Alpha-ribazole phosphatase	16.6495
UniRef50_R7HCM6: Alpha-ribazole phosphatase|unclassified	16.6495
UniRef50_C8X3V4: Phosphoglycerate mutase	16.5775
UniRef50_C8X3V4: Phosphoglycerate mutase|unclassified	16.5775
UniRef50_K1Z0G4: Sensor protein (Fragment)	16.5443
UniRef50_K1Z0G4: Sensor protein (Fragment)|unclassified	16.5443
UniRef50_UPI0003B68C3B: phosphoglycerate kinase	16.5175
UniRef50_UPI0003B68C3B: phosphoglycerate kinase|unclassified	16.5175
UniRef50_I7AGB0: Phosphoglycerate mutase	16.4676
UniRef50_I7AGB0: Phosphoglycerate mutase|unclassified	16.4676
UniRef50_R4YEM2: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	16.4589
UniRef50_R4YEM2: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	16.4589
UniRef50_UPI00037BF64A: hypothetical protein	16.2962
UniRef50_UPI00037BF64A: hypothetical protein|unclassified	16.2962
UniRef50_F3LHP9: Alpha-ribazole-5'-phosphate phosphatase	16.2486
UniRef50_F3LHP9: Alpha-ribazole-5'-phosphate phosphatase|unclassified	16.2486
UniRef50_K2HAP9: Molybdopterin biosynthesis protein MoeA	16.215
UniRef50_K2HAP9: Molybdopterin biosynthesis protein MoeA|unclassified	16.215
UniRef50_UPI000475DBC1: hypothetical protein	16.2054
UniRef50_UPI000475DBC1: hypothetical protein|unclassified	16.2054
UniRef50_UPI0003B4A5AF: phosphoglycerate mutase	16.0969
UniRef50_UPI0003B4A5AF: phosphoglycerate mutase|unclassified	16.0969
UniRef50_R7FVE6: Phosphoglycerate mutase family protein	15.8364
UniRef50_R7FVE6: Phosphoglycerate mutase family protein|unclassified	15.8364
UniRef50_UPI000478CC0C: hypothetical protein	15.7811
UniRef50_UPI000478CC0C: hypothetical protein|unclassified	15.7811
UniRef50_L0G3T9: Fructose-2,6-bisphosphatase	15.7462
UniRef50_L0G3T9: Fructose-2,6-bisphosphatase|unclassified	15.7462
UniRef50_R6BL57: Fructose-2 6-bisphosphatase	15.6613
UniRef50_R6BL57: Fructose-2 6-bisphosphatase|unclassified	15.6613
UniRef50_D4J696	15.5114
UniRef50_D4J696|unclassified	15.5114
UniRef50_D0L1E8: Phosphoglycerate mutase	15.5111
UniRef50_D0L1E8: Phosphoglycerate mutase|unclassified	15.5111
UniRef50_UPI000478208A: DALR anticodon-binding domain-containing protein	15.3209
UniRef50_UPI000478208A: DALR anticodon-binding domain-containing protein|unclassified	15.3209
UniRef50_O27739: Energy-coupling factor transporter ATP-binding protein EcfA	15.3069
UniRef50_O27739: Energy-coupling factor transporter ATP-binding protein EcfA|unclassified	15.3069
UniRef50_UPI00035CB44C: hypothetical protein	15.2973
UniRef50_UPI00035CB44C: hypothetical protein|unclassified	15.2973
UniRef50_UPI0004721DB6: hypothetical protein	15.1186
UniRef50_UPI0004721DB6: hypothetical protein|unclassified	15.1186
UniRef50_UPI00047CF90B: hypothetical protein	14.8663
UniRef50_UPI00047CF90B: hypothetical protein|unclassified	14.8663
UniRef50_F2F1S3: Fructose-2,6-bisphosphatase	14.7671
UniRef50_F2F1S3: Fructose-2,6-bisphosphatase|unclassified	14.7671
UniRef50_UPI000360351B: hypothetical protein	14.7382
UniRef50_UPI000360351B: hypothetical protein|unclassified	14.7382
UniRef50_R7L1P2	14.7254
UniRef50_R7L1P2|unclassified	14.7254
UniRef50_D1CI13: Phosphoglycerate mutase	14.6401
UniRef50_D1CI13: Phosphoglycerate mutase|unclassified	14.6401
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF	14.6042
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF|unclassified	14.6042
UniRef50_W7DTR4: Phosphoglycerate mutase	14.5005
UniRef50_W7DTR4: Phosphoglycerate mutase|unclassified	14.5005
UniRef50_UPI00025563A2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	14.4515
UniRef50_UPI00025563A2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	14.4515
UniRef50_K4Y009: Alpha-ribazole phosphatase	14.3634
UniRef50_K4Y009: Alpha-ribazole phosphatase|unclassified	14.3634
UniRef50_F0GH26: Periplasmic binding protein (Fragment)	14.2068
UniRef50_F0GH26: Periplasmic binding protein (Fragment)|unclassified	14.2068
UniRef50_V4IKR2	14.1789
UniRef50_V4IKR2|unclassified	14.1789
UniRef50_G6F236	13.7916
UniRef50_G6F236|unclassified	13.7916
UniRef50_UPI000470B5F1: hypothetical protein, partial	13.5798
UniRef50_UPI000470B5F1: hypothetical protein, partial|unclassified	13.5798
UniRef50_UPI00047B4875: hypothetical protein	13.4448
UniRef50_UPI00047B4875: hypothetical protein|unclassified	13.4448
UniRef50_R6MT85: Phosphoglycerate mutase	13.4181
UniRef50_R6MT85: Phosphoglycerate mutase|unclassified	13.4181
UniRef50_UPI0002D62EC5: hypothetical protein	13.3648
UniRef50_UPI0002D62EC5: hypothetical protein|unclassified	13.3648
UniRef50_R6MQ94	13.3147
UniRef50_R6MQ94|unclassified	13.3147
UniRef50_R6VNV5: Putative cobalt-precorrin-6A synthase [deacetylating]	13.1344
UniRef50_R6VNV5: Putative cobalt-precorrin-6A synthase [deacetylating]|unclassified	13.1344
UniRef50_UPI00034BEE91: hypothetical protein	13.1344
UniRef50_UPI00034BEE91: hypothetical protein|unclassified	13.1344
UniRef50_UPI0002492AFA: alpha-ribazole-5''''-phosphate phosphatase	12.9894
UniRef50_UPI0002492AFA: alpha-ribazole-5''''-phosphate phosphatase|unclassified	12.9894
UniRef50_T1CTT0: Cobyrinic acid a,c-diamide synthase (Fragment)	12.8531
UniRef50_T1CTT0: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	12.8531
UniRef50_UPI00036028C6: hypothetical protein	12.6391
UniRef50_UPI00036028C6: hypothetical protein|unclassified	12.6391
UniRef50_U2Q5W8: PspC domain protein	12.6131
UniRef50_U2Q5W8: PspC domain protein|unclassified	12.6131
UniRef50_UPI00016AD421: hypothetical protein	12.6032
UniRef50_UPI00016AD421: hypothetical protein|unclassified	12.6032
UniRef50_UPI000364A04B: hypothetical protein, partial	12.5744
UniRef50_UPI000364A04B: hypothetical protein, partial|unclassified	12.5744
UniRef50_UPI000289A91B: hypothetical protein	12.5289
UniRef50_UPI000289A91B: hypothetical protein|unclassified	12.5289
UniRef50_UPI0002899DEA: fructose-2,6-bisphosphatase	12.4614
UniRef50_UPI0002899DEA: fructose-2,6-bisphosphatase|unclassified	12.4614
UniRef50_F3KGE5: Alpha-ribazole-5'-phosphate phosphatase	12.2905
UniRef50_F3KGE5: Alpha-ribazole-5'-phosphate phosphatase|unclassified	12.2905
UniRef50_UPI0003779A7B: hypothetical protein	12.1997
UniRef50_UPI0003779A7B: hypothetical protein|unclassified	12.1997
UniRef50_C0EAM6: Phosphoglycerate mutase family protein	12.1521
UniRef50_C0EAM6: Phosphoglycerate mutase family protein|unclassified	12.1521
UniRef50_UPI0003959055: cob(I)alamin adenosyltransferase	12.0762
UniRef50_UPI0003959055: cob(I)alamin adenosyltransferase|unclassified	12.0762
UniRef50_R7EEK0: Fructose-2 6-bisphosphatase	11.8478
UniRef50_R7EEK0: Fructose-2 6-bisphosphatase|unclassified	11.8478
UniRef50_R6M961: Alpha-ribazole-5'-phosphate phosphatase	11.7298
UniRef50_R6M961: Alpha-ribazole-5'-phosphate phosphatase|unclassified	11.7298
UniRef50_UPI00039D0B1D: hypothetical protein	11.6293
UniRef50_UPI00039D0B1D: hypothetical protein|unclassified	11.6293
UniRef50_UPI0004717CFD: hypothetical protein, partial	11.412
UniRef50_UPI0004717CFD: hypothetical protein, partial|unclassified	11.412
UniRef50_R1B894	11.4019
UniRef50_R1B894|unclassified	11.4019
UniRef50_L0R966: Phosphoglycerate mutase	11.3791
UniRef50_L0R966: Phosphoglycerate mutase|unclassified	11.3791
UniRef50_UPI0003601D9D: hypothetical protein	11.2987
UniRef50_UPI0003601D9D: hypothetical protein|unclassified	11.2987
UniRef50_E7DRT7: Cobyrinic acid a,c-diamide synthase (Fragment)	11.1495
UniRef50_E7DRT7: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	11.1495
UniRef50_UPI0002260879: Cob(II)yrinic acid a,c-diamide reductase	11.026
UniRef50_UPI0002260879: Cob(II)yrinic acid a,c-diamide reductase|unclassified	11.026
UniRef50_Q2T0A3: Vitamin B12 transport protein BtuF, putative	10.9985
UniRef50_Q2T0A3: Vitamin B12 transport protein BtuF, putative|unclassified	10.9985
UniRef50_UPI00037F964B: hypothetical protein	10.8891
UniRef50_UPI00037F964B: hypothetical protein|unclassified	10.8891
UniRef50_R5VIV4: Phosphoglycerate mutase	10.8637
UniRef50_R5VIV4: Phosphoglycerate mutase|unclassified	10.8637
UniRef50_U1KNZ8	10.6132
UniRef50_U1KNZ8|unclassified	10.6132
UniRef50_A0A023NTL9	10.379
UniRef50_A0A023NTL9|unclassified	10.379
UniRef50_UPI00036ABF31: hypothetical protein, partial	10.2508
UniRef50_UPI00036ABF31: hypothetical protein, partial|unclassified	10.2508
UniRef50_V5SDC0: Alpha-ribazole-5-phosphate phosphatase	10.1653
UniRef50_V5SDC0: Alpha-ribazole-5-phosphate phosphatase|unclassified	10.1653
UniRef50_W8L2Y9	10.0356
UniRef50_W8L2Y9|unclassified	10.0356
UniRef50_UPI000470B726: hypothetical protein	9.84439
UniRef50_UPI000470B726: hypothetical protein|unclassified	9.84439
UniRef50_W4SGE3	9.71988
UniRef50_W4SGE3|unclassified	9.71988
UniRef50_UPI00025584A6: alpha-ribazole-5''''-phosphate phosphatase	9.67287
UniRef50_UPI00025584A6: alpha-ribazole-5''''-phosphate phosphatase|unclassified	9.67287
UniRef50_C0BZ97: Phosphoglycerate mutase family protein	9.64414
UniRef50_C0BZ97: Phosphoglycerate mutase family protein|unclassified	9.64414
UniRef50_X0ZIP4: Marine sediment metagenome DNA, contig: S01H4_C04300 (Fragment)	9.59825
UniRef50_X0ZIP4: Marine sediment metagenome DNA, contig: S01H4_C04300 (Fragment)|unclassified	9.59825
UniRef50_Q748K0: Putative ABC transporter ATP-binding protein GSU3001	9.57363
UniRef50_Q748K0: Putative ABC transporter ATP-binding protein GSU3001|unclassified	9.57363
UniRef50_Q28V82	9.50565
UniRef50_Q28V82|unclassified	9.50565
UniRef50_K4KM35: Phosphoglycerate mutase	9.40412
UniRef50_K4KM35: Phosphoglycerate mutase|unclassified	9.40412
UniRef50_UPI0001FFF1B2: hypothetical protein, partial	9.34946
UniRef50_UPI0001FFF1B2: hypothetical protein, partial|unclassified	9.34946
UniRef50_R7JR72	9.29021
UniRef50_R7JR72|unclassified	9.29021
UniRef50_UPI0003662964: MULTISPECIES: hypothetical protein	9.20703
UniRef50_UPI0003662964: MULTISPECIES: hypothetical protein|unclassified	9.20703
UniRef50_A3CVD3: Energy-coupling factor transporter ATP-binding protein EcfA	9.17084
UniRef50_A3CVD3: Energy-coupling factor transporter ATP-binding protein EcfA|unclassified	9.17084
