# Gene Family	SampleCobalamin_synthesis_Abundance-RPKs
UniRef50_G8QPM8: Fructose-2,6-bisphosphatase|unclassified	7.5348877904
UniRef50_V6ZFM0	7.5007639695
UniRef50_V6ZFM0|unclassified	7.5007639695
UniRef50_E7DRU2: Cobyrinic acid a,c-diamide synthase (Fragment)	7.4681813643
UniRef50_E7DRU2: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	7.4681813643
UniRef50_UPI000237776D: cobalamin-5''''-phosphate synthase, partial	7.4652047123
UniRef50_UPI000237776D: cobalamin-5''''-phosphate synthase, partial|unclassified	7.4652047123
UniRef50_I3TQF2: Phosphoglycerate mutase	7.4549247550
UniRef50_I3TQF2: Phosphoglycerate mutase|unclassified	7.4549247550
UniRef50_UPI00035C3A2B: hypothetical protein	7.4339000238
UniRef50_UPI00035C3A2B: hypothetical protein|unclassified	7.4339000238
UniRef50_UPI00036E979B: hypothetical protein, partial	7.3908237724
UniRef50_UPI00036E979B: hypothetical protein, partial|unclassified	7.3908237724
UniRef50_UPI000468CB99: hypothetical protein	7.3840093134
UniRef50_UPI000468CB99: hypothetical protein|unclassified	7.3840093134
UniRef50_C0QJ24: Putative phosphoglycerate/bisphosphoglycerate mutase (Phosphoglyceromutase) (PGAM)	7.3377718460
UniRef50_C0QJ24: Putative phosphoglycerate/bisphosphoglycerate mutase (Phosphoglyceromutase) (PGAM)|unclassified	7.3377718460
UniRef50_UPI0003019B24: hypothetical protein	7.1853294873
UniRef50_UPI0003019B24: hypothetical protein|unclassified	7.1853294873
UniRef50_UPI00046F376C: hypothetical protein	7.1484146251
UniRef50_UPI00046F376C: hypothetical protein|unclassified	7.1484146251
UniRef50_Q9RYR9: Cobalamin synthase	7.0613656980
UniRef50_Q9RYR9: Cobalamin synthase|unclassified	7.0613656980
UniRef50_W1WU50: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)	7.0492326206
UniRef50_W1WU50: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)|unclassified	7.0492326206
UniRef50_UPI00025584B5: cobalamin transporter	7.0023555129
UniRef50_UPI00025584B5: cobalamin transporter|unclassified	7.0023555129
UniRef50_K5ZHE1: Phosphoglycerate mutase family protein	6.8683178001
UniRef50_K5ZHE1: Phosphoglycerate mutase family protein|unclassified	6.8683178001
UniRef50_UPI000262B67D: cobalamin biosynthesis CobD/CbiB	6.8220083437
UniRef50_UPI000262B67D: cobalamin biosynthesis CobD/CbiB|unclassified	6.8220083437
UniRef50_I7DLF8	6.7905459527
UniRef50_I7DLF8|unclassified	6.7905459527
UniRef50_R5RF91: Alpha-ribazole-5'-phosphate phosphatase	6.7312422968
UniRef50_R5RF91: Alpha-ribazole-5'-phosphate phosphatase|unclassified	6.7312422968
UniRef50_UPI0003776058: hypothetical protein	6.7101517912
UniRef50_UPI0003776058: hypothetical protein|unclassified	6.7101517912
UniRef50_UPI0003B355C4: PspC family transcriptional regulator	6.6536766651
UniRef50_UPI0003B355C4: PspC family transcriptional regulator|unclassified	6.6536766651
UniRef50_S6GNB6	6.6313396419
UniRef50_S6GNB6|unclassified	6.6313396419
UniRef50_UPI000287CF60: threonine-phosphate decarboxylase	6.6262207814
UniRef50_UPI000287CF60: threonine-phosphate decarboxylase|unclassified	6.6262207814
UniRef50_UPI0003F81286: hypothetical protein	6.6044922352
UniRef50_UPI0003F81286: hypothetical protein|unclassified	6.6044922352
UniRef50_UPI0003B54630: aminotransferase class I/II	6.5244495225
UniRef50_UPI0003B54630: aminotransferase class I/II|unclassified	6.5244495225
UniRef50_L0H0R1: Fructose-2,6-bisphosphatase	6.4949091492
UniRef50_L0H0R1: Fructose-2,6-bisphosphatase|unclassified	6.4949091492
UniRef50_UPI00030832D4: hypothetical protein	6.4886588089
UniRef50_UPI00030832D4: hypothetical protein|unclassified	6.4886588089
UniRef50_UPI000424A082: hypothetical protein	6.4631934256
UniRef50_UPI000424A082: hypothetical protein|unclassified	6.4631934256
UniRef50_UPI00046A8FC9: hypothetical protein, partial	6.4332626571
UniRef50_UPI00046A8FC9: hypothetical protein, partial|unclassified	6.4332626571
UniRef50_UPI0003622B79: cobalamin-5-phosphate synthase	6.4273896405
UniRef50_UPI0003622B79: cobalamin-5-phosphate synthase|unclassified	6.4273896405
UniRef50_C6XK85: Molybdopterin-guanine dinucleotide biosynthesis protein A	6.3583823318
UniRef50_C6XK85: Molybdopterin-guanine dinucleotide biosynthesis protein A|unclassified	6.3583823318
UniRef50_D7W7J5: Phosphoglycerate mutase family protein	6.2769784440
UniRef50_D7W7J5: Phosphoglycerate mutase family protein|unclassified	6.2769784440
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase	6.2715527987
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase|unclassified	6.2715527987
UniRef50_D8K619	6.2584180932
UniRef50_D8K619|unclassified	6.2584180932
UniRef50_UPI0003616864: hypothetical protein	6.2407971230
UniRef50_UPI0003616864: hypothetical protein|unclassified	6.2407971230
UniRef50_G0CD20	6.2233190403
UniRef50_G0CD20|unclassified	6.2233190403
UniRef50_UPI000364419D: hypothetical protein	6.2187798848
UniRef50_UPI000364419D: hypothetical protein|unclassified	6.2187798848
UniRef50_UPI000378855E: hypothetical protein	6.2036386896
UniRef50_UPI000378855E: hypothetical protein|unclassified	6.2036386896
UniRef50_X8E7R9: CobQ/CobB/MinD/ParA nucleotide binding domain protein	6.2035775087
UniRef50_X8E7R9: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	6.2035775087
UniRef50_I0HZ25: 2Fe-2S ferredoxin	6.1962192617
UniRef50_I0HZ25: 2Fe-2S ferredoxin|unclassified	6.1962192617
UniRef50_B5HYN8: Alpha-ribazole phosphatase	6.1317739862
UniRef50_B5HYN8: Alpha-ribazole phosphatase|unclassified	6.1317739862
UniRef50_E9RSQ3	6.1285109542
UniRef50_E9RSQ3|unclassified	6.1285109542
UniRef50_V4V9A7	6.0998958617
UniRef50_V4V9A7|unclassified	6.0998958617
UniRef50_UPI0003620BE7: hypothetical protein	5.8977992992
UniRef50_UPI0003620BE7: hypothetical protein|unclassified	5.8977992992
UniRef50_Q8Z5N5: Cobalt import ATP-binding protein CbiO	5.8428643011
UniRef50_Q8Z5N5: Cobalt import ATP-binding protein CbiO|unclassified	5.8428643011
UniRef50_B9TDG1	5.8139534884
UniRef50_B9TDG1|unclassified	5.8139534884
UniRef50_B2GKU6	5.8032644492
UniRef50_B2GKU6|unclassified	5.8032644492
UniRef50_V4CHJ0	5.7876666437
UniRef50_V4CHJ0|unclassified	5.7876666437
UniRef50_W4V785: Alpha-ribazole-5'-phosphate phosphatase	5.7803468208
UniRef50_W4V785: Alpha-ribazole-5'-phosphate phosphatase|unclassified	5.7803468208
UniRef50_W4F541	5.7033820474
UniRef50_W4F541|unclassified	5.7033820474
UniRef50_K9ZYC6: Fructose-2,6-bisphosphatase	5.6796676765
UniRef50_K9ZYC6: Fructose-2,6-bisphosphatase|unclassified	5.6796676765
UniRef50_E4SBR0: Phosphoglycerate mutase	5.6673704530
UniRef50_E4SBR0: Phosphoglycerate mutase|unclassified	5.6673704530
UniRef50_J6LBG1: Phosphoglycerate mutase	5.6527685740
UniRef50_J6LBG1: Phosphoglycerate mutase|unclassified	5.6527685740
UniRef50_R7IJH1: Phosphoglycerate mutase family protein	5.6408203968
UniRef50_R7IJH1: Phosphoglycerate mutase family protein|unclassified	5.6408203968
UniRef50_R6ZN38	5.6003972518
UniRef50_R6ZN38|unclassified	5.6003972518
UniRef50_L8DSI8: Cobyric acid synthase	5.5324647925
UniRef50_L8DSI8: Cobyric acid synthase|unclassified	5.5324647925
UniRef50_UPI0003817D65: hypothetical protein	5.5109724284
UniRef50_UPI0003817D65: hypothetical protein|unclassified	5.5109724284
UniRef50_W7VS67	5.4478855639
UniRef50_W7VS67|unclassified	5.4478855639
UniRef50_X0WQI2: Marine sediment metagenome DNA, contig: S01H1_S33358	5.4329893250
UniRef50_X0WQI2: Marine sediment metagenome DNA, contig: S01H1_S33358|unclassified	5.4329893250
UniRef50_R7FBY3: Alpha-ribazole phosphatase	5.3848056677
UniRef50_R7FBY3: Alpha-ribazole phosphatase|unclassified	5.3848056677
UniRef50_G8TMN5: Phosphoglycerate mutase	5.3438953015
UniRef50_G8TMN5: Phosphoglycerate mutase|unclassified	5.3438953015
UniRef50_UPI000470CE1D: hypothetical protein, partial	5.3126220582
UniRef50_UPI000470CE1D: hypothetical protein, partial|unclassified	5.3126220582
UniRef50_W4P5L5	5.3056370635
UniRef50_W4P5L5|unclassified	5.3056370635
UniRef50_F8I9P6: Phosphoglycerate mutase	5.2998404360
UniRef50_F8I9P6: Phosphoglycerate mutase|unclassified	5.2998404360
UniRef50_UPI00040678AA: hypothetical protein	5.1983494237
UniRef50_UPI00040678AA: hypothetical protein|unclassified	5.1983494237
UniRef50_L0T1S7	5.1244950659
UniRef50_L0T1S7|unclassified	5.1244950659
UniRef50_F2K2Z0: Phosphoglycerate mutase	5.0761045903
UniRef50_F2K2Z0: Phosphoglycerate mutase|unclassified	5.0761045903
UniRef50_UPI0002193EF6: hypothetical protein, partial	5.0505050505
UniRef50_UPI0002193EF6: hypothetical protein, partial|unclassified	5.0505050505
UniRef50_X1IAN4: Marine sediment metagenome DNA, contig: S03H2_S16603 (Fragment)	5.0251256281
UniRef50_X1IAN4: Marine sediment metagenome DNA, contig: S03H2_S16603 (Fragment)|unclassified	5.0251256281
UniRef50_UPI00035FEEC7: hypothetical protein	4.9917043865
UniRef50_UPI00035FEEC7: hypothetical protein|unclassified	4.9917043865
UniRef50_UPI000380D659: hypothetical protein	4.9892574622
UniRef50_UPI000380D659: hypothetical protein|unclassified	4.9892574622
UniRef50_H5WZF0: Fructose-2,6-bisphosphatase	4.8649232223
UniRef50_H5WZF0: Fructose-2,6-bisphosphatase|unclassified	4.8649232223
UniRef50_R7HCM6: Alpha-ribazole phosphatase	4.8382888055
UniRef50_R7HCM6: Alpha-ribazole phosphatase|unclassified	4.8382888055
UniRef50_C8X3V4: Phosphoglycerate mutase	4.8173554731
UniRef50_C8X3V4: Phosphoglycerate mutase|unclassified	4.8173554731
UniRef50_K1Z0G4: Sensor protein (Fragment)	4.8076923077
UniRef50_K1Z0G4: Sensor protein (Fragment)|unclassified	4.8076923077
UniRef50_UPI0003B68C3B: phosphoglycerate kinase	4.7999155381
UniRef50_UPI0003B68C3B: phosphoglycerate kinase|unclassified	4.7999155381
UniRef50_I7AGB0: Phosphoglycerate mutase	4.7854155030
UniRef50_I7AGB0: Phosphoglycerate mutase|unclassified	4.7854155030
UniRef50_R4YEM2: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	4.7828977474
UniRef50_R4YEM2: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	4.7828977474
UniRef50_UPI00037BF64A: hypothetical protein	4.7356224054
UniRef50_UPI00037BF64A: hypothetical protein|unclassified	4.7356224054
UniRef50_F3LHP9: Alpha-ribazole-5'-phosphate phosphatase	4.7217815104
UniRef50_F3LHP9: Alpha-ribazole-5'-phosphate phosphatase|unclassified	4.7217815104
UniRef50_K2HAP9: Molybdopterin biosynthesis protein MoeA	4.7120012381
UniRef50_K2HAP9: Molybdopterin biosynthesis protein MoeA|unclassified	4.7120012381
UniRef50_UPI000475DBC1: hypothetical protein	4.7092125159
UniRef50_UPI000475DBC1: hypothetical protein|unclassified	4.7092125159
UniRef50_UPI0003B4A5AF: phosphoglycerate mutase	4.6776892410
UniRef50_UPI0003B4A5AF: phosphoglycerate mutase|unclassified	4.6776892410
UniRef50_R7FVE6: Phosphoglycerate mutase family protein	4.6019939255
UniRef50_R7FVE6: Phosphoglycerate mutase family protein|unclassified	4.6019939255
UniRef50_UPI000478CC0C: hypothetical protein	4.5859205090
UniRef50_UPI000478CC0C: hypothetical protein|unclassified	4.5859205090
UniRef50_L0G3T9: Fructose-2,6-bisphosphatase	4.5757820265
UniRef50_L0G3T9: Fructose-2,6-bisphosphatase|unclassified	4.5757820265
UniRef50_R6BL57: Fructose-2 6-bisphosphatase	4.5510989814
UniRef50_R6BL57: Fructose-2 6-bisphosphatase|unclassified	4.5510989814
UniRef50_D4J696	4.5075537893
UniRef50_D4J696|unclassified	4.5075537893
UniRef50_D0L1E8: Phosphoglycerate mutase	4.5074505385
UniRef50_D0L1E8: Phosphoglycerate mutase|unclassified	4.5074505385
UniRef50_UPI000478208A: DALR anticodon-binding domain-containing protein	4.4521830650
UniRef50_UPI000478208A: DALR anticodon-binding domain-containing protein|unclassified	4.4521830650
UniRef50_O27739: Energy-coupling factor transporter ATP-binding protein EcfA	4.4481258824
UniRef50_O27739: Energy-coupling factor transporter ATP-binding protein EcfA|unclassified	4.4481258824
UniRef50_UPI00035CB44C: hypothetical protein	4.4453462727
UniRef50_UPI00035CB44C: hypothetical protein|unclassified	4.4453462727
UniRef50_UPI0004721DB6: hypothetical protein	4.3934033417
UniRef50_UPI0004721DB6: hypothetical protein|unclassified	4.3934033417
UniRef50_UPI00047CF90B: hypothetical protein	4.3200981546
UniRef50_UPI00047CF90B: hypothetical protein|unclassified	4.3200981546
UniRef50_F2F1S3: Fructose-2,6-bisphosphatase	4.2912680016
UniRef50_F2F1S3: Fructose-2,6-bisphosphatase|unclassified	4.2912680016
UniRef50_UPI000360351B: hypothetical protein	4.2828528534
UniRef50_UPI000360351B: hypothetical protein|unclassified	4.2828528534
UniRef50_R7L1P2	4.2791283623
UniRef50_R7L1P2|unclassified	4.2791283623
UniRef50_D1CI13: Phosphoglycerate mutase	4.2543522853
UniRef50_D1CI13: Phosphoglycerate mutase|unclassified	4.2543522853
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF	4.2439128788
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF|unclassified	4.2439128788
UniRef50_W7DTR4: Phosphoglycerate mutase	4.2137909629
UniRef50_W7DTR4: Phosphoglycerate mutase|unclassified	4.2137909629
UniRef50_UPI00025563A2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	4.1995483742
UniRef50_UPI00025563A2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	4.1995483742
UniRef50_K4Y009: Alpha-ribazole phosphatase	4.1739304959
UniRef50_K4Y009: Alpha-ribazole phosphatase|unclassified	4.1739304959
UniRef50_F0GH26: Periplasmic binding protein (Fragment)	4.1284273460
UniRef50_F0GH26: Periplasmic binding protein (Fragment)|unclassified	4.1284273460
UniRef50_V4IKR2	4.1203180209
UniRef50_V4IKR2|unclassified	4.1203180209
UniRef50_G6F236	4.0077953495
UniRef50_G6F236|unclassified	4.0077953495
UniRef50_UPI000470B5F1: hypothetical protein, partial	3.9462194930
UniRef50_UPI000470B5F1: hypothetical protein, partial|unclassified	3.9462194930
UniRef50_UPI00047B4875: hypothetical protein	3.9070051725
UniRef50_UPI00047B4875: hypothetical protein|unclassified	3.9070051725
UniRef50_R6MT85: Phosphoglycerate mutase	3.8992564768
UniRef50_R6MT85: Phosphoglycerate mutase|unclassified	3.8992564768
UniRef50_UPI0002D62EC5: hypothetical protein	3.8837499368
UniRef50_UPI0002D62EC5: hypothetical protein|unclassified	3.8837499368
UniRef50_R6MQ94	3.8692109131
UniRef50_R6MQ94|unclassified	3.8692109131
UniRef50_R6VNV5: Putative cobalt-precorrin-6A synthase [deacetylating]	3.8167938931
UniRef50_R6VNV5: Putative cobalt-precorrin-6A synthase [deacetylating]|unclassified	3.8167938931
UniRef50_UPI00034BEE91: hypothetical protein	3.8167938931
UniRef50_UPI00034BEE91: hypothetical protein|unclassified	3.8167938931
UniRef50_UPI0002492AFA: alpha-ribazole-5''''-phosphate phosphatase	3.7746633897
UniRef50_UPI0002492AFA: alpha-ribazole-5''''-phosphate phosphatase|unclassified	3.7746633897
UniRef50_T1CTT0: Cobyrinic acid a,c-diamide synthase (Fragment)	3.7350643828
UniRef50_T1CTT0: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	3.7350643828
UniRef50_UPI00036028C6: hypothetical protein	3.6728764113
UniRef50_UPI00036028C6: hypothetical protein|unclassified	3.6728764113
UniRef50_U2Q5W8: PspC domain protein	3.6653092969
UniRef50_U2Q5W8: PspC domain protein|unclassified	3.6653092969
UniRef50_UPI00016AD421: hypothetical protein	3.6624300857
UniRef50_UPI00016AD421: hypothetical protein|unclassified	3.6624300857
UniRef50_UPI000364A04B: hypothetical protein, partial	3.6540736043
UniRef50_UPI000364A04B: hypothetical protein, partial|unclassified	3.6540736043
UniRef50_UPI000289A91B: hypothetical protein	3.6408355823
UniRef50_UPI000289A91B: hypothetical protein|unclassified	3.6408355823
UniRef50_UPI0002899DEA: fructose-2,6-bisphosphatase	3.6212275284
UniRef50_UPI0002899DEA: fructose-2,6-bisphosphatase|unclassified	3.6212275284
UniRef50_F3KGE5: Alpha-ribazole-5'-phosphate phosphatase	3.5715648970
UniRef50_F3KGE5: Alpha-ribazole-5'-phosphate phosphatase|unclassified	3.5715648970
UniRef50_UPI0003779A7B: hypothetical protein	3.5451764226
UniRef50_UPI0003779A7B: hypothetical protein|unclassified	3.5451764226
UniRef50_C0EAM6: Phosphoglycerate mutase family protein	3.5313393744
UniRef50_C0EAM6: Phosphoglycerate mutase family protein|unclassified	3.5313393744
UniRef50_UPI0003959055: cob(I)alamin adenosyltransferase	3.5093011873
UniRef50_UPI0003959055: cob(I)alamin adenosyltransferase|unclassified	3.5093011873
UniRef50_R7EEK0: Fructose-2 6-bisphosphatase	3.4429099837
UniRef50_R7EEK0: Fructose-2 6-bisphosphatase|unclassified	3.4429099837
UniRef50_R6M961: Alpha-ribazole-5'-phosphate phosphatase	3.4086385802
UniRef50_R6M961: Alpha-ribazole-5'-phosphate phosphatase|unclassified	3.4086385802
UniRef50_UPI00039D0B1D: hypothetical protein	3.3794136138
UniRef50_UPI00039D0B1D: hypothetical protein|unclassified	3.3794136138
UniRef50_UPI0004717CFD: hypothetical protein, partial	3.3162933832
UniRef50_UPI0004717CFD: hypothetical protein, partial|unclassified	3.3162933832
UniRef50_R1B894	3.3133577567
UniRef50_R1B894|unclassified	3.3133577567
UniRef50_L0R966: Phosphoglycerate mutase	3.3067224917
UniRef50_L0R966: Phosphoglycerate mutase|unclassified	3.3067224917
UniRef50_UPI0003601D9D: hypothetical protein	3.2833663560
UniRef50_UPI0003601D9D: hypothetical protein|unclassified	3.2833663560
UniRef50_E7DRT7: Cobyrinic acid a,c-diamide synthase (Fragment)	3.2399993253
UniRef50_E7DRT7: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	3.2399993253
UniRef50_UPI0002260879: Cob(II)yrinic acid a,c-diamide reductase	3.2041156969
UniRef50_UPI0002260879: Cob(II)yrinic acid a,c-diamide reductase|unclassified	3.2041156969
UniRef50_Q2T0A3: Vitamin B12 transport protein BtuF, putative	3.1961074179
UniRef50_Q2T0A3: Vitamin B12 transport protein BtuF, putative|unclassified	3.1961074179
UniRef50_UPI00037F964B: hypothetical protein	3.1643194763
UniRef50_UPI00037F964B: hypothetical protein|unclassified	3.1643194763
UniRef50_R5VIV4: Phosphoglycerate mutase	3.1569362017
UniRef50_R5VIV4: Phosphoglycerate mutase|unclassified	3.1569362017
UniRef50_U1KNZ8	3.0841422172
UniRef50_U1KNZ8|unclassified	3.0841422172
UniRef50_A0A023NTL9	3.0160902669
UniRef50_A0A023NTL9|unclassified	3.0160902669
UniRef50_UPI00036ABF31: hypothetical protein, partial	2.9788353368
UniRef50_UPI00036ABF31: hypothetical protein, partial|unclassified	2.9788353368
UniRef50_V5SDC0: Alpha-ribazole-5-phosphate phosphatase	2.9539865345
UniRef50_V5SDC0: Alpha-ribazole-5-phosphate phosphatase|unclassified	2.9539865345
UniRef50_W8L2Y9	2.9163066617
UniRef50_W8L2Y9|unclassified	2.9163066617
UniRef50_UPI000470B726: hypothetical protein	2.8607381408
UniRef50_UPI000470B726: hypothetical protein|unclassified	2.8607381408
UniRef50_W4SGE3	2.8245573383
UniRef50_W4SGE3|unclassified	2.8245573383
UniRef50_UPI00025584A6: alpha-ribazole-5''''-phosphate phosphatase	2.8108971935
UniRef50_UPI00025584A6: alpha-ribazole-5''''-phosphate phosphatase|unclassified	2.8108971935
UniRef50_C0BZ97: Phosphoglycerate mutase family protein	2.8025479294
UniRef50_C0BZ97: Phosphoglycerate mutase family protein|unclassified	2.8025479294
UniRef50_X0ZIP4: Marine sediment metagenome DNA, contig: S01H4_C04300 (Fragment)	2.7892122699
UniRef50_X0ZIP4: Marine sediment metagenome DNA, contig: S01H4_C04300 (Fragment)|unclassified	2.7892122699
UniRef50_Q748K0: Putative ABC transporter ATP-binding protein GSU3001	2.7820579970
UniRef50_Q748K0: Putative ABC transporter ATP-binding protein GSU3001|unclassified	2.7820579970
UniRef50_Q28V82	2.7623020517
