# Gene Family	SampleCopper_homeostasis_Abundance-CPM
UniRef50_I0HRB8: Putative cytochromre c biogenesis protein CcmI	7.58761
UniRef50_I0HRB8: Putative cytochromre c biogenesis protein CcmI|unclassified	7.58761
UniRef50_C1F0X7: Cytochrome c domain protein	7.58305
UniRef50_C1F0X7: Cytochrome c domain protein|unclassified	7.58305
UniRef50_H1G551	7.57563
UniRef50_H1G551|unclassified	7.57563
UniRef50_UPI000363E7AE: hypothetical protein	7.5664
UniRef50_UPI000363E7AE: hypothetical protein|unclassified	7.5664
UniRef50_UPI000255B795: MerR family transcriptional regulator	7.55891
UniRef50_UPI000255B795: MerR family transcriptional regulator|unclassified	7.55891
UniRef50_K2BXY3	7.54081
UniRef50_K2BXY3|unclassified	7.54081
UniRef50_UPI000463E91B: hypothetical protein	7.5099
UniRef50_UPI000463E91B: hypothetical protein|unclassified	7.5099
UniRef50_Q32I01: Cytochrome c biogenesis ATP-binding export protein CcmA	7.4854
UniRef50_Q32I01: Cytochrome c biogenesis ATP-binding export protein CcmA|unclassified	7.4854
UniRef50_D6ZCA3: Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein	7.47654
UniRef50_D6ZCA3: Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein|unclassified	7.47654
UniRef50_F8E4S4: Cytochrome C family protein	7.47524
UniRef50_F8E4S4: Cytochrome C family protein|unclassified	7.47524
UniRef50_UPI0003B6C8B8: hypothetical protein	7.46989
UniRef50_UPI0003B6C8B8: hypothetical protein|unclassified	7.46989
UniRef50_D3RWV1	7.42654
UniRef50_D3RWV1|unclassified	7.42654
UniRef50_UPI0003B43D62: hypothetical protein	7.35227
UniRef50_UPI0003B43D62: hypothetical protein|unclassified	7.35227
UniRef50_L7UA84	7.32312
UniRef50_L7UA84|unclassified	7.32312
UniRef50_W7WJX7: Cytochrome c biogenesis factor	7.25923
UniRef50_W7WJX7: Cytochrome c biogenesis factor|unclassified	7.25923
UniRef50_A0A014LIK2	7.23795
UniRef50_A0A014LIK2|unclassified	7.23795
UniRef50_UPI0003B3446F: mercury transporter	7.20696
UniRef50_UPI0003B3446F: mercury transporter|unclassified	7.20696
UniRef50_I7A285: Copper-translocating P-type ATPase	7.14725
UniRef50_I7A285: Copper-translocating P-type ATPase|unclassified	7.14725
UniRef50_F5T249	7.11342
UniRef50_F5T249|unclassified	7.11342
UniRef50_E2STJ8	7.08129
UniRef50_E2STJ8|unclassified	7.08129
UniRef50_T1B222: SilP	6.99716
UniRef50_T1B222: SilP|unclassified	6.99716
UniRef50_UPI00037C0880: hypothetical protein	6.96812
UniRef50_UPI00037C0880: hypothetical protein|unclassified	6.96812
UniRef50_S7U3M9: Tetratricopeptide TPR_1 repeat-containing protein	6.93861
UniRef50_S7U3M9: Tetratricopeptide TPR_1 repeat-containing protein|unclassified	6.93861
UniRef50_F9ZUH2	6.8782
UniRef50_F9ZUH2|unclassified	6.8782
UniRef50_UPI000479F8BE: hypothetical protein	6.86221
UniRef50_UPI000479F8BE: hypothetical protein|unclassified	6.86221
UniRef50_K2GLH6: Cytochrome c-type biogenesis protein	6.80601
UniRef50_K2GLH6: Cytochrome c-type biogenesis protein|unclassified	6.80601
UniRef50_B8FCK0: Cytochrome c family protein (Periplasmic)	6.79108
UniRef50_B8FCK0: Cytochrome c family protein (Periplasmic)|unclassified	6.79108
UniRef50_UPI0003A2B03E: hypothetical protein	6.79069
UniRef50_UPI0003A2B03E: hypothetical protein|unclassified	6.79069
UniRef50_UPI000361ED77: hypothetical protein	6.78736
UniRef50_UPI000361ED77: hypothetical protein|unclassified	6.78736
UniRef50_G4AZL5	6.77222
UniRef50_G4AZL5|unclassified	6.77222
UniRef50_X1C3X7: Marine sediment metagenome DNA, contig: S01H4_S05189 (Fragment)	6.7578
UniRef50_X1C3X7: Marine sediment metagenome DNA, contig: S01H4_S05189 (Fragment)|unclassified	6.7578
UniRef50_UPI00046791C1: hypothetical protein	6.68879
UniRef50_UPI00046791C1: hypothetical protein|unclassified	6.68879
UniRef50_UPI0003774BDC: hypothetical protein, partial	6.67768
UniRef50_UPI0003774BDC: hypothetical protein, partial|unclassified	6.67768
UniRef50_UPI0002D41DA2: hypothetical protein	6.65536
UniRef50_UPI0002D41DA2: hypothetical protein|unclassified	6.65536
UniRef50_G2KSY2: Cytochrome C biogenesis family protein	6.64873
UniRef50_G2KSY2: Cytochrome C biogenesis family protein|unclassified	6.64873
UniRef50_A0A009KJ42	6.64672
UniRef50_A0A009KJ42|unclassified	6.64672
UniRef50_W1AUR5: Blue copper oxidase CueO	6.63896
UniRef50_W1AUR5: Blue copper oxidase CueO|unclassified	6.63896
UniRef50_W5WK34	6.63541
UniRef50_W5WK34|unclassified	6.63541
UniRef50_UPI000226076D: transcriptional regulator MerR, partial	6.57378
UniRef50_UPI000226076D: transcriptional regulator MerR, partial|unclassified	6.57378
UniRef50_X1UNF6: Marine sediment metagenome DNA, contig: S12H4_S26190 (Fragment)	6.56692
UniRef50_X1UNF6: Marine sediment metagenome DNA, contig: S12H4_S26190 (Fragment)|unclassified	6.56692
UniRef50_X0EKN7	6.55514
UniRef50_X0EKN7|unclassified	6.55514
UniRef50_UPI0003B744EC: hypothetical protein, partial	6.54966
UniRef50_UPI0003B744EC: hypothetical protein, partial|unclassified	6.54966
UniRef50_UPI00037F5A09: hypothetical protein	6.54372
UniRef50_UPI00037F5A09: hypothetical protein|unclassified	6.54372
UniRef50_D8F8E9: Tetratricopeptide repeat protein	6.51728
UniRef50_D8F8E9: Tetratricopeptide repeat protein|unclassified	6.51728
UniRef50_UPI0004635E02: multidrug transporter	6.5073
UniRef50_UPI0004635E02: multidrug transporter|unclassified	6.5073
UniRef50_D9PMH6: Tetratricopeptide TPR_2 repeat protein (Fragment)	6.49526
UniRef50_D9PMH6: Tetratricopeptide TPR_2 repeat protein (Fragment)|unclassified	6.49526
UniRef50_UPI000317C7C9: hypothetical protein	6.43163
UniRef50_UPI000317C7C9: hypothetical protein|unclassified	6.43163
UniRef50_C8KX73: Cytochrome c biogenesis factor-like protein (Fragment)	6.42475
UniRef50_C8KX73: Cytochrome c biogenesis factor-like protein (Fragment)|unclassified	6.42475
UniRef50_UPI00036D7D8F: hypothetical protein	6.34786
UniRef50_UPI00036D7D8F: hypothetical protein|unclassified	6.34786
UniRef50_UPI00040749A5: hypothetical protein	6.32805
UniRef50_UPI00040749A5: hypothetical protein|unclassified	6.32805
UniRef50_S6M1S2	6.26506
UniRef50_S6M1S2|unclassified	6.26506
UniRef50_G6YW92: Membrane protein (Fragment)	6.26053
UniRef50_G6YW92: Membrane protein (Fragment)|unclassified	6.26053
UniRef50_E7NC46	6.25102
UniRef50_E7NC46|unclassified	6.25102
UniRef50_UPI000364EA26: hypothetical protein	6.19809
UniRef50_UPI000364EA26: hypothetical protein|unclassified	6.19809
UniRef50_UPI00036195EF: hypothetical protein	6.16806
UniRef50_UPI00036195EF: hypothetical protein|unclassified	6.16806
UniRef50_A7I3W2	6.1651
UniRef50_A7I3W2|unclassified	6.1651
UniRef50_UPI00046340CC: regulator	6.06384
UniRef50_UPI00046340CC: regulator|unclassified	6.06384
UniRef50_UPI0004749958: MerR family transcriptional regulator, partial	6.05862
UniRef50_UPI0004749958: MerR family transcriptional regulator, partial|unclassified	6.05862
UniRef50_UPI0003A1EDA9: hypothetical protein	6.02064
UniRef50_UPI0003A1EDA9: hypothetical protein|unclassified	6.02064
UniRef50_UPI00037045FF: hypothetical protein	5.97661
UniRef50_UPI00037045FF: hypothetical protein|unclassified	5.97661
UniRef50_D6SLS0: Cytochrome c family protein	5.89824
UniRef50_D6SLS0: Cytochrome c family protein|unclassified	5.89824
UniRef50_UPI000470674E: hypothetical protein	5.8981
UniRef50_UPI000470674E: hypothetical protein|unclassified	5.8981
UniRef50_UPI0001BC903E: DNA-binding response regulator, partial	5.89645
UniRef50_UPI0001BC903E: DNA-binding response regulator, partial|unclassified	5.89645
UniRef50_UPI0003703253: hypothetical protein	5.87526
UniRef50_UPI0003703253: hypothetical protein|unclassified	5.87526
UniRef50_UPI00035EFD53: hypothetical protein	5.87028
UniRef50_UPI00035EFD53: hypothetical protein|unclassified	5.87028
UniRef50_UPI00047D39B4: hypothetical protein	5.87014
UniRef50_UPI00047D39B4: hypothetical protein|unclassified	5.87014
UniRef50_X1EF31: Marine sediment metagenome DNA, contig: S03H2_C01499 (Fragment)	5.85438
UniRef50_X1EF31: Marine sediment metagenome DNA, contig: S03H2_C01499 (Fragment)|unclassified	5.85438
UniRef50_UPI0003B3BBDF: hypothetical protein	5.85411
UniRef50_UPI0003B3BBDF: hypothetical protein|unclassified	5.85411
UniRef50_S6VZA2	5.83396
UniRef50_S6VZA2|unclassified	5.83396
UniRef50_UPI0003806FFB: hypothetical protein	5.7398
UniRef50_UPI0003806FFB: hypothetical protein|unclassified	5.7398
UniRef50_UPI00047873E9: hypothetical protein	5.69779
UniRef50_UPI00047873E9: hypothetical protein|unclassified	5.69779
UniRef50_L8JJD1: Cytochrome c family protein	5.67806
UniRef50_L8JJD1: Cytochrome c family protein|unclassified	5.67806
UniRef50_W8LAD7	5.66155
UniRef50_W8LAD7|unclassified	5.66155
UniRef50_UPI00035D8BD4: hypothetical protein	5.64438
UniRef50_UPI00035D8BD4: hypothetical protein|unclassified	5.64438
UniRef50_L8F428	5.59245
UniRef50_L8F428|unclassified	5.59245
UniRef50_L0IQB5: Putative membrane protein	5.57164
UniRef50_L0IQB5: Putative membrane protein|unclassified	5.57164
UniRef50_C6E3J3: Cytochrome C family protein	5.46966
UniRef50_C6E3J3: Cytochrome C family protein|unclassified	5.46966
UniRef50_M1SR47: CopG protein	5.39166
UniRef50_M1SR47: CopG protein|unclassified	5.39166
UniRef50_UPI000362FDFA: hypothetical protein	5.38617
UniRef50_UPI000362FDFA: hypothetical protein|unclassified	5.38617
UniRef50_I1XH64: Cytochrome c-like protein	5.37631
UniRef50_I1XH64: Cytochrome c-like protein|unclassified	5.37631
UniRef50_G2FGQ7: Cytochrome c family protein	5.33955
UniRef50_G2FGQ7: Cytochrome c family protein|unclassified	5.33955
UniRef50_UPI0003672263: hypothetical protein, partial	5.33454
UniRef50_UPI0003672263: hypothetical protein, partial|unclassified	5.33454
UniRef50_UPI0003B3C9D6: hypothetical protein	5.31326
UniRef50_UPI0003B3C9D6: hypothetical protein|unclassified	5.31326
UniRef50_UPI00036586AC: hypothetical protein	5.30207
UniRef50_UPI00036586AC: hypothetical protein|unclassified	5.30207
UniRef50_K6X541	5.2932
UniRef50_K6X541|unclassified	5.2932
UniRef50_W9BVN6	5.28632
UniRef50_W9BVN6|unclassified	5.28632
UniRef50_Q1D7Z1	5.24953
UniRef50_Q1D7Z1|unclassified	5.24953
UniRef50_UPI000369D081: hypothetical protein	5.23228
UniRef50_UPI000369D081: hypothetical protein|unclassified	5.23228
UniRef50_UPI0003600F45: hypothetical protein	5.17276
UniRef50_UPI0003600F45: hypothetical protein|unclassified	5.17276
UniRef50_UPI000262CE8D: cytochrome c-554	5.13103
UniRef50_UPI000262CE8D: cytochrome c-554|unclassified	5.13103
UniRef50_UPI00047C50BA: hypothetical protein	5.11851
UniRef50_UPI00047C50BA: hypothetical protein|unclassified	5.11851
UniRef50_E6SGT5: Copper-translocating P-type ATPase	5.09145
UniRef50_E6SGT5: Copper-translocating P-type ATPase|unclassified	5.09145
UniRef50_E4PIF0	5.08317
UniRef50_E4PIF0|unclassified	5.08317
UniRef50_S6UML6: Copper-translocating P-type ATPase	5.04806
UniRef50_S6UML6: Copper-translocating P-type ATPase|unclassified	5.04806
UniRef50_X0ZJ93: Marine sediment metagenome DNA, contig: S01H4_L01018 (Fragment)	5.04683
UniRef50_X0ZJ93: Marine sediment metagenome DNA, contig: S01H4_L01018 (Fragment)|unclassified	5.04683
UniRef50_H0PUC6	5.00379
UniRef50_H0PUC6|unclassified	5.00379
UniRef50_UPI00035EF99D: hypothetical protein, partial	4.99651
UniRef50_UPI00035EF99D: hypothetical protein, partial|unclassified	4.99651
UniRef50_K9DMJ7	4.9855
UniRef50_K9DMJ7|unclassified	4.9855
UniRef50_UPI0003B4DAA1: MerR family transcriptional regulator	4.9733
UniRef50_UPI0003B4DAA1: MerR family transcriptional regulator|unclassified	4.9733
UniRef50_UPI00028A1DC3: MFS transporter	4.92489
UniRef50_UPI00028A1DC3: MFS transporter|unclassified	4.92489
UniRef50_B1XWE2: Cytochrome C family protein	4.90787
UniRef50_B1XWE2: Cytochrome C family protein|unclassified	4.90787
UniRef50_UPI000375F578: hypothetical protein	4.88023
UniRef50_UPI000375F578: hypothetical protein|unclassified	4.88023
UniRef50_N6Y2X7	4.86201
UniRef50_N6Y2X7|unclassified	4.86201
UniRef50_UPI00037084B9: hypothetical protein	4.84501
UniRef50_UPI00037084B9: hypothetical protein|unclassified	4.84501
UniRef50_K7S5Z8	4.80949
UniRef50_K7S5Z8|unclassified	4.80949
UniRef50_D8HUL8	4.77364
UniRef50_D8HUL8|unclassified	4.77364
UniRef50_F4GN84: Blue (Type1) copper domain-containing protein	4.7663
UniRef50_F4GN84: Blue (Type1) copper domain-containing protein|unclassified	4.7663
UniRef50_I0AHQ6: Cytochrome c family protein	4.73713
UniRef50_I0AHQ6: Cytochrome c family protein|unclassified	4.73713
UniRef50_C1A381	4.70401
UniRef50_C1A381|unclassified	4.70401
UniRef50_X7ZGE6: Putative lipoprotein	4.6684
UniRef50_X7ZGE6: Putative lipoprotein|unclassified	4.6684
UniRef50_UPI0002FE2D83: hypothetical protein	4.66526
UniRef50_UPI0002FE2D83: hypothetical protein|unclassified	4.66526
UniRef50_UPI0004767FC6: hypothetical protein	4.6499
UniRef50_UPI0004767FC6: hypothetical protein|unclassified	4.6499
UniRef50_UPI00036B15DA: hypothetical protein	4.64423
UniRef50_UPI00036B15DA: hypothetical protein|unclassified	4.64423
UniRef50_B5JUI1: Copper-binding protein	4.64023
UniRef50_B5JUI1: Copper-binding protein|unclassified	4.64023
UniRef50_V3WIZ3: Cytochrome c-type biogenesis protein F	4.62072
UniRef50_V3WIZ3: Cytochrome c-type biogenesis protein F|unclassified	4.62072
UniRef50_UPI00035ED82D: hypothetical protein	4.61007
UniRef50_UPI00035ED82D: hypothetical protein|unclassified	4.61007
UniRef50_A5PB52: Cytochrome c family protein	4.60938
UniRef50_A5PB52: Cytochrome c family protein|unclassified	4.60938
UniRef50_I7HG82	4.5972
UniRef50_I7HG82|unclassified	4.5972
UniRef50_L0R766: TPR repeat-containing protein	4.54586
UniRef50_L0R766: TPR repeat-containing protein|unclassified	4.54586
UniRef50_Q605T7: Cytochrome c family protein	4.53853
UniRef50_Q605T7: Cytochrome c family protein|unclassified	4.53853
UniRef50_UPI00046678E3: hypothetical protein	4.53442
UniRef50_UPI00046678E3: hypothetical protein|unclassified	4.53442
UniRef50_M1SIM0	4.48106
UniRef50_M1SIM0|unclassified	4.48106
UniRef50_UPI00036AA02C: hypothetical protein	4.43747
UniRef50_UPI00036AA02C: hypothetical protein|unclassified	4.43747
UniRef50_W8EYK1	4.38237
UniRef50_W8EYK1|unclassified	4.38237
UniRef50_W4UKU1: Copper-containing nitrite reductase	4.30445
UniRef50_W4UKU1: Copper-containing nitrite reductase|unclassified	4.30445
UniRef50_UPI000379B816: hypothetical protein	4.17971
UniRef50_UPI000379B816: hypothetical protein|unclassified	4.17971
UniRef50_H8EA05: Copper/silver-translocating P-type ATPase (Fragment)	4.11709
UniRef50_H8EA05: Copper/silver-translocating P-type ATPase (Fragment)|unclassified	4.11709
UniRef50_E2SCB8: Heavy metal-associated domain protein	4.1136
UniRef50_E2SCB8: Heavy metal-associated domain protein|unclassified	4.1136
UniRef50_UPI000418641D: MerR family transcriptional regulator	4.11163
UniRef50_UPI000418641D: MerR family transcriptional regulator|unclassified	4.11163
UniRef50_W7SM46: Copper resistance protein D	4.09147
UniRef50_W7SM46: Copper resistance protein D|unclassified	4.09147
UniRef50_D1ND97: Formate-dependent nitrite reductase complex nrfFG subunit (Fragment)	4.04386
UniRef50_D1ND97: Formate-dependent nitrite reductase complex nrfFG subunit (Fragment)|unclassified	4.04386
UniRef50_C0QRD0: Cytochrome c family protein	3.98968
UniRef50_C0QRD0: Cytochrome c family protein|unclassified	3.98968
UniRef50_A6GS47: Cytochrome C biogenesis protein	3.98748
UniRef50_A6GS47: Cytochrome C biogenesis protein|unclassified	3.98748
UniRef50_N0GKA9: Putative cytochrome c-type biogenesis protein	3.97315
UniRef50_N0GKA9: Putative cytochrome c-type biogenesis protein|unclassified	3.97315
UniRef50_J5NRL9: NrfF	3.95838
UniRef50_J5NRL9: NrfF|unclassified	3.95838
UniRef50_Q51757	3.95664
UniRef50_Q51757|unclassified	3.95664
UniRef50_S6R2R0: Cytochrome c-type biogenesis protein (Fragment)	3.90976
UniRef50_S6R2R0: Cytochrome c-type biogenesis protein (Fragment)|unclassified	3.90976
UniRef50_Q2BQS5	3.90349
UniRef50_Q2BQS5|unclassified	3.90349
UniRef50_UPI0003B610B1: hypothetical protein	3.83362
UniRef50_UPI0003B610B1: hypothetical protein|unclassified	3.83362
UniRef50_B4ULC8	3.82312
UniRef50_B4ULC8|unclassified	3.82312
UniRef50_Z9JP25	3.75425
UniRef50_Z9JP25|unclassified	3.75425
UniRef50_UPI00046969A1: MerR family transcriptional regulator	3.69211
UniRef50_UPI00046969A1: MerR family transcriptional regulator|unclassified	3.69211
UniRef50_W6J4I2	3.67222
UniRef50_W6J4I2|unclassified	3.67222
UniRef50_S6ABL5	3.65822
UniRef50_S6ABL5|unclassified	3.65822
UniRef50_A6W631	3.62364
UniRef50_A6W631|unclassified	3.62364
UniRef50_UPI0003829DF3: hypothetical protein	3.51384
UniRef50_UPI0003829DF3: hypothetical protein|unclassified	3.51384
UniRef50_A0A021VTK8: Cytochrome C biosynthesis protein	3.49701
UniRef50_A0A021VTK8: Cytochrome C biosynthesis protein|unclassified	3.49701
UniRef50_A0A014PUG8	3.42184
UniRef50_A0A014PUG8|unclassified	3.42184
UniRef50_K7KIA3	3.41887
UniRef50_K7KIA3|unclassified	3.41887
UniRef50_G3IU17: Cytochrome c oxidase caa3-type protein	3.37513
UniRef50_G3IU17: Cytochrome c oxidase caa3-type protein|unclassified	3.37513
UniRef50_U1S7G1	3.37079
UniRef50_U1S7G1|unclassified	3.37079
UniRef50_UPI0003736ED8: hypothetical protein	3.31108
UniRef50_UPI0003736ED8: hypothetical protein|unclassified	3.31108
UniRef50_C5C5C0	3.30362
UniRef50_C5C5C0|unclassified	3.30362
UniRef50_H6R0H3	3.3026
UniRef50_H6R0H3|unclassified	3.3026
UniRef50_R4Z2E7: Heavy metal-associated domain protein	3.27645
UniRef50_R4Z2E7: Heavy metal-associated domain protein|unclassified	3.27645
UniRef50_UPI00035FDFCE: hypothetical protein	3.21085
UniRef50_UPI00035FDFCE: hypothetical protein|unclassified	3.21085
UniRef50_UPI0004712396: hypothetical protein	3.20566
UniRef50_UPI0004712396: hypothetical protein|unclassified	3.20566
UniRef50_UPI000369666F: hypothetical protein	3.12369
UniRef50_UPI000369666F: hypothetical protein|unclassified	3.12369
UniRef50_Z5XK93	3.06322
UniRef50_Z5XK93|unclassified	3.06322
UniRef50_UPI00036B1C28: hypothetical protein	3.05224
UniRef50_UPI00036B1C28: hypothetical protein|unclassified	3.05224
UniRef50_UPI000471DCE8: hypothetical protein	3.0459
UniRef50_UPI000471DCE8: hypothetical protein|unclassified	3.0459
UniRef50_A0LP13	3.0381
UniRef50_A0LP13|unclassified	3.0381
UniRef50_F3LLD0: TPR repeat-containing protein (Fragment)	2.9681
UniRef50_F3LLD0: TPR repeat-containing protein (Fragment)|unclassified	2.9681
UniRef50_F1ZBS9: Cytochrome c family protein	2.93441
UniRef50_F1ZBS9: Cytochrome c family protein|unclassified	2.93441
UniRef50_X8F6Y9	2.91642
UniRef50_X8F6Y9|unclassified	2.91642
UniRef50_D6Z6J9	2.91524
UniRef50_D6Z6J9|unclassified	2.91524
UniRef50_D0KXM2: Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein	2.86743
UniRef50_D0KXM2: Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein|unclassified	2.86743
UniRef50_W7X992	2.79074
UniRef50_W7X992|unclassified	2.79074
UniRef50_R7BXR6: Putative cytochrome C-type biogenesis protein CcmH	2.72069
UniRef50_R7BXR6: Putative cytochrome C-type biogenesis protein CcmH|unclassified	2.72069
UniRef50_Q0F0T9	2.66172
UniRef50_Q0F0T9|unclassified	2.66172
UniRef50_Q5YMN6	2.65524
UniRef50_Q5YMN6|unclassified	2.65524
UniRef50_B2HKJ6: Conserved hypothetical secreted protein	2.63966
UniRef50_B2HKJ6: Conserved hypothetical secreted protein|unclassified	2.63966
UniRef50_Q8YI39: Bicyclomycin resistance protein homolog	2.61147
UniRef50_Q8YI39: Bicyclomycin resistance protein homolog|unclassified	2.61147
UniRef50_I4VNH7	2.60258
UniRef50_I4VNH7|unclassified	2.60258
UniRef50_UPI000472B049: hypothetical protein	2.5918
UniRef50_UPI000472B049: hypothetical protein|unclassified	2.5918
UniRef50_G5KGP6	2.57833
UniRef50_G5KGP6|unclassified	2.57833
UniRef50_K0I633	2.56741
UniRef50_K0I633|unclassified	2.56741
UniRef50_Z5XIW7	2.51316
UniRef50_Z5XIW7|unclassified	2.51316
UniRef50_W5TW80: Putative secreted protein	2.4867
