# Gene Family	SampleCopper_homeostasis_Abundance-RPKs
UniRef50_UPI00046EEA68: hypothetical protein|unclassified	4.8002932964
UniRef50_UPI0002652E53: PREDICTED: hephaestin-like protein 1-like	4.7966061475
UniRef50_UPI0002652E53: PREDICTED: hephaestin-like protein 1-like|unclassified	4.7966061475
UniRef50_UPI00035C3408: hypothetical protein, partial	4.7834452867
UniRef50_UPI00035C3408: hypothetical protein, partial|unclassified	4.7834452867
UniRef50_Q39XV3: Cytochrome c	4.7645570113
UniRef50_Q39XV3: Cytochrome c|unclassified	4.7645570113
UniRef50_UPI000361D045: hypothetical protein	4.7619047619
UniRef50_UPI000361D045: hypothetical protein|unclassified	4.7619047619
UniRef50_G2DBB2: Cytochrome c family protein	4.7607957452
UniRef50_G2DBB2: Cytochrome c family protein|unclassified	4.7607957452
UniRef50_A0A059FTJ5: Cytochrome C biogenesis protein	4.7465443479
UniRef50_A0A059FTJ5: Cytochrome C biogenesis protein|unclassified	4.7465443479
UniRef50_Q8YVH3: All2005 protein	4.7292195787
UniRef50_Q8YVH3: All2005 protein|unclassified	4.7292195787
UniRef50_I3UGV1	4.7011941025
UniRef50_I3UGV1|unclassified	4.7011941025
UniRef50_UPI000262CE19: copper-exporting ATPase	4.6841114306
UniRef50_UPI000262CE19: copper-exporting ATPase|unclassified	4.6841114306
UniRef50_UPI000288CEF5: alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	4.6735390770
UniRef50_UPI000288CEF5: alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen|unclassified	4.6735390770
UniRef50_T0NWZ3	4.6728971963
UniRef50_T0NWZ3|unclassified	4.6728971963
UniRef50_W4HGD8	4.6661073514
UniRef50_W4HGD8|unclassified	4.6661073514
UniRef50_UPI000473FEBF: hypothetical protein	4.6511627907
UniRef50_UPI000473FEBF: hypothetical protein|unclassified	4.6511627907
UniRef50_X1DM64: Marine sediment metagenome DNA, contig: S01H4_S22089 (Fragment)	4.6499260380
UniRef50_X1DM64: Marine sediment metagenome DNA, contig: S01H4_S22089 (Fragment)|unclassified	4.6499260380
UniRef50_I2JK43: Cytochrome C biogenesis protein	4.6495213832
UniRef50_I2JK43: Cytochrome C biogenesis protein|unclassified	4.6495213832
UniRef50_W0SEY4: GGDEF	4.6438978905
UniRef50_W0SEY4: GGDEF|unclassified	4.6438978905
UniRef50_E9A8D4: Cytochrome c-type biogenesis protein ccmH Flags:	4.6284991833
UniRef50_E9A8D4: Cytochrome c-type biogenesis protein ccmH Flags:|unclassified	4.6284991833
UniRef50_B6IUL1: Cytochrome c fa	4.6263584983
UniRef50_B6IUL1: Cytochrome c fa|unclassified	4.6263584983
UniRef50_B8HMA6: Diguanylate cyclase	4.6191322757
UniRef50_B8HMA6: Diguanylate cyclase|unclassified	4.6191322757
UniRef50_W4M861	4.6119396725
UniRef50_W4M861|unclassified	4.6119396725
UniRef50_UPI000288DAAC: alkyl hydroperoxide reductase/ thiol specific antioxidant/ Mal allergen	4.5972308511
UniRef50_UPI000288DAAC: alkyl hydroperoxide reductase/ thiol specific antioxidant/ Mal allergen|unclassified	4.5972308511
UniRef50_E5CIE9: Copper-exporting ATPase	4.5919519193
UniRef50_E5CIE9: Copper-exporting ATPase|unclassified	4.5919519193
UniRef50_UPI000464D021: hypothetical protein, partial	4.5871559633
UniRef50_UPI000464D021: hypothetical protein, partial|unclassified	4.5871559633
UniRef50_B8DRP5	4.5807132803
UniRef50_B8DRP5|unclassified	4.5807132803
UniRef50_UPI000361953F: MULTISPECIES: hypothetical protein	4.5467382274
UniRef50_UPI000361953F: MULTISPECIES: hypothetical protein|unclassified	4.5467382274
UniRef50_G7Q9G9: Cytochrome c family protein	4.5269347405
UniRef50_G7Q9G9: Cytochrome c family protein|unclassified	4.5269347405
UniRef50_X0R5S7: Type cbb3 cytochrome oxidase biogenesis protein CcoI	4.5203965012
UniRef50_X0R5S7: Type cbb3 cytochrome oxidase biogenesis protein CcoI|unclassified	4.5203965012
UniRef50_N3A1Y2: Putative L,D-transpeptidase YbiS domain protein	4.4552133957
UniRef50_N3A1Y2: Putative L,D-transpeptidase YbiS domain protein|unclassified	4.4552133957
UniRef50_UPI000464592F: hypothetical protein	4.4498068025
UniRef50_UPI000464592F: hypothetical protein|unclassified	4.4498068025
UniRef50_UPI000476F303: transcriptional regulator	4.4340737831
UniRef50_UPI000476F303: transcriptional regulator|unclassified	4.4340737831
UniRef50_K8E540: Copper-exporting P-type ATPase B domain protein	4.4333543165
UniRef50_K8E540: Copper-exporting P-type ATPase B domain protein|unclassified	4.4333543165
UniRef50_F8L5D9: Multicopper oxidase, type 3	4.4318006554
UniRef50_F8L5D9: Multicopper oxidase, type 3|unclassified	4.4318006554
UniRef50_I3UNS7: Glutamate synthase domain-containing 2	4.4272098024
UniRef50_I3UNS7: Glutamate synthase domain-containing 2|unclassified	4.4272098024
UniRef50_L9Z3I5: Nitrite reductase (Fragment)	4.3876509195
UniRef50_L9Z3I5: Nitrite reductase (Fragment)|unclassified	4.3876509195
UniRef50_F4QPN6: Cytochrome c-type biogenesis protein ccmH	4.3688113630
UniRef50_F4QPN6: Cytochrome c-type biogenesis protein ccmH|unclassified	4.3688113630
UniRef50_UPI000468BE99: copper transporter	4.3686074278
UniRef50_UPI000468BE99: copper transporter|unclassified	4.3686074278
UniRef50_E9V256: Lipoprotein	4.3618318714
UniRef50_E9V256: Lipoprotein|unclassified	4.3618318714
UniRef50_D6Z6G7: Cytochrome C family protein	4.3611405680
UniRef50_D6Z6G7: Cytochrome C family protein|unclassified	4.3611405680
UniRef50_UPI00036FBE9A: hypothetical protein	4.3564315482
UniRef50_UPI00036FBE9A: hypothetical protein|unclassified	4.3564315482
UniRef50_F0JFX1: Cytochrome c family protein	4.3553332181
UniRef50_F0JFX1: Cytochrome c family protein|unclassified	4.3553332181
UniRef50_D6V0S7: Cytochrome c-type biogenesis protein CcmI	4.3526903754
UniRef50_D6V0S7: Cytochrome c-type biogenesis protein CcmI|unclassified	4.3526903754
UniRef50_UPI00047DE785: hypothetical protein	4.3443238090
UniRef50_UPI00047DE785: hypothetical protein|unclassified	4.3443238090
UniRef50_W0SES9	4.3441919572
UniRef50_W0SES9|unclassified	4.3441919572
UniRef50_P35160: Thiol-disulfide oxidoreductase ResA	4.3365696430
UniRef50_P35160: Thiol-disulfide oxidoreductase ResA|unclassified	4.3365696430
UniRef50_A0A023XK09	4.3290043290
UniRef50_A0A023XK09|unclassified	4.3290043290
UniRef50_UPI0004670E39: hypothetical protein, partial	4.3290043290
UniRef50_UPI0004670E39: hypothetical protein, partial|unclassified	4.3290043290
UniRef50_W4TP67: Copper-containing nitrite reductase	4.3225651970
UniRef50_W4TP67: Copper-containing nitrite reductase|unclassified	4.3225651970
UniRef50_UPI0003B5E00E: hypothetical protein	4.2918454936
UniRef50_UPI0003B5E00E: hypothetical protein|unclassified	4.2918454936
UniRef50_UPI00036D9D83: hypothetical protein	4.2855082144
UniRef50_UPI00036D9D83: hypothetical protein|unclassified	4.2855082144
UniRef50_A0A059G7T2: Cytochrome C biogenesis protein	4.2629940217
UniRef50_A0A059G7T2: Cytochrome C biogenesis protein|unclassified	4.2629940217
UniRef50_UPI00036C7EAF: hypothetical protein	4.2568492607
UniRef50_UPI00036C7EAF: hypothetical protein|unclassified	4.2568492607
UniRef50_UPI0002557176: hypothetical protein	4.2469864599
UniRef50_UPI0002557176: hypothetical protein|unclassified	4.2469864599
UniRef50_G9E8I8: Cytochrome c-type biosis protein CycH	4.2449400928
UniRef50_G9E8I8: Cytochrome c-type biosis protein CycH|unclassified	4.2449400928
UniRef50_W6MDC3	4.2312616389
UniRef50_W6MDC3|unclassified	4.2312616389
UniRef50_N6ZG52: Cytochrome C biogenesis protein CcmI (Fragment)	4.2299110452
UniRef50_N6ZG52: Cytochrome C biogenesis protein CcmI (Fragment)|unclassified	4.2299110452
UniRef50_T0KA58	4.2194092827
UniRef50_T0KA58|unclassified	4.2194092827
UniRef50_UPI00035C8EE7: hypothetical protein	4.2023429818
UniRef50_UPI00035C8EE7: hypothetical protein|unclassified	4.2023429818
UniRef50_UPI00016AC8C5: putative anaerobically induced outer membrane protein	4.1939665930
UniRef50_UPI00016AC8C5: putative anaerobically induced outer membrane protein|unclassified	4.1939665930
UniRef50_UPI0003FAC2AE: hypothetical protein	4.1841004184
UniRef50_UPI0003FAC2AE: hypothetical protein|unclassified	4.1841004184
UniRef50_E3BCM0	4.1724549653
UniRef50_E3BCM0|unclassified	4.1724549653
UniRef50_G6EYE2	4.1720026652
UniRef50_G6EYE2|unclassified	4.1720026652
UniRef50_G2DD03: Cytochrome c family protein	4.1657216029
UniRef50_G2DD03: Cytochrome c family protein|unclassified	4.1657216029
UniRef50_M0AP28: Copper-translocating P-type ATPase	4.1594603164
UniRef50_M0AP28: Copper-translocating P-type ATPase|unclassified	4.1594603164
UniRef50_UPI00047DB559: hypothetical protein	4.1513237395
UniRef50_UPI00047DB559: hypothetical protein|unclassified	4.1513237395
UniRef50_UPI00036D5436: hypothetical protein	4.1326246359
UniRef50_UPI00036D5436: hypothetical protein|unclassified	4.1326246359
UniRef50_UPI000477083A: hypothetical protein	4.1314074101
UniRef50_UPI000477083A: hypothetical protein|unclassified	4.1314074101
UniRef50_K0C8P1: Cytochrome c-type biogenesis protein	4.1275710649
UniRef50_K0C8P1: Cytochrome c-type biogenesis protein|unclassified	4.1275710649
UniRef50_UPI0003602579: hypothetical protein	4.1255501196
UniRef50_UPI0003602579: hypothetical protein|unclassified	4.1255501196
UniRef50_A7BZ23: Cation transport ATPase, E1-E2 family protein	4.1128569409
UniRef50_A7BZ23: Cation transport ATPase, E1-E2 family protein|unclassified	4.1128569409
UniRef50_UPI00039F55AD: hypothetical protein	4.1055105093
UniRef50_UPI00039F55AD: hypothetical protein|unclassified	4.1055105093
UniRef50_I3BRJ7	4.0874129767
UniRef50_I3BRJ7|unclassified	4.0874129767
UniRef50_G2DDM5: Cytochrome c5530 family protein	4.0460198436
UniRef50_G2DDM5: Cytochrome c5530 family protein|unclassified	4.0460198436
UniRef50_UPI000361E464: hypothetical protein	4.0259953969
UniRef50_UPI000361E464: hypothetical protein|unclassified	4.0259953969
UniRef50_M6C4Y2: Copper-containing nitrite reductase domain protein	4.0220192889
UniRef50_M6C4Y2: Copper-containing nitrite reductase domain protein|unclassified	4.0220192889
UniRef50_W5Y028: Major outer membrane protein	4.0214393902
UniRef50_W5Y028: Major outer membrane protein|unclassified	4.0214393902
UniRef50_UPI0003710AFB: hypothetical protein	4.0207642536
UniRef50_UPI0003710AFB: hypothetical protein|unclassified	4.0207642536
UniRef50_UPI0004631655: MerR family transcriptional regulator	4.0154443562
UniRef50_UPI0004631655: MerR family transcriptional regulator|unclassified	4.0154443562
UniRef50_C7RMN9: Cytochrome c-type biogenesis protein CcmI	4.0103231210
UniRef50_C7RMN9: Cytochrome c-type biogenesis protein CcmI|unclassified	4.0103231210
UniRef50_UPI0003647C93: hypothetical protein	4.0049897420
UniRef50_UPI0003647C93: hypothetical protein|unclassified	4.0049897420
UniRef50_V5SC22: Cytochrome C	3.9977777811
UniRef50_V5SC22: Cytochrome C|unclassified	3.9977777811
UniRef50_B9Z485	3.9966044259
UniRef50_B9Z485|unclassified	3.9966044259
UniRef50_UPI000473AE00: hypothetical protein	3.9906002142
UniRef50_UPI000473AE00: hypothetical protein|unclassified	3.9906002142
UniRef50_UPI00046D47FE: hypothetical protein	3.9903622540
UniRef50_UPI00046D47FE: hypothetical protein|unclassified	3.9903622540
UniRef50_A0A017TCR2: Cytochrome c family protein	3.9641392371
UniRef50_A0A017TCR2: Cytochrome c family protein|unclassified	3.9641392371
UniRef50_S4RUY8	3.9607838694
UniRef50_S4RUY8|unclassified	3.9607838694
UniRef50_UPI00026312AA: hypothetical protein	3.9541479039
UniRef50_UPI00026312AA: hypothetical protein|unclassified	3.9541479039
UniRef50_V5VXI8	3.9541126735
UniRef50_V5VXI8|unclassified	3.9541126735
UniRef50_UPI000477D095: hypothetical protein	3.9502193624
UniRef50_UPI000477D095: hypothetical protein|unclassified	3.9502193624
UniRef50_A4VMJ5: Lipoprotein, putative	3.9484910579
UniRef50_A4VMJ5: Lipoprotein, putative|unclassified	3.9484910579
UniRef50_F5Z7D1: ATP synthase F0 subunit B	3.9431081746
UniRef50_F5Z7D1: ATP synthase F0 subunit B|unclassified	3.9431081746
UniRef50_UPI000468B3E3: hypothetical protein	3.9209647035
UniRef50_UPI000468B3E3: hypothetical protein|unclassified	3.9209647035
UniRef50_B8J4X6: Tetratricopeptide TPR_2 repeat protein	3.8880719032
UniRef50_B8J4X6: Tetratricopeptide TPR_2 repeat protein|unclassified	3.8880719032
UniRef50_K2LWE7	3.8770069567
UniRef50_K2LWE7|unclassified	3.8770069567
UniRef50_X1D103: Marine sediment metagenome DNA, contig: S01H4_S13209	3.8751691772
UniRef50_X1D103: Marine sediment metagenome DNA, contig: S01H4_S13209|unclassified	3.8751691772
UniRef50_K7A0K0	3.8734291151
UniRef50_K7A0K0|unclassified	3.8734291151
UniRef50_A7MU92: Cystathionine gamma-synthase	3.8517466947
UniRef50_A7MU92: Cystathionine gamma-synthase|unclassified	3.8517466947
UniRef50_UPI0003F5A15E: hypothetical protein	3.8421307691
UniRef50_UPI0003F5A15E: hypothetical protein|unclassified	3.8421307691
UniRef50_UPI0004697BEB: hypothetical protein	3.8309951172
UniRef50_UPI0004697BEB: hypothetical protein|unclassified	3.8309951172
UniRef50_UPI000371B1AC: hypothetical protein	3.7983896770
UniRef50_UPI000371B1AC: hypothetical protein|unclassified	3.7983896770
UniRef50_UPI00047C5782: cytochrome C oxidase assembly protein	3.7972660987
UniRef50_UPI00047C5782: cytochrome C oxidase assembly protein|unclassified	3.7972660987
UniRef50_UPI000467722D: hypothetical protein, partial	3.7897002788
UniRef50_UPI000467722D: hypothetical protein, partial|unclassified	3.7897002788
UniRef50_U1K8Z3: Metal-binding protein	3.7767015600
UniRef50_U1K8Z3: Metal-binding protein|unclassified	3.7767015600
UniRef50_UPI0004647731: hypothetical protein	3.7760119574
UniRef50_UPI0004647731: hypothetical protein|unclassified	3.7760119574
UniRef50_Q72DK7: Cytochrome c family protein	3.7604529405
UniRef50_Q72DK7: Cytochrome c family protein|unclassified	3.7604529405
UniRef50_L8U5Z0	3.7593984962
UniRef50_L8U5Z0|unclassified	3.7593984962
UniRef50_B8KIJ2	3.7124180478
UniRef50_B8KIJ2|unclassified	3.7124180478
UniRef50_B1KK99: Cytochrome C biogenesis protein	3.7113199592
UniRef50_B1KK99: Cytochrome C biogenesis protein|unclassified	3.7113199592
UniRef50_V2QFB6	3.7108552273
UniRef50_V2QFB6|unclassified	3.7108552273
UniRef50_R6TV29: ATPase P-type (Transporting) HAD superfamily subfamily IC	3.6935028851
UniRef50_R6TV29: ATPase P-type (Transporting) HAD superfamily subfamily IC|unclassified	3.6935028851
UniRef50_UPI00036EE664: hypothetical protein	3.6931835685
UniRef50_UPI00036EE664: hypothetical protein|unclassified	3.6931835685
UniRef50_UPI0003B58E02: hypothetical protein	3.6824397724
UniRef50_UPI0003B58E02: hypothetical protein|unclassified	3.6824397724
UniRef50_K2MKP8	3.6804399576
UniRef50_K2MKP8|unclassified	3.6804399576
UniRef50_I3UBJ3: Type cbb3 cytochrome oxidase biogenesis protein CcoI	3.6786817731
UniRef50_I3UBJ3: Type cbb3 cytochrome oxidase biogenesis protein CcoI|unclassified	3.6786817731
UniRef50_T1AHV3: Cation transporting ATPase (Fragment)	3.6708526107
UniRef50_T1AHV3: Cation transporting ATPase (Fragment)|unclassified	3.6708526107
UniRef50_UPI000367A2AD: hypothetical protein	3.6672143948
UniRef50_UPI000367A2AD: hypothetical protein|unclassified	3.6672143948
UniRef50_C6KUS1: Cytochrome c-type biogenesis protein CcmH	3.6571978365
UniRef50_C6KUS1: Cytochrome c-type biogenesis protein CcmH|unclassified	3.6571978365
UniRef50_I2JG07: MerR family transcriptional regulator	3.6567324614
UniRef50_I2JG07: MerR family transcriptional regulator|unclassified	3.6567324614
UniRef50_UPI00037CB108: hypothetical protein	3.6496350365
UniRef50_UPI00037CB108: hypothetical protein|unclassified	3.6496350365
UniRef50_G2FGT7: Cytochrome c5530 family protein	3.6452825212
UniRef50_G2FGT7: Cytochrome c5530 family protein|unclassified	3.6452825212
UniRef50_A0A059MHD4	3.6357851880
UniRef50_A0A059MHD4|unclassified	3.6357851880
UniRef50_UPI00047EA838: hypothetical protein	3.6090394307
UniRef50_UPI00047EA838: hypothetical protein|unclassified	3.6090394307
UniRef50_S0G4E0: Tetratricopeptide TPR repeat-containing protein	3.5852799257
UniRef50_S0G4E0: Tetratricopeptide TPR repeat-containing protein|unclassified	3.5852799257
UniRef50_F0RMJ7: Cytochrome C biogenesis protein	3.5839793985
UniRef50_F0RMJ7: Cytochrome C biogenesis protein|unclassified	3.5839793985
UniRef50_L0M7P3: Cytochrome c-type biogenesis protein CcmI	3.5695624704
UniRef50_L0M7P3: Cytochrome c-type biogenesis protein CcmI|unclassified	3.5695624704
UniRef50_D2AXD4	3.5638111425
UniRef50_D2AXD4|unclassified	3.5638111425
UniRef50_K6DN39: Chromosome segregation ATPase-like protein (Fragment)	3.5209578615
UniRef50_K6DN39: Chromosome segregation ATPase-like protein (Fragment)|unclassified	3.5209578615
UniRef50_UPI0002630244: redoxin protein, partial	3.5135512931
UniRef50_UPI0002630244: redoxin protein, partial|unclassified	3.5135512931
UniRef50_B5VUL9	3.4521870479
UniRef50_B5VUL9|unclassified	3.4521870479
UniRef50_D6Z1U6: TPR repeat-containing protein	3.4454414317
UniRef50_D6Z1U6: TPR repeat-containing protein|unclassified	3.4454414317
UniRef50_M7A4T2: Cytochrome c oxidase caa3 assembly factor family protein	3.4336231486
UniRef50_M7A4T2: Cytochrome c oxidase caa3 assembly factor family protein|unclassified	3.4336231486
UniRef50_M0LCA8	3.4233099947
UniRef50_M0LCA8|unclassified	3.4233099947
UniRef50_R8AQ59: Diguanylate cyclase	3.4186857366
UniRef50_R8AQ59: Diguanylate cyclase|unclassified	3.4186857366
UniRef50_L1QJ32: Peptidoglycan binding domain protein	3.4173444982
UniRef50_L1QJ32: Peptidoglycan binding domain protein|unclassified	3.4173444982
UniRef50_A0A011MM38: Cytochrome c-type biogenesis protein CcmI	3.4132614627
UniRef50_A0A011MM38: Cytochrome c-type biogenesis protein CcmI|unclassified	3.4132614627
UniRef50_R5ZT37	3.3898305085
UniRef50_R5ZT37|unclassified	3.3898305085
UniRef50_UPI00036E116A: hypothetical protein	3.3486586444
UniRef50_UPI00036E116A: hypothetical protein|unclassified	3.3486586444
UniRef50_E1V8F0: Cytochrome c-type biogenesis protein	3.3288114481
UniRef50_E1V8F0: Cytochrome c-type biogenesis protein|unclassified	3.3288114481
UniRef50_UPI0001FFDD03: hypothetical protein	3.3249203994
UniRef50_UPI0001FFDD03: hypothetical protein|unclassified	3.3249203994
UniRef50_Q39Y50: Lipoprotein cytochrome c	3.3248846573
UniRef50_Q39Y50: Lipoprotein cytochrome c|unclassified	3.3248846573
UniRef50_UPI0003B7017F: alkyl hydroperoxide reductase	3.3024554006
UniRef50_UPI0003B7017F: alkyl hydroperoxide reductase|unclassified	3.3024554006
UniRef50_S5TFR5: Putative copper-binding protein	3.2993028140
UniRef50_S5TFR5: Putative copper-binding protein|unclassified	3.2993028140
UniRef50_UPI00037E5F0F: hypothetical protein	3.2978814476
UniRef50_UPI00037E5F0F: hypothetical protein|unclassified	3.2978814476
UniRef50_J2ZV78	3.2803832156
UniRef50_J2ZV78|unclassified	3.2803832156
UniRef50_T1XKG1	3.2797243492
UniRef50_T1XKG1|unclassified	3.2797243492
UniRef50_H0SU93	3.2794758169
UniRef50_H0SU93|unclassified	3.2794758169
UniRef50_UPI00046332C7: copper resistance protein CopC	3.2573289902
UniRef50_UPI00046332C7: copper resistance protein CopC|unclassified	3.2573289902
UniRef50_UPI0003C8765E: PREDICTED: potassium-transporting ATPase alpha chain 2-like, partial	3.2564914929
UniRef50_UPI0003C8765E: PREDICTED: potassium-transporting ATPase alpha chain 2-like, partial|unclassified	3.2564914929
UniRef50_Q6WLF6	3.2486298155
UniRef50_Q6WLF6|unclassified	3.2486298155
UniRef50_B5YFV2: Cytochrome c family protein	3.2244215491
UniRef50_B5YFV2: Cytochrome c family protein|unclassified	3.2244215491
UniRef50_G4E2D1	3.2180110819
UniRef50_G4E2D1|unclassified	3.2180110819
UniRef50_S6GNV2	3.2141054305
UniRef50_S6GNV2|unclassified	3.2141054305
