# Gene Family	SampleCysteine_Biosynthesis_Abundance-RPKs
UniRef50_UPI00046849C9: ABC transporter ATP-binding protein	2.4473019743
UniRef50_UPI00046849C9: ABC transporter ATP-binding protein|unclassified	2.4473019743
UniRef50_UPI0003660F28: ABC transporter ATP-binding protein	2.4343611630
UniRef50_UPI0003660F28: ABC transporter ATP-binding protein|unclassified	2.4343611630
UniRef50_R5UAN3	2.4203191899
UniRef50_R5UAN3|unclassified	2.4203191899
UniRef50_UPI00047712DF: cystathionine beta-lyase	2.3663823303
UniRef50_UPI00047712DF: cystathionine beta-lyase|unclassified	2.3663823303
UniRef50_UPI0003710E05: hypothetical protein	2.3562817614
UniRef50_UPI0003710E05: hypothetical protein|unclassified	2.3562817614
UniRef50_UPI000466218D: hypothetical protein	2.3556858665
UniRef50_UPI000466218D: hypothetical protein|unclassified	2.3556858665
UniRef50_UPI00036E4159: hypothetical protein	2.3432466229
UniRef50_UPI00036E4159: hypothetical protein|unclassified	2.3432466229
UniRef50_X0U3G9: Marine sediment metagenome DNA, contig: S01H1_S14190 (Fragment)	2.3420365389
UniRef50_X0U3G9: Marine sediment metagenome DNA, contig: S01H1_S14190 (Fragment)|unclassified	2.3420365389
UniRef50_K7K1W7	2.3394423553
UniRef50_K7K1W7|unclassified	2.3394423553
UniRef50_A1JIE0: sn-glycerol-3-phosphate import ATP-binding protein UgpC	2.3304595827
UniRef50_A1JIE0: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	2.3304595827
UniRef50_UPI000473892E: hypothetical protein	2.3233357561
UniRef50_UPI000473892E: hypothetical protein|unclassified	2.3233357561
UniRef50_R4YVE4: Putative sulfate transport protein CysZ	2.3108723034
UniRef50_R4YVE4: Putative sulfate transport protein CysZ|unclassified	2.3108723034
UniRef50_UPI00030B7B93: hypothetical protein	2.3011022894
UniRef50_UPI00030B7B93: hypothetical protein|unclassified	2.3011022894
UniRef50_UPI00046735F8: methionine gamma-lyase, partial	2.2897972033
UniRef50_UPI00046735F8: methionine gamma-lyase, partial|unclassified	2.2897972033
UniRef50_X1U5V6: Marine sediment metagenome DNA, contig: S12H4_S18015 (Fragment)	2.2766057784
UniRef50_X1U5V6: Marine sediment metagenome DNA, contig: S12H4_S18015 (Fragment)|unclassified	2.2766057784
UniRef50_R9LP96	2.2601107141
UniRef50_R9LP96|unclassified	2.2601107141
UniRef50_I1BPN9	2.2501361106
UniRef50_I1BPN9|unclassified	2.2501361106
UniRef50_UPI00040A574C: membrane protein	2.2387130280
UniRef50_UPI00040A574C: membrane protein|unclassified	2.2387130280
UniRef50_Q54312: Cystathione synthase (Fragment)	2.2313678837
UniRef50_Q54312: Cystathione synthase (Fragment)|unclassified	2.2313678837
UniRef50_UPI00041F8F16: glycerol-3-phosphate ABC transporter ATP-binding protein	2.2182810927
UniRef50_UPI00041F8F16: glycerol-3-phosphate ABC transporter ATP-binding protein|unclassified	2.2182810927
UniRef50_UPI00046F1E63: spermidine/putrescine ABC transporter ATP-binding protein	2.1829924900
UniRef50_UPI00046F1E63: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	2.1829924900
UniRef50_M1PDU9: Cysteine synthase	2.1805943729
UniRef50_M1PDU9: Cysteine synthase|unclassified	2.1805943729
UniRef50_L2FF82: Cysteine synthase a	2.1352390322
UniRef50_L2FF82: Cysteine synthase a|unclassified	2.1352390322
UniRef50_X1BMF3: Marine sediment metagenome DNA, contig: S01H4_C00530	2.1160893455
UniRef50_X1BMF3: Marine sediment metagenome DNA, contig: S01H4_C00530|unclassified	2.1160893455
UniRef50_G9ZBH8: Putative sulfate transport protein CysZ	2.1115799547
UniRef50_G9ZBH8: Putative sulfate transport protein CysZ|unclassified	2.1115799547
UniRef50_UPI00036FD49F: hypothetical protein	2.0683452427
UniRef50_UPI00036FD49F: hypothetical protein|unclassified	2.0683452427
UniRef50_Q8A883: Spermidine/putrescine import ATP-binding protein PotA	2.0628857405
UniRef50_Q8A883: Spermidine/putrescine import ATP-binding protein PotA|unclassified	2.0628857405
UniRef50_X1L1D0: Marine sediment metagenome DNA, contig: S06H3_C01745 (Fragment)	2.0376258202
UniRef50_X1L1D0: Marine sediment metagenome DNA, contig: S06H3_C01745 (Fragment)|unclassified	2.0376258202
UniRef50_UPI0004778203: ABC transporter	2.0196662344
UniRef50_UPI0004778203: ABC transporter|unclassified	2.0196662344
UniRef50_W8PB33: Cysteine synthase	2.0130531588
UniRef50_W8PB33: Cysteine synthase|unclassified	2.0130531588
UniRef50_R6FU29: Cysteine synthase	1.9740405413
UniRef50_R6FU29: Cysteine synthase|unclassified	1.9740405413
UniRef50_UPI00035CE092: hypothetical protein	1.9528716248
UniRef50_UPI00035CE092: hypothetical protein|unclassified	1.9528716248
UniRef50_UPI00016C6230: ABC transporter ATP-binding protein	1.9526572956
UniRef50_UPI00016C6230: ABC transporter ATP-binding protein|unclassified	1.9526572956
UniRef50_UPI00047A852C: hypothetical protein	1.9448521905
UniRef50_UPI00047A852C: hypothetical protein|unclassified	1.9448521905
UniRef50_X0XPW2: Marine sediment metagenome DNA, contig: S01H1_S43299 (Fragment)	1.9194741713
UniRef50_X0XPW2: Marine sediment metagenome DNA, contig: S01H1_S43299 (Fragment)|unclassified	1.9194741713
UniRef50_R6ZYE2: Cysteine synthase	1.9191720689
UniRef50_R6ZYE2: Cysteine synthase|unclassified	1.9191720689
UniRef50_C5P7B8: Cystathionine beta-synthase, putative	1.8979026900
UniRef50_C5P7B8: Cystathionine beta-synthase, putative|unclassified	1.8979026900
UniRef50_UPI00034C8891: hypothetical protein	1.8840116498
UniRef50_UPI00034C8891: hypothetical protein|unclassified	1.8840116498
UniRef50_Q8RGC8: Fe(3+) ions import ATP-binding protein FbpC	1.8808588062
UniRef50_Q8RGC8: Fe(3+) ions import ATP-binding protein FbpC|unclassified	1.8808588062
UniRef50_A3Z2U2: Cysteine synthase K/M/A	1.8421146891
UniRef50_A3Z2U2: Cysteine synthase K/M/A|unclassified	1.8421146891
UniRef50_UPI0003B568E9: hexapeptide transferase	1.8164997609
UniRef50_UPI0003B568E9: hexapeptide transferase|unclassified	1.8164997609
UniRef50_M5RG91: Glutamate binding periplasmic protein	1.8159244265
UniRef50_M5RG91: Glutamate binding periplasmic protein|unclassified	1.8159244265
UniRef50_K9T065	1.7729634332
UniRef50_K9T065|unclassified	1.7729634332
UniRef50_UPI0003B72BC5: spermidine/putrescine ABC transporter ATPase	1.7660662090
UniRef50_UPI0003B72BC5: spermidine/putrescine ABC transporter ATPase|unclassified	1.7660662090
UniRef50_UPI00040A980E: hypothetical protein	1.7622161361
UniRef50_UPI00040A980E: hypothetical protein|unclassified	1.7622161361
UniRef50_Q6NDQ0: sn-glycerol-3-phosphate import ATP-binding protein UgpC	1.7503027030
UniRef50_Q6NDQ0: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	1.7503027030
UniRef50_K6W9L4	1.6622506860
UniRef50_K6W9L4|unclassified	1.6622506860
UniRef50_UPI000380FF19: chemotaxis protein CheY, partial	1.6339869281
UniRef50_UPI000380FF19: chemotaxis protein CheY, partial|unclassified	1.6339869281
UniRef50_Q0G4L4	1.6263720931
UniRef50_Q0G4L4|unclassified	1.6263720931
UniRef50_D5UYJ5: Pyridoxal-5'-phosphate-dependent protein beta subunit	1.6128112378
UniRef50_D5UYJ5: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	1.6128112378
UniRef50_B4DCQ0: Cysteine synthase-like protein	1.5936119629
UniRef50_B4DCQ0: Cysteine synthase-like protein|unclassified	1.5936119629
UniRef50_X1RP96: Marine sediment metagenome DNA, contig: S12H4_C01881 (Fragment)	1.5855369410
UniRef50_X1RP96: Marine sediment metagenome DNA, contig: S12H4_C01881 (Fragment)|unclassified	1.5855369410
UniRef50_D5P256	1.5606088418
UniRef50_D5P256|unclassified	1.5606088418
UniRef50_T1A548: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein	1.5531526442
UniRef50_T1A548: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein|unclassified	1.5531526442
UniRef50_R4LMN6: Cystathione synthase	1.5452427534
UniRef50_R4LMN6: Cystathione synthase|unclassified	1.5452427534
UniRef50_F5TJ96	1.5014223781
UniRef50_F5TJ96|unclassified	1.5014223781
UniRef50_UPI0002485ACF: sugar ABC transporter ATP-binding protein	1.4836796491
UniRef50_UPI0002485ACF: sugar ABC transporter ATP-binding protein|unclassified	1.4836796491
UniRef50_X0ZP29: Marine sediment metagenome DNA, contig: S01H4_C01096	1.4681260128
UniRef50_X0ZP29: Marine sediment metagenome DNA, contig: S01H4_C01096|unclassified	1.4681260128
UniRef50_I7MEH4: Pyridoxal-phosphate-dependent protein	1.4578857495
UniRef50_I7MEH4: Pyridoxal-phosphate-dependent protein|unclassified	1.4578857495
UniRef50_H1D3S6	1.4525659755
UniRef50_H1D3S6|unclassified	1.4525659755
UniRef50_UPI000365DC8F: hypothetical protein	1.4468501206
UniRef50_UPI000365DC8F: hypothetical protein|unclassified	1.4468501206
UniRef50_Q02R79: Spermidine/putrescine import ATP-binding protein PotA	1.4325703384
UniRef50_Q02R79: Spermidine/putrescine import ATP-binding protein PotA|unclassified	1.4325703384
UniRef50_B4VGN8: Cysteine synthase A (Fragment)	1.4263237323
UniRef50_B4VGN8: Cysteine synthase A (Fragment)|unclassified	1.4263237323
UniRef50_UPI00046F82BE: thioredoxin reductase, partial	1.3888428095
UniRef50_UPI00046F82BE: thioredoxin reductase, partial|unclassified	1.3888428095
UniRef50_UPI0003F65286: hypothetical protein	1.3800950378
UniRef50_UPI0003F65286: hypothetical protein|unclassified	1.3800950378
UniRef50_UPI000289199F: sulfate transporter	1.3648225159
UniRef50_UPI000289199F: sulfate transporter|unclassified	1.3648225159
UniRef50_H0P5Z4	1.3508499843
UniRef50_H0P5Z4|unclassified	1.3508499843
UniRef50_UPI00028A1225: serine O-acetyltransferase, partial	1.3471936584
UniRef50_UPI00028A1225: serine O-acetyltransferase, partial|unclassified	1.3471936584
UniRef50_X1BED3: Marine sediment metagenome DNA, contig: S01H4_S04014 (Fragment)	1.3456078773
UniRef50_X1BED3: Marine sediment metagenome DNA, contig: S01H4_S04014 (Fragment)|unclassified	1.3456078773
UniRef50_X1JE92: Marine sediment metagenome DNA, contig: S03H2_S28969 (Fragment)	1.3393784272
UniRef50_X1JE92: Marine sediment metagenome DNA, contig: S03H2_S28969 (Fragment)|unclassified	1.3393784272
UniRef50_UPI00046585FF: ABC transporter ATP-binding protein	1.3292432264
UniRef50_UPI00046585FF: ABC transporter ATP-binding protein|unclassified	1.3292432264
UniRef50_UPI00035C9B26: hypothetical protein	1.3272293678
UniRef50_UPI00035C9B26: hypothetical protein|unclassified	1.3272293678
UniRef50_UPI00047DC4D5: hypothetical protein	1.3159427397
UniRef50_UPI00047DC4D5: hypothetical protein|unclassified	1.3159427397
UniRef50_L0DBL0: Cysteine synthase	1.3026531439
UniRef50_L0DBL0: Cysteine synthase|unclassified	1.3026531439
UniRef50_UPI00036D822E: hypothetical protein	1.2810928438
UniRef50_UPI00036D822E: hypothetical protein|unclassified	1.2810928438
UniRef50_Q164Y5: sn-glycerol-3-phosphate import ATP-binding protein UgpC	1.1874724871
UniRef50_Q164Y5: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	1.1874724871
UniRef50_B2GKU5	1.1810812439
UniRef50_B2GKU5|unclassified	1.1810812439
UniRef50_P55218: O-succinylhomoserine sulfhydrylase	1.1718686247
UniRef50_P55218: O-succinylhomoserine sulfhydrylase|unclassified	1.1718686247
UniRef50_UPI00026270E2: hypothetical protein	1.1707747615
UniRef50_UPI00026270E2: hypothetical protein|unclassified	1.1707747615
UniRef50_X1JC94: Marine sediment metagenome DNA, contig: S03H2_S20185 (Fragment)	1.1576024604
UniRef50_X1JC94: Marine sediment metagenome DNA, contig: S03H2_S20185 (Fragment)|unclassified	1.1576024604
UniRef50_A1SWH9: sn-glycerol-3-phosphate import ATP-binding protein UgpC	1.1575481358
UniRef50_A1SWH9: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	1.1575481358
UniRef50_Q1M589: sn-glycerol-3-phosphate import ATP-binding protein UgpC 3	1.1405734710
UniRef50_Q1M589: sn-glycerol-3-phosphate import ATP-binding protein UgpC 3|unclassified	1.1405734710
UniRef50_UPI00037B8704: hypothetical protein	1.1328722629
UniRef50_UPI00037B8704: hypothetical protein|unclassified	1.1328722629
UniRef50_UPI00037AAD6E: hypothetical protein	1.1226913649
UniRef50_UPI00037AAD6E: hypothetical protein|unclassified	1.1226913649
UniRef50_H3ECN3	1.1117979123
UniRef50_H3ECN3|unclassified	1.1117979123
UniRef50_UPI00037F0BA9: hypothetical protein	1.0695450972
UniRef50_UPI00037F0BA9: hypothetical protein|unclassified	1.0695450972
UniRef50_F3LCL8: CysZ protein	1.0524398481
UniRef50_F3LCL8: CysZ protein|unclassified	1.0524398481
UniRef50_UPI00037DA18B: hypothetical protein	1.0334407966
UniRef50_UPI00037DA18B: hypothetical protein|unclassified	1.0334407966
UniRef50_UPI0001F85E2B: multiple sugar-binding transporter-like protein	1.0329741218
UniRef50_UPI0001F85E2B: multiple sugar-binding transporter-like protein|unclassified	1.0329741218
UniRef50_UPI000474B550: hypothetical protein	1.0318109908
UniRef50_UPI000474B550: hypothetical protein|unclassified	1.0318109908
UniRef50_Q2J2E9: sn-glycerol-3-phosphate import ATP-binding protein UgpC	0.9585041197
UniRef50_Q2J2E9: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	0.9585041197
UniRef50_K9UD32: Cysteine synthase	0.9496129410
UniRef50_K9UD32: Cysteine synthase|unclassified	0.9496129410
UniRef50_B4V2Q7	0.9391943978
UniRef50_B4V2Q7|unclassified	0.9391943978
UniRef50_UPI00036C2FE4: hypothetical protein	0.9372070543
UniRef50_UPI00036C2FE4: hypothetical protein|unclassified	0.9372070543
UniRef50_UPI000470F9A2: hexapeptide transferase	0.9209950639
UniRef50_UPI000470F9A2: hexapeptide transferase|unclassified	0.9209950639
UniRef50_O16282: Protein F59A7.7	0.8881752889
UniRef50_O16282: Protein F59A7.7|unclassified	0.8881752889
UniRef50_K7VS60	0.8872100422
UniRef50_K7VS60|unclassified	0.8872100422
UniRef50_UPI0004751D94: serine acetyltransferase	0.8446287459
UniRef50_UPI0004751D94: serine acetyltransferase|unclassified	0.8446287459
UniRef50_P39916: Thioredoxin reductase	0.8394786887
UniRef50_P39916: Thioredoxin reductase|unclassified	0.8394786887
UniRef50_G4T300: Sulfate transporter	0.8380527669
UniRef50_G4T300: Sulfate transporter|unclassified	0.8380527669
UniRef50_UPI000369D5EE: hypothetical protein	0.8367002034
UniRef50_UPI000369D5EE: hypothetical protein|unclassified	0.8367002034
UniRef50_C0AXD9	0.7932356794
UniRef50_C0AXD9|unclassified	0.7932356794
UniRef50_W4VLZ2: Cysteine synthase	0.7866931688
UniRef50_W4VLZ2: Cysteine synthase|unclassified	0.7866931688
UniRef50_D1WPB8	0.7851845776
UniRef50_D1WPB8|unclassified	0.7851845776
UniRef50_UPI000474379C: hypothetical protein, partial	0.7576227827
UniRef50_UPI000474379C: hypothetical protein, partial|unclassified	0.7576227827
UniRef50_UPI000466E1E1: hypothetical protein	0.7501346828
UniRef50_UPI000466E1E1: hypothetical protein|unclassified	0.7501346828
UniRef50_R9NLV0: Cysteine synthase/cystathionine beta-synthase	0.7476502532
UniRef50_R9NLV0: Cysteine synthase/cystathionine beta-synthase|unclassified	0.7476502532
UniRef50_UPI000365E12B: hypothetical protein	0.7466849175
UniRef50_UPI000365E12B: hypothetical protein|unclassified	0.7466849175
UniRef50_UPI0004787829: transporter	0.7349142865
UniRef50_UPI0004787829: transporter|unclassified	0.7349142865
UniRef50_J8NJV7	0.7295490223
UniRef50_J8NJV7|unclassified	0.7295490223
UniRef50_UPI0003B78909: hypothetical protein	0.7224069728
UniRef50_UPI0003B78909: hypothetical protein|unclassified	0.7224069728
UniRef50_H3EHG6	0.7166485420
UniRef50_H3EHG6|unclassified	0.7166485420
UniRef50_UPI00040D89D5: sulfate adenylyltransferase	0.6700258952
UniRef50_UPI00040D89D5: sulfate adenylyltransferase|unclassified	0.6700258952
UniRef50_X0X9J5: Marine sediment metagenome DNA, contig: S01H1_S16972 (Fragment)	0.6513715348
UniRef50_X0X9J5: Marine sediment metagenome DNA, contig: S01H1_S16972 (Fragment)|unclassified	0.6513715348
UniRef50_E7UKP6: Sulfate transporter, CysZ-type	0.6464622316
UniRef50_E7UKP6: Sulfate transporter, CysZ-type|unclassified	0.6464622316
UniRef50_T1C3L3: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein (Fragment)	0.6456863565
UniRef50_T1C3L3: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein (Fragment)|unclassified	0.6456863565
UniRef50_A4BM26	0.6370207035
UniRef50_A4BM26|unclassified	0.6370207035
UniRef50_P9WHH0: Thioredoxin reductase	0.6346340489
UniRef50_P9WHH0: Thioredoxin reductase|unclassified	0.6346340489
UniRef50_UPI0003682CE0: hypothetical protein	0.6308703439
UniRef50_UPI0003682CE0: hypothetical protein|unclassified	0.6308703439
UniRef50_UPI00040A7BC2: hypothetical protein	0.6296403799
UniRef50_UPI00040A7BC2: hypothetical protein|unclassified	0.6296403799
UniRef50_P52215: Thioredoxin reductase	0.6196793456
UniRef50_P52215: Thioredoxin reductase|unclassified	0.6196793456
UniRef50_UPI000371E9AF: hypothetical protein, partial	0.6155480143
UniRef50_UPI000371E9AF: hypothetical protein, partial|unclassified	0.6155480143
UniRef50_R6C175: Cysteine synthase CysKM2	0.6085801365
UniRef50_R6C175: Cysteine synthase CysKM2|unclassified	0.6085801365
UniRef50_X0YFV4: Marine sediment metagenome DNA, contig: S01H4_L01457 (Fragment)	0.5690553050
UniRef50_X0YFV4: Marine sediment metagenome DNA, contig: S01H4_L01457 (Fragment)|unclassified	0.5690553050
UniRef50_C0B4Z7	0.5681874437
UniRef50_C0B4Z7|unclassified	0.5681874437
UniRef50_UPI0001BC2E61: thioredoxin reductase	0.5671628783
UniRef50_UPI0001BC2E61: thioredoxin reductase|unclassified	0.5671628783
UniRef50_UPI00016A3FE0: spermidine/putrescine ABC transporter ATPase subunit, partial	0.5535989905
UniRef50_UPI00016A3FE0: spermidine/putrescine ABC transporter ATPase subunit, partial|unclassified	0.5535989905
UniRef50_UPI00046EF88F: hypothetical protein	0.5458088420
UniRef50_UPI00046EF88F: hypothetical protein|unclassified	0.5458088420
UniRef50_Q945D5: Putative cysteine synthase (Fragment)	0.5356060611
UniRef50_Q945D5: Putative cysteine synthase (Fragment)|unclassified	0.5356060611
UniRef50_K8B5J6: Sulfate permease	0.4485487532
UniRef50_K8B5J6: Sulfate permease|unclassified	0.4485487532
UniRef50_X1UGG4: Marine sediment metagenome DNA, contig: S12H4_S28430 (Fragment)	0.4249355216
UniRef50_X1UGG4: Marine sediment metagenome DNA, contig: S12H4_S28430 (Fragment)|unclassified	0.4249355216
UniRef50_I6X354: Cysteine synthase	0.4218936345
UniRef50_I6X354: Cysteine synthase|unclassified	0.4218936345
UniRef50_UPI0003828AF2: hypothetical protein, partial	0.3362838134
UniRef50_UPI0003828AF2: hypothetical protein, partial|unclassified	0.3362838134
UniRef50_UPI000375AAE1: hypothetical protein	0.3271548795
UniRef50_UPI000375AAE1: hypothetical protein|unclassified	0.3271548795
UniRef50_T0ZH88: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein	0.2930244598
UniRef50_T0ZH88: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein|unclassified	0.2930244598
UniRef50_I1EN17	0.2928262998
UniRef50_I1EN17|unclassified	0.2928262998
UniRef50_UPI0003B573D9: hypothetical protein, partial	0.2222330892
UniRef50_UPI0003B573D9: hypothetical protein, partial|unclassified	0.2222330892
UniRef50_UPI00037C95EF: hypothetical protein, partial	0.1864174489
UniRef50_UPI00037C95EF: hypothetical protein, partial|unclassified	0.1864174489
UniRef50_UPI00037CCF05: hypothetical protein	0.1842569924
UniRef50_UPI00037CCF05: hypothetical protein|unclassified	0.1842569924
