# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-RPKs
UniRef50_UPI0004280999: hypothetical protein	1.9784741095
UniRef50_UPI0004280999: hypothetical protein|unclassified	1.9784741095
UniRef50_M6UZE6: Peptidase, M23 family	1.9772163541
UniRef50_M6UZE6: Peptidase, M23 family|unclassified	1.9772163541
UniRef50_G5J1G5: Insecticidal toxin complex-like protein	1.9768193803
UniRef50_G5J1G5: Insecticidal toxin complex-like protein|unclassified	1.9768193803
UniRef50_D4GVQ8: ArsR family transcription regulator	1.9767889038
UniRef50_D4GVQ8: ArsR family transcription regulator|unclassified	1.9767889038
UniRef50_U7U674	1.9674803136
UniRef50_U7U674|unclassified	1.9674803136
UniRef50_U5T7X9	1.9657755508
UniRef50_U5T7X9|unclassified	1.9657755508
UniRef50_UPI0003B2EA4F: ferredoxin	1.9640612501
UniRef50_UPI0003B2EA4F: ferredoxin|unclassified	1.9640612501
UniRef50_X0ZFG1: Marine sediment metagenome DNA, contig: S01H4_L00431 (Fragment)	1.9622526084
UniRef50_X0ZFG1: Marine sediment metagenome DNA, contig: S01H4_L00431 (Fragment)|unclassified	1.9622526084
UniRef50_H8MQ93	1.9612047785
UniRef50_H8MQ93|unclassified	1.9612047785
UniRef50_H8I7B7	1.9542828693
UniRef50_H8I7B7|unclassified	1.9542828693
UniRef50_U7GH75	1.9518265530
UniRef50_U7GH75|unclassified	1.9518265530
UniRef50_UPI0003736C1A: hypothetical protein	1.9508263260
UniRef50_UPI0003736C1A: hypothetical protein|unclassified	1.9508263260
UniRef50_Q9AYV6: Minor structural protein 3	1.9489154854
UniRef50_Q9AYV6: Minor structural protein 3|unclassified	1.9489154854
UniRef50_U1QQQ1	1.9483444452
UniRef50_U1QQQ1|unclassified	1.9483444452
UniRef50_R4Z640	1.9477896808
UniRef50_R4Z640|unclassified	1.9477896808
UniRef50_U1JVN3: Diguanylate cyclase	1.9473884799
UniRef50_U1JVN3: Diguanylate cyclase|unclassified	1.9473884799
UniRef50_Q2S8S6: Membrane protein related to metalloendopeptidase	1.9304555997
UniRef50_Q2S8S6: Membrane protein related to metalloendopeptidase|unclassified	1.9304555997
UniRef50_M2U5F8: Peptidase, M23/M37 family	1.9258422388
UniRef50_M2U5F8: Peptidase, M23/M37 family|unclassified	1.9258422388
UniRef50_UPI0003808F03: hypothetical protein	1.9170871003
UniRef50_UPI0003808F03: hypothetical protein|unclassified	1.9170871003
UniRef50_U2BIG5: Peptidase, M23 family (Fragment)	1.9119119595
UniRef50_U2BIG5: Peptidase, M23 family (Fragment)|unclassified	1.9119119595
UniRef50_I8SWP8: Metalloendopeptidase-related membrane protein	1.9115537261
UniRef50_I8SWP8: Metalloendopeptidase-related membrane protein|unclassified	1.9115537261
UniRef50_A3IYJ3: Adenylate cyclase	1.9106735662
UniRef50_A3IYJ3: Adenylate cyclase|unclassified	1.9106735662
UniRef50_T0ZZ59: FHA domain containing protein (Fragment)	1.9050429077
UniRef50_T0ZZ59: FHA domain containing protein (Fragment)|unclassified	1.9050429077
UniRef50_K9Y0M5: CHASE2 domain protein	1.9027135567
UniRef50_K9Y0M5: CHASE2 domain protein|unclassified	1.9027135567
UniRef50_E1IB56: Peptidase M23B	1.9006123594
UniRef50_E1IB56: Peptidase M23B|unclassified	1.9006123594
UniRef50_Q1LH93	1.8901596171
UniRef50_Q1LH93|unclassified	1.8901596171
UniRef50_W4MFR8	1.8887589053
UniRef50_W4MFR8|unclassified	1.8887589053
UniRef50_UPI00036C056E: hypothetical protein	1.8885968004
UniRef50_UPI00036C056E: hypothetical protein|unclassified	1.8885968004
UniRef50_UPI0003694550: hypothetical protein	1.8867924528
UniRef50_UPI0003694550: hypothetical protein|unclassified	1.8867924528
UniRef50_K2JF97: Peptidase M23B	1.8767475030
UniRef50_K2JF97: Peptidase M23B|unclassified	1.8767475030
UniRef50_M0DMB8: ArsR family transcriptional regulator	1.8748520756
UniRef50_M0DMB8: ArsR family transcriptional regulator|unclassified	1.8748520756
UniRef50_K9FLR1	1.8602473900
UniRef50_K9FLR1|unclassified	1.8602473900
UniRef50_G9YWX6: Peptidase, M23 family (Fragment)	1.8578802726
UniRef50_G9YWX6: Peptidase, M23 family (Fragment)|unclassified	1.8578802726
UniRef50_E6QIR4	1.8573265313
UniRef50_E6QIR4|unclassified	1.8573265313
UniRef50_Q3A1P6: Zinc metalloendopeptidase, M23 family	1.8563042060
UniRef50_Q3A1P6: Zinc metalloendopeptidase, M23 family|unclassified	1.8563042060
UniRef50_UPI0002557C8C: diguanylate cyclase	1.8486030049
UniRef50_UPI0002557C8C: diguanylate cyclase|unclassified	1.8486030049
UniRef50_S9S6J7: Uracil-DNA glycosylase	1.8453113863
UniRef50_S9S6J7: Uracil-DNA glycosylase|unclassified	1.8453113863
UniRef50_X0XPU1: Marine sediment metagenome DNA, contig: S01H1_S27253 (Fragment)	1.8445582380
UniRef50_X0XPU1: Marine sediment metagenome DNA, contig: S01H1_S27253 (Fragment)|unclassified	1.8445582380
UniRef50_UPI00031A4B00: hypothetical protein	1.8443691600
UniRef50_UPI00031A4B00: hypothetical protein|unclassified	1.8443691600
UniRef50_N7WQZ4	1.8385150485
UniRef50_N7WQZ4|unclassified	1.8385150485
UniRef50_UPI000372501C: hypothetical protein, partial	1.8367138337
UniRef50_UPI000372501C: hypothetical protein, partial|unclassified	1.8367138337
UniRef50_W0JXJ3	1.8357405247
UniRef50_W0JXJ3|unclassified	1.8357405247
UniRef50_K9UNR2: Tetratricopeptide repeat protein	1.8354118847
UniRef50_K9UNR2: Tetratricopeptide repeat protein|unclassified	1.8354118847
UniRef50_W4SAW5: TPR containing repeat protein (Fragment)	1.8270663386
UniRef50_W4SAW5: TPR containing repeat protein (Fragment)|unclassified	1.8270663386
UniRef50_W0E2A0: Peptidase M23	1.8189608608
UniRef50_W0E2A0: Peptidase M23|unclassified	1.8189608608
UniRef50_UPI000477F154: hypothetical protein	1.8140816307
UniRef50_UPI000477F154: hypothetical protein|unclassified	1.8140816307
UniRef50_B5JGP3: M23 peptidase domain protein	1.8131442710
UniRef50_B5JGP3: M23 peptidase domain protein|unclassified	1.8131442710
UniRef50_UPI00047E47E7: hypothetical protein	1.8115481635
UniRef50_UPI00047E47E7: hypothetical protein|unclassified	1.8115481635
UniRef50_UPI0003B6A9F8: ArsR family transcriptional regulator	1.8108183180
UniRef50_UPI0003B6A9F8: ArsR family transcriptional regulator|unclassified	1.8108183180
UniRef50_G2DT82: Peptidase M23B	1.8078184738
UniRef50_G2DT82: Peptidase M23B|unclassified	1.8078184738
UniRef50_U7UFE2: Putative adenylyl cyclase CyaB	1.7973191545
UniRef50_U7UFE2: Putative adenylyl cyclase CyaB|unclassified	1.7973191545
UniRef50_N6XDA8	1.7944751577
UniRef50_N6XDA8|unclassified	1.7944751577
UniRef50_U2QF40: Peptidase, M23 family (Fragment)	1.7905668058
UniRef50_U2QF40: Peptidase, M23 family (Fragment)|unclassified	1.7905668058
UniRef50_X1B8J7: Marine sediment metagenome DNA, contig: S01H4_S01210 (Fragment)	1.7878453620
UniRef50_X1B8J7: Marine sediment metagenome DNA, contig: S01H4_S01210 (Fragment)|unclassified	1.7878453620
UniRef50_Q4BYH4: GGDEF	1.7634427742
UniRef50_Q4BYH4: GGDEF|unclassified	1.7634427742
UniRef50_UPI000374B677: hypothetical protein, partial	1.7535163605
UniRef50_UPI000374B677: hypothetical protein, partial|unclassified	1.7535163605
UniRef50_T2G8T6: Putative peptidase M23 family protein	1.7517638195
UniRef50_T2G8T6: Putative peptidase M23 family protein|unclassified	1.7517638195
UniRef50_K9TNF5: Metalloendopeptidase-like membrane protein	1.7481153738
UniRef50_K9TNF5: Metalloendopeptidase-like membrane protein|unclassified	1.7481153738
UniRef50_V4J732	1.7452811848
UniRef50_V4J732|unclassified	1.7452811848
UniRef50_UPI0004775ECE: phosphotyrosine protein phosphatase	1.7411217101
UniRef50_UPI0004775ECE: phosphotyrosine protein phosphatase|unclassified	1.7411217101
UniRef50_UPI0004715EA2: hypothetical protein	1.7210697814
UniRef50_UPI0004715EA2: hypothetical protein|unclassified	1.7210697814
UniRef50_K6E0P9	1.7178306054
UniRef50_K6E0P9|unclassified	1.7178306054
UniRef50_A7BTZ9	1.7167908442
UniRef50_A7BTZ9|unclassified	1.7167908442
UniRef50_UPI00046648E8: hypothetical protein	1.7165809122
UniRef50_UPI00046648E8: hypothetical protein|unclassified	1.7165809122
UniRef50_UPI00036920EC: hypothetical protein	1.7135744658
UniRef50_UPI00036920EC: hypothetical protein|unclassified	1.7135744658
UniRef50_H5WVX9	1.7128132326
UniRef50_H5WVX9|unclassified	1.7128132326
UniRef50_K9DWK5	1.7117577912
UniRef50_K9DWK5|unclassified	1.7117577912
UniRef50_K6WB96	1.7064350093
UniRef50_K6WB96|unclassified	1.7064350093
UniRef50_G7LWI5: Diguanylate cyclase	1.7008643279
UniRef50_G7LWI5: Diguanylate cyclase|unclassified	1.7008643279
UniRef50_M0GP95: DNA binding protein transcriptional regulator	1.6983724728
UniRef50_M0GP95: DNA binding protein transcriptional regulator|unclassified	1.6983724728
UniRef50_G9ZUW6: Peptidase, M23 family	1.6944230746
UniRef50_G9ZUW6: Peptidase, M23 family|unclassified	1.6944230746
UniRef50_UPI0002DDBCC1: hypothetical protein	1.6923235432
UniRef50_UPI0002DDBCC1: hypothetical protein|unclassified	1.6923235432
UniRef50_U3AQJ2	1.6855459540
UniRef50_U3AQJ2|unclassified	1.6855459540
UniRef50_K7Q2K5: Uracil DNA glycosylase family protein	1.6845741634
UniRef50_K7Q2K5: Uracil DNA glycosylase family protein|unclassified	1.6845741634
UniRef50_I2MY88: CHAD domain containing protein (Fragment)	1.6829539759
UniRef50_I2MY88: CHAD domain containing protein (Fragment)|unclassified	1.6829539759
UniRef50_UPI000474B109: hypothetical protein, partial	1.6722754311
UniRef50_UPI000474B109: hypothetical protein, partial|unclassified	1.6722754311
UniRef50_Q4EA01: M23/M37 peptidase domain protein	1.6699159278
UniRef50_Q4EA01: M23/M37 peptidase domain protein|unclassified	1.6699159278
UniRef50_F9CZ78: Transcriptional regulator protein-like protein	1.6690251660
UniRef50_F9CZ78: Transcriptional regulator protein-like protein|unclassified	1.6690251660
UniRef50_UPI00040A6323: transcriptional regulator	1.6654349705
UniRef50_UPI00040A6323: transcriptional regulator|unclassified	1.6654349705
UniRef50_Q3BT58	1.6643844907
UniRef50_Q3BT58|unclassified	1.6643844907
UniRef50_W1S5K8	1.6616357842
UniRef50_W1S5K8|unclassified	1.6616357842
UniRef50_UPI00037D9B90: hypothetical protein	1.6610801271
UniRef50_UPI00037D9B90: hypothetical protein|unclassified	1.6610801271
UniRef50_W7X505: Arsenate reductase (Thioredoxin)	1.6549266309
UniRef50_W7X505: Arsenate reductase (Thioredoxin)|unclassified	1.6549266309
UniRef50_X0T5A0: Marine sediment metagenome DNA, contig: S01H1_L04221 (Fragment)	1.6536435020
UniRef50_X0T5A0: Marine sediment metagenome DNA, contig: S01H1_L04221 (Fragment)|unclassified	1.6536435020
UniRef50_UPI0003B3EF59: peptidase M23	1.6521161517
UniRef50_UPI0003B3EF59: peptidase M23|unclassified	1.6521161517
UniRef50_UPI000370D674: hypothetical protein	1.6443581546
UniRef50_UPI000370D674: hypothetical protein|unclassified	1.6443581546
UniRef50_X0WYE3: Marine sediment metagenome DNA, contig: S01H1_S23237 (Fragment)	1.6442556772
UniRef50_X0WYE3: Marine sediment metagenome DNA, contig: S01H1_S23237 (Fragment)|unclassified	1.6442556772
UniRef50_UPI0002F94A51: hypothetical protein	1.6436383326
UniRef50_UPI0002F94A51: hypothetical protein|unclassified	1.6436383326
UniRef50_K9RLV5	1.6417838892
UniRef50_K9RLV5|unclassified	1.6417838892
UniRef50_W6M5G8	1.6312677036
UniRef50_W6M5G8|unclassified	1.6312677036
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial	1.6274360538
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial|unclassified	1.6274360538
UniRef50_E2B4V8	1.6246680614
UniRef50_E2B4V8|unclassified	1.6246680614
UniRef50_Q1GFP0: LysM domain/M23/M37 peptidase	1.6234178329
UniRef50_Q1GFP0: LysM domain/M23/M37 peptidase|unclassified	1.6234178329
UniRef50_U1FKR8: Peptidase, M23 family	1.6208462181
UniRef50_U1FKR8: Peptidase, M23 family|unclassified	1.6208462181
UniRef50_F0G5D3	1.6196247764
UniRef50_F0G5D3|unclassified	1.6196247764
UniRef50_UPI000465CBF4: hypothetical protein	1.6192112736
UniRef50_UPI000465CBF4: hypothetical protein|unclassified	1.6192112736
UniRef50_V8CC81	1.6176514082
UniRef50_V8CC81|unclassified	1.6176514082
UniRef50_A4JNZ9: Uracil-DNA glycosylase superfamily	1.6160259240
UniRef50_A4JNZ9: Uracil-DNA glycosylase superfamily|unclassified	1.6160259240
UniRef50_UPI00035D9A81: hypothetical protein	1.6055790714
UniRef50_UPI00035D9A81: hypothetical protein|unclassified	1.6055790714
UniRef50_F3JP49: YD repeat-containing protein (Fragment)	1.6040459512
UniRef50_F3JP49: YD repeat-containing protein (Fragment)|unclassified	1.6040459512
UniRef50_A0A038GV92	1.6016468916
UniRef50_A0A038GV92|unclassified	1.6016468916
UniRef50_L0G0X1: cAMP-binding protein	1.5989693463
UniRef50_L0G0X1: cAMP-binding protein|unclassified	1.5989693463
UniRef50_UPI00037E1FF2: hypothetical protein	1.5979158811
UniRef50_UPI00037E1FF2: hypothetical protein|unclassified	1.5979158811
UniRef50_F7Y900: NIPSNAP family containing protein	1.5967153726
UniRef50_F7Y900: NIPSNAP family containing protein|unclassified	1.5967153726
UniRef50_UPI000347BE56: hypothetical protein	1.5916186421
UniRef50_UPI000347BE56: hypothetical protein|unclassified	1.5916186421
UniRef50_T0ZT72: FHA domain-containing protein-like protein (Fragment)	1.5764341047
UniRef50_T0ZT72: FHA domain-containing protein-like protein (Fragment)|unclassified	1.5764341047
UniRef50_F2NV93: Peptidase M23	1.5740244528
UniRef50_F2NV93: Peptidase M23|unclassified	1.5740244528
UniRef50_U3U1R4: Diguanylate cyclase	1.5698917414
UniRef50_U3U1R4: Diguanylate cyclase|unclassified	1.5698917414
UniRef50_I2PWY2: Metalloendopeptidase-like membrane protein	1.5623216399
UniRef50_I2PWY2: Metalloendopeptidase-like membrane protein|unclassified	1.5623216399
UniRef50_UPI00037A598B: hypothetical protein	1.5539894829
UniRef50_UPI00037A598B: hypothetical protein|unclassified	1.5539894829
UniRef50_X2JAQ5: CG14434, isoform C	1.5500170415
UniRef50_X2JAQ5: CG14434, isoform C|unclassified	1.5500170415
UniRef50_M1PCL1: Metalloendopeptidase-like membrane protein	1.5497753102
UniRef50_M1PCL1: Metalloendopeptidase-like membrane protein|unclassified	1.5497753102
UniRef50_K0NQ04: Predicted metallopeptidase, M23 family	1.5469197955
UniRef50_K0NQ04: Predicted metallopeptidase, M23 family|unclassified	1.5469197955
UniRef50_K2EFY9	1.5457129531
UniRef50_K2EFY9|unclassified	1.5457129531
UniRef50_R2SBI6: Phage minor structural protein	1.5455357184
UniRef50_R2SBI6: Phage minor structural protein|unclassified	1.5455357184
UniRef50_UPI00046AE50A: phosphopeptide-binding protein	1.5347650432
UniRef50_UPI00046AE50A: phosphopeptide-binding protein|unclassified	1.5347650432
UniRef50_UPI0003B6225F: membrane protein	1.5333129425
UniRef50_UPI0003B6225F: membrane protein|unclassified	1.5333129425
UniRef50_E6WCY8: Diguanylate cyclase	1.5305534960
UniRef50_E6WCY8: Diguanylate cyclase|unclassified	1.5305534960
UniRef50_F3Z3Y3: Peptidase M23	1.5296521988
UniRef50_F3Z3Y3: Peptidase M23|unclassified	1.5296521988
UniRef50_UPI000428476F: peptidase M23	1.5213196556
UniRef50_UPI000428476F: peptidase M23|unclassified	1.5213196556
UniRef50_UPI000348A2F2: hypothetical protein	1.5210510118
UniRef50_UPI000348A2F2: hypothetical protein|unclassified	1.5210510118
UniRef50_UPI00037526A5: hypothetical protein	1.5209572451
UniRef50_UPI00037526A5: hypothetical protein|unclassified	1.5209572451
UniRef50_F3CER7: Insecticidal toxin protein (Fragment)	1.5187557231
UniRef50_F3CER7: Insecticidal toxin protein (Fragment)|unclassified	1.5187557231
UniRef50_UPI000361AA5B: hypothetical protein, partial	1.5135869430
UniRef50_UPI000361AA5B: hypothetical protein, partial|unclassified	1.5135869430
UniRef50_UPI0003780751: hypothetical protein	1.5114693983
UniRef50_UPI0003780751: hypothetical protein|unclassified	1.5114693983
UniRef50_G8AMA2	1.5107820848
UniRef50_G8AMA2|unclassified	1.5107820848
UniRef50_K9V513: Peptidase M23	1.5102488521
UniRef50_K9V513: Peptidase M23|unclassified	1.5102488521
UniRef50_I3ZL90	1.5099167882
UniRef50_I3ZL90|unclassified	1.5099167882
UniRef50_A9MAP2	1.5054616437
UniRef50_A9MAP2|unclassified	1.5054616437
UniRef50_UPI00037F634E: hypothetical protein	1.5025386072
UniRef50_UPI00037F634E: hypothetical protein|unclassified	1.5025386072
UniRef50_B6ASU9: Peptidoglycan-binding LysM	1.4985808779
UniRef50_B6ASU9: Peptidoglycan-binding LysM|unclassified	1.4985808779
UniRef50_UPI00035E9CAA: hypothetical protein	1.4935833953
UniRef50_UPI00035E9CAA: hypothetical protein|unclassified	1.4935833953
UniRef50_A0A022LCW3: Peptidase M23	1.4917717390
UniRef50_A0A022LCW3: Peptidase M23|unclassified	1.4917717390
UniRef50_H8MJU7: Cysteine-rich repeat protein	1.4842998796
UniRef50_H8MJU7: Cysteine-rich repeat protein|unclassified	1.4842998796
UniRef50_N9C9M1	1.4836278668
UniRef50_N9C9M1|unclassified	1.4836278668
UniRef50_M0CAX7: ArsR family transcriptional regulator	1.4734970873
UniRef50_M0CAX7: ArsR family transcriptional regulator|unclassified	1.4734970873
UniRef50_R4RJU8: Lipoprotein nlpD/lppB	1.4702345267
UniRef50_R4RJU8: Lipoprotein nlpD/lppB|unclassified	1.4702345267
UniRef50_UPI00047621B5: hypothetical protein, partial	1.4664517238
UniRef50_UPI00047621B5: hypothetical protein, partial|unclassified	1.4664517238
UniRef50_K6DXM0: Chase2 sensor protein	1.4623668081
UniRef50_K6DXM0: Chase2 sensor protein|unclassified	1.4623668081
UniRef50_I4EKW4: Peptidase M23	1.4591104512
UniRef50_I4EKW4: Peptidase M23|unclassified	1.4591104512
UniRef50_F8EWX8: Peptidase M23	1.4585751182
UniRef50_F8EWX8: Peptidase M23|unclassified	1.4585751182
UniRef50_UPI0003462BD0: hypothetical protein	1.4585620767
UniRef50_UPI0003462BD0: hypothetical protein|unclassified	1.4585620767
UniRef50_W4LC44	1.4580603482
UniRef50_W4LC44|unclassified	1.4580603482
UniRef50_UPI0003EE5F71: hypothetical protein	1.4571658258
UniRef50_UPI0003EE5F71: hypothetical protein|unclassified	1.4571658258
UniRef50_UPI0003785BC5: hypothetical protein, partial	1.4570021730
UniRef50_UPI0003785BC5: hypothetical protein, partial|unclassified	1.4570021730
UniRef50_G3Z0N5	1.4568428362
UniRef50_G3Z0N5|unclassified	1.4568428362
UniRef50_UPI00034B3838: hypothetical protein	1.4561982972
UniRef50_UPI00034B3838: hypothetical protein|unclassified	1.4561982972
UniRef50_F5RI64	1.4557896488
UniRef50_F5RI64|unclassified	1.4557896488
UniRef50_I0X865: Metalloendopeptidase-like membrane protein	1.4556706533
UniRef50_I0X865: Metalloendopeptidase-like membrane protein|unclassified	1.4556706533
UniRef50_K9H234: Peptidase M23B	1.4491510171
UniRef50_K9H234: Peptidase M23B|unclassified	1.4491510171
UniRef50_UPI0003B54C23: hypothetical protein	1.4483623225
UniRef50_UPI0003B54C23: hypothetical protein|unclassified	1.4483623225
UniRef50_L8MCL1	1.4482150126
UniRef50_L8MCL1|unclassified	1.4482150126
UniRef50_UPI00035EBE09: hypothetical protein	1.4470802094
UniRef50_UPI00035EBE09: hypothetical protein|unclassified	1.4470802094
UniRef50_UPI00036D5CC4: hypothetical protein	1.4404806758
UniRef50_UPI00036D5CC4: hypothetical protein|unclassified	1.4404806758
UniRef50_UPI000421C044: transcriptional regulator	1.4399418902
UniRef50_UPI000421C044: transcriptional regulator|unclassified	1.4399418902
UniRef50_K4KDZ4: Peptidase, M23/M37 family protein	1.4296617558
UniRef50_K4KDZ4: Peptidase, M23/M37 family protein|unclassified	1.4296617558
UniRef50_UPI000248BFC5: transcriptional regulator	1.4291856123
UniRef50_UPI000248BFC5: transcriptional regulator|unclassified	1.4291856123
UniRef50_UPI000369EEBA: hypothetical protein	1.4255208396
UniRef50_UPI000369EEBA: hypothetical protein|unclassified	1.4255208396
UniRef50_H0TCE7	1.4233359068
UniRef50_H0TCE7|unclassified	1.4233359068
UniRef50_R4G403: Putative adenylate cyclase	1.4158590609
UniRef50_R4G403: Putative adenylate cyclase|unclassified	1.4158590609
UniRef50_H1CF61	1.4116946682
UniRef50_H1CF61|unclassified	1.4116946682
UniRef50_UPI0003B4CA58: signal peptide protein	1.4114491779
UniRef50_UPI0003B4CA58: signal peptide protein|unclassified	1.4114491779
UniRef50_N6YTV9: FHA domain containing protein (Fragment)	1.4113130417
UniRef50_N6YTV9: FHA domain containing protein (Fragment)|unclassified	1.4113130417
UniRef50_K9RKU8	1.4113129692
UniRef50_K9RKU8|unclassified	1.4113129692
UniRef50_B8E472: Diguanylate cyclase	1.4108058934
