# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-CPM
UniRef50_UPI0003B6225F: membrane protein|unclassified	5.33634
UniRef50_E6WCY8: Diguanylate cyclase	5.32673
UniRef50_E6WCY8: Diguanylate cyclase|unclassified	5.32673
UniRef50_F3Z3Y3: Peptidase M23	5.3236
UniRef50_F3Z3Y3: Peptidase M23|unclassified	5.3236
UniRef50_UPI000428476F: peptidase M23	5.2946
UniRef50_UPI000428476F: peptidase M23|unclassified	5.2946
UniRef50_UPI000348A2F2: hypothetical protein	5.29366
UniRef50_UPI000348A2F2: hypothetical protein|unclassified	5.29366
UniRef50_UPI00037526A5: hypothetical protein	5.29334
UniRef50_UPI00037526A5: hypothetical protein|unclassified	5.29334
UniRef50_F3CER7: Insecticidal toxin protein (Fragment)	5.28568
UniRef50_F3CER7: Insecticidal toxin protein (Fragment)|unclassified	5.28568
UniRef50_UPI000361AA5B: hypothetical protein, partial	5.26769
UniRef50_UPI000361AA5B: hypothetical protein, partial|unclassified	5.26769
UniRef50_UPI0003780751: hypothetical protein	5.26032
UniRef50_UPI0003780751: hypothetical protein|unclassified	5.26032
UniRef50_G8AMA2	5.25793
UniRef50_G8AMA2|unclassified	5.25793
UniRef50_K9V513: Peptidase M23	5.25607
UniRef50_K9V513: Peptidase M23|unclassified	5.25607
UniRef50_I3ZL90	5.25491
UniRef50_I3ZL90|unclassified	5.25491
UniRef50_A9MAP2	5.23941
UniRef50_A9MAP2|unclassified	5.23941
UniRef50_UPI00037F634E: hypothetical protein	5.22924
UniRef50_UPI00037F634E: hypothetical protein|unclassified	5.22924
UniRef50_B6ASU9: Peptidoglycan-binding LysM	5.21546
UniRef50_B6ASU9: Peptidoglycan-binding LysM|unclassified	5.21546
UniRef50_UPI00035E9CAA: hypothetical protein	5.19807
UniRef50_UPI00035E9CAA: hypothetical protein|unclassified	5.19807
UniRef50_A0A022LCW3: Peptidase M23	5.19176
UniRef50_A0A022LCW3: Peptidase M23|unclassified	5.19176
UniRef50_H8MJU7: Cysteine-rich repeat protein	5.16576
UniRef50_H8MJU7: Cysteine-rich repeat protein|unclassified	5.16576
UniRef50_N9C9M1	5.16342
UniRef50_N9C9M1|unclassified	5.16342
UniRef50_M0CAX7: ArsR family transcriptional regulator	5.12816
UniRef50_M0CAX7: ArsR family transcriptional regulator|unclassified	5.12816
UniRef50_R4RJU8: Lipoprotein nlpD/lppB	5.11681
UniRef50_R4RJU8: Lipoprotein nlpD/lppB|unclassified	5.11681
UniRef50_UPI00047621B5: hypothetical protein, partial	5.10364
UniRef50_UPI00047621B5: hypothetical protein, partial|unclassified	5.10364
UniRef50_K6DXM0: Chase2 sensor protein	5.08943
UniRef50_K6DXM0: Chase2 sensor protein|unclassified	5.08943
UniRef50_I4EKW4: Peptidase M23	5.07809
UniRef50_I4EKW4: Peptidase M23|unclassified	5.07809
UniRef50_F8EWX8: Peptidase M23	5.07623
UniRef50_F8EWX8: Peptidase M23|unclassified	5.07623
UniRef50_UPI0003462BD0: hypothetical protein	5.07619
UniRef50_UPI0003462BD0: hypothetical protein|unclassified	5.07619
UniRef50_W4LC44	5.07444
UniRef50_W4LC44|unclassified	5.07444
UniRef50_UPI0003EE5F71: hypothetical protein	5.07133
UniRef50_UPI0003EE5F71: hypothetical protein|unclassified	5.07133
UniRef50_UPI0003785BC5: hypothetical protein, partial	5.07076
UniRef50_UPI0003785BC5: hypothetical protein, partial|unclassified	5.07076
UniRef50_G3Z0N5	5.0702
UniRef50_G3Z0N5|unclassified	5.0702
UniRef50_UPI00034B3838: hypothetical protein	5.06796
UniRef50_UPI00034B3838: hypothetical protein|unclassified	5.06796
UniRef50_F5RI64	5.06654
UniRef50_F5RI64|unclassified	5.06654
UniRef50_I0X865: Metalloendopeptidase-like membrane protein	5.06612
UniRef50_I0X865: Metalloendopeptidase-like membrane protein|unclassified	5.06612
UniRef50_K9H234: Peptidase M23B	5.04343
UniRef50_K9H234: Peptidase M23B|unclassified	5.04343
UniRef50_UPI0003B54C23: hypothetical protein	5.04069
UniRef50_UPI0003B54C23: hypothetical protein|unclassified	5.04069
UniRef50_L8MCL1	5.04018
UniRef50_L8MCL1|unclassified	5.04018
UniRef50_UPI00035EBE09: hypothetical protein	5.03623
UniRef50_UPI00035EBE09: hypothetical protein|unclassified	5.03623
UniRef50_UPI00036D5CC4: hypothetical protein	5.01326
UniRef50_UPI00036D5CC4: hypothetical protein|unclassified	5.01326
UniRef50_UPI000421C044: transcriptional regulator	5.01138
UniRef50_UPI000421C044: transcriptional regulator|unclassified	5.01138
UniRef50_K4KDZ4: Peptidase, M23/M37 family protein	4.9756
UniRef50_K4KDZ4: Peptidase, M23/M37 family protein|unclassified	4.9756
UniRef50_UPI000248BFC5: transcriptional regulator	4.97395
UniRef50_UPI000248BFC5: transcriptional regulator|unclassified	4.97395
UniRef50_UPI000369EEBA: hypothetical protein	4.96119
UniRef50_UPI000369EEBA: hypothetical protein|unclassified	4.96119
UniRef50_H0TCE7	4.95359
UniRef50_H0TCE7|unclassified	4.95359
UniRef50_R4G403: Putative adenylate cyclase	4.92757
UniRef50_R4G403: Putative adenylate cyclase|unclassified	4.92757
UniRef50_H1CF61	4.91307
UniRef50_H1CF61|unclassified	4.91307
UniRef50_UPI0003B4CA58: signal peptide protein	4.91222
UniRef50_UPI0003B4CA58: signal peptide protein|unclassified	4.91222
UniRef50_N6YTV9: FHA domain containing protein (Fragment)	4.91175
UniRef50_N6YTV9: FHA domain containing protein (Fragment)|unclassified	4.91175
UniRef50_K9RKU8	4.91175
UniRef50_K9RKU8|unclassified	4.91175
UniRef50_B8E472: Diguanylate cyclase	4.90998
UniRef50_B8E472: Diguanylate cyclase|unclassified	4.90998
UniRef50_F3FV23: Insecticidal toxin protein (Fragment)	4.86068
UniRef50_F3FV23: Insecticidal toxin protein (Fragment)|unclassified	4.86068
UniRef50_UPI000369A804: hypothetical protein	4.79841
UniRef50_UPI000369A804: hypothetical protein|unclassified	4.79841
UniRef50_X1SBX8: Marine sediment metagenome DNA, contig: S12H4_C03267 (Fragment)	4.76493
UniRef50_X1SBX8: Marine sediment metagenome DNA, contig: S12H4_C03267 (Fragment)|unclassified	4.76493
UniRef50_W0JTM7	4.75549
UniRef50_W0JTM7|unclassified	4.75549
UniRef50_W4L688	4.74316
UniRef50_W4L688|unclassified	4.74316
UniRef50_UPI0003B69836: ArsR family transcriptional regulator	4.74103
UniRef50_UPI0003B69836: ArsR family transcriptional regulator|unclassified	4.74103
UniRef50_B3QKD1	4.72338
UniRef50_B3QKD1|unclassified	4.72338
UniRef50_F6DTC4: Peptidase M23	4.71701
UniRef50_F6DTC4: Peptidase M23|unclassified	4.71701
UniRef50_UPI00047C97A1: hypothetical protein	4.69906
UniRef50_UPI00047C97A1: hypothetical protein|unclassified	4.69906
UniRef50_K5UZG3: CHAD domain protein	4.69213
UniRef50_K5UZG3: CHAD domain protein|unclassified	4.69213
UniRef50_F6DKY6	4.68344
UniRef50_F6DKY6|unclassified	4.68344
UniRef50_UPI0004743FF7: ArsR family transcriptional regulator	4.66512
UniRef50_UPI0004743FF7: ArsR family transcriptional regulator|unclassified	4.66512
UniRef50_Q1MYG8: Putative uracil-DNA glycosylase family protein	4.66153
UniRef50_Q1MYG8: Putative uracil-DNA glycosylase family protein|unclassified	4.66153
UniRef50_U2RX83: Peptidase, M23 family (Fragment)	4.6486
UniRef50_U2RX83: Peptidase, M23 family (Fragment)|unclassified	4.6486
UniRef50_UPI00034D05F3: hypothetical protein	4.62268
UniRef50_UPI00034D05F3: hypothetical protein|unclassified	4.62268
UniRef50_D2C2R9: Diguanylate cyclase	4.60419
UniRef50_D2C2R9: Diguanylate cyclase|unclassified	4.60419
UniRef50_I7N8A7	4.60066
UniRef50_I7N8A7|unclassified	4.60066
UniRef50_R5BVL7	4.59979
UniRef50_R5BVL7|unclassified	4.59979
UniRef50_U1SHT5: Peptidase, M23 family	4.5482
UniRef50_U1SHT5: Peptidase, M23 family|unclassified	4.5482
UniRef50_UPI0002002223: hypothetical protein	4.5454
UniRef50_UPI0002002223: hypothetical protein|unclassified	4.5454
UniRef50_T1CT18: Peptidase M23B (Fragment)	4.5279
UniRef50_T1CT18: Peptidase M23B (Fragment)|unclassified	4.5279
UniRef50_Q9RWR8	4.52221
UniRef50_Q9RWR8|unclassified	4.52221
UniRef50_N9B8N9	4.46252
UniRef50_N9B8N9|unclassified	4.46252
UniRef50_W6KAA3	4.45973
UniRef50_W6KAA3|unclassified	4.45973
UniRef50_H0P434	4.45949
UniRef50_H0P434|unclassified	4.45949
UniRef50_F3GGP5: Insecticidal toxin complex protein (Fragment)	4.45716
UniRef50_F3GGP5: Insecticidal toxin complex protein (Fragment)|unclassified	4.45716
UniRef50_UPI00037F338F: hypothetical protein	4.44312
UniRef50_UPI00037F338F: hypothetical protein|unclassified	4.44312
UniRef50_U2XIL6	4.4421
UniRef50_U2XIL6|unclassified	4.4421
UniRef50_S3ARC0	4.43319
UniRef50_S3ARC0|unclassified	4.43319
UniRef50_L9VPG3	4.41777
UniRef50_L9VPG3|unclassified	4.41777
UniRef50_C3X709	4.39928
UniRef50_C3X709|unclassified	4.39928
UniRef50_UPI00035DB52F: hypothetical protein	4.36661
UniRef50_UPI00035DB52F: hypothetical protein|unclassified	4.36661
UniRef50_L0A261: Metalloendopeptidase-like membrane protein	4.33681
UniRef50_L0A261: Metalloendopeptidase-like membrane protein|unclassified	4.33681
UniRef50_V4PUS7	4.33611
UniRef50_V4PUS7|unclassified	4.33611
UniRef50_X0UWJ9: Marine sediment metagenome DNA, contig: S01H1_S04838 (Fragment)	4.33261
UniRef50_X0UWJ9: Marine sediment metagenome DNA, contig: S01H1_S04838 (Fragment)|unclassified	4.33261
UniRef50_UPI0003B66300: peptidase M23	4.32829
UniRef50_UPI0003B66300: peptidase M23|unclassified	4.32829
UniRef50_U2RX21: Peptidase, M23 family	4.31801
UniRef50_U2RX21: Peptidase, M23 family|unclassified	4.31801
UniRef50_UPI0003732D63: hypothetical protein	4.30742
UniRef50_UPI0003732D63: hypothetical protein|unclassified	4.30742
UniRef50_W5WBN5	4.25763
UniRef50_W5WBN5|unclassified	4.25763
UniRef50_C4U0P4	4.25613
UniRef50_C4U0P4|unclassified	4.25613
UniRef50_UPI0003745206: hypothetical protein	4.25394
UniRef50_UPI0003745206: hypothetical protein|unclassified	4.25394
UniRef50_Q24U13	4.24699
UniRef50_Q24U13|unclassified	4.24699
UniRef50_E0XW16: Membrane proteins related to metalloendopeptidases	4.24043
UniRef50_E0XW16: Membrane proteins related to metalloendopeptidases|unclassified	4.24043
UniRef50_D8USZ8: Peptidase, M23 family	4.23439
UniRef50_D8USZ8: Peptidase, M23 family|unclassified	4.23439
UniRef50_S2QWQ8: Transcriptional regulator	4.2174
UniRef50_S2QWQ8: Transcriptional regulator|unclassified	4.2174
UniRef50_R6FY65: Adenylyl cyclase CyaB	4.21477
UniRef50_R6FY65: Adenylyl cyclase CyaB|unclassified	4.21477
UniRef50_I3TXH0	4.20634
UniRef50_I3TXH0|unclassified	4.20634
UniRef50_B3QUL9: CHAD domain containing protein	4.19103
UniRef50_B3QUL9: CHAD domain containing protein|unclassified	4.19103
UniRef50_UPI00034B8708: hypothetical protein	4.18049
UniRef50_UPI00034B8708: hypothetical protein|unclassified	4.18049
UniRef50_D4T2G6: C-di-GMP phosphodiesterase A	4.17785
UniRef50_D4T2G6: C-di-GMP phosphodiesterase A|unclassified	4.17785
UniRef50_X0RWF3: Marine sediment metagenome DNA, contig: S01H1_L04538 (Fragment)	4.17712
UniRef50_X0RWF3: Marine sediment metagenome DNA, contig: S01H1_L04538 (Fragment)|unclassified	4.17712
UniRef50_L8EIQ6: Putative nucleotide-phosphate cyclase (Fragment)	4.14007
UniRef50_L8EIQ6: Putative nucleotide-phosphate cyclase (Fragment)|unclassified	4.14007
UniRef50_B5GTM2: NHL repeat-containing protein	4.11365
UniRef50_B5GTM2: NHL repeat-containing protein|unclassified	4.11365
UniRef50_M7ER59: Putative transcriptional regulator	4.0821
UniRef50_M7ER59: Putative transcriptional regulator|unclassified	4.0821
UniRef50_E5Y7Z6	4.07793
UniRef50_E5Y7Z6|unclassified	4.07793
UniRef50_X1KRP4: Marine sediment metagenome DNA, contig: S06H3_C02803	4.06887
UniRef50_X1KRP4: Marine sediment metagenome DNA, contig: S06H3_C02803|unclassified	4.06887
UniRef50_UPI00034ACB61: hypothetical protein	4.06611
UniRef50_UPI00034ACB61: hypothetical protein|unclassified	4.06611
UniRef50_UPI00047778E7: hypothetical protein	4.05827
UniRef50_UPI00047778E7: hypothetical protein|unclassified	4.05827
UniRef50_UPI000474F03D: ArsR family transcriptional regulator	4.0491
UniRef50_UPI000474F03D: ArsR family transcriptional regulator|unclassified	4.0491
UniRef50_W0PB56: Uracil-DNA glycosylase-like protein	4.04599
UniRef50_W0PB56: Uracil-DNA glycosylase-like protein|unclassified	4.04599
UniRef50_X0MTK6: Transglycosylase	4.00927
UniRef50_X0MTK6: Transglycosylase|unclassified	4.00927
UniRef50_UPI00037329F6: hypothetical protein	4.00656
UniRef50_UPI00037329F6: hypothetical protein|unclassified	4.00656
UniRef50_R5BNX7: Peptidase M23 family	3.99732
UniRef50_R5BNX7: Peptidase M23 family|unclassified	3.99732
UniRef50_UPI00047663E1: hypothetical protein	3.97059
UniRef50_UPI00047663E1: hypothetical protein|unclassified	3.97059
UniRef50_A4TJ23: ABC RTX toxin transporter, fused ATP binding/permease domains	3.96373
UniRef50_A4TJ23: ABC RTX toxin transporter, fused ATP binding/permease domains|unclassified	3.96373
UniRef50_K8RJM0: Protein tyrosine phosphatase	3.94513
UniRef50_K8RJM0: Protein tyrosine phosphatase|unclassified	3.94513
UniRef50_J0LF00: Metalloendopeptidase-like membrane protein	3.94245
UniRef50_J0LF00: Metalloendopeptidase-like membrane protein|unclassified	3.94245
UniRef50_X0Q4R3	3.93926
UniRef50_X0Q4R3|unclassified	3.93926
UniRef50_D4DTC3: Peptidase, M23 family	3.93223
UniRef50_D4DTC3: Peptidase, M23 family|unclassified	3.93223
UniRef50_Q0RT28	3.92787
UniRef50_Q0RT28|unclassified	3.92787
UniRef50_T0Z953	3.92505
UniRef50_T0Z953|unclassified	3.92505
UniRef50_X2IBE0: Membrane protein	3.91481
UniRef50_X2IBE0: Membrane protein|unclassified	3.91481
UniRef50_T2S9R0: Peptidase M23 family protein	3.91307
UniRef50_T2S9R0: Peptidase M23 family protein|unclassified	3.91307
UniRef50_U1WZ93: Peptidase, M23 family	3.87933
UniRef50_U1WZ93: Peptidase, M23 family|unclassified	3.87933
UniRef50_A7T461: Predicted protein	3.87902
UniRef50_A7T461: Predicted protein|unclassified	3.87902
UniRef50_X0T096: Marine sediment metagenome DNA, contig: S01H1_C00669 (Fragment)	3.86692
UniRef50_X0T096: Marine sediment metagenome DNA, contig: S01H1_C00669 (Fragment)|unclassified	3.86692
UniRef50_U3P2E8: Cell wall binding protein	3.86675
UniRef50_U3P2E8: Cell wall binding protein|unclassified	3.86675
UniRef50_R0S4Z3	3.86165
UniRef50_R0S4Z3|unclassified	3.86165
UniRef50_G8PP39: Uracil DNA glycosylase superfamily	3.85618
UniRef50_G8PP39: Uracil DNA glycosylase superfamily|unclassified	3.85618
UniRef50_F3GBQ9: YD repeat-containing protein (Fragment)	3.85384
UniRef50_F3GBQ9: YD repeat-containing protein (Fragment)|unclassified	3.85384
UniRef50_H0RRZ7	3.81769
UniRef50_H0RRZ7|unclassified	3.81769
UniRef50_D4TKD6: Peptidoglycan-binding LysM	3.81642
UniRef50_D4TKD6: Peptidoglycan-binding LysM|unclassified	3.81642
UniRef50_C2V4D9: Transcriptional regulator, ArsR	3.78367
UniRef50_C2V4D9: Transcriptional regulator, ArsR|unclassified	3.78367
UniRef50_R5SHC7: Peptidase M23 family	3.78174
UniRef50_R5SHC7: Peptidase M23 family|unclassified	3.78174
UniRef50_F3IS86: YD repeat-containing protein (Fragment)	3.77897
UniRef50_F3IS86: YD repeat-containing protein (Fragment)|unclassified	3.77897
UniRef50_UPI00047E2E0C: hypothetical protein	3.76978
UniRef50_UPI00047E2E0C: hypothetical protein|unclassified	3.76978
UniRef50_X1UGZ8: Marine sediment metagenome DNA, contig: S12H4_S18253 (Fragment)	3.76405
UniRef50_X1UGZ8: Marine sediment metagenome DNA, contig: S12H4_S18253 (Fragment)|unclassified	3.76405
UniRef50_B8KPV4	3.74496
UniRef50_B8KPV4|unclassified	3.74496
UniRef50_A8TN71: Adenylate cyclase protein	3.7428
UniRef50_A8TN71: Adenylate cyclase protein|unclassified	3.7428
UniRef50_UPI00041FC4B4: peptidase	3.74275
UniRef50_UPI00041FC4B4: peptidase|unclassified	3.74275
UniRef50_K9P8U6: HD-GYP domain-containing protein	3.73275
UniRef50_K9P8U6: HD-GYP domain-containing protein|unclassified	3.73275
UniRef50_UPI0003B5BCC0: cell signaling regulator	3.72004
UniRef50_UPI0003B5BCC0: cell signaling regulator|unclassified	3.72004
UniRef50_W1U939: Peptidase, M23/M37 family (Fragment)	3.71613
UniRef50_W1U939: Peptidase, M23/M37 family (Fragment)|unclassified	3.71613
UniRef50_C7LNE7: Peptidase M23	3.69007
UniRef50_C7LNE7: Peptidase M23|unclassified	3.69007
UniRef50_W7WH69: Uracil DNA glycosylase superfamily protein	3.67466
UniRef50_W7WH69: Uracil DNA glycosylase superfamily protein|unclassified	3.67466
UniRef50_UPI00031BA822: hypothetical protein	3.66941
UniRef50_UPI00031BA822: hypothetical protein|unclassified	3.66941
UniRef50_X0TAL8: Marine sediment metagenome DNA, contig: S01H1_L03158	3.60216
UniRef50_X0TAL8: Marine sediment metagenome DNA, contig: S01H1_L03158|unclassified	3.60216
UniRef50_Q0K145: Membrane protein related to metalloendopeptidases	3.58519
UniRef50_Q0K145: Membrane protein related to metalloendopeptidases|unclassified	3.58519
UniRef50_UPI0003B40F1F: peptidase M23, partial	3.55811
UniRef50_UPI0003B40F1F: peptidase M23, partial|unclassified	3.55811
UniRef50_A8ADN2	3.55537
UniRef50_A8ADN2|unclassified	3.55537
UniRef50_X1LEI5: Marine sediment metagenome DNA, contig: S06H3_C04388	3.53433
UniRef50_X1LEI5: Marine sediment metagenome DNA, contig: S06H3_C04388|unclassified	3.53433
UniRef50_C7UHN7: Predicted protein	3.53182
UniRef50_C7UHN7: Predicted protein|unclassified	3.53182
UniRef50_H8N0N3: Cysteine-rich repeat protein	3.52944
UniRef50_H8N0N3: Cysteine-rich repeat protein|unclassified	3.52944
UniRef50_F3NK33: Adenylate cyclase	3.49559
UniRef50_F3NK33: Adenylate cyclase|unclassified	3.49559
UniRef50_UPI00047E278B: hypothetical protein	3.49259
UniRef50_UPI00047E278B: hypothetical protein|unclassified	3.49259
UniRef50_B8HTB7: CHAD domain containing protein	3.48993
UniRef50_B8HTB7: CHAD domain containing protein|unclassified	3.48993
UniRef50_T2IRA2	3.43423
UniRef50_T2IRA2|unclassified	3.43423
UniRef50_W1H299	3.41449
UniRef50_W1H299|unclassified	3.41449
UniRef50_K9VA67	3.40801
UniRef50_K9VA67|unclassified	3.40801
UniRef50_X4YYZ5: LysM domain protein	3.36134
UniRef50_X4YYZ5: LysM domain protein|unclassified	3.36134
UniRef50_W7NBA1: Putative lipoprotein YgeR	3.34937
UniRef50_W7NBA1: Putative lipoprotein YgeR|unclassified	3.34937
UniRef50_UPI000376BCA9: hypothetical protein	3.34716
UniRef50_UPI000376BCA9: hypothetical protein|unclassified	3.34716
UniRef50_A7BN70: NHL repeat protein	3.34414
UniRef50_A7BN70: NHL repeat protein|unclassified	3.34414
UniRef50_K6DGY8: Peptidase, M23 family	3.32782
UniRef50_K6DGY8: Peptidase, M23 family|unclassified	3.32782
UniRef50_L8EDB1: CHAD domain containing protein (Fragment)	3.28603
UniRef50_L8EDB1: CHAD domain containing protein (Fragment)|unclassified	3.28603
UniRef50_UPI000344ED7E: hypothetical protein	3.27785
UniRef50_UPI000344ED7E: hypothetical protein|unclassified	3.27785
UniRef50_W0ZBM5: Peptidase M23	3.27371
UniRef50_W0ZBM5: Peptidase M23|unclassified	3.27371
UniRef50_E7CA61: Membrane protein	3.25413
UniRef50_E7CA61: Membrane protein|unclassified	3.25413
UniRef50_V4Q6G0	3.25132
UniRef50_V4Q6G0|unclassified	3.25132
UniRef50_A0A046AZK0	3.2394
UniRef50_A0A046AZK0|unclassified	3.2394
UniRef50_H1SH69	3.21095
UniRef50_H1SH69|unclassified	3.21095
UniRef50_U4UYR5: Metalloendopeptidase-like membrane protein	3.19077
UniRef50_U4UYR5: Metalloendopeptidase-like membrane protein|unclassified	3.19077
UniRef50_T0JAW9	3.16339
UniRef50_T0JAW9|unclassified	3.16339
UniRef50_I3ICZ0: M24/M37 family peptidase	3.15376
UniRef50_I3ICZ0: M24/M37 family peptidase|unclassified	3.15376
UniRef50_UPI000377DC0A: hypothetical protein	3.12768
UniRef50_UPI000377DC0A: hypothetical protein|unclassified	3.12768
UniRef50_V7IGS8	3.10805
UniRef50_V7IGS8|unclassified	3.10805
UniRef50_X0W5E6: Marine sediment metagenome DNA, contig: S01H1_S19449 (Fragment)	3.10095
UniRef50_X0W5E6: Marine sediment metagenome DNA, contig: S01H1_S19449 (Fragment)|unclassified	3.10095
UniRef50_X1QH70: Marine sediment metagenome DNA, contig: S06H3_S16024 (Fragment)	3.06885
UniRef50_X1QH70: Marine sediment metagenome DNA, contig: S06H3_S16024 (Fragment)|unclassified	3.06885
UniRef50_K2MI90: ABC transporter (Fragment)	3.06217
UniRef50_K2MI90: ABC transporter (Fragment)|unclassified	3.06217
UniRef50_B9LQ12: Transcription regulator	3.04639
UniRef50_B9LQ12: Transcription regulator|unclassified	3.04639
UniRef50_UPI00046510D4: hypothetical protein, partial	3.04281
UniRef50_UPI00046510D4: hypothetical protein, partial|unclassified	3.04281
UniRef50_C5CDF8: Peptidase M23	3.03814
UniRef50_C5CDF8: Peptidase M23|unclassified	3.03814
UniRef50_K9RBN1: Metalloendopeptidase-like membrane protein	3.02116
UniRef50_K9RBN1: Metalloendopeptidase-like membrane protein|unclassified	3.02116
UniRef50_B8J948: FHA domain containing protein	3.01942
UniRef50_B8J948: FHA domain containing protein|unclassified	3.01942
UniRef50_UPI000361EA73: hypothetical protein	3.01313
UniRef50_UPI000361EA73: hypothetical protein|unclassified	3.01313
UniRef50_A4G9A2	3.00482
