# Gene Family	SampleDNA_repair._bacterial_Abundance-RPKs
UniRef50_UPI0003711B92: hypothetical protein, partial|unclassified	5.6202256404
UniRef50_G8PCK3: DNA repair RadC family protein	5.6151957611
UniRef50_G8PCK3: DNA repair RadC family protein|unclassified	5.6151957611
UniRef50_X1RZE4: Marine sediment metagenome DNA, contig: S12H4_C01141	5.6074764924
UniRef50_X1RZE4: Marine sediment metagenome DNA, contig: S12H4_C01141|unclassified	5.6074764924
UniRef50_R5K0Z2: DNA replication and repair protein RadC	5.6061835347
UniRef50_R5K0Z2: DNA replication and repair protein RadC|unclassified	5.6061835347
UniRef50_UPI0003AB0683: hypothetical protein	5.6036318495
UniRef50_UPI0003AB0683: hypothetical protein|unclassified	5.6036318495
UniRef50_M4Q3X0: DNA repair protein RadC	5.5983591400
UniRef50_M4Q3X0: DNA repair protein RadC|unclassified	5.5983591400
UniRef50_F0RTH9: DNA repair protein RadC	5.5914055311
UniRef50_F0RTH9: DNA repair protein RadC|unclassified	5.5914055311
UniRef50_UPI000375F309: MULTISPECIES: hypothetical protein	5.5655095890
UniRef50_UPI000375F309: MULTISPECIES: hypothetical protein|unclassified	5.5655095890
UniRef50_W1XS62	5.5555555556
UniRef50_W1XS62|unclassified	5.5555555556
UniRef50_UPI00016AEE03: hypothetical protein, partial	5.5513363419
UniRef50_UPI00016AEE03: hypothetical protein, partial|unclassified	5.5513363419
UniRef50_M5J607: DNA repair protein	5.5435331793
UniRef50_M5J607: DNA repair protein|unclassified	5.5435331793
UniRef50_UPI0002D91677: hypothetical protein	5.5390701450
UniRef50_UPI0002D91677: hypothetical protein|unclassified	5.5390701450
UniRef50_F4GTH1	5.5290000749
UniRef50_F4GTH1|unclassified	5.5290000749
UniRef50_Q630W7	5.5200113165
UniRef50_Q630W7|unclassified	5.5200113165
UniRef50_W9GD00: DNA polymerase V	5.5184368663
UniRef50_W9GD00: DNA polymerase V|unclassified	5.5184368663
UniRef50_D4J877: DNA replication and repair protein RadC	5.5075526981
UniRef50_D4J877: DNA replication and repair protein RadC|unclassified	5.5075526981
UniRef50_L8JMX8: DNA repair protein RadC	5.4968767896
UniRef50_L8JMX8: DNA repair protein RadC|unclassified	5.4968767896
UniRef50_UPI000478D036: hypothetical protein	5.4945054945
UniRef50_UPI000478D036: hypothetical protein|unclassified	5.4945054945
UniRef50_B9XMP6	5.4913052897
UniRef50_B9XMP6|unclassified	5.4913052897
UniRef50_B5RND3	5.4610215959
UniRef50_B5RND3|unclassified	5.4610215959
UniRef50_E6AEZ8	5.4578670643
UniRef50_E6AEZ8|unclassified	5.4578670643
UniRef50_A7H8I7: Heat shock protein DnaJ-like protein	5.4366150378
UniRef50_A7H8I7: Heat shock protein DnaJ-like protein|unclassified	5.4366150378
UniRef50_E7N5I9	5.4054054054
UniRef50_E7N5I9|unclassified	5.4054054054
UniRef50_W1GHK3: DNA repair protein RadA	5.4054054054
UniRef50_W1GHK3: DNA repair protein RadA|unclassified	5.4054054054
UniRef50_W0FJQ8: RmuC-domain protein	5.4011187396
UniRef50_W0FJQ8: RmuC-domain protein|unclassified	5.4011187396
UniRef50_Q03G71	5.3964453131
UniRef50_Q03G71|unclassified	5.3964453131
UniRef50_UPI0001DB5BBB: hypothetical protein LEGAS_1297	5.3915852760
UniRef50_UPI0001DB5BBB: hypothetical protein LEGAS_1297|unclassified	5.3915852760
UniRef50_UPI00046855A6: hypothetical protein	5.3787859730
UniRef50_UPI00046855A6: hypothetical protein|unclassified	5.3787859730
UniRef50_I1YGW3: DNA recombination protein RmuC	5.3775723489
UniRef50_I1YGW3: DNA recombination protein RmuC|unclassified	5.3775723489
UniRef50_UPI0002E49DBB: hypothetical protein	5.3651965348
UniRef50_UPI0002E49DBB: hypothetical protein|unclassified	5.3651965348
UniRef50_Q1Q4J9	5.3612079892
UniRef50_Q1Q4J9|unclassified	5.3612079892
UniRef50_R7D1D8: RhuM protein	5.3523560505
UniRef50_R7D1D8: RhuM protein|unclassified	5.3523560505
UniRef50_G0GES1	5.3514138017
UniRef50_G0GES1|unclassified	5.3514138017
UniRef50_UPI0002FDEAF5: hypothetical protein	5.3444432964
UniRef50_UPI0002FDEAF5: hypothetical protein|unclassified	5.3444432964
UniRef50_A6EKP4: DNA repair protein	5.3267901920
UniRef50_A6EKP4: DNA repair protein|unclassified	5.3267901920
UniRef50_A5U672: LexA repressor	5.3190005521
UniRef50_A5U672: LexA repressor|unclassified	5.3190005521
UniRef50_F0S368: DNA repair protein RadC	5.3155647161
UniRef50_F0S368: DNA repair protein RadC|unclassified	5.3155647161
UniRef50_A1AWD8	5.3045520897
UniRef50_A1AWD8|unclassified	5.3045520897
UniRef50_W4HG35: RmuC-domain-containing protein	5.3024196586
UniRef50_W4HG35: RmuC-domain-containing protein|unclassified	5.3024196586
UniRef50_X1BYH5: Marine sediment metagenome DNA, contig: S01H4_L07104 (Fragment)	5.2906682630
UniRef50_X1BYH5: Marine sediment metagenome DNA, contig: S01H4_L07104 (Fragment)|unclassified	5.2906682630
UniRef50_R9JVB8	5.2903927313
UniRef50_R9JVB8|unclassified	5.2903927313
UniRef50_C9M651: RmuC domain protein	5.2895349900
UniRef50_C9M651: RmuC domain protein|unclassified	5.2895349900
UniRef50_L5MM51: DNA repair protein RadC	5.2819482810
UniRef50_L5MM51: DNA repair protein RadC|unclassified	5.2819482810
UniRef50_UPI0002377731: DNA-directed DNA polymerase, partial	5.2631578947
UniRef50_UPI0002377731: DNA-directed DNA polymerase, partial|unclassified	5.2631578947
UniRef50_A0A011NS53: DNA repair protein RadC	5.2622447787
UniRef50_A0A011NS53: DNA repair protein RadC|unclassified	5.2622447787
UniRef50_UPI0003B312AF: adenine glycosylase	5.2608965684
UniRef50_UPI0003B312AF: adenine glycosylase|unclassified	5.2608965684
UniRef50_D9WSX5: DNA repair protein RadA	5.2584905270
UniRef50_D9WSX5: DNA repair protein RadA|unclassified	5.2584905270
UniRef50_B4RG10: DNA repair protein RadC	5.2518377684
UniRef50_B4RG10: DNA repair protein RadC|unclassified	5.2518377684
UniRef50_UPI00037A28E7: hypothetical protein	5.2511481558
UniRef50_UPI00037A28E7: hypothetical protein|unclassified	5.2511481558
UniRef50_UPI0003645C6A: hypothetical protein	5.2452387835
UniRef50_UPI0003645C6A: hypothetical protein|unclassified	5.2452387835
UniRef50_UPI0003B37B1E: DNA-3-methyladenine glycosylase	5.2320767572
UniRef50_UPI0003B37B1E: DNA-3-methyladenine glycosylase|unclassified	5.2320767572
UniRef50_UPI0003782548: hypothetical protein	5.2252837448
UniRef50_UPI0003782548: hypothetical protein|unclassified	5.2252837448
UniRef50_Q5GTB2: RadC-like DNA repair protein	5.2229325137
UniRef50_Q5GTB2: RadC-like DNA repair protein|unclassified	5.2229325137
UniRef50_D1Y6L3: DNA repair protein RadC	5.2159287064
UniRef50_D1Y6L3: DNA repair protein RadC|unclassified	5.2159287064
UniRef50_UPI0004797736: ImpB/MucB/SamB family protein	5.2048192766
UniRef50_UPI0004797736: ImpB/MucB/SamB family protein|unclassified	5.2048192766
UniRef50_UPI0003824C80: hypothetical protein	5.1770485588
UniRef50_UPI0003824C80: hypothetical protein|unclassified	5.1770485588
UniRef50_R7NRY9: DNA repair protein radA	5.1748796977
UniRef50_R7NRY9: DNA repair protein radA|unclassified	5.1748796977
UniRef50_UPI00031C307C: hypothetical protein	5.1682982434
UniRef50_UPI00031C307C: hypothetical protein|unclassified	5.1682982434
UniRef50_R5VDA7: DNA replication and repair protein RadC	5.1673599738
UniRef50_R5VDA7: DNA replication and repair protein RadC|unclassified	5.1673599738
UniRef50_A9IAI7	5.1575835030
UniRef50_A9IAI7|unclassified	5.1575835030
UniRef50_UPI000472E9FD: hypothetical protein	5.1564041382
UniRef50_UPI000472E9FD: hypothetical protein|unclassified	5.1564041382
UniRef50_C8W1Z4	5.1428847408
UniRef50_C8W1Z4|unclassified	5.1428847408
UniRef50_UPI000378C718: hypothetical protein	5.1389145952
UniRef50_UPI000378C718: hypothetical protein|unclassified	5.1389145952
UniRef50_K2AHC5	5.1282051282
UniRef50_K2AHC5|unclassified	5.1282051282
UniRef50_A0A016XKW6	5.1251813969
UniRef50_A0A016XKW6|unclassified	5.1251813969
UniRef50_UPI000307F4EC: hypothetical protein	5.1250214239
UniRef50_UPI000307F4EC: hypothetical protein|unclassified	5.1250214239
UniRef50_UPI0003EFA174: hypothetical protein	5.1179151320
UniRef50_UPI0003EFA174: hypothetical protein|unclassified	5.1179151320
UniRef50_UPI000381A5E2: hypothetical protein	5.1101010514
UniRef50_UPI000381A5E2: hypothetical protein|unclassified	5.1101010514
UniRef50_UPI000390344C: DNA polymerase IV 2	5.1023906162
UniRef50_UPI000390344C: DNA polymerase IV 2|unclassified	5.1023906162
UniRef50_L0FVE1: DNA repair protein	5.0985983972
UniRef50_L0FVE1: DNA repair protein|unclassified	5.0985983972
UniRef50_T0ZSM7: DNA repair protein RadA	5.0982180931
UniRef50_T0ZSM7: DNA repair protein RadA|unclassified	5.0982180931
UniRef50_H7EYG2: DNA repair protein RadC	5.0813224166
UniRef50_H7EYG2: DNA repair protein RadC|unclassified	5.0813224166
UniRef50_D4JES4	5.0667650360
UniRef50_D4JES4|unclassified	5.0667650360
UniRef50_A0A024PM56: DNA repair protein RadC	5.0649247277
UniRef50_A0A024PM56: DNA repair protein RadC|unclassified	5.0649247277
UniRef50_UPI0003B70A6A: exonuclease SbcD	5.0624374210
UniRef50_UPI0003B70A6A: exonuclease SbcD|unclassified	5.0624374210
UniRef50_K0DAS0	5.0585185364
UniRef50_K0DAS0|unclassified	5.0585185364
UniRef50_U6RTA5	5.0504881274
UniRef50_U6RTA5|unclassified	5.0504881274
UniRef50_UPI000372B2C9: MULTISPECIES: hypothetical protein	5.0460875006
UniRef50_UPI000372B2C9: MULTISPECIES: hypothetical protein|unclassified	5.0460875006
UniRef50_A0A031K420	5.0445292621
UniRef50_A0A031K420|unclassified	5.0445292621
UniRef50_R5X172	5.0441970906
UniRef50_R5X172|unclassified	5.0441970906
UniRef50_W8Z272	5.0396518089
UniRef50_W8Z272|unclassified	5.0396518089
UniRef50_D8E0G1	5.0390361108
UniRef50_D8E0G1|unclassified	5.0390361108
UniRef50_T1B948: DNA repair protein RadC	5.0325265975
UniRef50_T1B948: DNA repair protein RadC|unclassified	5.0325265975
UniRef50_W4L2Y9: DNA repair protein RadC	5.0308031645
UniRef50_W4L2Y9: DNA repair protein RadC|unclassified	5.0308031645
UniRef50_M4SCC7	5.0305049718
UniRef50_M4SCC7|unclassified	5.0305049718
UniRef50_G8P6U1	5.0251256281
UniRef50_G8P6U1|unclassified	5.0251256281
UniRef50_F7KIJ6	4.9823456550
UniRef50_F7KIJ6|unclassified	4.9823456550
UniRef50_K2HH71	4.9738494565
UniRef50_K2HH71|unclassified	4.9738494565
UniRef50_V8A9G9	4.9697951396
UniRef50_V8A9G9|unclassified	4.9697951396
UniRef50_G4F7M7: DNA repair protein RadC	4.9672686050
UniRef50_G4F7M7: DNA repair protein RadC|unclassified	4.9672686050
UniRef50_UPI000467BBAB: SelT/selW/selH domain protein	4.9488659830
UniRef50_UPI000467BBAB: SelT/selW/selH domain protein|unclassified	4.9488659830
UniRef50_A4VV99: DNA repair protein	4.9376098829
UniRef50_A4VV99: DNA repair protein|unclassified	4.9376098829
UniRef50_W5Y6Y3: DNA repair protein RadC	4.9338880435
UniRef50_W5Y6Y3: DNA repair protein RadC|unclassified	4.9338880435
UniRef50_H1HWK2	4.9213007817
UniRef50_H1HWK2|unclassified	4.9213007817
UniRef50_UPI0003B2F5EF: type VI secretion protein ImpB	4.9205755107
UniRef50_UPI0003B2F5EF: type VI secretion protein ImpB|unclassified	4.9205755107
UniRef50_UPI000382537D: Fis family transcriptional regulator	4.9183882775
UniRef50_UPI000382537D: Fis family transcriptional regulator|unclassified	4.9183882775
UniRef50_R9LYT0: DNA repair protein RadC	4.9085428720
UniRef50_R9LYT0: DNA repair protein RadC|unclassified	4.9085428720
UniRef50_W6TIK1: DNA repair protein recN	4.9034430291
UniRef50_W6TIK1: DNA repair protein recN|unclassified	4.9034430291
UniRef50_B0S468: Putative DNA repair protein	4.9021529767
UniRef50_B0S468: Putative DNA repair protein|unclassified	4.9021529767
UniRef50_UPI000463014B: hypothetical protein	4.9019607843
UniRef50_UPI000463014B: hypothetical protein|unclassified	4.9019607843
UniRef50_UPI0003827593: hypothetical protein	4.9017209392
UniRef50_UPI0003827593: hypothetical protein|unclassified	4.9017209392
UniRef50_UPI000470D1AD: hypothetical protein	4.9016284011
UniRef50_UPI000470D1AD: hypothetical protein|unclassified	4.9016284011
UniRef50_X0U0C7: Marine sediment metagenome DNA, contig: S01H1_L10646 (Fragment)	4.8976223548
UniRef50_X0U0C7: Marine sediment metagenome DNA, contig: S01H1_L10646 (Fragment)|unclassified	4.8976223548
UniRef50_R6YGF9: DNA repair protein RadC	4.8751636778
UniRef50_R6YGF9: DNA repair protein RadC|unclassified	4.8751636778
UniRef50_C3RQV3	4.8611526922
UniRef50_C3RQV3|unclassified	4.8611526922
UniRef50_M8YD64: AAA domain protein	4.8530424482
UniRef50_M8YD64: AAA domain protein|unclassified	4.8530424482
UniRef50_C3DWR5: DNA repair protein RadC	4.8405399682
UniRef50_C3DWR5: DNA repair protein RadC|unclassified	4.8405399682
UniRef50_K1W963	4.8135493916
UniRef50_K1W963|unclassified	4.8135493916
UniRef50_V9VZW4	4.8047121779
UniRef50_V9VZW4|unclassified	4.8047121779
UniRef50_K1S9P6: DNA repair protein RadA (Fragment)	4.7972703756
UniRef50_K1S9P6: DNA repair protein RadA (Fragment)|unclassified	4.7972703756
UniRef50_UPI00046623C0: hypothetical protein	4.7871195326
UniRef50_UPI00046623C0: hypothetical protein|unclassified	4.7871195326
UniRef50_R5M8K5	4.7812492616
UniRef50_R5M8K5|unclassified	4.7812492616
UniRef50_UPI00047C20DB: hypothetical protein	4.7810802923
UniRef50_UPI00047C20DB: hypothetical protein|unclassified	4.7810802923
UniRef50_C9Y7V7	4.7771202243
UniRef50_C9Y7V7|unclassified	4.7771202243
UniRef50_H1D7T6	4.7672370119
UniRef50_H1D7T6|unclassified	4.7672370119
UniRef50_F0R773: RmuC-domain protein	4.7526427717
UniRef50_F0R773: RmuC-domain protein|unclassified	4.7526427717
UniRef50_Q6MD68	4.7474686234
UniRef50_Q6MD68|unclassified	4.7474686234
UniRef50_N6Z643	4.7370843890
UniRef50_N6Z643|unclassified	4.7370843890
UniRef50_K8WEB0: DNA repair protein RadC	4.7307189252
UniRef50_K8WEB0: DNA repair protein RadC|unclassified	4.7307189252
UniRef50_UPI00047504A6: hypothetical protein, partial	4.7141559659
UniRef50_UPI00047504A6: hypothetical protein, partial|unclassified	4.7141559659
UniRef50_J1YCC8	4.7096602088
UniRef50_J1YCC8|unclassified	4.7096602088
UniRef50_D5MHR8: DNA repair protein radC homolog	4.7048137879
UniRef50_D5MHR8: DNA repair protein radC homolog|unclassified	4.7048137879
UniRef50_B4SN95	4.6926530987
UniRef50_B4SN95|unclassified	4.6926530987
UniRef50_V8CK87	4.6700072330
UniRef50_V8CK87|unclassified	4.6700072330
UniRef50_K1WX73: DNA repair and genetic recombination (Fragment)	4.6511627907
UniRef50_K1WX73: DNA repair and genetic recombination (Fragment)|unclassified	4.6511627907
UniRef50_UPI000367AB35: hypothetical protein	4.6393522520
UniRef50_UPI000367AB35: hypothetical protein|unclassified	4.6393522520
UniRef50_J8V7B3	4.6352991728
UniRef50_J8V7B3|unclassified	4.6352991728
UniRef50_UPI0004685F10: hypothetical protein	4.6261916398
UniRef50_UPI0004685F10: hypothetical protein|unclassified	4.6261916398
UniRef50_F0P102: RmuC-domain protein	4.6222086053
UniRef50_F0P102: RmuC-domain protein|unclassified	4.6222086053
UniRef50_U2YYG6: DNA recombination protein RmuC	4.6209970125
UniRef50_U2YYG6: DNA recombination protein RmuC|unclassified	4.6209970125
UniRef50_UPI0003B4296B: Ser/Thr protein phosphatase	4.6209051107
UniRef50_UPI0003B4296B: Ser/Thr protein phosphatase|unclassified	4.6209051107
UniRef50_E1L245: RmuC domain protein	4.6021684773
UniRef50_E1L245: RmuC domain protein|unclassified	4.6021684773
UniRef50_F5L601	4.6009140442
UniRef50_F5L601|unclassified	4.6009140442
UniRef50_UPI0003B6E23B: metallophosphoesterase	4.5898238978
UniRef50_UPI0003B6E23B: metallophosphoesterase|unclassified	4.5898238978
UniRef50_D7BKL6	4.5879819424
UniRef50_D7BKL6|unclassified	4.5879819424
UniRef50_R5W2C2	4.5871559633
UniRef50_R5W2C2|unclassified	4.5871559633
UniRef50_D3SGY2: DNA repair protein-like protein	4.5855770264
UniRef50_D3SGY2: DNA repair protein-like protein|unclassified	4.5855770264
UniRef50_UPI0004707CA7: hypothetical protein	4.5800910335
UniRef50_UPI0004707CA7: hypothetical protein|unclassified	4.5800910335
UniRef50_A6LLW7	4.5762389971
UniRef50_A6LLW7|unclassified	4.5762389971
UniRef50_UPI00047312D3: hypothetical protein, partial	4.5748931982
UniRef50_UPI00047312D3: hypothetical protein, partial|unclassified	4.5748931982
UniRef50_G0IZ36: RmuC-domain protein	4.5647385564
UniRef50_G0IZ36: RmuC-domain protein|unclassified	4.5647385564
UniRef50_UPI00047E4B43: hypothetical protein	4.5553437293
UniRef50_UPI00047E4B43: hypothetical protein|unclassified	4.5553437293
UniRef50_B7X3U3	4.5546722132
UniRef50_B7X3U3|unclassified	4.5546722132
UniRef50_B8HTH2	4.5244936082
UniRef50_B8HTH2|unclassified	4.5244936082
UniRef50_O68584: Type-2 restriction enzyme HaeIII	4.5228183944
UniRef50_O68584: Type-2 restriction enzyme HaeIII|unclassified	4.5228183944
UniRef50_A4SMR4	4.5178588897
UniRef50_A4SMR4|unclassified	4.5178588897
UniRef50_E4S400	4.5158160763
UniRef50_E4S400|unclassified	4.5158160763
UniRef50_H8K9G7: DNA repair protein RadC	4.5121040136
UniRef50_H8K9G7: DNA repair protein RadC|unclassified	4.5121040136
UniRef50_UPI00046F6478: hypothetical protein	4.5103371429
UniRef50_UPI00046F6478: hypothetical protein|unclassified	4.5103371429
UniRef50_X1H100: Marine sediment metagenome DNA, contig: S03H2_S04161 (Fragment)	4.5033008881
UniRef50_X1H100: Marine sediment metagenome DNA, contig: S03H2_S04161 (Fragment)|unclassified	4.5033008881
UniRef50_W5XD02: Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS-like protein	4.4940694983
UniRef50_W5XD02: Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS-like protein|unclassified	4.4940694983
UniRef50_X1TC15: Marine sediment metagenome DNA, contig: S12H4_L01172 (Fragment)	4.4785553742
UniRef50_X1TC15: Marine sediment metagenome DNA, contig: S12H4_L01172 (Fragment)|unclassified	4.4785553742
UniRef50_H9BWN2: DNA repair protein RadC	4.4752858190
UniRef50_H9BWN2: DNA repair protein RadC|unclassified	4.4752858190
UniRef50_UPI0002195531: DNA repair protein, partial	4.4750976281
UniRef50_UPI0002195531: DNA repair protein, partial|unclassified	4.4750976281
UniRef50_H1YBW9: DNA repair protein RadC	4.4679451232
UniRef50_H1YBW9: DNA repair protein RadC|unclassified	4.4679451232
UniRef50_J6GQ74: RmuC domain protein	4.4636773404
UniRef50_J6GQ74: RmuC domain protein|unclassified	4.4636773404
UniRef50_A9FJS4	4.4631500155
UniRef50_A9FJS4|unclassified	4.4631500155
UniRef50_C7GZ78: RmuC domain protein	4.4591377880
UniRef50_C7GZ78: RmuC domain protein|unclassified	4.4591377880
UniRef50_F4GVT8: DNA repair protein RadC	4.4410985558
UniRef50_F4GVT8: DNA repair protein RadC|unclassified	4.4410985558
UniRef50_UPI000373141D: single-stranded DNA-binding protein	4.4374658376
UniRef50_UPI000373141D: single-stranded DNA-binding protein|unclassified	4.4374658376
UniRef50_Q6MB16	4.4361072162
UniRef50_Q6MB16|unclassified	4.4361072162
UniRef50_M3F9X8	4.4247787611
UniRef50_M3F9X8|unclassified	4.4247787611
UniRef50_UPI0001BCEE04: putative ABC transport system, ATP-binding protein	4.4102773564
UniRef50_UPI0001BCEE04: putative ABC transport system, ATP-binding protein|unclassified	4.4102773564
UniRef50_K1LX24: DNA repair protein RadC	4.4016206389
UniRef50_K1LX24: DNA repair protein RadC|unclassified	4.4016206389
UniRef50_UPI0003B3EAEF: DNA repair protein RadA	4.4007481984
UniRef50_UPI0003B3EAEF: DNA repair protein RadA|unclassified	4.4007481984
UniRef50_UPI00042481B0: hypothetical protein	4.4006572690
UniRef50_UPI00042481B0: hypothetical protein|unclassified	4.4006572690
UniRef50_E0MVS7	4.3844688661
UniRef50_E0MVS7|unclassified	4.3844688661
UniRef50_UPI0004753622: single-stranded DNA-binding protein	4.3788485150
UniRef50_UPI0004753622: single-stranded DNA-binding protein|unclassified	4.3788485150
UniRef50_D0W8G0	4.3786392348
UniRef50_D0W8G0|unclassified	4.3786392348
UniRef50_J4V0R9: RadC-like JAB domain protein	4.3621127313
UniRef50_J4V0R9: RadC-like JAB domain protein|unclassified	4.3621127313
UniRef50_R5C6J2	4.3541926909
UniRef50_R5C6J2|unclassified	4.3541926909
UniRef50_F5TAS7: Putative DNA repair protein RadC	4.3460065446
