# Gene Family	SampleDNA_repair._bacterial_Abundance-CPM
UniRef50_E1L245: RmuC domain protein	15.0764
UniRef50_E1L245: RmuC domain protein|unclassified	15.0764
UniRef50_F5L601	15.0723
UniRef50_F5L601|unclassified	15.0723
UniRef50_UPI0003B6E23B: metallophosphoesterase	15.0359
UniRef50_UPI0003B6E23B: metallophosphoesterase|unclassified	15.0359
UniRef50_D7BKL6	15.0299
UniRef50_D7BKL6|unclassified	15.0299
UniRef50_R5W2C2	15.0272
UniRef50_R5W2C2|unclassified	15.0272
UniRef50_D3SGY2: DNA repair protein-like protein	15.022
UniRef50_D3SGY2: DNA repair protein-like protein|unclassified	15.022
UniRef50_UPI0004707CA7: hypothetical protein	15.004
UniRef50_UPI0004707CA7: hypothetical protein|unclassified	15.004
UniRef50_A6LLW7	14.9914
UniRef50_A6LLW7|unclassified	14.9914
UniRef50_UPI00047312D3: hypothetical protein, partial	14.987
UniRef50_UPI00047312D3: hypothetical protein, partial|unclassified	14.987
UniRef50_G0IZ36: RmuC-domain protein	14.9538
UniRef50_G0IZ36: RmuC-domain protein|unclassified	14.9538
UniRef50_UPI00047E4B43: hypothetical protein	14.923
UniRef50_UPI00047E4B43: hypothetical protein|unclassified	14.923
UniRef50_B7X3U3	14.9208
UniRef50_B7X3U3|unclassified	14.9208
UniRef50_B8HTH2	14.8219
UniRef50_B8HTH2|unclassified	14.8219
UniRef50_O68584: Type-2 restriction enzyme HaeIII	14.8164
UniRef50_O68584: Type-2 restriction enzyme HaeIII|unclassified	14.8164
UniRef50_A4SMR4	14.8002
UniRef50_A4SMR4|unclassified	14.8002
UniRef50_E4S400	14.7935
UniRef50_E4S400|unclassified	14.7935
UniRef50_H8K9G7: DNA repair protein RadC	14.7813
UniRef50_H8K9G7: DNA repair protein RadC|unclassified	14.7813
UniRef50_UPI00046F6478: hypothetical protein	14.7755
UniRef50_UPI00046F6478: hypothetical protein|unclassified	14.7755
UniRef50_X1H100: Marine sediment metagenome DNA, contig: S03H2_S04161 (Fragment)	14.7525
UniRef50_X1H100: Marine sediment metagenome DNA, contig: S03H2_S04161 (Fragment)|unclassified	14.7525
UniRef50_W5XD02: Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS-like protein	14.7222
UniRef50_W5XD02: Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS-like protein|unclassified	14.7222
UniRef50_X1TC15: Marine sediment metagenome DNA, contig: S12H4_L01172 (Fragment)	14.6714
UniRef50_X1TC15: Marine sediment metagenome DNA, contig: S12H4_L01172 (Fragment)|unclassified	14.6714
UniRef50_H9BWN2: DNA repair protein RadC	14.6607
UniRef50_H9BWN2: DNA repair protein RadC|unclassified	14.6607
UniRef50_UPI0002195531: DNA repair protein, partial	14.6601
UniRef50_UPI0002195531: DNA repair protein, partial|unclassified	14.6601
UniRef50_H1YBW9: DNA repair protein RadC	14.6367
UniRef50_H1YBW9: DNA repair protein RadC|unclassified	14.6367
UniRef50_J6GQ74: RmuC domain protein	14.6227
UniRef50_J6GQ74: RmuC domain protein|unclassified	14.6227
UniRef50_A9FJS4	14.621
UniRef50_A9FJS4|unclassified	14.621
UniRef50_C7GZ78: RmuC domain protein	14.6078
UniRef50_C7GZ78: RmuC domain protein|unclassified	14.6078
UniRef50_F4GVT8: DNA repair protein RadC	14.5487
UniRef50_F4GVT8: DNA repair protein RadC|unclassified	14.5487
UniRef50_UPI000373141D: single-stranded DNA-binding protein	14.5368
UniRef50_UPI000373141D: single-stranded DNA-binding protein|unclassified	14.5368
UniRef50_Q6MB16	14.5324
UniRef50_Q6MB16|unclassified	14.5324
UniRef50_M3F9X8	14.4953
UniRef50_M3F9X8|unclassified	14.4953
UniRef50_UPI0001BCEE04: putative ABC transport system, ATP-binding protein	14.4477
UniRef50_UPI0001BCEE04: putative ABC transport system, ATP-binding protein|unclassified	14.4477
UniRef50_K1LX24: DNA repair protein RadC	14.4194
UniRef50_K1LX24: DNA repair protein RadC|unclassified	14.4194
UniRef50_UPI0003B3EAEF: DNA repair protein RadA	14.4165
UniRef50_UPI0003B3EAEF: DNA repair protein RadA|unclassified	14.4165
UniRef50_UPI00042481B0: hypothetical protein	14.4162
UniRef50_UPI00042481B0: hypothetical protein|unclassified	14.4162
UniRef50_E0MVS7	14.3632
UniRef50_E0MVS7|unclassified	14.3632
UniRef50_UPI0004753622: single-stranded DNA-binding protein	14.3448
UniRef50_UPI0004753622: single-stranded DNA-binding protein|unclassified	14.3448
UniRef50_D0W8G0	14.3441
UniRef50_D0W8G0|unclassified	14.3441
UniRef50_J4V0R9: RadC-like JAB domain protein	14.29
UniRef50_J4V0R9: RadC-like JAB domain protein|unclassified	14.29
UniRef50_R5C6J2	14.264
UniRef50_R5C6J2|unclassified	14.264
UniRef50_F5TAS7: Putative DNA repair protein RadC	14.2372
UniRef50_F5TAS7: Putative DNA repair protein RadC|unclassified	14.2372
UniRef50_UPI0002881492: nucleotidyltransferase	14.1991
UniRef50_UPI0002881492: nucleotidyltransferase|unclassified	14.1991
UniRef50_F9Q363: Putative DNA polymerase IV	14.1831
UniRef50_F9Q363: Putative DNA polymerase IV|unclassified	14.1831
UniRef50_Q4UK93: Endonuclease III	14.177
UniRef50_Q4UK93: Endonuclease III|unclassified	14.177
UniRef50_R7G6S8: RmuC domain protein	14.0416
UniRef50_R7G6S8: RmuC domain protein|unclassified	14.0416
UniRef50_Q8TNC7: Phosphoesterase	14.0023
UniRef50_Q8TNC7: Phosphoesterase|unclassified	14.0023
UniRef50_U1DE66	13.9414
UniRef50_U1DE66|unclassified	13.9414
UniRef50_X0Q3Y8	13.8586
UniRef50_X0Q3Y8|unclassified	13.8586
UniRef50_T2GC91	13.8255
UniRef50_T2GC91|unclassified	13.8255
UniRef50_T0YTR6: DNA recombination protein RmuC	13.7945
UniRef50_T0YTR6: DNA recombination protein RmuC|unclassified	13.7945
UniRef50_UPI00035DAD03: hypothetical protein	13.7609
UniRef50_UPI00035DAD03: hypothetical protein|unclassified	13.7609
UniRef50_A0A011P9Y1	13.7501
UniRef50_A0A011P9Y1|unclassified	13.7501
UniRef50_Q92GH4: Endonuclease III	13.7398
UniRef50_Q92GH4: Endonuclease III|unclassified	13.7398
UniRef50_C7GI86	13.7147
UniRef50_C7GI86|unclassified	13.7147
UniRef50_H5AYG3	13.7072
UniRef50_H5AYG3|unclassified	13.7072
UniRef50_R6ZFK7	13.6497
UniRef50_R6ZFK7|unclassified	13.6497
UniRef50_UPI00036FDCA7: hypothetical protein	13.6443
UniRef50_UPI00036FDCA7: hypothetical protein|unclassified	13.6443
UniRef50_X0XMQ3: Marine sediment metagenome DNA, contig: S01H1_S35248 (Fragment)	13.6443
UniRef50_X0XMQ3: Marine sediment metagenome DNA, contig: S01H1_S35248 (Fragment)|unclassified	13.6443
UniRef50_E3F2R8: DNA recombination protein rmuC-like protein	13.5968
UniRef50_E3F2R8: DNA recombination protein rmuC-like protein|unclassified	13.5968
UniRef50_J9FT73: RmuC domain-containing protein	13.5937
UniRef50_J9FT73: RmuC domain-containing protein|unclassified	13.5937
UniRef50_UPI0004255CA3: hypothetical protein	13.583
UniRef50_UPI0004255CA3: hypothetical protein|unclassified	13.583
UniRef50_UPI000262C98E: histidine kinase	13.5751
UniRef50_UPI000262C98E: histidine kinase|unclassified	13.5751
UniRef50_UPI00046E4D66: hypothetical protein, partial	13.5369
UniRef50_UPI00046E4D66: hypothetical protein, partial|unclassified	13.5369
UniRef50_G5HCA9	13.5066
UniRef50_G5HCA9|unclassified	13.5066
UniRef50_R5VKW4: DNA repair protein RadC	13.4951
UniRef50_R5VKW4: DNA repair protein RadC|unclassified	13.4951
UniRef50_F5XSW8	13.4581
UniRef50_F5XSW8|unclassified	13.4581
UniRef50_A4SRN2: AsmA protein	13.4422
UniRef50_A4SRN2: AsmA protein|unclassified	13.4422
UniRef50_R5G533	13.4141
UniRef50_R5G533|unclassified	13.4141
UniRef50_L1PY66	13.4115
UniRef50_L1PY66|unclassified	13.4115
UniRef50_A9IAH9: Bordetella petrii strain DSM 12804, complete genome	13.3906
UniRef50_A9IAH9: Bordetella petrii strain DSM 12804, complete genome|unclassified	13.3906
UniRef50_UPI000255E437: exodeoxyribonuclease VII small subunit	13.3711
UniRef50_UPI000255E437: exodeoxyribonuclease VII small subunit|unclassified	13.3711
UniRef50_A5CSL0: LexA repressor	13.3466
UniRef50_A5CSL0: LexA repressor|unclassified	13.3466
UniRef50_U1BRI6	13.3339
UniRef50_U1BRI6|unclassified	13.3339
UniRef50_L7VKP0: Sugar fermentation stimulation protein homolog	13.3278
UniRef50_L7VKP0: Sugar fermentation stimulation protein homolog|unclassified	13.3278
UniRef50_UPI0003B3B167: hypothetical protein	13.2631
UniRef50_UPI0003B3B167: hypothetical protein|unclassified	13.2631
UniRef50_R5B616	13.2371
UniRef50_R5B616|unclassified	13.2371
UniRef50_F0SKT8	13.2036
UniRef50_F0SKT8|unclassified	13.2036
UniRef50_Q1IN57: Chromosome segregation ATPases-like protein	13.1443
UniRef50_Q1IN57: Chromosome segregation ATPases-like protein|unclassified	13.1443
UniRef50_UPI00046E8985: hypothetical protein	13.1111
UniRef50_UPI00046E8985: hypothetical protein|unclassified	13.1111
UniRef50_C0QCA8	13.0971
UniRef50_C0QCA8|unclassified	13.0971
UniRef50_I3BQK3: RmuC-domain protein	13.0416
UniRef50_I3BQK3: RmuC-domain protein|unclassified	13.0416
UniRef50_Q6M9N2	13.0156
UniRef50_Q6M9N2|unclassified	13.0156
UniRef50_R6VH39	13.0131
UniRef50_R6VH39|unclassified	13.0131
UniRef50_F1CNN5	12.9955
UniRef50_F1CNN5|unclassified	12.9955
UniRef50_UPI00037292D5: hypothetical protein	12.9836
UniRef50_UPI00037292D5: hypothetical protein|unclassified	12.9836
UniRef50_B2TSC8	12.9483
UniRef50_B2TSC8|unclassified	12.9483
UniRef50_G5GDL8	12.9451
UniRef50_G5GDL8|unclassified	12.9451
UniRef50_A1RY04: Endonuclease V	12.8955
UniRef50_A1RY04: Endonuclease V|unclassified	12.8955
UniRef50_W1KHX5	12.8812
UniRef50_W1KHX5|unclassified	12.8812
UniRef50_UPI0004662D07: hypothetical protein	12.8732
UniRef50_UPI0004662D07: hypothetical protein|unclassified	12.8732
UniRef50_L2TB62: DNA repair protein RadA (Fragment)	12.8662
UniRef50_L2TB62: DNA repair protein RadA (Fragment)|unclassified	12.8662
UniRef50_C7IU89: ATPase, VrlK family	12.8561
UniRef50_C7IU89: ATPase, VrlK family|unclassified	12.8561
UniRef50_UPI000369E32A: single-stranded DNA-binding protein	12.8092
UniRef50_UPI000369E32A: single-stranded DNA-binding protein|unclassified	12.8092
UniRef50_UPI00016A478D: AlkA domain protein	12.7768
UniRef50_UPI00016A478D: AlkA domain protein|unclassified	12.7768
UniRef50_F3FTY4	12.7468
UniRef50_F3FTY4|unclassified	12.7468
UniRef50_U7DCC3: RmuC domain-containing protein	12.7127
UniRef50_U7DCC3: RmuC domain-containing protein|unclassified	12.7127
UniRef50_W0ZX71: DNA repair protein RecN	12.6855
UniRef50_W0ZX71: DNA repair protein RecN|unclassified	12.6855
UniRef50_UPI00037981E7: hypothetical protein	12.6796
UniRef50_UPI00037981E7: hypothetical protein|unclassified	12.6796
UniRef50_R1ICX3: DNA repair protein RadA (Fragment)	12.6746
UniRef50_R1ICX3: DNA repair protein RadA (Fragment)|unclassified	12.6746
UniRef50_W4UID2: DNA repair protein RadA	12.6255
UniRef50_W4UID2: DNA repair protein RadA|unclassified	12.6255
UniRef50_U7V9Z4	12.5889
UniRef50_U7V9Z4|unclassified	12.5889
UniRef50_A0A009G1F9: Zinc-binding dehydrogenase family protein	12.5787
UniRef50_A0A009G1F9: Zinc-binding dehydrogenase family protein|unclassified	12.5787
UniRef50_UPI000465CBCF: hypothetical protein, partial	12.534
UniRef50_UPI000465CBCF: hypothetical protein, partial|unclassified	12.534
UniRef50_W1YQ01	12.4745
UniRef50_W1YQ01|unclassified	12.4745
UniRef50_Q9ZJ81: NAD kinase	12.4466
UniRef50_Q9ZJ81: NAD kinase|unclassified	12.4466
UniRef50_H8KL10: DNA repair protein	12.4366
UniRef50_H8KL10: DNA repair protein|unclassified	12.4366
UniRef50_T0VS92: DNA repair protein	12.4359
UniRef50_T0VS92: DNA repair protein|unclassified	12.4359
UniRef50_UPI000262CA72: hypothetical protein	12.4177
UniRef50_UPI000262CA72: hypothetical protein|unclassified	12.4177
UniRef50_F7V9N4: DNA repair protein RadC	12.3659
UniRef50_F7V9N4: DNA repair protein RadC|unclassified	12.3659
UniRef50_R5H4Q6	12.362
UniRef50_R5H4Q6|unclassified	12.362
UniRef50_S3JZ28: DNA repair protein RadC	12.3002
UniRef50_S3JZ28: DNA repair protein RadC|unclassified	12.3002
UniRef50_E5Y3D8	12.2846
UniRef50_E5Y3D8|unclassified	12.2846
UniRef50_A0JYU5: Exodeoxyribonuclease 7 small subunit	12.2823
UniRef50_A0JYU5: Exodeoxyribonuclease 7 small subunit|unclassified	12.2823
UniRef50_A6DVL6: Exopolysaccharide biosynthesis domain protein	12.2408
UniRef50_A6DVL6: Exopolysaccharide biosynthesis domain protein|unclassified	12.2408
UniRef50_W7CPK4	12.22
UniRef50_W7CPK4|unclassified	12.22
UniRef50_A8L6K4: LexA repressor	12.2107
UniRef50_A8L6K4: LexA repressor|unclassified	12.2107
UniRef50_C9KJC8: DNA repair protein RadC	12.1797
UniRef50_C9KJC8: DNA repair protein RadC|unclassified	12.1797
UniRef50_C0R9C7	12.0859
UniRef50_C0R9C7|unclassified	12.0859
UniRef50_UPI00041F0653: modification methylase	12.028
UniRef50_UPI00041F0653: modification methylase|unclassified	12.028
UniRef50_R9KJ83	12.019
UniRef50_R9KJ83|unclassified	12.019
UniRef50_E8UFA0: DNA recombination protein RmuC	11.986
UniRef50_E8UFA0: DNA recombination protein RmuC|unclassified	11.986
UniRef50_UPI00038283E0: hypothetical protein	11.974
UniRef50_UPI00038283E0: hypothetical protein|unclassified	11.974
UniRef50_F2V0M6	11.909
UniRef50_F2V0M6|unclassified	11.909
UniRef50_UPI0004750F78: hypothetical protein	11.9089
UniRef50_UPI0004750F78: hypothetical protein|unclassified	11.9089
UniRef50_J6F3M8: Bacterial surface protein 26-residue PARCEL repeat-containing domain protein (Fragment)	11.8693
UniRef50_J6F3M8: Bacterial surface protein 26-residue PARCEL repeat-containing domain protein (Fragment)|unclassified	11.8693
UniRef50_UPI00047EFB88: hypothetical protein	11.8693
UniRef50_UPI00047EFB88: hypothetical protein|unclassified	11.8693
UniRef50_E4KXG5: Sugar fermentation stimulation protein homolog	11.8213
UniRef50_E4KXG5: Sugar fermentation stimulation protein homolog|unclassified	11.8213
UniRef50_I6WPE1: RmuC domain protein	11.7596
UniRef50_I6WPE1: RmuC domain protein|unclassified	11.7596
UniRef50_X0UBT2: Marine sediment metagenome DNA, contig: S01H1_S07926 (Fragment)	11.6964
UniRef50_X0UBT2: Marine sediment metagenome DNA, contig: S01H1_S07926 (Fragment)|unclassified	11.6964
UniRef50_J7IRC6: Sugar fermentation stimulation protein homolog	11.6131
UniRef50_J7IRC6: Sugar fermentation stimulation protein homolog|unclassified	11.6131
UniRef50_E4LFL8	11.6055
UniRef50_E4LFL8|unclassified	11.6055
UniRef50_UPI0003783265: hypothetical protein	11.5973
UniRef50_UPI0003783265: hypothetical protein|unclassified	11.5973
UniRef50_UPI00041B163E: DNA polymerase	11.5814
UniRef50_UPI00041B163E: DNA polymerase|unclassified	11.5814
UniRef50_W4B5B3: DNA repair protein RadC	11.5129
UniRef50_W4B5B3: DNA repair protein RadC|unclassified	11.5129
UniRef50_X1CZ72: Marine sediment metagenome DNA, contig: S01H4_L06162 (Fragment)	11.4863
UniRef50_X1CZ72: Marine sediment metagenome DNA, contig: S01H4_L06162 (Fragment)|unclassified	11.4863
UniRef50_I6W3H0: DNA repair protein RadC	11.3241
UniRef50_I6W3H0: DNA repair protein RadC|unclassified	11.3241
UniRef50_UPI0003B6CA6B: hypothetical protein	11.2837
UniRef50_UPI0003B6CA6B: hypothetical protein|unclassified	11.2837
UniRef50_UPI00045E8BB5: hypothetical protein	11.2589
UniRef50_UPI00045E8BB5: hypothetical protein|unclassified	11.2589
UniRef50_U7UWI3: RadC-like JAB domain protein	11.2481
UniRef50_U7UWI3: RadC-like JAB domain protein|unclassified	11.2481
UniRef50_A0RH75: LexA repressor	11.2451
UniRef50_A0RH75: LexA repressor|unclassified	11.2451
UniRef50_K1XAC3	11.2325
UniRef50_K1XAC3|unclassified	11.2325
UniRef50_V4JDL2	11.227
UniRef50_V4JDL2|unclassified	11.227
UniRef50_UPI0004705679: hypothetical protein	11.2005
UniRef50_UPI0004705679: hypothetical protein|unclassified	11.2005
UniRef50_V7YZF5	11.1969
UniRef50_V7YZF5|unclassified	11.1969
UniRef50_UPI0002555D93: methylated-DNA-[protein]-cysteine S-methyltransferase	11.1757
UniRef50_UPI0002555D93: methylated-DNA-[protein]-cysteine S-methyltransferase|unclassified	11.1757
UniRef50_E4SA90	11.175
UniRef50_E4SA90|unclassified	11.175
UniRef50_UPI00047D0A2C: hypothetical protein	11.1709
UniRef50_UPI00047D0A2C: hypothetical protein|unclassified	11.1709
UniRef50_R6BK74: DNA repair protein radA	11.1485
UniRef50_R6BK74: DNA repair protein radA|unclassified	11.1485
UniRef50_UPI00046F52D3: hypothetical protein, partial	11.1307
UniRef50_UPI00046F52D3: hypothetical protein, partial|unclassified	11.1307
UniRef50_UPI00035F0AF4: hypothetical protein	11.1214
UniRef50_UPI00035F0AF4: hypothetical protein|unclassified	11.1214
UniRef50_D5MFV5	11.0925
UniRef50_D5MFV5|unclassified	11.0925
UniRef50_S2YXF1	11.0628
UniRef50_S2YXF1|unclassified	11.0628
UniRef50_UPI000379800D: hypothetical protein	11.0403
UniRef50_UPI000379800D: hypothetical protein|unclassified	11.0403
UniRef50_L8U1T6	11.0226
UniRef50_L8U1T6|unclassified	11.0226
UniRef50_R6R974: DNA repair protein RadC	11.0056
UniRef50_R6R974: DNA repair protein RadC|unclassified	11.0056
UniRef50_UPI000463C3BA: hypothetical protein, partial	10.9938
UniRef50_UPI000463C3BA: hypothetical protein, partial|unclassified	10.9938
UniRef50_R5UB53	10.9828
UniRef50_R5UB53|unclassified	10.9828
UniRef50_R6C923	10.9502
UniRef50_R6C923|unclassified	10.9502
UniRef50_R6X0H2: DNA repair protein RadC	10.9488
UniRef50_R6X0H2: DNA repair protein RadC|unclassified	10.9488
UniRef50_N8V385	10.9276
UniRef50_N8V385|unclassified	10.9276
UniRef50_UPI000462D1C1: hypothetical protein	10.917
UniRef50_UPI000462D1C1: hypothetical protein|unclassified	10.917
UniRef50_A3IHH9	10.8926
UniRef50_A3IHH9|unclassified	10.8926
UniRef50_A0A011NCB6: Endonuclease III	10.8713
UniRef50_A0A011NCB6: Endonuclease III|unclassified	10.8713
UniRef50_H1HRV1: DNA repair protein RadC	10.8422
UniRef50_H1HRV1: DNA repair protein RadC|unclassified	10.8422
UniRef50_E5UA92	10.809
UniRef50_E5UA92|unclassified	10.809
UniRef50_UPI0003183E4F: hypothetical protein	10.8082
UniRef50_UPI0003183E4F: hypothetical protein|unclassified	10.8082
UniRef50_UPI0003B70353: AraC family transcriptional regulator	10.7923
UniRef50_UPI0003B70353: AraC family transcriptional regulator|unclassified	10.7923
UniRef50_UPI0003B2E60E: NUDIX hydrolase	10.7907
UniRef50_UPI0003B2E60E: NUDIX hydrolase|unclassified	10.7907
UniRef50_W1YPZ4	10.766
UniRef50_W1YPZ4|unclassified	10.766
UniRef50_N6Y6F2	10.7567
UniRef50_N6Y6F2|unclassified	10.7567
UniRef50_A7BN51	10.697
UniRef50_A7BN51|unclassified	10.697
UniRef50_F1VZ08	10.6944
UniRef50_F1VZ08|unclassified	10.6944
UniRef50_F8EX90: DNA repair protein RadC	10.6806
UniRef50_F8EX90: DNA repair protein RadC|unclassified	10.6806
UniRef50_R4LYR3	10.6036
UniRef50_R4LYR3|unclassified	10.6036
UniRef50_R7PDZ9: DNA recombination protein RmuC	10.5939
UniRef50_R7PDZ9: DNA recombination protein RmuC|unclassified	10.5939
UniRef50_Q98G06: Mll3541 protein	10.5675
UniRef50_Q98G06: Mll3541 protein|unclassified	10.5675
UniRef50_UPI0003657D3A: endonuclease IV	10.5045
UniRef50_UPI0003657D3A: endonuclease IV|unclassified	10.5045
UniRef50_T1CXV4: DNA recombination protein RmuC	10.4886
UniRef50_T1CXV4: DNA recombination protein RmuC|unclassified	10.4886
UniRef50_Q82VD5: Exodeoxyribonuclease 7 small subunit	10.4731
UniRef50_Q82VD5: Exodeoxyribonuclease 7 small subunit|unclassified	10.4731
UniRef50_A6V060: Exodeoxyribonuclease 7 small subunit	10.4717
UniRef50_A6V060: Exodeoxyribonuclease 7 small subunit|unclassified	10.4717
UniRef50_UPI000475607F: hypothetical protein	10.4499
UniRef50_UPI000475607F: hypothetical protein|unclassified	10.4499
UniRef50_E8JLW8	10.3999
UniRef50_E8JLW8|unclassified	10.3999
UniRef50_T1AG20: Protein containing DUF2466 (Fragment)	10.3906
UniRef50_T1AG20: Protein containing DUF2466 (Fragment)|unclassified	10.3906
UniRef50_UPI0004779396: methyltransferase	10.3873
UniRef50_UPI0004779396: methyltransferase|unclassified	10.3873
UniRef50_UPI000382DD26: hypothetical protein, partial	10.3522
UniRef50_UPI000382DD26: hypothetical protein, partial|unclassified	10.3522
UniRef50_K1WJH1	10.3212
UniRef50_K1WJH1|unclassified	10.3212
UniRef50_UPI00037FFCE9: single-stranded DNA-binding protein, partial	10.3017
UniRef50_UPI00037FFCE9: single-stranded DNA-binding protein, partial|unclassified	10.3017
UniRef50_UPI00037137C0: hypothetical protein	10.2923
UniRef50_UPI00037137C0: hypothetical protein|unclassified	10.2923
UniRef50_F4LQJ8	10.2914
UniRef50_F4LQJ8|unclassified	10.2914
UniRef50_I0GI86: DNA repair protein RadC	10.26
UniRef50_I0GI86: DNA repair protein RadC|unclassified	10.26
UniRef50_N2AEH3: DNA repair protein RadC	10.2429
UniRef50_N2AEH3: DNA repair protein RadC|unclassified	10.2429
UniRef50_C0R8E6	10.2348
UniRef50_C0R8E6|unclassified	10.2348
UniRef50_UPI00036AAAE6: hypothetical protein	10.1876
UniRef50_UPI00036AAAE6: hypothetical protein|unclassified	10.1876
UniRef50_UPI000477DABA: hypothetical protein	10.1587
UniRef50_UPI000477DABA: hypothetical protein|unclassified	10.1587
UniRef50_B7V7R6: Exodeoxyribonuclease 7 small subunit	10.1534
UniRef50_B7V7R6: Exodeoxyribonuclease 7 small subunit|unclassified	10.1534
