# Gene Family	SampleDNA-replication_Abundance-CPM
UniRef50_UPI000255F8EC: 5''''-3'''' exonuclease|unclassified	12.1723
UniRef50_R5AKH8: DNA polymerase III	12.1497
UniRef50_R5AKH8: DNA polymerase III|unclassified	12.1497
UniRef50_A0A009JEX0: Helix-turn-helix domain protein	12.1333
UniRef50_A0A009JEX0: Helix-turn-helix domain protein|unclassified	12.1333
UniRef50_UPI0003B5F883: exonuclease	12.0935
UniRef50_UPI0003B5F883: exonuclease|unclassified	12.0935
UniRef50_M7NGF4: Primosomal protein N	12.0392
UniRef50_M7NGF4: Primosomal protein N|unclassified	12.0392
UniRef50_C1D7S2: Inner membrane protein	12.0354
UniRef50_C1D7S2: Inner membrane protein|unclassified	12.0354
UniRef50_E9RTW9	12.0116
UniRef50_E9RTW9|unclassified	12.0116
UniRef50_UPI000315D697: hypothetical protein	11.9881
UniRef50_UPI000315D697: hypothetical protein|unclassified	11.9881
UniRef50_X1M4L1: Marine sediment metagenome DNA, contig: S03H2_S29915 (Fragment)	11.9792
UniRef50_X1M4L1: Marine sediment metagenome DNA, contig: S03H2_S29915 (Fragment)|unclassified	11.9792
UniRef50_C7H598	11.9316
UniRef50_C7H598|unclassified	11.9316
UniRef50_Z5XB24	11.9308
UniRef50_Z5XB24|unclassified	11.9308
UniRef50_V2TUI9	11.892
UniRef50_V2TUI9|unclassified	11.892
UniRef50_N8TVB7	11.8873
UniRef50_N8TVB7|unclassified	11.8873
UniRef50_J9GQK9: DNA primase	11.8666
UniRef50_J9GQK9: DNA primase|unclassified	11.8666
UniRef50_R7HSF2: DNA polymerase III delta' subunit	11.8625
UniRef50_R7HSF2: DNA polymerase III delta' subunit|unclassified	11.8625
UniRef50_K6ULZ7: Primosomal protein N	11.8582
UniRef50_K6ULZ7: Primosomal protein N|unclassified	11.8582
UniRef50_S2Z0Q4	11.8316
UniRef50_S2Z0Q4|unclassified	11.8316
UniRef50_B2FU27	11.8148
UniRef50_B2FU27|unclassified	11.8148
UniRef50_I3Z157: DNA polymerase III, gamma/tau subunit	11.7924
UniRef50_I3Z157: DNA polymerase III, gamma/tau subunit|unclassified	11.7924
UniRef50_T1BF14: DNA polymerase III, delta prime subunit (Fragment)	11.7628
UniRef50_T1BF14: DNA polymerase III, delta prime subunit (Fragment)|unclassified	11.7628
UniRef50_K1GTU5	11.76
UniRef50_K1GTU5|unclassified	11.76
UniRef50_UPI00039D986C: hypothetical protein	11.7213
UniRef50_UPI00039D986C: hypothetical protein|unclassified	11.7213
UniRef50_A0A016CPY7: Toprim-like family protein	11.7129
UniRef50_A0A016CPY7: Toprim-like family protein|unclassified	11.7129
UniRef50_UPI0004144C94: hypothetical protein	11.7104
UniRef50_UPI0004144C94: hypothetical protein|unclassified	11.7104
UniRef50_B2A5L5: Holliday junction ATP-dependent DNA helicase RuvA	11.6667
UniRef50_B2A5L5: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	11.6667
UniRef50_B1Y3N0	11.6564
UniRef50_B1Y3N0|unclassified	11.6564
UniRef50_F9I442	11.6402
UniRef50_F9I442|unclassified	11.6402
UniRef50_D9YR76	11.6378
UniRef50_D9YR76|unclassified	11.6378
UniRef50_N9BXR5	11.6222
UniRef50_N9BXR5|unclassified	11.6222
UniRef50_UPI0003B7842A: DNA replication protein DnaC	11.6121
UniRef50_UPI0003B7842A: DNA replication protein DnaC|unclassified	11.6121
UniRef50_UPI0003B3CA0E: DNA helicase	11.6096
UniRef50_UPI0003B3CA0E: DNA helicase|unclassified	11.6096
UniRef50_UPI000248E941: hypothetical protein	11.6084
UniRef50_UPI000248E941: hypothetical protein|unclassified	11.6084
UniRef50_X1UGD7: Marine sediment metagenome DNA, contig: S12H4_S27069 (Fragment)	11.5919
UniRef50_X1UGD7: Marine sediment metagenome DNA, contig: S12H4_S27069 (Fragment)|unclassified	11.5919
UniRef50_W4PVC6: DNA primase	11.5443
UniRef50_W4PVC6: DNA primase|unclassified	11.5443
UniRef50_X5G2K8: DNA primase	11.54
UniRef50_X5G2K8: DNA primase|unclassified	11.54
UniRef50_UPI0003B3F20B: chromosomal replication initiator protein DnaA, partial	11.5142
UniRef50_UPI0003B3F20B: chromosomal replication initiator protein DnaA, partial|unclassified	11.5142
UniRef50_W4U4F6: DNA primase	11.4044
UniRef50_W4U4F6: DNA primase|unclassified	11.4044
UniRef50_UPI000363ACBE: hypothetical protein	11.395
UniRef50_UPI000363ACBE: hypothetical protein|unclassified	11.395
UniRef50_UPI00039FBF37: MULTISPECIES: endonuclease	11.3737
UniRef50_UPI00039FBF37: MULTISPECIES: endonuclease|unclassified	11.3737
UniRef50_N6YL79: Exodeoxyribonuclease V subunit gamma (Fragment)	11.3691
UniRef50_N6YL79: Exodeoxyribonuclease V subunit gamma (Fragment)|unclassified	11.3691
UniRef50_UPI0003B46BDA: DNA polymerase III subunit chi	11.2586
UniRef50_UPI0003B46BDA: DNA polymerase III subunit chi|unclassified	11.2586
UniRef50_D1NC88	11.2134
UniRef50_D1NC88|unclassified	11.2134
UniRef50_UPI0003B3EA78: 5''''-3'''' exonuclease	11.1954
UniRef50_UPI0003B3EA78: 5''''-3'''' exonuclease|unclassified	11.1954
UniRef50_UPI00036650E1: ATPase AAA	11.1565
UniRef50_UPI00036650E1: ATPase AAA|unclassified	11.1565
UniRef50_R5XNZ3: AAA ATPase	11.1356
UniRef50_R5XNZ3: AAA ATPase|unclassified	11.1356
UniRef50_K9Y153	11.131
UniRef50_K9Y153|unclassified	11.131
UniRef50_X1SNF3: Marine sediment metagenome DNA, contig: S12H4_S10282 (Fragment)	11.1189
UniRef50_X1SNF3: Marine sediment metagenome DNA, contig: S12H4_S10282 (Fragment)|unclassified	11.1189
UniRef50_UPI00036D3681: hypothetical protein	11.0839
UniRef50_UPI00036D3681: hypothetical protein|unclassified	11.0839
UniRef50_A0A022LX52: Preprotein translocase subunit SecA	11.0656
UniRef50_A0A022LX52: Preprotein translocase subunit SecA|unclassified	11.0656
UniRef50_A0A052Z8W7: Prophage PhiRv2 protein (Fragment)	11.0535
UniRef50_A0A052Z8W7: Prophage PhiRv2 protein (Fragment)|unclassified	11.0535
UniRef50_UPI0003461CD4: hypothetical protein	11.0465
UniRef50_UPI0003461CD4: hypothetical protein|unclassified	11.0465
UniRef50_UPI0002D8A837: hypothetical protein	11.0121
UniRef50_UPI0002D8A837: hypothetical protein|unclassified	11.0121
UniRef50_F0E9U2: IstB ATP binding domain-containing protein (Fragment)	10.9986
UniRef50_F0E9U2: IstB ATP binding domain-containing protein (Fragment)|unclassified	10.9986
UniRef50_C6ALV3: Bacteriophage P4 DNA primase	10.937
UniRef50_C6ALV3: Bacteriophage P4 DNA primase|unclassified	10.937
UniRef50_UPI000476B085: hypothetical protein, partial	10.8103
UniRef50_UPI000476B085: hypothetical protein, partial|unclassified	10.8103
UniRef50_H1LN07: Nucleoside triphosphatase, D5 family	10.794
UniRef50_H1LN07: Nucleoside triphosphatase, D5 family|unclassified	10.794
UniRef50_T1AV19: Prophage primase	10.7408
UniRef50_T1AV19: Prophage primase|unclassified	10.7408
UniRef50_UPI00037D2A16: hypothetical protein	10.6222
UniRef50_UPI00037D2A16: hypothetical protein|unclassified	10.6222
UniRef50_X0YFJ4: Marine sediment metagenome DNA, contig: S01H4_L00129	10.613
UniRef50_X0YFJ4: Marine sediment metagenome DNA, contig: S01H4_L00129|unclassified	10.613
UniRef50_X1IFB8: Marine sediment metagenome DNA, contig: S03H2_S11500 (Fragment)	10.5794
UniRef50_X1IFB8: Marine sediment metagenome DNA, contig: S03H2_S11500 (Fragment)|unclassified	10.5794
UniRef50_UPI0003B4B4D2: hypothetical protein	10.5769
UniRef50_UPI0003B4B4D2: hypothetical protein|unclassified	10.5769
UniRef50_Q9RNX7: RecC1001 (Fragment)	10.5705
UniRef50_Q9RNX7: RecC1001 (Fragment)|unclassified	10.5705
UniRef50_UPI000255EB10: primosomal protein N''''	10.5294
UniRef50_UPI000255EB10: primosomal protein N''''|unclassified	10.5294
UniRef50_UPI000248769F: hypothetical protein, partial	10.4956
UniRef50_UPI000248769F: hypothetical protein, partial|unclassified	10.4956
UniRef50_I3YL84: DNA polymerase III, gamma/tau subunit	10.4731
UniRef50_I3YL84: DNA polymerase III, gamma/tau subunit|unclassified	10.4731
UniRef50_F8GL66: DNA primase-like protein	10.4487
UniRef50_F8GL66: DNA primase-like protein|unclassified	10.4487
UniRef50_K4S2E0: Excinuclease cho (Excinuclease ABC alternative C subunit)	10.4301
UniRef50_K4S2E0: Excinuclease cho (Excinuclease ABC alternative C subunit)|unclassified	10.4301
UniRef50_UPI00016A7C12: exodeoxyribonuclease V, alpha subunit, partial	10.4285
UniRef50_UPI00016A7C12: exodeoxyribonuclease V, alpha subunit, partial|unclassified	10.4285
UniRef50_UPI000255A5E8: hypothetical protein	10.4108
UniRef50_UPI000255A5E8: hypothetical protein|unclassified	10.4108
UniRef50_V2YIK4	10.3818
UniRef50_V2YIK4|unclassified	10.3818
UniRef50_E8XU67: Excinuclease ABC C subunit domain protein	10.3468
UniRef50_E8XU67: Excinuclease ABC C subunit domain protein|unclassified	10.3468
UniRef50_K1V9Y7: DNA polymerase III, delta prime subunit (Fragment)	10.2906
UniRef50_K1V9Y7: DNA polymerase III, delta prime subunit (Fragment)|unclassified	10.2906
UniRef50_UPI00046F3FA2: hypothetical protein, partial	10.2721
UniRef50_UPI00046F3FA2: hypothetical protein, partial|unclassified	10.2721
UniRef50_X4ZBI5: Rhodanese-like domain protein	10.2333
UniRef50_X4ZBI5: Rhodanese-like domain protein|unclassified	10.2333
UniRef50_K9Y030	10.2331
UniRef50_K9Y030|unclassified	10.2331
UniRef50_J9GAM0	10.1793
UniRef50_J9GAM0|unclassified	10.1793
UniRef50_UPI0004045148: DNA polymerase III subunit beta	10.1601
UniRef50_UPI0004045148: DNA polymerase III subunit beta|unclassified	10.1601
UniRef50_UPI00046F0E04: hypothetical protein	10.1544
UniRef50_UPI00046F0E04: hypothetical protein|unclassified	10.1544
UniRef50_F0G6B5: Primosome assembly protein PriA (Fragment)	10.1495
UniRef50_F0G6B5: Primosome assembly protein PriA (Fragment)|unclassified	10.1495
UniRef50_UPI000237694F: Rhodanese-like protein, partial	10.1314
UniRef50_UPI000237694F: Rhodanese-like protein, partial|unclassified	10.1314
UniRef50_UPI0002F51714: hypothetical protein	10.1088
UniRef50_UPI0002F51714: hypothetical protein|unclassified	10.1088
UniRef50_UPI00047B963F: hypothetical protein	10.078
UniRef50_UPI00047B963F: hypothetical protein|unclassified	10.078
UniRef50_K6E6H3: GUN4 domain-containing protein (Fragment)	10.0458
UniRef50_K6E6H3: GUN4 domain-containing protein (Fragment)|unclassified	10.0458
UniRef50_UPI0003B4C431: hypothetical protein	9.97886
UniRef50_UPI0003B4C431: hypothetical protein|unclassified	9.97886
UniRef50_R8V754	9.95573
UniRef50_R8V754|unclassified	9.95573
UniRef50_UPI00047470BE: ATPase AAA, partial	9.92148
UniRef50_UPI00047470BE: ATPase AAA, partial|unclassified	9.92148
UniRef50_A0A024RR11: Exodeoxyribonuclease V subunit alpha	9.91993
UniRef50_A0A024RR11: Exodeoxyribonuclease V subunit alpha|unclassified	9.91993
UniRef50_X1I4W1: Marine sediment metagenome DNA, contig: S03H2_S00047 (Fragment)	9.89491
UniRef50_X1I4W1: Marine sediment metagenome DNA, contig: S03H2_S00047 (Fragment)|unclassified	9.89491
UniRef50_UPI000299F8E3: DNA polymerase III subunit delta, partial	9.86864
UniRef50_UPI000299F8E3: DNA polymerase III subunit delta, partial|unclassified	9.86864
UniRef50_A1U0S0	9.82922
UniRef50_A1U0S0|unclassified	9.82922
UniRef50_D1K8J7	9.77273
UniRef50_D1K8J7|unclassified	9.77273
UniRef50_C5T1T6	9.75209
UniRef50_C5T1T6|unclassified	9.75209
UniRef50_UPI00046A2B1B: hypothetical protein	9.747
UniRef50_UPI00046A2B1B: hypothetical protein|unclassified	9.747
UniRef50_UPI000366285D: ATPase AAA	9.72342
UniRef50_UPI000366285D: ATPase AAA|unclassified	9.72342
UniRef50_X2H743: Putative ATPase	9.71411
UniRef50_X2H743: Putative ATPase|unclassified	9.71411
UniRef50_H5GQ93: Phage O protein	9.68628
UniRef50_H5GQ93: Phage O protein|unclassified	9.68628
UniRef50_J0MRU9: Primosomal protein N' family protein (Fragment)	9.66045
UniRef50_J0MRU9: Primosomal protein N' family protein (Fragment)|unclassified	9.66045
UniRef50_UPI00036D5838: hypothetical protein	9.6504
UniRef50_UPI00036D5838: hypothetical protein|unclassified	9.6504
UniRef50_A0A011NML1	9.59408
UniRef50_A0A011NML1|unclassified	9.59408
UniRef50_K1YUQ6	9.58161
UniRef50_K1YUQ6|unclassified	9.58161
UniRef50_T0XTW3	9.48872
UniRef50_T0XTW3|unclassified	9.48872
UniRef50_F9H7A4: Phage phi-r73 primase-like protein	9.44714
UniRef50_F9H7A4: Phage phi-r73 primase-like protein|unclassified	9.44714
UniRef50_Q82XM4: Toprim domain	9.40055
UniRef50_Q82XM4: Toprim domain|unclassified	9.40055
UniRef50_T0ZF51: Exodeoxyribonuclease V gamma chain (Fragment)	9.32147
UniRef50_T0ZF51: Exodeoxyribonuclease V gamma chain (Fragment)|unclassified	9.32147
UniRef50_G6C190	9.29881
UniRef50_G6C190|unclassified	9.29881
UniRef50_UPI0003B6BACD: hypothetical protein	9.29186
UniRef50_UPI0003B6BACD: hypothetical protein|unclassified	9.29186
UniRef50_UPI00037F015D: hypothetical protein	9.29027
UniRef50_UPI00037F015D: hypothetical protein|unclassified	9.29027
UniRef50_A0A026XJG8	9.28553
UniRef50_A0A026XJG8|unclassified	9.28553
UniRef50_T1CYF7: DNA primase, putative	9.27686
UniRef50_T1CYF7: DNA primase, putative|unclassified	9.27686
UniRef50_J9E7U7: DNA polymerase III gamma/tau subunits-like protein	9.27303
UniRef50_J9E7U7: DNA polymerase III gamma/tau subunits-like protein|unclassified	9.27303
UniRef50_UPI0003742F6E: hypothetical protein	9.26217
UniRef50_UPI0003742F6E: hypothetical protein|unclassified	9.26217
UniRef50_T6XUK4	9.23794
UniRef50_T6XUK4|unclassified	9.23794
UniRef50_D6JK55: Phage associated protein	9.19539
UniRef50_D6JK55: Phage associated protein|unclassified	9.19539
UniRef50_G9PKR6	9.17191
UniRef50_G9PKR6|unclassified	9.17191
UniRef50_E2P6B5	9.1145
UniRef50_E2P6B5|unclassified	9.1145
UniRef50_K2AGE4: Chromosomal replication initiator, DnaA (Fragment)	9.09037
UniRef50_K2AGE4: Chromosomal replication initiator, DnaA (Fragment)|unclassified	9.09037
UniRef50_H5XJQ8	9.07447
UniRef50_H5XJQ8|unclassified	9.07447
UniRef50_UPI00037E0D0E: hypothetical protein	8.9469
UniRef50_UPI00037E0D0E: hypothetical protein|unclassified	8.9469
UniRef50_I3BPL6	8.89406
UniRef50_I3BPL6|unclassified	8.89406
UniRef50_N8Z5H6	8.80674
UniRef50_N8Z5H6|unclassified	8.80674
UniRef50_UPI0001B44ACF: recombination factor protein RarA, partial	8.76451
UniRef50_UPI0001B44ACF: recombination factor protein RarA, partial|unclassified	8.76451
UniRef50_UPI000375BEB0: hypothetical protein, partial	8.75647
UniRef50_UPI000375BEB0: hypothetical protein, partial|unclassified	8.75647
UniRef50_UPI0004131CE4: hypothetical protein	8.73366
UniRef50_UPI0004131CE4: hypothetical protein|unclassified	8.73366
UniRef50_W1Y4N9: Excinuclease cho (Fragment)	8.69734
UniRef50_W1Y4N9: Excinuclease cho (Fragment)|unclassified	8.69734
UniRef50_X0THE7: Marine sediment metagenome DNA, contig: S01H1_S01703 (Fragment)	8.65069
UniRef50_X0THE7: Marine sediment metagenome DNA, contig: S01H1_S01703 (Fragment)|unclassified	8.65069
UniRef50_X5B846	8.64397
UniRef50_X5B846|unclassified	8.64397
UniRef50_X8CIV2: Putative primosome assembly protein PriA	8.64066
UniRef50_X8CIV2: Putative primosome assembly protein PriA|unclassified	8.64066
UniRef50_G2URE0: Primosome assembly protein	8.61617
UniRef50_G2URE0: Primosome assembly protein|unclassified	8.61617
UniRef50_A9C0A8: UPF0176 protein Daci_4043	8.56323
UniRef50_A9C0A8: UPF0176 protein Daci_4043|unclassified	8.56323
UniRef50_V5I6E9: Bloom syndrome protein (Fragment)	8.5533
UniRef50_V5I6E9: Bloom syndrome protein (Fragment)|unclassified	8.5533
UniRef50_UPI0003D79596: DNA primase, partial	8.40817
UniRef50_UPI0003D79596: DNA primase, partial|unclassified	8.40817
UniRef50_UPI0003B31C04: chromosomal replication initiation protein	8.30853
UniRef50_UPI0003B31C04: chromosomal replication initiation protein|unclassified	8.30853
UniRef50_U4PSC6	8.22284
UniRef50_U4PSC6|unclassified	8.22284
UniRef50_A0A011PLC1	8.2017
UniRef50_A0A011PLC1|unclassified	8.2017
UniRef50_UPI000380BAA5: hypothetical protein, partial	8.16694
UniRef50_UPI000380BAA5: hypothetical protein, partial|unclassified	8.16694
UniRef50_UPI0003B405F3: Holliday junction helicase RuvA	8.13718
UniRef50_UPI0003B405F3: Holliday junction helicase RuvA|unclassified	8.13718
UniRef50_C5CPZ9: UPF0176 protein Vapar_3119	8.11581
UniRef50_C5CPZ9: UPF0176 protein Vapar_3119|unclassified	8.11581
UniRef50_H1DCB2	8.10947
UniRef50_H1DCB2|unclassified	8.10947
UniRef50_L0W9B0: DNA polymerase III subunit epsilon	8.07588
UniRef50_L0W9B0: DNA polymerase III subunit epsilon|unclassified	8.07588
UniRef50_T5NUU1	7.90536
UniRef50_T5NUU1|unclassified	7.90536
UniRef50_R0VWH2: Helix-turn-helix domain protein	7.89854
UniRef50_R0VWH2: Helix-turn-helix domain protein|unclassified	7.89854
UniRef50_Q49532: P120 (Fragment)	7.84847
UniRef50_Q49532: P120 (Fragment)|unclassified	7.84847
UniRef50_UPI00029A351F: ATPase, AAA family domain-containing protein	7.8415
UniRef50_UPI00029A351F: ATPase, AAA family domain-containing protein|unclassified	7.8415
UniRef50_UPI00016AAC3B: TOPRIM domain protein	7.78571
UniRef50_UPI00016AAC3B: TOPRIM domain protein|unclassified	7.78571
UniRef50_Q2Y6Z8	7.76592
UniRef50_Q2Y6Z8|unclassified	7.76592
UniRef50_U0D757	7.75768
UniRef50_U0D757|unclassified	7.75768
UniRef50_UPI00047AFB06: hypothetical protein	7.7021
UniRef50_UPI00047AFB06: hypothetical protein|unclassified	7.7021
UniRef50_X0VW20: Marine sediment metagenome DNA, contig: S01H1_S19018 (Fragment)	7.64403
UniRef50_X0VW20: Marine sediment metagenome DNA, contig: S01H1_S19018 (Fragment)|unclassified	7.64403
UniRef50_E9XYL7: Endopeptidase	7.632
UniRef50_E9XYL7: Endopeptidase|unclassified	7.632
UniRef50_K0Z270: Primosomal protein N	7.60673
UniRef50_K0Z270: Primosomal protein N|unclassified	7.60673
UniRef50_T1ALF9: PhiRv2 prophage protein (Fragment)	7.60297
UniRef50_T1ALF9: PhiRv2 prophage protein (Fragment)|unclassified	7.60297
UniRef50_UPI0003B50144: chromosomal replication initiator protein DnaA, partial	7.6014
UniRef50_UPI0003B50144: chromosomal replication initiator protein DnaA, partial|unclassified	7.6014
UniRef50_UPI0003B62E03: hypothetical protein	7.58267
UniRef50_UPI0003B62E03: hypothetical protein|unclassified	7.58267
UniRef50_F2K8C4	7.54818
UniRef50_F2K8C4|unclassified	7.54818
UniRef50_Q129A9	7.51513
UniRef50_Q129A9|unclassified	7.51513
UniRef50_H5K632	7.50245
UniRef50_H5K632|unclassified	7.50245
UniRef50_UPI00016AC9F9: exodeoxyribonuclease V, alpha subunit, partial	7.45416
UniRef50_UPI00016AC9F9: exodeoxyribonuclease V, alpha subunit, partial|unclassified	7.45416
UniRef50_T0ZDX4: Inner membrane protein (Fragment)	7.4504
UniRef50_T0ZDX4: Inner membrane protein (Fragment)|unclassified	7.4504
UniRef50_A3IYU0	7.44962
UniRef50_A3IYU0|unclassified	7.44962
UniRef50_B1JMJ0: AntA/AntB antirepressor domain protein	7.43909
UniRef50_B1JMJ0: AntA/AntB antirepressor domain protein|unclassified	7.43909
UniRef50_W7WNH2: DNA polymerase III subunit epsilon	7.42638
UniRef50_W7WNH2: DNA polymerase III subunit epsilon|unclassified	7.42638
UniRef50_W1GN01: Excinuclease cho (Excinuclease ABC alternative C subunit)	7.42626
UniRef50_W1GN01: Excinuclease cho (Excinuclease ABC alternative C subunit)|unclassified	7.42626
UniRef50_A1WER0	7.40134
UniRef50_A1WER0|unclassified	7.40134
UniRef50_E8Y0C9	7.38587
UniRef50_E8Y0C9|unclassified	7.38587
UniRef50_W1X835	7.33944
UniRef50_W1X835|unclassified	7.33944
UniRef50_E5XL28	7.31491
UniRef50_E5XL28|unclassified	7.31491
UniRef50_N1UZB3: Primosomal protein	7.27817
UniRef50_N1UZB3: Primosomal protein|unclassified	7.27817
UniRef50_E2S9H8: Putative primosomal protein N	7.23423
UniRef50_E2S9H8: Putative primosomal protein N|unclassified	7.23423
UniRef50_UPI0004715BB8: hypothetical protein	7.16684
UniRef50_UPI0004715BB8: hypothetical protein|unclassified	7.16684
UniRef50_E8RHI7	7.12825
UniRef50_E8RHI7|unclassified	7.12825
UniRef50_L0QGY3: Putative PhiRv2 prophage protein (Modular protein)	7.12008
UniRef50_L0QGY3: Putative PhiRv2 prophage protein (Modular protein)|unclassified	7.12008
UniRef50_F3MS92: Primosomal protein N	7.10363
UniRef50_F3MS92: Primosomal protein N|unclassified	7.10363
UniRef50_F9UAM2	7.10302
UniRef50_F9UAM2|unclassified	7.10302
UniRef50_UPI000413EAAC: hypothetical protein	7.10169
UniRef50_UPI000413EAAC: hypothetical protein|unclassified	7.10169
UniRef50_UPI00038F857D: DNA polymerase III, alpha subunit	7.0532
UniRef50_UPI00038F857D: DNA polymerase III, alpha subunit|unclassified	7.0532
UniRef50_A4KJU2: Prophage PhiRv2 protein	7.04589
UniRef50_A4KJU2: Prophage PhiRv2 protein|unclassified	7.04589
UniRef50_UPI0002EEB187: hypothetical protein	7.02472
UniRef50_UPI0002EEB187: hypothetical protein|unclassified	7.02472
UniRef50_J2G3A6	6.98072
UniRef50_J2G3A6|unclassified	6.98072
UniRef50_E4UCD8: DNA polymerase III subunit delta	6.94421
