# Gene Family	SampleDNA-replication_Abundance-RPKs
UniRef50_Q82XM4: Toprim domain	2.5013413275
UniRef50_Q82XM4: Toprim domain|unclassified	2.5013413275
UniRef50_T0ZF51: Exodeoxyribonuclease V gamma chain (Fragment)	2.4803013423
UniRef50_T0ZF51: Exodeoxyribonuclease V gamma chain (Fragment)|unclassified	2.4803013423
UniRef50_G6C190	2.4742698083
UniRef50_G6C190|unclassified	2.4742698083
UniRef50_UPI0003B6BACD: hypothetical protein	2.4724208144
UniRef50_UPI0003B6BACD: hypothetical protein|unclassified	2.4724208144
UniRef50_UPI00037F015D: hypothetical protein	2.4719993995
UniRef50_UPI00037F015D: hypothetical protein|unclassified	2.4719993995
UniRef50_A0A026XJG8	2.4707368038
UniRef50_A0A026XJG8|unclassified	2.4707368038
UniRef50_T1CYF7: DNA primase, putative	2.4684312967
UniRef50_T1CYF7: DNA primase, putative|unclassified	2.4684312967
UniRef50_J9E7U7: DNA polymerase III gamma/tau subunits-like protein	2.4674115432
UniRef50_J9E7U7: DNA polymerase III gamma/tau subunits-like protein|unclassified	2.4674115432
UniRef50_UPI0003742F6E: hypothetical protein	2.4645219053
UniRef50_UPI0003742F6E: hypothetical protein|unclassified	2.4645219053
UniRef50_T6XUK4	2.4580740662
UniRef50_T6XUK4|unclassified	2.4580740662
UniRef50_D6JK55: Phage associated protein	2.4467514887
UniRef50_D6JK55: Phage associated protein|unclassified	2.4467514887
UniRef50_G9PKR6	2.4405045710
UniRef50_G9PKR6|unclassified	2.4405045710
UniRef50_E2P6B5	2.4252289771
UniRef50_E2P6B5|unclassified	2.4252289771
UniRef50_K2AGE4: Chromosomal replication initiator, DnaA (Fragment)	2.4188082556
UniRef50_K2AGE4: Chromosomal replication initiator, DnaA (Fragment)|unclassified	2.4188082556
UniRef50_H5XJQ8	2.4145771869
UniRef50_H5XJQ8|unclassified	2.4145771869
UniRef50_UPI00037E0D0E: hypothetical protein	2.3806328900
UniRef50_UPI00037E0D0E: hypothetical protein|unclassified	2.3806328900
UniRef50_I3BPL6	2.3665723309
UniRef50_I3BPL6|unclassified	2.3665723309
UniRef50_N8Z5H6	2.3433380301
UniRef50_N8Z5H6|unclassified	2.3433380301
UniRef50_UPI0001B44ACF: recombination factor protein RarA, partial	2.3321017069
UniRef50_UPI0001B44ACF: recombination factor protein RarA, partial|unclassified	2.3321017069
UniRef50_UPI000375BEB0: hypothetical protein, partial	2.3299630320
UniRef50_UPI000375BEB0: hypothetical protein, partial|unclassified	2.3299630320
UniRef50_UPI0004131CE4: hypothetical protein	2.3238920436
UniRef50_UPI0004131CE4: hypothetical protein|unclassified	2.3238920436
UniRef50_W1Y4N9: Excinuclease cho (Fragment)	2.3142295380
UniRef50_W1Y4N9: Excinuclease cho (Fragment)|unclassified	2.3142295380
UniRef50_X0THE7: Marine sediment metagenome DNA, contig: S01H1_S01703 (Fragment)	2.3018165977
UniRef50_X0THE7: Marine sediment metagenome DNA, contig: S01H1_S01703 (Fragment)|unclassified	2.3018165977
UniRef50_X5B846	2.3000290325
UniRef50_X5B846|unclassified	2.3000290325
UniRef50_X8CIV2: Putative primosome assembly protein PriA	2.2991465592
UniRef50_X8CIV2: Putative primosome assembly protein PriA|unclassified	2.2991465592
UniRef50_G2URE0: Primosome assembly protein	2.2926305112
UniRef50_G2URE0: Primosome assembly protein|unclassified	2.2926305112
UniRef50_A9C0A8: UPF0176 protein Daci_4043	2.2785450610
UniRef50_A9C0A8: UPF0176 protein Daci_4043|unclassified	2.2785450610
UniRef50_V5I6E9: Bloom syndrome protein (Fragment)	2.2759017402
UniRef50_V5I6E9: Bloom syndrome protein (Fragment)|unclassified	2.2759017402
UniRef50_UPI0003D79596: DNA primase, partial	2.2372843659
UniRef50_UPI0003D79596: DNA primase, partial|unclassified	2.2372843659
UniRef50_UPI0003B31C04: chromosomal replication initiation protein	2.2107720121
UniRef50_UPI0003B31C04: chromosomal replication initiation protein|unclassified	2.2107720121
UniRef50_U4PSC6	2.1879715016
UniRef50_U4PSC6|unclassified	2.1879715016
UniRef50_A0A011PLC1	2.1823453444
UniRef50_A0A011PLC1|unclassified	2.1823453444
UniRef50_UPI000380BAA5: hypothetical protein, partial	2.1730986771
UniRef50_UPI000380BAA5: hypothetical protein, partial|unclassified	2.1730986771
UniRef50_UPI0003B405F3: Holliday junction helicase RuvA	2.1651778031
UniRef50_UPI0003B405F3: Holliday junction helicase RuvA|unclassified	2.1651778031
UniRef50_C5CPZ9: UPF0176 protein Vapar_3119	2.1594920110
UniRef50_C5CPZ9: UPF0176 protein Vapar_3119|unclassified	2.1594920110
UniRef50_H1DCB2	2.1578045060
UniRef50_H1DCB2|unclassified	2.1578045060
UniRef50_L0W9B0: DNA polymerase III subunit epsilon	2.1488668335
UniRef50_L0W9B0: DNA polymerase III subunit epsilon|unclassified	2.1488668335
UniRef50_T5NUU1	2.1034961830
UniRef50_T5NUU1|unclassified	2.1034961830
UniRef50_R0VWH2: Helix-turn-helix domain protein	2.1016801114
UniRef50_R0VWH2: Helix-turn-helix domain protein|unclassified	2.1016801114
UniRef50_Q49532: P120 (Fragment)	2.0883565852
UniRef50_Q49532: P120 (Fragment)|unclassified	2.0883565852
UniRef50_UPI00029A351F: ATPase, AAA family domain-containing protein	2.0865019465
UniRef50_UPI00029A351F: ATPase, AAA family domain-containing protein|unclassified	2.0865019465
UniRef50_UPI00016AAC3B: TOPRIM domain protein	2.0716571346
UniRef50_UPI00016AAC3B: TOPRIM domain protein|unclassified	2.0716571346
UniRef50_Q2Y6Z8	2.0663913746
UniRef50_Q2Y6Z8|unclassified	2.0663913746
UniRef50_U0D757	2.0642003598
UniRef50_U0D757|unclassified	2.0642003598
UniRef50_UPI00047AFB06: hypothetical protein	2.0494118326
UniRef50_UPI00047AFB06: hypothetical protein|unclassified	2.0494118326
UniRef50_X0VW20: Marine sediment metagenome DNA, contig: S01H1_S19018 (Fragment)	2.0339595952
UniRef50_X0VW20: Marine sediment metagenome DNA, contig: S01H1_S19018 (Fragment)|unclassified	2.0339595952
UniRef50_E9XYL7: Endopeptidase	2.0307581573
UniRef50_E9XYL7: Endopeptidase|unclassified	2.0307581573
UniRef50_K0Z270: Primosomal protein N	2.0240352269
UniRef50_K0Z270: Primosomal protein N|unclassified	2.0240352269
UniRef50_T1ALF9: PhiRv2 prophage protein (Fragment)	2.0230328181
UniRef50_T1ALF9: PhiRv2 prophage protein (Fragment)|unclassified	2.0230328181
UniRef50_UPI0003B50144: chromosomal replication initiator protein DnaA, partial	2.0226164416
UniRef50_UPI0003B50144: chromosomal replication initiator protein DnaA, partial|unclassified	2.0226164416
UniRef50_UPI0003B62E03: hypothetical protein	2.0176311718
UniRef50_UPI0003B62E03: hypothetical protein|unclassified	2.0176311718
UniRef50_F2K8C4	2.0084543686
UniRef50_F2K8C4|unclassified	2.0084543686
UniRef50_Q129A9	1.9996609051
UniRef50_Q129A9|unclassified	1.9996609051
UniRef50_H5K632	1.9962873744
UniRef50_H5K632|unclassified	1.9962873744
UniRef50_UPI00016AC9F9: exodeoxyribonuclease V, alpha subunit, partial	1.9834387314
UniRef50_UPI00016AC9F9: exodeoxyribonuclease V, alpha subunit, partial|unclassified	1.9834387314
UniRef50_T0ZDX4: Inner membrane protein (Fragment)	1.9824383843
UniRef50_T0ZDX4: Inner membrane protein (Fragment)|unclassified	1.9824383843
UniRef50_A3IYU0	1.9822290728
UniRef50_A3IYU0|unclassified	1.9822290728
UniRef50_B1JMJ0: AntA/AntB antirepressor domain protein	1.9794263301
UniRef50_B1JMJ0: AntA/AntB antirepressor domain protein|unclassified	1.9794263301
UniRef50_W7WNH2: DNA polymerase III subunit epsilon	1.9760448260
UniRef50_W7WNH2: DNA polymerase III subunit epsilon|unclassified	1.9760448260
UniRef50_W1GN01: Excinuclease cho (Excinuclease ABC alternative C subunit)	1.9760130022
UniRef50_W1GN01: Excinuclease cho (Excinuclease ABC alternative C subunit)|unclassified	1.9760130022
UniRef50_A1WER0	1.9693829228
UniRef50_A1WER0|unclassified	1.9693829228
UniRef50_E8Y0C9	1.9652677090
UniRef50_E8Y0C9|unclassified	1.9652677090
UniRef50_W1X835	1.9529126120
UniRef50_W1X835|unclassified	1.9529126120
UniRef50_E5XL28	1.9463863704
UniRef50_E5XL28|unclassified	1.9463863704
UniRef50_N1UZB3: Primosomal protein	1.9366086806
UniRef50_N1UZB3: Primosomal protein|unclassified	1.9366086806
UniRef50_E2S9H8: Putative primosomal protein N	1.9249167776
UniRef50_E2S9H8: Putative primosomal protein N|unclassified	1.9249167776
UniRef50_UPI0004715BB8: hypothetical protein	1.9069853796
UniRef50_UPI0004715BB8: hypothetical protein|unclassified	1.9069853796
UniRef50_E8RHI7	1.8967166315
UniRef50_E8RHI7|unclassified	1.8967166315
UniRef50_L0QGY3: Putative PhiRv2 prophage protein (Modular protein)	1.8945440830
UniRef50_L0QGY3: Putative PhiRv2 prophage protein (Modular protein)|unclassified	1.8945440830
UniRef50_F3MS92: Primosomal protein N	1.8901661768
UniRef50_F3MS92: Primosomal protein N|unclassified	1.8901661768
UniRef50_F9UAM2	1.8900056459
UniRef50_F9UAM2|unclassified	1.8900056459
UniRef50_UPI000413EAAC: hypothetical protein	1.8896502731
UniRef50_UPI000413EAAC: hypothetical protein|unclassified	1.8896502731
UniRef50_UPI00038F857D: DNA polymerase III, alpha subunit	1.8767484573
UniRef50_UPI00038F857D: DNA polymerase III, alpha subunit|unclassified	1.8767484573
UniRef50_A4KJU2: Prophage PhiRv2 protein	1.8748030269
UniRef50_A4KJU2: Prophage PhiRv2 protein|unclassified	1.8748030269
UniRef50_UPI0002EEB187: hypothetical protein	1.8691691099
UniRef50_UPI0002EEB187: hypothetical protein|unclassified	1.8691691099
UniRef50_J2G3A6	1.8574637306
UniRef50_J2G3A6|unclassified	1.8574637306
UniRef50_E4UCD8: DNA polymerase III subunit delta	1.8477484752
UniRef50_E4UCD8: DNA polymerase III subunit delta|unclassified	1.8477484752
UniRef50_A5IFF7	1.8421984530
UniRef50_A5IFF7|unclassified	1.8421984530
UniRef50_R5WY77: AntA/AntB antirepressor family protein	1.8349935494
UniRef50_R5WY77: AntA/AntB antirepressor family protein|unclassified	1.8349935494
UniRef50_UPI00046834AA: recombination factor protein RarA, partial	1.8322002190
UniRef50_UPI00046834AA: recombination factor protein RarA, partial|unclassified	1.8322002190
UniRef50_UPI000316733D: hypothetical protein	1.8290302704
UniRef50_UPI000316733D: hypothetical protein|unclassified	1.8290302704
UniRef50_S6IF44: Putative protain (Fragment)	1.8285872183
UniRef50_S6IF44: Putative protain (Fragment)|unclassified	1.8285872183
UniRef50_W9GF82	1.8207978099
UniRef50_W9GF82|unclassified	1.8207978099
UniRef50_D3S9N5	1.8183489887
UniRef50_D3S9N5|unclassified	1.8183489887
UniRef50_A4SW40: UPF0176 protein Pnuc_0484	1.8130698640
UniRef50_A4SW40: UPF0176 protein Pnuc_0484|unclassified	1.8130698640
UniRef50_K1UTZ2: DNA primase (Fragment)	1.8105654060
UniRef50_K1UTZ2: DNA primase (Fragment)|unclassified	1.8105654060
UniRef50_T1AMA4: Dnag primase-like protein	1.8005621666
UniRef50_T1AMA4: Dnag primase-like protein|unclassified	1.8005621666
UniRef50_R5IC59: Putative DNA polymerase III delta' subunit	1.7827025675
UniRef50_R5IC59: Putative DNA polymerase III delta' subunit|unclassified	1.7827025675
UniRef50_UPI0003648637: hypothetical protein	1.7796196954
UniRef50_UPI0003648637: hypothetical protein|unclassified	1.7796196954
UniRef50_UPI000299D03F: hypothetical protein	1.7771246431
UniRef50_UPI000299D03F: hypothetical protein|unclassified	1.7771246431
UniRef50_J7KX82	1.7716701768
UniRef50_J7KX82|unclassified	1.7716701768
UniRef50_F6CJ83: TOPRIM domain-containing protein	1.7681416093
UniRef50_F6CJ83: TOPRIM domain-containing protein|unclassified	1.7681416093
UniRef50_UPI000420E80B: DNA polymerase III subunit alpha	1.7614407334
UniRef50_UPI000420E80B: DNA polymerase III subunit alpha|unclassified	1.7614407334
UniRef50_J9FH37: DNA primase (Fragment)	1.7605688373
UniRef50_J9FH37: DNA primase (Fragment)|unclassified	1.7605688373
UniRef50_UPI000464E5E5: recombination factor protein RarA, partial	1.7596082891
UniRef50_UPI000464E5E5: recombination factor protein RarA, partial|unclassified	1.7596082891
UniRef50_T0Z5A3: Primosome assembly protein PriA	1.7594200126
UniRef50_T0Z5A3: Primosome assembly protein PriA|unclassified	1.7594200126
UniRef50_R9NAC8	1.7480409309
UniRef50_R9NAC8|unclassified	1.7480409309
UniRef50_UPI000237734B: rhodanese domain-containing protein, partial	1.7341251156
UniRef50_UPI000237734B: rhodanese domain-containing protein, partial|unclassified	1.7341251156
UniRef50_G2KRX2	1.7215622658
UniRef50_G2KRX2|unclassified	1.7215622658
UniRef50_P76213: Excinuclease cho	1.7199070347
UniRef50_P76213: Excinuclease cho|unclassified	1.7199070347
UniRef50_R5PCU0: Putative DNA polymerase III delta subunit	1.7108842797
UniRef50_R5PCU0: Putative DNA polymerase III delta subunit|unclassified	1.7108842797
UniRef50_UPI0004158D67: hypothetical protein	1.7009219877
UniRef50_UPI0004158D67: hypothetical protein|unclassified	1.7009219877
UniRef50_D1NCG9	1.6865612397
UniRef50_D1NCG9|unclassified	1.6865612397
UniRef50_A0A011Q7U4: Holliday junction DNA helicase RuvB	1.6809680391
UniRef50_A0A011Q7U4: Holliday junction DNA helicase RuvB|unclassified	1.6809680391
UniRef50_D1NCU9: Transposase (Fragment)	1.6743103428
UniRef50_D1NCU9: Transposase (Fragment)|unclassified	1.6743103428
UniRef50_UPI0003EF6A67: hypothetical protein	1.6739453894
UniRef50_UPI0003EF6A67: hypothetical protein|unclassified	1.6739453894
UniRef50_N9F0T5	1.6679923410
UniRef50_N9F0T5|unclassified	1.6679923410
UniRef50_T0ZZN8: Protein containing DUF927 (Fragment)	1.6656120748
UniRef50_T0ZZN8: Protein containing DUF927 (Fragment)|unclassified	1.6656120748
UniRef50_R5BYM3: Relaxase/Mobilisation nuclease domain	1.6486007794
UniRef50_R5BYM3: Relaxase/Mobilisation nuclease domain|unclassified	1.6486007794
UniRef50_B1X2P3	1.6184605749
UniRef50_B1X2P3|unclassified	1.6184605749
UniRef50_K9APM0: Primosomal protein N	1.6162067432
UniRef50_K9APM0: Primosomal protein N|unclassified	1.6162067432
UniRef50_G2JBK5	1.6109216871
UniRef50_G2JBK5|unclassified	1.6109216871
UniRef50_V7ID62	1.6100247141
UniRef50_V7ID62|unclassified	1.6100247141
UniRef50_U5VIV1	1.6065513709
UniRef50_U5VIV1|unclassified	1.6065513709
UniRef50_U4V2Z2	1.6010385392
UniRef50_U4V2Z2|unclassified	1.6010385392
UniRef50_A0K988: UPF0176 protein Bcen2424_2314	1.6009822524
UniRef50_A0K988: UPF0176 protein Bcen2424_2314|unclassified	1.6009822524
UniRef50_R5GE49: Mobilizable transposon excision protein	1.5916678310
UniRef50_R5GE49: Mobilizable transposon excision protein|unclassified	1.5916678310
UniRef50_UPI00047283AB: hypothetical protein	1.5871696006
UniRef50_UPI00047283AB: hypothetical protein|unclassified	1.5871696006
UniRef50_B1VDN8: Primosomal protein N'	1.5806329139
UniRef50_B1VDN8: Primosomal protein N'|unclassified	1.5806329139
UniRef50_UPI0004666975: hypothetical protein, partial	1.5801436141
UniRef50_UPI0004666975: hypothetical protein, partial|unclassified	1.5801436141
UniRef50_I4IGI3	1.5785364585
UniRef50_I4IGI3|unclassified	1.5785364585
UniRef50_A1WIN0	1.5780152289
UniRef50_A1WIN0|unclassified	1.5780152289
UniRef50_K1T811: DNA polymerase III, delta prime subunit (Fragment)	1.5770275823
UniRef50_K1T811: DNA polymerase III, delta prime subunit (Fragment)|unclassified	1.5770275823
UniRef50_B5MTV9: Phage O protein	1.5762262677
UniRef50_B5MTV9: Phage O protein|unclassified	1.5762262677
UniRef50_UPI000395CA80: hypothetical protein	1.5671259034
UniRef50_UPI000395CA80: hypothetical protein|unclassified	1.5671259034
UniRef50_UPI00037199D2: hypothetical protein	1.5652520241
UniRef50_UPI00037199D2: hypothetical protein|unclassified	1.5652520241
UniRef50_C1DE94: DnaG-like primase protein	1.5641417700
UniRef50_C1DE94: DnaG-like primase protein|unclassified	1.5641417700
UniRef50_W0MMN6: Replication protein	1.5626672804
UniRef50_W0MMN6: Replication protein|unclassified	1.5626672804
UniRef50_F9ES03	1.5609690489
UniRef50_F9ES03|unclassified	1.5609690489
UniRef50_UPI00037346EE: hypothetical protein	1.5560504542
UniRef50_UPI00037346EE: hypothetical protein|unclassified	1.5560504542
UniRef50_K8AV76: Excinuclease cho (excinuclease ABC alternative C subunit)	1.5489474784
UniRef50_K8AV76: Excinuclease cho (excinuclease ABC alternative C subunit)|unclassified	1.5489474784
UniRef50_K1U7J7: LtrC-like protein (Fragment)	1.5371328993
UniRef50_K1U7J7: LtrC-like protein (Fragment)|unclassified	1.5371328993
UniRef50_K1TMQ1: Primosomal protein N (Fragment)	1.5194118828
UniRef50_K1TMQ1: Primosomal protein N (Fragment)|unclassified	1.5194118828
UniRef50_UPI0003759077: hypothetical protein	1.5170383587
UniRef50_UPI0003759077: hypothetical protein|unclassified	1.5170383587
UniRef50_W0ANF7: Phage O protein	1.5104399565
UniRef50_W0ANF7: Phage O protein|unclassified	1.5104399565
UniRef50_U0XN38	1.5042739557
UniRef50_U0XN38|unclassified	1.5042739557
UniRef50_UPI00036A279B: hypothetical protein	1.5027965926
UniRef50_UPI00036A279B: hypothetical protein|unclassified	1.5027965926
UniRef50_UPI0004795502: primosomal protein	1.4947316627
UniRef50_UPI0004795502: primosomal protein|unclassified	1.4947316627
UniRef50_T1CUK3	1.4880222043
UniRef50_T1CUK3|unclassified	1.4880222043
UniRef50_I3Y975	1.4698027031
UniRef50_I3Y975|unclassified	1.4698027031
UniRef50_G5IXY3	1.4506346624
UniRef50_G5IXY3|unclassified	1.4506346624
UniRef50_UPI000465C94E: hypothetical protein	1.4498975300
UniRef50_UPI000465C94E: hypothetical protein|unclassified	1.4498975300
UniRef50_M1X2C9: Chromosomal replication initiator protein dnaA	1.4436886976
UniRef50_M1X2C9: Chromosomal replication initiator protein dnaA|unclassified	1.4436886976
UniRef50_UPI0003B4A6FF: DNA polymerase III subunit epsilon	1.4436447130
UniRef50_UPI0003B4A6FF: DNA polymerase III subunit epsilon|unclassified	1.4436447130
UniRef50_X1QUG1: Marine sediment metagenome DNA, contig: S12H4_C01052 (Fragment)	1.4382714106
UniRef50_X1QUG1: Marine sediment metagenome DNA, contig: S12H4_C01052 (Fragment)|unclassified	1.4382714106
UniRef50_UPI000374DD8A: hypothetical protein	1.4300545997
UniRef50_UPI000374DD8A: hypothetical protein|unclassified	1.4300545997
UniRef50_G2H111: DNA replication protein gp18 (Fragment)	1.4133262289
UniRef50_G2H111: DNA replication protein gp18 (Fragment)|unclassified	1.4133262289
UniRef50_K1TZW4	1.4103159254
UniRef50_K1TZW4|unclassified	1.4103159254
UniRef50_C5BVC0: YCII-related protein	1.3994939751
UniRef50_C5BVC0: YCII-related protein|unclassified	1.3994939751
UniRef50_C3XC19	1.3899269471
UniRef50_C3XC19|unclassified	1.3899269471
UniRef50_E6KZH7	1.3885280328
UniRef50_E6KZH7|unclassified	1.3885280328
UniRef50_R6ETH2	1.3801436767
UniRef50_R6ETH2|unclassified	1.3801436767
UniRef50_U2NAK3	1.3792789397
UniRef50_U2NAK3|unclassified	1.3792789397
UniRef50_C5BFG7: Transposase, IS605 family	1.3759325164
UniRef50_C5BFG7: Transposase, IS605 family|unclassified	1.3759325164
UniRef50_UPI00016C4E1D: hypothetical protein	1.3732824987
UniRef50_UPI00016C4E1D: hypothetical protein|unclassified	1.3732824987
UniRef50_D4Z5W2	1.3665425405
UniRef50_D4Z5W2|unclassified	1.3665425405
UniRef50_UPI000468E27B: hypothetical protein	1.3475017701
UniRef50_UPI000468E27B: hypothetical protein|unclassified	1.3475017701
UniRef50_E0SJL5: Antirestriction protein	1.3457988135
UniRef50_E0SJL5: Antirestriction protein|unclassified	1.3457988135
UniRef50_UPI000417DF16: hypothetical protein	1.3398698470
UniRef50_UPI000417DF16: hypothetical protein|unclassified	1.3398698470
UniRef50_M9BM54	1.3330020080
UniRef50_M9BM54|unclassified	1.3330020080
UniRef50_UPI0004130968: hypothetical protein	1.3306478642
UniRef50_UPI0004130968: hypothetical protein|unclassified	1.3306478642
UniRef50_N9F5D8	1.3248922157
UniRef50_N9F5D8|unclassified	1.3248922157
UniRef50_UPI000377B31F: hypothetical protein	1.3162663927
UniRef50_UPI000377B31F: hypothetical protein|unclassified	1.3162663927
UniRef50_R5SRH7: CHC2 zinc finger domain protein	1.3068523624
UniRef50_R5SRH7: CHC2 zinc finger domain protein|unclassified	1.3068523624
UniRef50_UPI00047A6B6E: hypothetical protein, partial	1.3026260336
UniRef50_UPI00047A6B6E: hypothetical protein, partial|unclassified	1.3026260336
UniRef50_B6ESZ6: Antirestriction protein ArdC	1.2905422295
UniRef50_B6ESZ6: Antirestriction protein ArdC|unclassified	1.2905422295
