# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-CPM
UniRef50_UPI0003A1349D: deoxyribonuclease I|unclassified	21.0766
UniRef50_UPI0003B65215: hypothetical protein	21.0692
UniRef50_UPI0003B65215: hypothetical protein|unclassified	21.0692
UniRef50_UPI00036A1C6C: hypothetical protein	20.8357
UniRef50_UPI00036A1C6C: hypothetical protein|unclassified	20.8357
UniRef50_V7ESN1	20.6498
UniRef50_V7ESN1|unclassified	20.6498
UniRef50_UPI000376AADB: hypothetical protein, partial	20.4723
UniRef50_UPI000376AADB: hypothetical protein, partial|unclassified	20.4723
UniRef50_UPI0003B40B7B: hypothetical protein, partial	20.407
UniRef50_UPI0003B40B7B: hypothetical protein, partial|unclassified	20.407
UniRef50_UPI0002895C76: hypothetical protein	20.3463
UniRef50_UPI0002895C76: hypothetical protein|unclassified	20.3463
UniRef50_UPI000479A9B6: hypothetical protein	20.3242
UniRef50_UPI000479A9B6: hypothetical protein|unclassified	20.3242
UniRef50_UPI00037BA4A1: hypothetical protein	20.1902
UniRef50_UPI00037BA4A1: hypothetical protein|unclassified	20.1902
UniRef50_UPI00047044C5: hypothetical protein	20.069
UniRef50_UPI00047044C5: hypothetical protein|unclassified	20.069
UniRef50_UPI00047EB35C: hypothetical protein	20.0685
UniRef50_UPI00047EB35C: hypothetical protein|unclassified	20.0685
UniRef50_M1ZFT7	19.885
UniRef50_M1ZFT7|unclassified	19.885
UniRef50_Q46FG3: DUF0123 domain-containing protein	19.8718
UniRef50_Q46FG3: DUF0123 domain-containing protein|unclassified	19.8718
UniRef50_B0U3G9: Phage-related DNA polymerase	19.869
UniRef50_B0U3G9: Phage-related DNA polymerase|unclassified	19.869
UniRef50_UPI00041D52FA: hypothetical protein	19.8502
UniRef50_UPI00041D52FA: hypothetical protein|unclassified	19.8502
UniRef50_UPI00031E1C1B: hypothetical protein	19.7898
UniRef50_UPI00031E1C1B: hypothetical protein|unclassified	19.7898
UniRef50_UPI000367018C: hypothetical protein	19.5603
UniRef50_UPI000367018C: hypothetical protein|unclassified	19.5603
UniRef50_UPI000479E689: hypothetical protein	19.5045
UniRef50_UPI000479E689: hypothetical protein|unclassified	19.5045
UniRef50_UPI0003683201: hypothetical protein	19.465
UniRef50_UPI0003683201: hypothetical protein|unclassified	19.465
UniRef50_UPI0003B6374E: isochorismatase	19.4218
UniRef50_UPI0003B6374E: isochorismatase|unclassified	19.4218
UniRef50_UPI0003C7E95D: hypothetical protein	19.3777
UniRef50_UPI0003C7E95D: hypothetical protein|unclassified	19.3777
UniRef50_UPI00029AAA5A: 3-methyladenine DNA glycosylase	19.2506
UniRef50_UPI00029AAA5A: 3-methyladenine DNA glycosylase|unclassified	19.2506
UniRef50_UPI00035DB4C7: hypothetical protein	19.2491
UniRef50_UPI00035DB4C7: hypothetical protein|unclassified	19.2491
UniRef50_A3MS62: DNA ligase	19.2009
UniRef50_A3MS62: DNA ligase|unclassified	19.2009
UniRef50_UPI00047D199C: hypothetical protein, partial	19.1569
UniRef50_UPI00047D199C: hypothetical protein, partial|unclassified	19.1569
UniRef50_X1EK80: Marine sediment metagenome DNA, contig: S01H4_S15819 (Fragment)	18.9342
UniRef50_X1EK80: Marine sediment metagenome DNA, contig: S01H4_S15819 (Fragment)|unclassified	18.9342
UniRef50_UPI00047D05FB: DNA polymerase	18.8972
UniRef50_UPI00047D05FB: DNA polymerase|unclassified	18.8972
UniRef50_B0MSE9	18.546
UniRef50_B0MSE9|unclassified	18.546
UniRef50_R6C744: DNA polymerase	18.4961
UniRef50_R6C744: DNA polymerase|unclassified	18.4961
UniRef50_UPI000475C0DE: hypothetical protein, partial	18.4713
UniRef50_UPI000475C0DE: hypothetical protein, partial|unclassified	18.4713
UniRef50_UPI0003718955: hypothetical protein	18.4234
UniRef50_UPI0003718955: hypothetical protein|unclassified	18.4234
UniRef50_UPI00041B73A4: hypothetical protein	18.4133
UniRef50_UPI00041B73A4: hypothetical protein|unclassified	18.4133
UniRef50_UPI00016930F3: ATP-dependent DNA ligase-like protein	18.3447
UniRef50_UPI00016930F3: ATP-dependent DNA ligase-like protein|unclassified	18.3447
UniRef50_G4KT11	18.2426
UniRef50_G4KT11|unclassified	18.2426
UniRef50_UPI00015FCC5C: hypothetical protein	18.233
UniRef50_UPI00015FCC5C: hypothetical protein|unclassified	18.233
UniRef50_UPI0003600429: hypothetical protein	18.2299
UniRef50_UPI0003600429: hypothetical protein|unclassified	18.2299
UniRef50_UPI00047574C9: hypothetical protein	18.0574
UniRef50_UPI00047574C9: hypothetical protein|unclassified	18.0574
UniRef50_R6PTP3	17.9636
UniRef50_R6PTP3|unclassified	17.9636
UniRef50_L7VPJ2: DNA polymerase LigD	17.9183
UniRef50_L7VPJ2: DNA polymerase LigD|unclassified	17.9183
UniRef50_UPI000311F039: hypothetical protein	17.8328
UniRef50_UPI000311F039: hypothetical protein|unclassified	17.8328
UniRef50_UPI00036FD45E: hypothetical protein	17.7099
UniRef50_UPI00036FD45E: hypothetical protein|unclassified	17.7099
UniRef50_X8A1T4: DNA polymerase LigD, polymerase domain protein	17.7035
UniRef50_X8A1T4: DNA polymerase LigD, polymerase domain protein|unclassified	17.7035
UniRef50_F8FPP1: DNA polymerase LigD, polymerase domain-containing protein	17.3507
UniRef50_F8FPP1: DNA polymerase LigD, polymerase domain-containing protein|unclassified	17.3507
UniRef50_UPI00036C1A0B: hypothetical protein	17.0345
UniRef50_UPI00036C1A0B: hypothetical protein|unclassified	17.0345
UniRef50_U2D0U9	16.659
UniRef50_U2D0U9|unclassified	16.659
UniRef50_U4V4L5	16.6569
UniRef50_U4V4L5|unclassified	16.6569
UniRef50_UPI0004756EA4: 5''-3'' exonuclease	16.4601
UniRef50_UPI0004756EA4: 5''-3'' exonuclease|unclassified	16.4601
UniRef50_UPI00046389EA: hypothetical protein	16.3065
UniRef50_UPI00046389EA: hypothetical protein|unclassified	16.3065
UniRef50_UPI0001745A8A: DNA ligase I, ATP-dependent (dnl1)	16.2299
UniRef50_UPI0001745A8A: DNA ligase I, ATP-dependent (dnl1)|unclassified	16.2299
UniRef50_X1N6K6: Marine sediment metagenome DNA, contig: S06H3_S11765 (Fragment)	16.1843
UniRef50_X1N6K6: Marine sediment metagenome DNA, contig: S06H3_S11765 (Fragment)|unclassified	16.1843
UniRef50_UPI00037CC475: RNaseH ribonuclease	16.1352
UniRef50_UPI00037CC475: RNaseH ribonuclease|unclassified	16.1352
UniRef50_F2NSN3	16.0078
UniRef50_F2NSN3|unclassified	16.0078
UniRef50_UPI00037C7272: hypothetical protein	15.9409
UniRef50_UPI00037C7272: hypothetical protein|unclassified	15.9409
UniRef50_Q5X5I2: Ribonuclease H	15.8809
UniRef50_Q5X5I2: Ribonuclease H|unclassified	15.8809
UniRef50_UPI00035D5093: hypothetical protein	15.6832
UniRef50_UPI00035D5093: hypothetical protein|unclassified	15.6832
UniRef50_Q3ABL6: Dephospho-CoA kinase	15.6708
UniRef50_Q3ABL6: Dephospho-CoA kinase|unclassified	15.6708
UniRef50_C9YMF5	15.6435
UniRef50_C9YMF5|unclassified	15.6435
UniRef50_UPI00037CA0AD: hypothetical protein	15.6001
UniRef50_UPI00037CA0AD: hypothetical protein|unclassified	15.6001
UniRef50_X1P3W6: Marine sediment metagenome DNA, contig: S06H3_S26939	15.5978
UniRef50_X1P3W6: Marine sediment metagenome DNA, contig: S06H3_S26939|unclassified	15.5978
UniRef50_UPI00031EB8E8: DNA polymerase	15.5086
UniRef50_UPI00031EB8E8: DNA polymerase|unclassified	15.5086
UniRef50_UPI0003778881: hypothetical protein	15.3598
UniRef50_UPI0003778881: hypothetical protein|unclassified	15.3598
UniRef50_X1DLH1: Marine sediment metagenome DNA, contig: S01H4_S23809 (Fragment)	15.0022
UniRef50_X1DLH1: Marine sediment metagenome DNA, contig: S01H4_S23809 (Fragment)|unclassified	15.0022
UniRef50_UPI000465E9D9: hypothetical protein	14.9837
UniRef50_UPI000465E9D9: hypothetical protein|unclassified	14.9837
UniRef50_UPI0001B46828: hypothetical protein	14.8257
UniRef50_UPI0001B46828: hypothetical protein|unclassified	14.8257
UniRef50_UPI000413E5D3: acetyltransferase	14.7207
UniRef50_UPI000413E5D3: acetyltransferase|unclassified	14.7207
UniRef50_R3HEY6	14.6826
UniRef50_R3HEY6|unclassified	14.6826
UniRef50_D2RGY0	14.6754
UniRef50_D2RGY0|unclassified	14.6754
UniRef50_UPI000474ABEE: hypothetical protein, partial	14.6336
UniRef50_UPI000474ABEE: hypothetical protein, partial|unclassified	14.6336
UniRef50_UPI00036A6D1E: hypothetical protein	14.5168
UniRef50_UPI00036A6D1E: hypothetical protein|unclassified	14.5168
UniRef50_P39583: GTP pyrophosphokinase YwaC	14.4184
UniRef50_P39583: GTP pyrophosphokinase YwaC|unclassified	14.4184
UniRef50_B0U542: Phage-related DNA polymerase	14.4175
UniRef50_B0U542: Phage-related DNA polymerase|unclassified	14.4175
UniRef50_K2FBL9	14.4059
UniRef50_K2FBL9|unclassified	14.4059
UniRef50_UPI0003F0A59C: PREDICTED: DNA polymerase theta-like, partial	14.341
UniRef50_UPI0003F0A59C: PREDICTED: DNA polymerase theta-like, partial|unclassified	14.341
UniRef50_Q73VG0: LigA	14.3136
UniRef50_Q73VG0: LigA|unclassified	14.3136
UniRef50_UPI00037AA352: hypothetical protein	13.9629
UniRef50_UPI00037AA352: hypothetical protein|unclassified	13.9629
UniRef50_UPI0003744D86: hypothetical protein	13.4342
UniRef50_UPI0003744D86: hypothetical protein|unclassified	13.4342
UniRef50_S1QZ75	13.291
UniRef50_S1QZ75|unclassified	13.291
UniRef50_UPI00046A4B7D: endonuclease III	13.0932
UniRef50_UPI00046A4B7D: endonuclease III|unclassified	13.0932
UniRef50_UPI000308BF07: hypothetical protein	12.8671
UniRef50_UPI000308BF07: hypothetical protein|unclassified	12.8671
UniRef50_UPI0003A2B885: hypothetical protein	12.3343
UniRef50_UPI0003A2B885: hypothetical protein|unclassified	12.3343
UniRef50_W9DRP6	12.253
UniRef50_W9DRP6|unclassified	12.253
UniRef50_Z0D1L6	12.24
UniRef50_Z0D1L6|unclassified	12.24
UniRef50_UPI0003B63C2F: HhH-GPD	12.1398
UniRef50_UPI0003B63C2F: HhH-GPD|unclassified	12.1398
UniRef50_UPI000376ADE1: hypothetical protein	12.1147
UniRef50_UPI000376ADE1: hypothetical protein|unclassified	12.1147
UniRef50_UPI000288ACD6: GCN5 family acetyltransferase	12.0709
UniRef50_UPI000288ACD6: GCN5 family acetyltransferase|unclassified	12.0709
UniRef50_X0V9A0: Marine sediment metagenome DNA, contig: S01H1_L08950 (Fragment)	12.0704
UniRef50_X0V9A0: Marine sediment metagenome DNA, contig: S01H1_L08950 (Fragment)|unclassified	12.0704
UniRef50_D2AR25	12.0243
UniRef50_D2AR25|unclassified	12.0243
UniRef50_UPI00035E5B9E: hypothetical protein	11.8325
UniRef50_UPI00035E5B9E: hypothetical protein|unclassified	11.8325
UniRef50_C2CSH6	11.8287
UniRef50_C2CSH6|unclassified	11.8287
UniRef50_L0H921	11.6738
UniRef50_L0H921|unclassified	11.6738
UniRef50_Q9T1Q2: P46	11.1411
UniRef50_Q9T1Q2: P46|unclassified	11.1411
UniRef50_L8EG38: ADA-like regulatory protein (Fragment)	11.0991
UniRef50_L8EG38: ADA-like regulatory protein (Fragment)|unclassified	11.0991
UniRef50_UPI00046E79A7: hypothetical protein	11.0729
UniRef50_UPI00046E79A7: hypothetical protein|unclassified	11.0729
UniRef50_UPI0004121027: acetyltransferase	11.0262
UniRef50_UPI0004121027: acetyltransferase|unclassified	11.0262
UniRef50_T0Z3T4: BRCT domain protein (Fragment)	11.0081
UniRef50_T0Z3T4: BRCT domain protein (Fragment)|unclassified	11.0081
UniRef50_UPI0002490746: DNA-3-methyladenine glycosylase I	10.8444
UniRef50_UPI0002490746: DNA-3-methyladenine glycosylase I|unclassified	10.8444
UniRef50_E4QIC5	10.7117
UniRef50_E4QIC5|unclassified	10.7117
UniRef50_L9UXH0	10.658
UniRef50_L9UXH0|unclassified	10.658
UniRef50_UPI00046FD606: hypothetical protein	10.6528
UniRef50_UPI00046FD606: hypothetical protein|unclassified	10.6528
UniRef50_UPI0003788486: hypothetical protein	10.5816
UniRef50_UPI0003788486: hypothetical protein|unclassified	10.5816
UniRef50_Q5P2T5	10.5163
UniRef50_Q5P2T5|unclassified	10.5163
UniRef50_A0A010NQ17	10.5008
UniRef50_A0A010NQ17|unclassified	10.5008
UniRef50_UPI00037349C8: hypothetical protein	10.3686
UniRef50_UPI00037349C8: hypothetical protein|unclassified	10.3686
UniRef50_UPI000455DCB5: DNA glycosylase, partial	10.163
UniRef50_UPI000455DCB5: DNA glycosylase, partial|unclassified	10.163
UniRef50_UPI000262B24F: AraC family transcriptional regulator, partial	10.0978
UniRef50_UPI000262B24F: AraC family transcriptional regulator, partial|unclassified	10.0978
UniRef50_D3RWC9	9.96045
UniRef50_D3RWC9|unclassified	9.96045
UniRef50_A0RWD6: DNA ligase	9.89625
UniRef50_A0RWD6: DNA ligase|unclassified	9.89625
UniRef50_H1XR33	9.8511
UniRef50_H1XR33|unclassified	9.8511
UniRef50_K2E7E7	9.7324
UniRef50_K2E7E7|unclassified	9.7324
UniRef50_UPI000378AA03: hypothetical protein, partial	9.40713
UniRef50_UPI000378AA03: hypothetical protein, partial|unclassified	9.40713
UniRef50_M4SBX9	9.37187
UniRef50_M4SBX9|unclassified	9.37187
UniRef50_D4H046: DUF123 domain protein	9.32659
UniRef50_D4H046: DUF123 domain protein|unclassified	9.32659
UniRef50_E5WM66	9.10112
UniRef50_E5WM66|unclassified	9.10112
UniRef50_B1L3V2: DNA ligase 2	9.04853
UniRef50_B1L3V2: DNA ligase 2|unclassified	9.04853
UniRef50_UPI0003B65964: hypothetical protein	9.03506
UniRef50_UPI0003B65964: hypothetical protein|unclassified	9.03506
UniRef50_R5L7N3	9.00022
UniRef50_R5L7N3|unclassified	9.00022
UniRef50_D0YQS4	8.75912
UniRef50_D0YQS4|unclassified	8.75912
UniRef50_M7N8Z2: Putative oxidoreductase	8.44735
UniRef50_M7N8Z2: Putative oxidoreductase|unclassified	8.44735
UniRef50_U1PCS6	8.32384
UniRef50_U1PCS6|unclassified	8.32384
UniRef50_K2F927	8.16701
UniRef50_K2F927|unclassified	8.16701
UniRef50_D3RZW5	8.11589
UniRef50_D3RZW5|unclassified	8.11589
UniRef50_UPI0002626050: DNA-3-methyladenine glycosidase	8.05697
UniRef50_UPI0002626050: DNA-3-methyladenine glycosidase|unclassified	8.05697
UniRef50_E2X5G5: DNA polymerase domain protein	7.9001
UniRef50_E2X5G5: DNA polymerase domain protein|unclassified	7.9001
UniRef50_UPI0003473940: hypothetical protein	7.86187
UniRef50_UPI0003473940: hypothetical protein|unclassified	7.86187
UniRef50_UPI00036550FB: hypothetical protein	7.817
UniRef50_UPI00036550FB: hypothetical protein|unclassified	7.817
UniRef50_H6NLV9: DNA polymerase LigD, polymerase domain-containing protein	7.74507
UniRef50_H6NLV9: DNA polymerase LigD, polymerase domain-containing protein|unclassified	7.74507
UniRef50_UPI0003C74495: hypothetical protein	7.74451
UniRef50_UPI0003C74495: hypothetical protein|unclassified	7.74451
UniRef50_B2N2D7: DNA polymerase	7.68099
UniRef50_B2N2D7: DNA polymerase|unclassified	7.68099
UniRef50_W0EEN1: DNA polymerase LigD, polymerase domain-containing protein	7.62082
UniRef50_W0EEN1: DNA polymerase LigD, polymerase domain-containing protein|unclassified	7.62082
UniRef50_Z9JFD3: DNA polymerase (Fragment)	7.36248
UniRef50_Z9JFD3: DNA polymerase (Fragment)|unclassified	7.36248
UniRef50_M0PEZ7	7.35615
UniRef50_M0PEZ7|unclassified	7.35615
UniRef50_K6WT66	7.30412
UniRef50_K6WT66|unclassified	7.30412
UniRef50_F4BRN0	7.27151
UniRef50_F4BRN0|unclassified	7.27151
UniRef50_K0J4C6: DNA polymerase I	7.12107
UniRef50_K0J4C6: DNA polymerase I|unclassified	7.12107
UniRef50_X0Y8K3: Marine sediment metagenome DNA, contig: S01H1_S37436 (Fragment)	7.01255
UniRef50_X0Y8K3: Marine sediment metagenome DNA, contig: S01H1_S37436 (Fragment)|unclassified	7.01255
UniRef50_T0CK18	6.89656
UniRef50_T0CK18|unclassified	6.89656
UniRef50_U4T9F8: Putative lysine decarboxylase family protein	6.88101
UniRef50_U4T9F8: Putative lysine decarboxylase family protein|unclassified	6.88101
UniRef50_UPI0003AA35A7: MULTISPECIES: hypothetical protein	6.68909
UniRef50_UPI0003AA35A7: MULTISPECIES: hypothetical protein|unclassified	6.68909
UniRef50_K0PRY7	6.6868
UniRef50_K0PRY7|unclassified	6.6868
UniRef50_L0JXY9	6.62333
UniRef50_L0JXY9|unclassified	6.62333
UniRef50_R0E9E7	6.60129
UniRef50_R0E9E7|unclassified	6.60129
UniRef50_Q98P82: Msl9575 protein	6.50106
UniRef50_Q98P82: Msl9575 protein|unclassified	6.50106
UniRef50_UPI00040801A8: hypothetical protein	6.48878
UniRef50_UPI00040801A8: hypothetical protein|unclassified	6.48878
UniRef50_D8HRA2	6.31539
UniRef50_D8HRA2|unclassified	6.31539
UniRef50_UPI0001850E44: endonuclease III	6.07406
UniRef50_UPI0001850E44: endonuclease III|unclassified	6.07406
UniRef50_X0Y0Z3: Marine sediment metagenome DNA, contig: S01H1_S34442	5.93549
UniRef50_X0Y0Z3: Marine sediment metagenome DNA, contig: S01H1_S34442|unclassified	5.93549
UniRef50_UPI0003B3E90E: hypothetical protein	5.88494
UniRef50_UPI0003B3E90E: hypothetical protein|unclassified	5.88494
UniRef50_UPI0004667F3A: hypothetical protein	5.82641
UniRef50_UPI0004667F3A: hypothetical protein|unclassified	5.82641
UniRef50_M6RNU1	5.81073
UniRef50_M6RNU1|unclassified	5.81073
UniRef50_UPI000380068D: hypothetical protein	5.78434
UniRef50_UPI000380068D: hypothetical protein|unclassified	5.78434
UniRef50_UPI00037F08DD: hypothetical protein	5.76215
UniRef50_UPI00037F08DD: hypothetical protein|unclassified	5.76215
UniRef50_UPI00047D7F76: hypothetical protein, partial	5.63164
UniRef50_UPI00047D7F76: hypothetical protein, partial|unclassified	5.63164
UniRef50_F8E8Z5: DNA polymerase LigD, polymerase domain protein	5.5202
UniRef50_F8E8Z5: DNA polymerase LigD, polymerase domain protein|unclassified	5.5202
UniRef50_K2A191	5.3274
UniRef50_K2A191|unclassified	5.3274
UniRef50_UPI00047799AD: hypothetical protein	5.27464
UniRef50_UPI00047799AD: hypothetical protein|unclassified	5.27464
UniRef50_Q92J60: UPF0369 protein RC0209	5.23573
UniRef50_Q92J60: UPF0369 protein RC0209|unclassified	5.23573
UniRef50_K1Z7T2	5.02593
UniRef50_K1Z7T2|unclassified	5.02593
UniRef50_X6G1N3	4.97881
UniRef50_X6G1N3|unclassified	4.97881
UniRef50_UPI0002E5A0AA: hypothetical protein	4.94974
UniRef50_UPI0002E5A0AA: hypothetical protein|unclassified	4.94974
UniRef50_Q3SAA6	4.86624
UniRef50_Q3SAA6|unclassified	4.86624
UniRef50_C6X7X8	4.7633
UniRef50_C6X7X8|unclassified	4.7633
UniRef50_D2W4S6: Predicted protein	4.72049
UniRef50_D2W4S6: Predicted protein|unclassified	4.72049
UniRef50_E4LA74	4.71307
UniRef50_E4LA74|unclassified	4.71307
UniRef50_W5WH29	4.47243
UniRef50_W5WH29|unclassified	4.47243
UniRef50_Q6FUF3: GMP synthase [glutamine-hydrolyzing]	4.46133
UniRef50_Q6FUF3: GMP synthase [glutamine-hydrolyzing]|unclassified	4.46133
UniRef50_K1YG34	4.40998
UniRef50_K1YG34|unclassified	4.40998
UniRef50_UPI0003B3DD30: hypothetical protein	4.39468
UniRef50_UPI0003B3DD30: hypothetical protein|unclassified	4.39468
UniRef50_D9QU60	4.37051
UniRef50_D9QU60|unclassified	4.37051
UniRef50_D3EQV0	4.36841
UniRef50_D3EQV0|unclassified	4.36841
UniRef50_UPI0003635B2B: hypothetical protein, partial	4.31841
UniRef50_UPI0003635B2B: hypothetical protein, partial|unclassified	4.31841
UniRef50_UPI00036AE8E5: hypothetical protein	4.20861
UniRef50_UPI00036AE8E5: hypothetical protein|unclassified	4.20861
UniRef50_Q5FPL0: GMP synthase [glutamine-hydrolyzing]	4.17253
UniRef50_Q5FPL0: GMP synthase [glutamine-hydrolyzing]|unclassified	4.17253
UniRef50_Q7UFS3: GMP synthase [glutamine-hydrolyzing]	4.16875
UniRef50_Q7UFS3: GMP synthase [glutamine-hydrolyzing]|unclassified	4.16875
UniRef50_UPI0003772519: hypothetical protein	4.11151
UniRef50_UPI0003772519: hypothetical protein|unclassified	4.11151
UniRef50_G0QAB8: RNA-metabolising metallo-beta-lactamase (Fragment)	4.10225
UniRef50_G0QAB8: RNA-metabolising metallo-beta-lactamase (Fragment)|unclassified	4.10225
UniRef50_U7JJ09	3.9971
UniRef50_U7JJ09|unclassified	3.9971
UniRef50_UPI0003A6B873: hypothetical protein	3.88322
UniRef50_UPI0003A6B873: hypothetical protein|unclassified	3.88322
UniRef50_UPI0004709E47: hypothetical protein	3.87971
UniRef50_UPI0004709E47: hypothetical protein|unclassified	3.87971
UniRef50_D2VMK6: Predicted protein	3.83556
UniRef50_D2VMK6: Predicted protein|unclassified	3.83556
UniRef50_X1JQD4: Marine sediment metagenome DNA, contig: S03H2_S29321 (Fragment)	3.81889
UniRef50_X1JQD4: Marine sediment metagenome DNA, contig: S03H2_S29321 (Fragment)|unclassified	3.81889
UniRef50_Q9Z913: Putative GMP synthase [glutamine-hydrolyzing]	3.63198
UniRef50_Q9Z913: Putative GMP synthase [glutamine-hydrolyzing]|unclassified	3.63198
UniRef50_R9LI56	3.61199
UniRef50_R9LI56|unclassified	3.61199
UniRef50_D2W0W9: Predicted protein	3.47877
UniRef50_D2W0W9: Predicted protein|unclassified	3.47877
UniRef50_W6WAS5	3.45657
UniRef50_W6WAS5|unclassified	3.45657
UniRef50_A2SPW8	3.42772
UniRef50_A2SPW8|unclassified	3.42772
UniRef50_B6BV32	3.40448
UniRef50_B6BV32|unclassified	3.40448
UniRef50_UPI0001B46639: hypothetical protein, partial	3.40302
UniRef50_UPI0001B46639: hypothetical protein, partial|unclassified	3.40302
UniRef50_E4U4W4	3.36441
UniRef50_E4U4W4|unclassified	3.36441
UniRef50_G7W5H0	3.32328
UniRef50_G7W5H0|unclassified	3.32328
UniRef50_H6MWC0	3.06968
UniRef50_H6MWC0|unclassified	3.06968
UniRef50_X1LEE4: Marine sediment metagenome DNA, contig: S06H3_L05388 (Fragment)	3.05724
