# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-RPKs
UniRef50_M1ZFT7|unclassified	4.6017080859
UniRef50_Q46FG3: DUF0123 domain-containing protein	4.5986471041
UniRef50_Q46FG3: DUF0123 domain-containing protein|unclassified	4.5986471041
UniRef50_B0U3G9: Phage-related DNA polymerase	4.5979979312
UniRef50_B0U3G9: Phage-related DNA polymerase|unclassified	4.5979979312
UniRef50_UPI00041D52FA: hypothetical protein	4.5936520464
UniRef50_UPI00041D52FA: hypothetical protein|unclassified	4.5936520464
UniRef50_UPI00031E1C1B: hypothetical protein	4.5796809513
UniRef50_UPI00031E1C1B: hypothetical protein|unclassified	4.5796809513
UniRef50_UPI000367018C: hypothetical protein	4.5265801636
UniRef50_UPI000367018C: hypothetical protein|unclassified	4.5265801636
UniRef50_UPI000479E689: hypothetical protein	4.5136548344
UniRef50_UPI000479E689: hypothetical protein|unclassified	4.5136548344
UniRef50_UPI0003683201: hypothetical protein	4.5045045045
UniRef50_UPI0003683201: hypothetical protein|unclassified	4.5045045045
UniRef50_UPI0003B6374E: isochorismatase	4.4945276423
UniRef50_UPI0003B6374E: isochorismatase|unclassified	4.4945276423
UniRef50_UPI0003C7E95D: hypothetical protein	4.4843049327
UniRef50_UPI0003C7E95D: hypothetical protein|unclassified	4.4843049327
UniRef50_UPI00029AAA5A: 3-methyladenine DNA glycosylase	4.4548954241
UniRef50_UPI00029AAA5A: 3-methyladenine DNA glycosylase|unclassified	4.4548954241
UniRef50_UPI00035DB4C7: hypothetical protein	4.4545487195
UniRef50_UPI00035DB4C7: hypothetical protein|unclassified	4.4545487195
UniRef50_A3MS62: DNA ligase	4.4433872208
UniRef50_A3MS62: DNA ligase|unclassified	4.4433872208
UniRef50_UPI00047D199C: hypothetical protein, partial	4.4332120810
UniRef50_UPI00047D199C: hypothetical protein, partial|unclassified	4.4332120810
UniRef50_X1EK80: Marine sediment metagenome DNA, contig: S01H4_S15819 (Fragment)	4.3816818270
UniRef50_X1EK80: Marine sediment metagenome DNA, contig: S01H4_S15819 (Fragment)|unclassified	4.3816818270
UniRef50_UPI00047D05FB: DNA polymerase	4.3731216873
UniRef50_UPI00047D05FB: DNA polymerase|unclassified	4.3731216873
UniRef50_B0MSE9	4.2918454936
UniRef50_B0MSE9|unclassified	4.2918454936
UniRef50_R6C744: DNA polymerase	4.2803046268
UniRef50_R6C744: DNA polymerase|unclassified	4.2803046268
UniRef50_UPI000475C0DE: hypothetical protein, partial	4.2745674480
UniRef50_UPI000475C0DE: hypothetical protein, partial|unclassified	4.2745674480
UniRef50_UPI0003718955: hypothetical protein	4.2634729712
UniRef50_UPI0003718955: hypothetical protein|unclassified	4.2634729712
UniRef50_UPI00041B73A4: hypothetical protein	4.2611355814
UniRef50_UPI00041B73A4: hypothetical protein|unclassified	4.2611355814
UniRef50_UPI00016930F3: ATP-dependent DNA ligase-like protein	4.2452529319
UniRef50_UPI00016930F3: ATP-dependent DNA ligase-like protein|unclassified	4.2452529319
UniRef50_G4KT11	4.2216353127
UniRef50_G4KT11|unclassified	4.2216353127
UniRef50_UPI00015FCC5C: hypothetical protein	4.2194092827
UniRef50_UPI00015FCC5C: hypothetical protein|unclassified	4.2194092827
UniRef50_UPI0003600429: hypothetical protein	4.2186936715
UniRef50_UPI0003600429: hypothetical protein|unclassified	4.2186936715
UniRef50_UPI00047574C9: hypothetical protein	4.1787684737
UniRef50_UPI00047574C9: hypothetical protein|unclassified	4.1787684737
UniRef50_R6PTP3	4.1570622773
UniRef50_R6PTP3|unclassified	4.1570622773
UniRef50_L7VPJ2: DNA polymerase LigD	4.1465924918
UniRef50_L7VPJ2: DNA polymerase LigD|unclassified	4.1465924918
UniRef50_UPI000311F039: hypothetical protein	4.1267998845
UniRef50_UPI000311F039: hypothetical protein|unclassified	4.1267998845
UniRef50_UPI00036FD45E: hypothetical protein	4.0983606557
UniRef50_UPI00036FD45E: hypothetical protein|unclassified	4.0983606557
UniRef50_X8A1T4: DNA polymerase LigD, polymerase domain protein	4.0968710756
UniRef50_X8A1T4: DNA polymerase LigD, polymerase domain protein|unclassified	4.0968710756
UniRef50_F8FPP1: DNA polymerase LigD, polymerase domain-containing protein	4.0152286203
UniRef50_F8FPP1: DNA polymerase LigD, polymerase domain-containing protein|unclassified	4.0152286203
UniRef50_UPI00036C1A0B: hypothetical protein	3.9420639253
UniRef50_UPI00036C1A0B: hypothetical protein|unclassified	3.9420639253
UniRef50_U2D0U9	3.8551563522
UniRef50_U2D0U9|unclassified	3.8551563522
UniRef50_U4V4L5	3.8546763765
UniRef50_U4V4L5|unclassified	3.8546763765
UniRef50_UPI0004756EA4: 5''-3'' exonuclease	3.8091346958
UniRef50_UPI0004756EA4: 5''-3'' exonuclease|unclassified	3.8091346958
UniRef50_UPI00046389EA: hypothetical protein	3.7735849057
UniRef50_UPI00046389EA: hypothetical protein|unclassified	3.7735849057
UniRef50_UPI0001745A8A: DNA ligase I, ATP-dependent (dnl1)	3.7558689016
UniRef50_UPI0001745A8A: DNA ligase I, ATP-dependent (dnl1)|unclassified	3.7558689016
UniRef50_X1N6K6: Marine sediment metagenome DNA, contig: S06H3_S11765 (Fragment)	3.7453183521
UniRef50_X1N6K6: Marine sediment metagenome DNA, contig: S06H3_S11765 (Fragment)|unclassified	3.7453183521
UniRef50_UPI00037CC475: RNaseH ribonuclease	3.7339477160
UniRef50_UPI00037CC475: RNaseH ribonuclease|unclassified	3.7339477160
UniRef50_F2NSN3	3.7044539907
UniRef50_F2NSN3|unclassified	3.7044539907
UniRef50_UPI00037C7272: hypothetical protein	3.6889893214
UniRef50_UPI00037C7272: hypothetical protein|unclassified	3.6889893214
UniRef50_Q5X5I2: Ribonuclease H	3.6751054333
UniRef50_Q5X5I2: Ribonuclease H|unclassified	3.6751054333
UniRef50_UPI00035D5093: hypothetical protein	3.6293542523
UniRef50_UPI00035D5093: hypothetical protein|unclassified	3.6293542523
UniRef50_Q3ABL6: Dephospho-CoA kinase	3.6264762356
UniRef50_Q3ABL6: Dephospho-CoA kinase|unclassified	3.6264762356
UniRef50_C9YMF5	3.6201511620
UniRef50_C9YMF5|unclassified	3.6201511620
UniRef50_UPI00037CA0AD: hypothetical protein	3.6101083032
UniRef50_UPI00037CA0AD: hypothetical protein|unclassified	3.6101083032
UniRef50_X1P3W6: Marine sediment metagenome DNA, contig: S06H3_S26939	3.6095707842
UniRef50_X1P3W6: Marine sediment metagenome DNA, contig: S06H3_S26939|unclassified	3.6095707842
UniRef50_UPI00031EB8E8: DNA polymerase	3.5889501042
UniRef50_UPI00031EB8E8: DNA polymerase|unclassified	3.5889501042
UniRef50_UPI0003778881: hypothetical protein	3.5545082156
UniRef50_UPI0003778881: hypothetical protein|unclassified	3.5545082156
UniRef50_X1DLH1: Marine sediment metagenome DNA, contig: S01H4_S23809 (Fragment)	3.4717426848
UniRef50_X1DLH1: Marine sediment metagenome DNA, contig: S01H4_S23809 (Fragment)|unclassified	3.4717426848
UniRef50_UPI000465E9D9: hypothetical protein	3.4674773070
UniRef50_UPI000465E9D9: hypothetical protein|unclassified	3.4674773070
UniRef50_UPI0001B46828: hypothetical protein	3.4309136549
UniRef50_UPI0001B46828: hypothetical protein|unclassified	3.4309136549
UniRef50_UPI000413E5D3: acetyltransferase	3.4066030878
UniRef50_UPI000413E5D3: acetyltransferase|unclassified	3.4066030878
UniRef50_R3HEY6	3.3977837125
UniRef50_R3HEY6|unclassified	3.3977837125
UniRef50_D2RGY0	3.3961175362
UniRef50_D2RGY0|unclassified	3.3961175362
UniRef50_UPI000474ABEE: hypothetical protein, partial	3.3864591050
UniRef50_UPI000474ABEE: hypothetical protein, partial|unclassified	3.3864591050
UniRef50_UPI00036A6D1E: hypothetical protein	3.3594112204
UniRef50_UPI00036A6D1E: hypothetical protein|unclassified	3.3594112204
UniRef50_P39583: GTP pyrophosphokinase YwaC	3.3366448428
UniRef50_P39583: GTP pyrophosphokinase YwaC|unclassified	3.3366448428
UniRef50_B0U542: Phage-related DNA polymerase	3.3364335603
UniRef50_B0U542: Phage-related DNA polymerase|unclassified	3.3364335603
UniRef50_K2FBL9	3.3337570976
UniRef50_K2FBL9|unclassified	3.3337570976
UniRef50_UPI0003F0A59C: PREDICTED: DNA polymerase theta-like, partial	3.3187371612
UniRef50_UPI0003F0A59C: PREDICTED: DNA polymerase theta-like, partial|unclassified	3.3187371612
UniRef50_Q73VG0: LigA	3.3123870721
UniRef50_Q73VG0: LigA|unclassified	3.3123870721
UniRef50_UPI00037AA352: hypothetical protein	3.2312468819
UniRef50_UPI00037AA352: hypothetical protein|unclassified	3.2312468819
UniRef50_UPI0003744D86: hypothetical protein	3.1088831542
UniRef50_UPI0003744D86: hypothetical protein|unclassified	3.1088831542
UniRef50_S1QZ75	3.0757471422
UniRef50_S1QZ75|unclassified	3.0757471422
UniRef50_UPI00046A4B7D: endonuclease III	3.0299882801
UniRef50_UPI00046A4B7D: endonuclease III|unclassified	3.0299882801
UniRef50_UPI000308BF07: hypothetical protein	2.9776465396
UniRef50_UPI000308BF07: hypothetical protein|unclassified	2.9776465396
UniRef50_UPI0003A2B885: hypothetical protein	2.8543497428
UniRef50_UPI0003A2B885: hypothetical protein|unclassified	2.8543497428
UniRef50_W9DRP6	2.8355337970
UniRef50_W9DRP6|unclassified	2.8355337970
UniRef50_Z0D1L6	2.8325409200
UniRef50_Z0D1L6|unclassified	2.8325409200
UniRef50_UPI0003B63C2F: HhH-GPD	2.8093452331
UniRef50_UPI0003B63C2F: HhH-GPD|unclassified	2.8093452331
UniRef50_UPI000376ADE1: hypothetical protein	2.8035399069
UniRef50_UPI000376ADE1: hypothetical protein|unclassified	2.8035399069
UniRef50_UPI000288ACD6: GCN5 family acetyltransferase	2.7934064020
UniRef50_UPI000288ACD6: GCN5 family acetyltransferase|unclassified	2.7934064020
UniRef50_X0V9A0: Marine sediment metagenome DNA, contig: S01H1_L08950 (Fragment)	2.7932877965
UniRef50_X0V9A0: Marine sediment metagenome DNA, contig: S01H1_L08950 (Fragment)|unclassified	2.7932877965
UniRef50_D2AR25	2.7826098723
UniRef50_D2AR25|unclassified	2.7826098723
UniRef50_UPI00035E5B9E: hypothetical protein	2.7382277011
UniRef50_UPI00035E5B9E: hypothetical protein|unclassified	2.7382277011
UniRef50_C2CSH6	2.7373606539
UniRef50_C2CSH6|unclassified	2.7373606539
UniRef50_L0H921	2.7015121198
UniRef50_L0H921|unclassified	2.7015121198
UniRef50_Q9T1Q2: P46	2.5782347955
UniRef50_Q9T1Q2: P46|unclassified	2.5782347955
UniRef50_L8EG38: ADA-like regulatory protein (Fragment)	2.5685033314
UniRef50_L8EG38: ADA-like regulatory protein (Fragment)|unclassified	2.5685033314
UniRef50_UPI00046E79A7: hypothetical protein	2.5624423291
UniRef50_UPI00046E79A7: hypothetical protein|unclassified	2.5624423291
UniRef50_UPI0004121027: acetyltransferase	2.5516311926
UniRef50_UPI0004121027: acetyltransferase|unclassified	2.5516311926
UniRef50_T0Z3T4: BRCT domain protein (Fragment)	2.5474513100
UniRef50_T0Z3T4: BRCT domain protein (Fragment)|unclassified	2.5474513100
UniRef50_UPI0002490746: DNA-3-methyladenine glycosylase I	2.5095724560
UniRef50_UPI0002490746: DNA-3-methyladenine glycosylase I|unclassified	2.5095724560
UniRef50_E4QIC5	2.4788596394
UniRef50_E4QIC5|unclassified	2.4788596394
UniRef50_L9UXH0	2.4664248979
UniRef50_L9UXH0|unclassified	2.4664248979
UniRef50_UPI00046FD606: hypothetical protein	2.4652268838
UniRef50_UPI00046FD606: hypothetical protein|unclassified	2.4652268838
UniRef50_UPI0003788486: hypothetical protein	2.4487516018
UniRef50_UPI0003788486: hypothetical protein|unclassified	2.4487516018
UniRef50_Q5P2T5	2.4336473238
UniRef50_Q5P2T5|unclassified	2.4336473238
UniRef50_A0A010NQ17	2.4300550137
UniRef50_A0A010NQ17|unclassified	2.4300550137
UniRef50_UPI00037349C8: hypothetical protein	2.3994568096
UniRef50_UPI00037349C8: hypothetical protein|unclassified	2.3994568096
UniRef50_UPI000455DCB5: DNA glycosylase, partial	2.3518750408
UniRef50_UPI000455DCB5: DNA glycosylase, partial|unclassified	2.3518750408
UniRef50_UPI000262B24F: AraC family transcriptional regulator, partial	2.3367987493
UniRef50_UPI000262B24F: AraC family transcriptional regulator, partial|unclassified	2.3367987493
UniRef50_D3RWC9	2.3050093988
UniRef50_D3RWC9|unclassified	2.3050093988
UniRef50_A0RWD6: DNA ligase	2.2901510596
UniRef50_A0RWD6: DNA ligase|unclassified	2.2901510596
UniRef50_H1XR33	2.2797041130
UniRef50_H1XR33|unclassified	2.2797041130
UniRef50_K2E7E7	2.2522351338
UniRef50_K2E7E7|unclassified	2.2522351338
UniRef50_UPI000378AA03: hypothetical protein, partial	2.1769606405
UniRef50_UPI000378AA03: hypothetical protein, partial|unclassified	2.1769606405
UniRef50_M4SBX9	2.1688007251
UniRef50_M4SBX9|unclassified	2.1688007251
UniRef50_D4H046: DUF123 domain protein	2.1583231257
UniRef50_D4H046: DUF123 domain protein|unclassified	2.1583231257
UniRef50_E5WM66	2.1061459219
UniRef50_E5WM66|unclassified	2.1061459219
UniRef50_B1L3V2: DNA ligase 2	2.0939765781
UniRef50_B1L3V2: DNA ligase 2|unclassified	2.0939765781
UniRef50_UPI0003B65964: hypothetical protein	2.0908574770
UniRef50_UPI0003B65964: hypothetical protein|unclassified	2.0908574770
UniRef50_R5L7N3	2.0827967884
UniRef50_R5L7N3|unclassified	2.0827967884
UniRef50_D0YQS4	2.0270026612
UniRef50_D0YQS4|unclassified	2.0270026612
UniRef50_M7N8Z2: Putative oxidoreductase	1.9548538971
UniRef50_M7N8Z2: Putative oxidoreductase|unclassified	1.9548538971
UniRef50_U1PCS6	1.9262708800
UniRef50_U1PCS6|unclassified	1.9262708800
UniRef50_K2F927	1.8899778931
UniRef50_K2F927|unclassified	1.8899778931
UniRef50_D3RZW5	1.8781485233
UniRef50_D3RZW5|unclassified	1.8781485233
UniRef50_UPI0002626050: DNA-3-methyladenine glycosidase	1.8645121714
UniRef50_UPI0002626050: DNA-3-methyladenine glycosidase|unclassified	1.8645121714
UniRef50_E2X5G5: DNA polymerase domain protein	1.8282108444
UniRef50_E2X5G5: DNA polymerase domain protein|unclassified	1.8282108444
UniRef50_UPI0003473940: hypothetical protein	1.8193631692
UniRef50_UPI0003473940: hypothetical protein|unclassified	1.8193631692
UniRef50_UPI00036550FB: hypothetical protein	1.8089799398
UniRef50_UPI00036550FB: hypothetical protein|unclassified	1.8089799398
UniRef50_H6NLV9: DNA polymerase LigD, polymerase domain-containing protein	1.7923337842
UniRef50_H6NLV9: DNA polymerase LigD, polymerase domain-containing protein|unclassified	1.7923337842
UniRef50_UPI0003C74495: hypothetical protein	1.7922041577
UniRef50_UPI0003C74495: hypothetical protein|unclassified	1.7922041577
UniRef50_B2N2D7: DNA polymerase	1.7775047612
UniRef50_B2N2D7: DNA polymerase|unclassified	1.7775047612
UniRef50_W0EEN1: DNA polymerase LigD, polymerase domain-containing protein	1.7635795570
UniRef50_W0EEN1: DNA polymerase LigD, polymerase domain-containing protein|unclassified	1.7635795570
UniRef50_Z9JFD3: DNA polymerase (Fragment)	1.7037959875
UniRef50_Z9JFD3: DNA polymerase (Fragment)|unclassified	1.7037959875
UniRef50_M0PEZ7	1.7023316473
UniRef50_M0PEZ7|unclassified	1.7023316473
UniRef50_K6WT66	1.6902918536
UniRef50_K6WT66|unclassified	1.6902918536
UniRef50_F4BRN0	1.6827450720
UniRef50_F4BRN0|unclassified	1.6827450720
UniRef50_K0J4C6: DNA polymerase I	1.6479292387
UniRef50_K0J4C6: DNA polymerase I|unclassified	1.6479292387
UniRef50_X0Y8K3: Marine sediment metagenome DNA, contig: S01H1_S37436 (Fragment)	1.6228171835
UniRef50_X0Y8K3: Marine sediment metagenome DNA, contig: S01H1_S37436 (Fragment)|unclassified	1.6228171835
UniRef50_T0CK18	1.5959761600
UniRef50_T0CK18|unclassified	1.5959761600
UniRef50_U4T9F8: Putative lysine decarboxylase family protein	1.5923768672
UniRef50_U4T9F8: Putative lysine decarboxylase family protein|unclassified	1.5923768672
UniRef50_UPI0003AA35A7: MULTISPECIES: hypothetical protein	1.5479624915
UniRef50_UPI0003AA35A7: MULTISPECIES: hypothetical protein|unclassified	1.5479624915
UniRef50_K0PRY7	1.5474325721
UniRef50_K0PRY7|unclassified	1.5474325721
UniRef50_L0JXY9	1.5327451050
UniRef50_L0JXY9|unclassified	1.5327451050
UniRef50_R0E9E7	1.5276445681
UniRef50_R0E9E7|unclassified	1.5276445681
UniRef50_Q98P82: Msl9575 protein	1.5044497487
UniRef50_Q98P82: Msl9575 protein|unclassified	1.5044497487
UniRef50_UPI00040801A8: hypothetical protein	1.5016090010
UniRef50_UPI00040801A8: hypothetical protein|unclassified	1.5016090010
UniRef50_D8HRA2	1.4614826125
UniRef50_D8HRA2|unclassified	1.4614826125
UniRef50_UPI0001850E44: endonuclease III	1.4056364593
UniRef50_UPI0001850E44: endonuclease III|unclassified	1.4056364593
UniRef50_X0Y0Z3: Marine sediment metagenome DNA, contig: S01H1_S34442	1.3735681386
UniRef50_X0Y0Z3: Marine sediment metagenome DNA, contig: S01H1_S34442|unclassified	1.3735681386
UniRef50_UPI0003B3E90E: hypothetical protein	1.3618710720
UniRef50_UPI0003B3E90E: hypothetical protein|unclassified	1.3618710720
UniRef50_UPI0004667F3A: hypothetical protein	1.3483257371
UniRef50_UPI0004667F3A: hypothetical protein|unclassified	1.3483257371
UniRef50_M6RNU1	1.3446976514
UniRef50_M6RNU1|unclassified	1.3446976514
UniRef50_UPI000380068D: hypothetical protein	1.3385889109
UniRef50_UPI000380068D: hypothetical protein|unclassified	1.3385889109
UniRef50_UPI00037F08DD: hypothetical protein	1.3334554355
UniRef50_UPI00037F08DD: hypothetical protein|unclassified	1.3334554355
UniRef50_UPI00047D7F76: hypothetical protein, partial	1.3032519905
UniRef50_UPI00047D7F76: hypothetical protein, partial|unclassified	1.3032519905
UniRef50_F8E8Z5: DNA polymerase LigD, polymerase domain protein	1.2774639383
UniRef50_F8E8Z5: DNA polymerase LigD, polymerase domain protein|unclassified	1.2774639383
UniRef50_K2A191	1.2328453304
UniRef50_K2A191|unclassified	1.2328453304
UniRef50_UPI00047799AD: hypothetical protein	1.2206366634
UniRef50_UPI00047799AD: hypothetical protein|unclassified	1.2206366634
UniRef50_Q92J60: UPF0369 protein RC0209	1.2116331588
UniRef50_Q92J60: UPF0369 protein RC0209|unclassified	1.2116331588
UniRef50_K1Z7T2	1.1630820679
UniRef50_K1Z7T2|unclassified	1.1630820679
UniRef50_X6G1N3	1.1521764579
UniRef50_X6G1N3|unclassified	1.1521764579
UniRef50_UPI0002E5A0AA: hypothetical protein	1.1454496669
UniRef50_UPI0002E5A0AA: hypothetical protein|unclassified	1.1454496669
UniRef50_Q3SAA6	1.1261263359
UniRef50_Q3SAA6|unclassified	1.1261263359
UniRef50_C6X7X8	1.1023053083
UniRef50_C6X7X8|unclassified	1.1023053083
UniRef50_D2W4S6: Predicted protein	1.0923984462
UniRef50_D2W4S6: Predicted protein|unclassified	1.0923984462
UniRef50_E4LA74	1.0906797641
UniRef50_E4LA74|unclassified	1.0906797641
UniRef50_W5WH29	1.0349930844
UniRef50_W5WH29|unclassified	1.0349930844
UniRef50_Q6FUF3: GMP synthase [glutamine-hydrolyzing]	1.0324228704
UniRef50_Q6FUF3: GMP synthase [glutamine-hydrolyzing]|unclassified	1.0324228704
UniRef50_K1YG34	1.0205400968
UniRef50_K1YG34|unclassified	1.0205400968
UniRef50_UPI0003B3DD30: hypothetical protein	1.0170000727
UniRef50_UPI0003B3DD30: hypothetical protein|unclassified	1.0170000727
UniRef50_D9QU60	1.0114067776
UniRef50_D9QU60|unclassified	1.0114067776
UniRef50_D3EQV0	1.0109211864
UniRef50_D3EQV0|unclassified	1.0109211864
UniRef50_UPI0003635B2B: hypothetical protein, partial	0.9993494092
UniRef50_UPI0003635B2B: hypothetical protein, partial|unclassified	0.9993494092
UniRef50_UPI00036AE8E5: hypothetical protein	0.9739403256
UniRef50_UPI00036AE8E5: hypothetical protein|unclassified	0.9739403256
UniRef50_Q5FPL0: GMP synthase [glutamine-hydrolyzing]	0.9655902309
UniRef50_Q5FPL0: GMP synthase [glutamine-hydrolyzing]|unclassified	0.9655902309
UniRef50_Q7UFS3: GMP synthase [glutamine-hydrolyzing]	0.9647158265
UniRef50_Q7UFS3: GMP synthase [glutamine-hydrolyzing]|unclassified	0.9647158265
UniRef50_UPI0003772519: hypothetical protein	0.9514687240
UniRef50_UPI0003772519: hypothetical protein|unclassified	0.9514687240
UniRef50_G0QAB8: RNA-metabolising metallo-beta-lactamase (Fragment)	0.9493266614
UniRef50_G0QAB8: RNA-metabolising metallo-beta-lactamase (Fragment)|unclassified	0.9493266614
UniRef50_U7JJ09	0.9249932553
UniRef50_U7JJ09|unclassified	0.9249932553
UniRef50_UPI0003A6B873: hypothetical protein	0.8986404997
UniRef50_UPI0003A6B873: hypothetical protein|unclassified	0.8986404997
UniRef50_UPI0004709E47: hypothetical protein	0.8978284246
