# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-CPM
UniRef50_UPI00028A2F89: putative gluconolactonase|unclassified	6.02823
UniRef50_X6L2R7	6.02508
UniRef50_X6L2R7|unclassified	6.02508
UniRef50_UPI0004236E6D: hypothetical protein	6.01194
UniRef50_UPI0004236E6D: hypothetical protein|unclassified	6.01194
UniRef50_UPI000262D57E: succinate-semialdehyde dehydrogenase, partial	6.00007
UniRef50_UPI000262D57E: succinate-semialdehyde dehydrogenase, partial|unclassified	6.00007
UniRef50_UPI000472AB0F: glucokinase, partial	5.98536
UniRef50_UPI000472AB0F: glucokinase, partial|unclassified	5.98536
UniRef50_UPI00046286D3: gluconolaconase	5.96652
UniRef50_UPI00046286D3: gluconolaconase|unclassified	5.96652
UniRef50_UPI00046892B3: hypothetical protein	5.96058
UniRef50_UPI00046892B3: hypothetical protein|unclassified	5.96058
UniRef50_H8GWL2: Yellow-related protein	5.95691
UniRef50_H8GWL2: Yellow-related protein|unclassified	5.95691
UniRef50_X1JUG4: Marine sediment metagenome DNA, contig: S03H2_S20436 (Fragment)	5.94482
UniRef50_X1JUG4: Marine sediment metagenome DNA, contig: S03H2_S20436 (Fragment)|unclassified	5.94482
UniRef50_I2ERQ0: ROK family protein	5.93059
UniRef50_I2ERQ0: ROK family protein|unclassified	5.93059
UniRef50_Q00384: KHG/KDPG aldolase	5.91359
UniRef50_Q00384: KHG/KDPG aldolase|unclassified	5.91359
UniRef50_UPI0002D5F310: hypothetical protein	5.88817
UniRef50_UPI0002D5F310: hypothetical protein|unclassified	5.88817
UniRef50_UPI0004762140: hypothetical protein, partial	5.88727
UniRef50_UPI0004762140: hypothetical protein, partial|unclassified	5.88727
UniRef50_K1SHV0: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)	5.88708
UniRef50_K1SHV0: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)|unclassified	5.88708
UniRef50_X1CMP9: Marine sediment metagenome DNA, contig: S01H4_S19784 (Fragment)	5.85213
UniRef50_X1CMP9: Marine sediment metagenome DNA, contig: S01H4_S19784 (Fragment)|unclassified	5.85213
UniRef50_UPI00036FFDDC: hypothetical protein	5.83843
UniRef50_UPI00036FFDDC: hypothetical protein|unclassified	5.83843
UniRef50_UPI00036156D3: hypothetical protein	5.82658
UniRef50_UPI00036156D3: hypothetical protein|unclassified	5.82658
UniRef50_X1K519: Marine sediment metagenome DNA, contig: S03H2_S27890	5.77931
UniRef50_X1K519: Marine sediment metagenome DNA, contig: S03H2_S27890|unclassified	5.77931
UniRef50_D3Q1U7: SMP-30/Gluconolaconase/LRE domain protein	5.76437
UniRef50_D3Q1U7: SMP-30/Gluconolaconase/LRE domain protein|unclassified	5.76437
UniRef50_C0GDS7: ROK family protein	5.73915
UniRef50_C0GDS7: ROK family protein|unclassified	5.73915
UniRef50_UPI000377B552: hypothetical protein, partial	5.73594
UniRef50_UPI000377B552: hypothetical protein, partial|unclassified	5.73594
UniRef50_UPI00036B1860: hypothetical protein	5.7037
UniRef50_UPI00036B1860: hypothetical protein|unclassified	5.7037
UniRef50_W5X9F2: FKBP-type peptidyl-prolyl cis-trans isomerase	5.68829
UniRef50_W5X9F2: FKBP-type peptidyl-prolyl cis-trans isomerase|unclassified	5.68829
UniRef50_J8Q8K4: Putative gluconolactonase	5.67748
UniRef50_J8Q8K4: Putative gluconolactonase|unclassified	5.67748
UniRef50_UPI00029B1705: ROK family transcriptional regulator	5.66765
UniRef50_UPI00029B1705: ROK family transcriptional regulator|unclassified	5.66765
UniRef50_K4PQW7	5.65132
UniRef50_K4PQW7|unclassified	5.65132
UniRef50_I8TME8: SAF domain protein	5.63862
UniRef50_I8TME8: SAF domain protein|unclassified	5.63862
UniRef50_J8TFK9: Xylose operon transcriptional repressor	5.63312
UniRef50_J8TFK9: Xylose operon transcriptional repressor|unclassified	5.63312
UniRef50_B1M3M2: SMP-30/Gluconolaconase/LRE domain protein	5.62905
UniRef50_B1M3M2: SMP-30/Gluconolaconase/LRE domain protein|unclassified	5.62905
UniRef50_UPI000441954F: PREDICTED: aldehyde dehydrogenase family 3 member B1-like	5.57525
UniRef50_UPI000441954F: PREDICTED: aldehyde dehydrogenase family 3 member B1-like|unclassified	5.57525
UniRef50_A5UY28: ROK family protein	5.56466
UniRef50_A5UY28: ROK family protein|unclassified	5.56466
UniRef50_UPI0003AA1A88: hypothetical protein	5.55411
UniRef50_UPI0003AA1A88: hypothetical protein|unclassified	5.55411
UniRef50_UPI00037D7386: hypothetical protein	5.5448
UniRef50_UPI00037D7386: hypothetical protein|unclassified	5.5448
UniRef50_B8FVM2: SAF domain protein	5.53052
UniRef50_B8FVM2: SAF domain protein|unclassified	5.53052
UniRef50_W8H2B8: Regucalcin	5.51486
UniRef50_W8H2B8: Regucalcin|unclassified	5.51486
UniRef50_A0QP90: Glucose-6-phosphate 1-dehydrogenase	5.51121
UniRef50_A0QP90: Glucose-6-phosphate 1-dehydrogenase|unclassified	5.51121
UniRef50_UPI000039AFDD: hypothetical protein	5.48621
UniRef50_UPI000039AFDD: hypothetical protein|unclassified	5.48621
UniRef50_K2D224: SMP-30/Gluconolaconase/LRE protein	5.48583
UniRef50_K2D224: SMP-30/Gluconolaconase/LRE protein|unclassified	5.48583
UniRef50_UPI0003800617: hypothetical protein	5.48375
UniRef50_UPI0003800617: hypothetical protein|unclassified	5.48375
UniRef50_S2W315	5.45395
UniRef50_S2W315|unclassified	5.45395
UniRef50_UPI00047690EF: cupin	5.44776
UniRef50_UPI00047690EF: cupin|unclassified	5.44776
UniRef50_UPI00047D359E: hypothetical protein	5.43282
UniRef50_UPI00047D359E: hypothetical protein|unclassified	5.43282
UniRef50_A0A010FAQ4	5.42656
UniRef50_A0A010FAQ4|unclassified	5.42656
UniRef50_N6WYN6: PF13660 domain protein	5.40514
UniRef50_N6WYN6: PF13660 domain protein|unclassified	5.40514
UniRef50_UPI000262EDE1: succinate-semialdehyde dehydrogenase, partial	5.39989
UniRef50_UPI000262EDE1: succinate-semialdehyde dehydrogenase, partial|unclassified	5.39989
UniRef50_UPI00047BE02A: hypothetical protein	5.35206
UniRef50_UPI00047BE02A: hypothetical protein|unclassified	5.35206
UniRef50_X0SCB3: Marine sediment metagenome DNA, contig: S01H1_L07899	5.31862
UniRef50_X0SCB3: Marine sediment metagenome DNA, contig: S01H1_L07899|unclassified	5.31862
UniRef50_UPI00047441A4: hypothetical protein, partial	5.24799
UniRef50_UPI00047441A4: hypothetical protein, partial|unclassified	5.24799
UniRef50_A0A013XTN5: Gluconolaconase	5.18785
UniRef50_A0A013XTN5: Gluconolaconase|unclassified	5.18785
UniRef50_P48992: Glucose-6-phosphate 1-dehydrogenase	5.164
UniRef50_P48992: Glucose-6-phosphate 1-dehydrogenase|unclassified	5.164
UniRef50_F4Q328: Senescence marker protein-30 family protein	5.15679
UniRef50_F4Q328: Senescence marker protein-30 family protein|unclassified	5.15679
UniRef50_M4SGC9: SMP-30/gluconolaconase/LRE domain-containing protein	5.14379
UniRef50_M4SGC9: SMP-30/gluconolaconase/LRE domain-containing protein|unclassified	5.14379
UniRef50_UPI000373379A: hypothetical protein	5.10198
UniRef50_UPI000373379A: hypothetical protein|unclassified	5.10198
UniRef50_UPI00047A3DDC: hypothetical protein	5.10111
UniRef50_UPI00047A3DDC: hypothetical protein|unclassified	5.10111
UniRef50_Q39SV1: Major royal jelly-related protein	5.09657
UniRef50_Q39SV1: Major royal jelly-related protein|unclassified	5.09657
UniRef50_H9IU97	5.05712
UniRef50_H9IU97|unclassified	5.05712
UniRef50_P00349: 6-phosphogluconate dehydrogenase, decarboxylating	5.02416
UniRef50_P00349: 6-phosphogluconate dehydrogenase, decarboxylating|unclassified	5.02416
UniRef50_O66686: Triosephosphate isomerase	5.02043
UniRef50_O66686: Triosephosphate isomerase|unclassified	5.02043
UniRef50_UPI0003510D34: PREDICTED: aldose 1-epimerase-like	4.90933
UniRef50_UPI0003510D34: PREDICTED: aldose 1-epimerase-like|unclassified	4.90933
UniRef50_V4LUX4	4.89749
UniRef50_V4LUX4|unclassified	4.89749
UniRef50_Q397Y5: Probable L-aspartate dehydrogenase	4.84446
UniRef50_Q397Y5: Probable L-aspartate dehydrogenase|unclassified	4.84446
UniRef50_X7YQB5: Glucose-6-phosphate dehydrogenase subunit	4.84157
UniRef50_X7YQB5: Glucose-6-phosphate dehydrogenase subunit|unclassified	4.84157
UniRef50_UPI0002EB383A: hypothetical protein	4.838
UniRef50_UPI0002EB383A: hypothetical protein|unclassified	4.838
UniRef50_UPI0004781820: triosephosphate isomerase	4.78791
UniRef50_UPI0004781820: triosephosphate isomerase|unclassified	4.78791
UniRef50_P52209: 6-phosphogluconate dehydrogenase, decarboxylating	4.74233
UniRef50_P52209: 6-phosphogluconate dehydrogenase, decarboxylating|unclassified	4.74233
UniRef50_UPI0004183939: hypothetical protein	4.69286
UniRef50_UPI0004183939: hypothetical protein|unclassified	4.69286
UniRef50_UPI0003633261: hypothetical protein	4.68867
UniRef50_UPI0003633261: hypothetical protein|unclassified	4.68867
UniRef50_UPI00035F8BA4: hypothetical protein	4.68297
UniRef50_UPI00035F8BA4: hypothetical protein|unclassified	4.68297
UniRef50_K5ZIN7	4.66011
UniRef50_K5ZIN7|unclassified	4.66011
UniRef50_K1SAV6: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)	4.6459
UniRef50_K1SAV6: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)|unclassified	4.6459
UniRef50_UPI000366BD06: hypothetical protein	4.6285
UniRef50_UPI000366BD06: hypothetical protein|unclassified	4.6285
UniRef50_UPI000381F822: hypothetical protein	4.59972
UniRef50_UPI000381F822: hypothetical protein|unclassified	4.59972
UniRef50_UPI000381E97B: hypothetical protein	4.59578
UniRef50_UPI000381E97B: hypothetical protein|unclassified	4.59578
UniRef50_UPI00047E3713: hypothetical protein	4.53315
UniRef50_UPI00047E3713: hypothetical protein|unclassified	4.53315
UniRef50_B2UHY0: SMP-30/Gluconolaconase/LRE domain protein	4.53224
UniRef50_B2UHY0: SMP-30/Gluconolaconase/LRE domain protein|unclassified	4.53224
UniRef50_F5H7U0	4.51598
UniRef50_F5H7U0|unclassified	4.51598
UniRef50_X5QDV5	4.46529
UniRef50_X5QDV5|unclassified	4.46529
UniRef50_P29686: Glucose-6-phosphate 1-dehydrogenase	4.42729
UniRef50_P29686: Glucose-6-phosphate 1-dehydrogenase|unclassified	4.42729
UniRef50_P21907: Glucose-6-phosphate 1-dehydrogenase	4.38046
UniRef50_P21907: Glucose-6-phosphate 1-dehydrogenase|unclassified	4.38046
UniRef50_X1BSV0: Marine sediment metagenome DNA, contig: S01H4_L04285 (Fragment)	4.32698
UniRef50_X1BSV0: Marine sediment metagenome DNA, contig: S01H4_L04285 (Fragment)|unclassified	4.32698
UniRef50_UPI000474FC41: succinate-semialdehyde dehydrogenase, partial	4.32315
UniRef50_UPI000474FC41: succinate-semialdehyde dehydrogenase, partial|unclassified	4.32315
UniRef50_Q2T559: Probable L-aspartate dehydrogenase	4.30183
UniRef50_Q2T559: Probable L-aspartate dehydrogenase|unclassified	4.30183
UniRef50_A5UZW4: Triosephosphate isomerase	4.29617
UniRef50_A5UZW4: Triosephosphate isomerase|unclassified	4.29617
UniRef50_Q53197: Putative aldehyde-dehydrogenase-like protein y4uC	4.22245
UniRef50_Q53197: Putative aldehyde-dehydrogenase-like protein y4uC|unclassified	4.22245
UniRef50_D4TIR6: ROK protein	4.21408
UniRef50_D4TIR6: ROK protein|unclassified	4.21408
UniRef50_UPI00046B72E0: hypothetical protein	4.2109
UniRef50_UPI00046B72E0: hypothetical protein|unclassified	4.2109
UniRef50_F8EQ49: ROK family protein	4.18888
UniRef50_F8EQ49: ROK family protein|unclassified	4.18888
UniRef50_UPI0004548D9A: PREDICTED: fatty aldehyde dehydrogenase-like, partial	4.1545
UniRef50_UPI0004548D9A: PREDICTED: fatty aldehyde dehydrogenase-like, partial|unclassified	4.1545
UniRef50_UPI00044355BE: PREDICTED: retinal dehydrogenase 1-like	4.13889
UniRef50_UPI00044355BE: PREDICTED: retinal dehydrogenase 1-like|unclassified	4.13889
UniRef50_R4LWM6: SMP-30/Gluconolaconase/LRE domain-containing protein	4.11669
UniRef50_R4LWM6: SMP-30/Gluconolaconase/LRE domain-containing protein|unclassified	4.11669
UniRef50_UPI0003A1E806: gluconolactonase	4.11184
UniRef50_UPI0003A1E806: gluconolactonase|unclassified	4.11184
UniRef50_U7DV55: Calcium-binding protein	4.08101
UniRef50_U7DV55: Calcium-binding protein|unclassified	4.08101
UniRef50_K9VBY5	4.07798
UniRef50_K9VBY5|unclassified	4.07798
UniRef50_A7ZV33: Oligoribonuclease	4.05873
UniRef50_A7ZV33: Oligoribonuclease|unclassified	4.05873
UniRef50_A3MD35: Probable L-aspartate dehydrogenase	4.05295
UniRef50_A3MD35: Probable L-aspartate dehydrogenase|unclassified	4.05295
UniRef50_UPI00037CEC36: hypothetical protein	4.03221
UniRef50_UPI00037CEC36: hypothetical protein|unclassified	4.03221
UniRef50_Q8FJ49	4.0291
UniRef50_Q8FJ49|unclassified	4.0291
UniRef50_U5SA23	3.9991
UniRef50_U5SA23|unclassified	3.9991
UniRef50_UPI0001DD0EAE: succinate-semialdehyde dehdyrogenase	3.99527
UniRef50_UPI0001DD0EAE: succinate-semialdehyde dehdyrogenase|unclassified	3.99527
UniRef50_Q3JFK2: Probable L-aspartate dehydrogenase	3.96864
UniRef50_Q3JFK2: Probable L-aspartate dehydrogenase|unclassified	3.96864
UniRef50_A0A031K1P4: SMP-30/gluconolaconase/LRE domain-containing protein	3.96346
UniRef50_A0A031K1P4: SMP-30/gluconolaconase/LRE domain-containing protein|unclassified	3.96346
UniRef50_Q1AUH8: Triosephosphate isomerase	3.93339
UniRef50_Q1AUH8: Triosephosphate isomerase|unclassified	3.93339
UniRef50_B2A6Z3: Triosephosphate isomerase	3.92862
UniRef50_B2A6Z3: Triosephosphate isomerase|unclassified	3.92862
UniRef50_UPI000412152A: hypothetical protein	3.91118
UniRef50_UPI000412152A: hypothetical protein|unclassified	3.91118
UniRef50_X1BEE2: Marine sediment metagenome DNA, contig: S01H4_S04015 (Fragment)	3.87534
UniRef50_X1BEE2: Marine sediment metagenome DNA, contig: S01H4_S04015 (Fragment)|unclassified	3.87534
UniRef50_R4Y8U0: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	3.8744
UniRef50_R4Y8U0: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	3.8744
UniRef50_C4L9J0: SMP-30/Gluconolaconase/LRE domain protein	3.86855
UniRef50_C4L9J0: SMP-30/Gluconolaconase/LRE domain protein|unclassified	3.86855
UniRef50_U5ME23: Calcium-binding protein	3.85445
UniRef50_U5ME23: Calcium-binding protein|unclassified	3.85445
UniRef50_K2D0F4: SMP-30/Gluconolaconase/LRE protein	3.8419
UniRef50_K2D0F4: SMP-30/Gluconolaconase/LRE protein|unclassified	3.8419
UniRef50_Q115Y0	3.7934
UniRef50_Q115Y0|unclassified	3.7934
UniRef50_UPI000472CCDB: hypothetical protein	3.71076
UniRef50_UPI000472CCDB: hypothetical protein|unclassified	3.71076
UniRef50_K6CXG6: IS4 family transposase	3.67151
UniRef50_K6CXG6: IS4 family transposase|unclassified	3.67151
UniRef50_UPI00038082BA: hypothetical protein	3.6409
UniRef50_UPI00038082BA: hypothetical protein|unclassified	3.6409
UniRef50_UPI000363D88C: glucose-6-phosphate 1-dehydrogenase	3.60608
UniRef50_UPI000363D88C: glucose-6-phosphate 1-dehydrogenase|unclassified	3.60608
UniRef50_UPI0002484DBD: IS4 family transposase, partial	3.59447
UniRef50_UPI0002484DBD: IS4 family transposase, partial|unclassified	3.59447
UniRef50_M8H8Y4: SMP-30/gluconolaconase/LRE-like region family protein	3.56809
UniRef50_M8H8Y4: SMP-30/gluconolaconase/LRE-like region family protein|unclassified	3.56809
UniRef50_UPI000464BA73: hypothetical protein	3.51768
UniRef50_UPI000464BA73: hypothetical protein|unclassified	3.51768
UniRef50_Q0SPB0: Triosephosphate isomerase	3.49933
UniRef50_Q0SPB0: Triosephosphate isomerase|unclassified	3.49933
UniRef50_UPI000262779B: gluconolactonase (calcium-binding regucalcin-like) protein	3.49648
UniRef50_UPI000262779B: gluconolactonase (calcium-binding regucalcin-like) protein|unclassified	3.49648
UniRef50_W7Q761	3.49059
UniRef50_W7Q761|unclassified	3.49059
UniRef50_UPI000376BAD2: hypothetical protein, partial	3.47562
UniRef50_UPI000376BAD2: hypothetical protein, partial|unclassified	3.47562
UniRef50_UPI000372FD95: MULTISPECIES: hypothetical protein	3.46143
UniRef50_UPI000372FD95: MULTISPECIES: hypothetical protein|unclassified	3.46143
UniRef50_W5Y6J0: IclR family transcriptional regulator	3.45215
UniRef50_W5Y6J0: IclR family transcriptional regulator|unclassified	3.45215
UniRef50_G5HND7	3.44977
UniRef50_G5HND7|unclassified	3.44977
UniRef50_Q6MD24: Triosephosphate isomerase	3.4265
UniRef50_Q6MD24: Triosephosphate isomerase|unclassified	3.4265
UniRef50_UPI00035EC1F9: hypothetical protein	3.39887
UniRef50_UPI00035EC1F9: hypothetical protein|unclassified	3.39887
UniRef50_W5XBC7: Triosephosphate isomerase	3.3925
UniRef50_W5XBC7: Triosephosphate isomerase|unclassified	3.3925
UniRef50_R4K5M9: Altronate dehydratase	3.36823
UniRef50_R4K5M9: Altronate dehydratase|unclassified	3.36823
UniRef50_E3JAL3: SMP-30/Gluconolaconase/LRE-like region-containing protein	3.29563
UniRef50_E3JAL3: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	3.29563
UniRef50_I4IHH1: Atn1 protein	3.26129
UniRef50_I4IHH1: Atn1 protein|unclassified	3.26129
UniRef50_X0UXW1: Marine sediment metagenome DNA, contig: S01H1_S09906 (Fragment)	3.20185
UniRef50_X0UXW1: Marine sediment metagenome DNA, contig: S01H1_S09906 (Fragment)|unclassified	3.20185
UniRef50_Q8SQP0: Pyruvate kinase	3.1759
UniRef50_Q8SQP0: Pyruvate kinase|unclassified	3.1759
UniRef50_UPI0003662E23: hypothetical protein	3.14891
UniRef50_UPI0003662E23: hypothetical protein|unclassified	3.14891
UniRef50_UPI000372B8A2: hypothetical protein	3.1402
UniRef50_UPI000372B8A2: hypothetical protein|unclassified	3.1402
UniRef50_UPI0003B7685B: hypothetical protein	3.13804
UniRef50_UPI0003B7685B: hypothetical protein|unclassified	3.13804
UniRef50_UPI0002DB754C: hypothetical protein	3.13191
UniRef50_UPI0002DB754C: hypothetical protein|unclassified	3.13191
UniRef50_UPI00031E1831: hypothetical protein	3.13099
UniRef50_UPI00031E1831: hypothetical protein|unclassified	3.13099
UniRef50_UPI000289594B: phosphoglycerate kinase	3.12021
UniRef50_UPI000289594B: phosphoglycerate kinase|unclassified	3.12021
UniRef50_Q118S5	3.06745
UniRef50_Q118S5|unclassified	3.06745
UniRef50_F0HXL3	3.04954
UniRef50_F0HXL3|unclassified	3.04954
UniRef50_G2P2J3: SMP-30/Gluconolaconase/LRE-like region-containing protein	3.01621
UniRef50_G2P2J3: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	3.01621
UniRef50_R4Y6W3: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	3.00833
UniRef50_R4Y6W3: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	3.00833
UniRef50_B2S1P0: Triosephosphate isomerase	2.96452
UniRef50_B2S1P0: Triosephosphate isomerase|unclassified	2.96452
UniRef50_UPI0003B5625E: gluconolactonase	2.88238
UniRef50_UPI0003B5625E: gluconolactonase|unclassified	2.88238
UniRef50_UPI000262CA7D: 6-phosphogluconolactonase	2.8756
UniRef50_UPI000262CA7D: 6-phosphogluconolactonase|unclassified	2.8756
UniRef50_X1PBD5: Marine sediment metagenome DNA, contig: S06H3_S18423 (Fragment)	2.8676
UniRef50_X1PBD5: Marine sediment metagenome DNA, contig: S06H3_S18423 (Fragment)|unclassified	2.8676
UniRef50_J9SRJ2: Gluconolactonase	2.84685
UniRef50_J9SRJ2: Gluconolactonase|unclassified	2.84685
UniRef50_Q9JW09: Oligoribonuclease	2.81633
UniRef50_Q9JW09: Oligoribonuclease|unclassified	2.81633
UniRef50_UPI000468F008: hypothetical protein	2.79542
UniRef50_UPI000468F008: hypothetical protein|unclassified	2.79542
UniRef50_UPI0004104B8E: hypothetical protein	2.78626
UniRef50_UPI0004104B8E: hypothetical protein|unclassified	2.78626
UniRef50_K1X202	2.77645
UniRef50_K1X202|unclassified	2.77645
UniRef50_UPI00037CABDF: hypothetical protein	2.77286
UniRef50_UPI00037CABDF: hypothetical protein|unclassified	2.77286
UniRef50_N6X8P3: Oxppcycle protein OpcA	2.75426
UniRef50_N6X8P3: Oxppcycle protein OpcA|unclassified	2.75426
UniRef50_K6DST5	2.69122
UniRef50_K6DST5|unclassified	2.69122
UniRef50_S5SVJ7: Major royal jelly-related protein	2.68934
UniRef50_S5SVJ7: Major royal jelly-related protein|unclassified	2.68934
UniRef50_UPI000472BCFB: hypothetical protein, partial	2.6255
UniRef50_UPI000472BCFB: hypothetical protein, partial|unclassified	2.6255
UniRef50_U5N4H5	2.62406
UniRef50_U5N4H5|unclassified	2.62406
UniRef50_F3PSA7	2.6172
UniRef50_F3PSA7|unclassified	2.6172
UniRef50_UPI000045C53A: COG3429: Glucose-6-P dehydrogenase subunit	2.60707
UniRef50_UPI000045C53A: COG3429: Glucose-6-P dehydrogenase subunit|unclassified	2.60707
UniRef50_G5ZWK3: Gluconolactonase	2.60563
UniRef50_G5ZWK3: Gluconolactonase|unclassified	2.60563
UniRef50_X1CPM8: Marine sediment metagenome DNA, contig: S01H4_S18589 (Fragment)	2.5856
UniRef50_X1CPM8: Marine sediment metagenome DNA, contig: S01H4_S18589 (Fragment)|unclassified	2.5856
UniRef50_UPI0004173377: triosephosphate isomerase	2.58388
UniRef50_UPI0004173377: triosephosphate isomerase|unclassified	2.58388
UniRef50_F4XPH2	2.57924
UniRef50_F4XPH2|unclassified	2.57924
