# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-RPKs
UniRef50_UPI00046FBE29: hypothetical protein|unclassified	3.0003238709
UniRef50_UPI00035C41C9: hypothetical protein	2.9853837885
UniRef50_UPI00035C41C9: hypothetical protein|unclassified	2.9853837885
UniRef50_K6XV72: Regucalcin	2.9791992681
UniRef50_K6XV72: Regucalcin|unclassified	2.9791992681
UniRef50_UPI000478D622: hypothetical protein	2.9673590504
UniRef50_UPI000478D622: hypothetical protein|unclassified	2.9673590504
UniRef50_D8M454: Singapore isolate B (sub-type 7) whole genome shotgun sequence assembly, scaffold_20	2.9567198143
UniRef50_D8M454: Singapore isolate B (sub-type 7) whole genome shotgun sequence assembly, scaffold_20|unclassified	2.9567198143
UniRef50_F2U214	2.9540900057
UniRef50_F2U214|unclassified	2.9540900057
UniRef50_UPI000471D17F: gluconolaconase	2.9528020040
UniRef50_UPI000471D17F: gluconolaconase|unclassified	2.9528020040
UniRef50_UPI00016C4C2D: glucokinase	2.9492984737
UniRef50_UPI00016C4C2D: glucokinase|unclassified	2.9492984737
UniRef50_UPI00035FD37B: hypothetical protein, partial	2.9475065571
UniRef50_UPI00035FD37B: hypothetical protein, partial|unclassified	2.9475065571
UniRef50_A0A058WDQ6: SMP-30/Gluconolaconase/LRE-like region	2.9342035821
UniRef50_A0A058WDQ6: SMP-30/Gluconolaconase/LRE-like region|unclassified	2.9342035821
UniRef50_U1RCW3: Putative opcA protein	2.9269837873
UniRef50_U1RCW3: Putative opcA protein|unclassified	2.9269837873
UniRef50_B3QR05: ROK family protein	2.9184724530
UniRef50_B3QR05: ROK family protein|unclassified	2.9184724530
UniRef50_UPI0001D563DE: PREDICTED: aldehyde dehydrogenase family 16 member A1-like, partial	2.9084090579
UniRef50_UPI0001D563DE: PREDICTED: aldehyde dehydrogenase family 16 member A1-like, partial|unclassified	2.9084090579
UniRef50_UPI00037C56EA: hypothetical protein	2.9056644188
UniRef50_UPI00037C56EA: hypothetical protein|unclassified	2.9056644188
UniRef50_P94682: 4-(hydroxymethyl)benzenesulfonate dehydrogenase TsaD1	2.8941344786
UniRef50_P94682: 4-(hydroxymethyl)benzenesulfonate dehydrogenase TsaD1|unclassified	2.8941344786
UniRef50_X0T9N4: Marine sediment metagenome DNA, contig: S01H1_L08290 (Fragment)	2.8834036887
UniRef50_X0T9N4: Marine sediment metagenome DNA, contig: S01H1_L08290 (Fragment)|unclassified	2.8834036887
UniRef50_B4VUZ0	2.8817177452
UniRef50_B4VUZ0|unclassified	2.8817177452
UniRef50_L0KAK7: Altronate dehydratase	2.8747158730
UniRef50_L0KAK7: Altronate dehydratase|unclassified	2.8747158730
UniRef50_UPI00046F719D: hypothetical protein, partial	2.8689065401
UniRef50_UPI00046F719D: hypothetical protein, partial|unclassified	2.8689065401
UniRef50_X1R6W1: Marine sediment metagenome DNA, contig: S12H4_L04460 (Fragment)	2.8670461721
UniRef50_X1R6W1: Marine sediment metagenome DNA, contig: S12H4_L04460 (Fragment)|unclassified	2.8670461721
UniRef50_B3DRW0: Triosephosphate isomerase	2.8617502255
UniRef50_B3DRW0: Triosephosphate isomerase|unclassified	2.8617502255
UniRef50_UPI000367E8DF: hypothetical protein	2.8606761134
UniRef50_UPI000367E8DF: hypothetical protein|unclassified	2.8606761134
UniRef50_P31961: Phosphogluconate dehydratase	2.8558757822
UniRef50_P31961: Phosphogluconate dehydratase|unclassified	2.8558757822
UniRef50_UPI00036CA5FE: hypothetical protein	2.8480593464
UniRef50_UPI00036CA5FE: hypothetical protein|unclassified	2.8480593464
UniRef50_UPI0003B6C27F: 6-phosphogluconolactonase	2.8401230161
UniRef50_UPI0003B6C27F: 6-phosphogluconolactonase|unclassified	2.8401230161
UniRef50_K2JPC9: Regucalcin	2.8320814310
UniRef50_K2JPC9: Regucalcin|unclassified	2.8320814310
UniRef50_O29119: Phosphoglycerate kinase	2.8261731982
UniRef50_O29119: Phosphoglycerate kinase|unclassified	2.8261731982
UniRef50_UPI00037C57DA: hypothetical protein, partial	2.8160607576
UniRef50_UPI00037C57DA: hypothetical protein, partial|unclassified	2.8160607576
UniRef50_UPI0004070A83: aldehyde dehydrogenase	2.8106049836
UniRef50_UPI0004070A83: aldehyde dehydrogenase|unclassified	2.8106049836
UniRef50_W9HAL6: Gluconolactonase	2.8021258995
UniRef50_W9HAL6: Gluconolactonase|unclassified	2.8021258995
UniRef50_UPI00047B8CC4: aldehyde dehydrogenase	2.8015483762
UniRef50_UPI00047B8CC4: aldehyde dehydrogenase|unclassified	2.8015483762
UniRef50_UPI00047BB580: hypothetical protein	2.8002779666
UniRef50_UPI00047BB580: hypothetical protein|unclassified	2.8002779666
UniRef50_D5QCP9: IclR family transcriptional regulator	2.7962905888
UniRef50_D5QCP9: IclR family transcriptional regulator|unclassified	2.7962905888
UniRef50_UPI0002E73783: hypothetical protein	2.7900160950
UniRef50_UPI0002E73783: hypothetical protein|unclassified	2.7900160950
UniRef50_X1LX12: Marine sediment metagenome DNA, contig: S06H3_C00458	2.7880671282
UniRef50_X1LX12: Marine sediment metagenome DNA, contig: S06H3_C00458|unclassified	2.7880671282
UniRef50_UPI000360EDD6: hypothetical protein	2.7708881671
UniRef50_UPI000360EDD6: hypothetical protein|unclassified	2.7708881671
UniRef50_UPI00037EC8A7: hypothetical protein, partial	2.7576248789
UniRef50_UPI00037EC8A7: hypothetical protein, partial|unclassified	2.7576248789
UniRef50_T5KIK3	2.7514010251
UniRef50_T5KIK3|unclassified	2.7514010251
UniRef50_Q9Z8I3: 6-phosphogluconate dehydrogenase, decarboxylating	2.7221816682
UniRef50_Q9Z8I3: 6-phosphogluconate dehydrogenase, decarboxylating|unclassified	2.7221816682
UniRef50_UPI0003B79C7D: phosphoglycerate kinase	2.7218493776
UniRef50_UPI0003B79C7D: phosphoglycerate kinase|unclassified	2.7218493776
UniRef50_X1RT29: Marine sediment metagenome DNA, contig: S12H4_L01045 (Fragment)	2.7055725149
UniRef50_X1RT29: Marine sediment metagenome DNA, contig: S12H4_L01045 (Fragment)|unclassified	2.7055725149
UniRef50_Q111X0	2.6592236827
UniRef50_Q111X0|unclassified	2.6592236827
UniRef50_E6WX70: SMP-30/Gluconolaconase/LRE-like region-containing protein	2.6355908820
UniRef50_E6WX70: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	2.6355908820
UniRef50_M1FJX5: Protein yellow	2.6132361024
UniRef50_M1FJX5: Protein yellow|unclassified	2.6132361024
UniRef50_UPI000364583A: phosphoglycerate mutase	2.5993005277
UniRef50_UPI000364583A: phosphoglycerate mutase|unclassified	2.5993005277
UniRef50_P37754: 6-phosphogluconate dehydrogenase, decarboxylating	2.5929765986
UniRef50_P37754: 6-phosphogluconate dehydrogenase, decarboxylating|unclassified	2.5929765986
UniRef50_UPI0004771A52: succinate-semialdehyde dehydrogenase	2.5843786587
UniRef50_UPI0004771A52: succinate-semialdehyde dehydrogenase|unclassified	2.5843786587
UniRef50_U2HY39	2.5842148201
UniRef50_U2HY39|unclassified	2.5842148201
UniRef50_UPI000262D2C8: aldehyde dehydrogenase	2.5767412476
UniRef50_UPI000262D2C8: aldehyde dehydrogenase|unclassified	2.5767412476
UniRef50_UPI000363C02B: hypothetical protein	2.5641860300
UniRef50_UPI000363C02B: hypothetical protein|unclassified	2.5641860300
UniRef50_UPI00047C7FCF: altronate dehydratase	2.5463551031
UniRef50_UPI00047C7FCF: altronate dehydratase|unclassified	2.5463551031
UniRef50_W2GV60	2.5438570434
UniRef50_W2GV60|unclassified	2.5438570434
UniRef50_UPI000371222C: hypothetical protein	2.5384455384
UniRef50_UPI000371222C: hypothetical protein|unclassified	2.5384455384
UniRef50_D2PM28: Phosphoglycerate mutase	2.5337437224
UniRef50_D2PM28: Phosphoglycerate mutase|unclassified	2.5337437224
UniRef50_A8U3J0: Senescence marker protein-30 (SMP-30)	2.5218573315
UniRef50_A8U3J0: Senescence marker protein-30 (SMP-30)|unclassified	2.5218573315
UniRef50_UPI000382500B: hypothetical protein	2.4949299635
UniRef50_UPI000382500B: hypothetical protein|unclassified	2.4949299635
UniRef50_D6SUT5: SAF domain protein	2.4904686038
UniRef50_D6SUT5: SAF domain protein|unclassified	2.4904686038
UniRef50_T1A395: SMP-30/gluconolaconase/LRE domain protein (Fragment)	2.4838864302
UniRef50_T1A395: SMP-30/gluconolaconase/LRE domain protein (Fragment)|unclassified	2.4838864302
UniRef50_UPI000378FC39: hypothetical protein	2.4793156170
UniRef50_UPI000378FC39: hypothetical protein|unclassified	2.4793156170
UniRef50_E1V7V8: Aspartate-semialdehyde dehydrogenase (Non-phosphorylating)	2.4710240502
UniRef50_E1V7V8: Aspartate-semialdehyde dehydrogenase (Non-phosphorylating)|unclassified	2.4710240502
UniRef50_UPI000273AAE5: PREDICTED: phosphoglycerate kinase 1-like	2.4596778419
UniRef50_UPI000273AAE5: PREDICTED: phosphoglycerate kinase 1-like|unclassified	2.4596778419
UniRef50_F5ZJ16	2.4549410176
UniRef50_F5ZJ16|unclassified	2.4549410176
UniRef50_O86281	2.4317945927
UniRef50_O86281|unclassified	2.4317945927
UniRef50_UPI0002625740: aldose 1-epimerase	2.4299879244
UniRef50_UPI0002625740: aldose 1-epimerase|unclassified	2.4299879244
UniRef50_UPI0003B6928D: gluconolaconase	2.4131873137
UniRef50_UPI0003B6928D: gluconolaconase|unclassified	2.4131873137
UniRef50_A6TBU8: L-rhamnonate dehydratase	2.4104987831
UniRef50_A6TBU8: L-rhamnonate dehydratase|unclassified	2.4104987831
UniRef50_A0A015M5G9	2.3698035543
UniRef50_A0A015M5G9|unclassified	2.3698035543
UniRef50_A0A023XGK5	2.3616892173
UniRef50_A0A023XGK5|unclassified	2.3616892173
UniRef50_UPI000371342D: hypothetical protein	2.3412240473
UniRef50_UPI000371342D: hypothetical protein|unclassified	2.3412240473
UniRef50_L0DNP1: Esterase/lipase	2.3302363685
UniRef50_L0DNP1: Esterase/lipase|unclassified	2.3302363685
UniRef50_UPI00046AAA8C: hypothetical protein	2.3246112654
UniRef50_UPI00046AAA8C: hypothetical protein|unclassified	2.3246112654
UniRef50_Q89PN8: Bll3442 protein	2.3227168383
UniRef50_Q89PN8: Bll3442 protein|unclassified	2.3227168383
UniRef50_UPI000464F6B0: hypothetical protein	2.3212067378
UniRef50_UPI000464F6B0: hypothetical protein|unclassified	2.3212067378
UniRef50_Q8TMI8: Phosphoglycerate kinase 1	2.3167844094
UniRef50_Q8TMI8: Phosphoglycerate kinase 1|unclassified	2.3167844094
UniRef50_G8AZT9	2.3099205959
UniRef50_G8AZT9|unclassified	2.3099205959
UniRef50_R6D1U9	2.3090596995
UniRef50_R6D1U9|unclassified	2.3090596995
UniRef50_UPI00047B61B7: succinate-semialdehyde dehydrogenase	2.3053066223
UniRef50_UPI00047B61B7: succinate-semialdehyde dehydrogenase|unclassified	2.3053066223
UniRef50_UPI0003FDCB64: MULTISPECIES: beta-galactosidase	2.3002800841
UniRef50_UPI0003FDCB64: MULTISPECIES: beta-galactosidase|unclassified	2.3002800841
UniRef50_UPI0002DCBC33: hypothetical protein	2.2921577003
UniRef50_UPI0002DCBC33: hypothetical protein|unclassified	2.2921577003
UniRef50_D1PL01: ROK family protein	2.2839992637
UniRef50_D1PL01: ROK family protein|unclassified	2.2839992637
UniRef50_E6LDK9	2.2821634933
UniRef50_E6LDK9|unclassified	2.2821634933
UniRef50_UPI000429C726: hypothetical protein	2.2734005122
UniRef50_UPI000429C726: hypothetical protein|unclassified	2.2734005122
UniRef50_T0NGE7	2.2524081928
UniRef50_T0NGE7|unclassified	2.2524081928
UniRef50_UPI0003799E7A: hypothetical protein	2.2406278699
UniRef50_UPI0003799E7A: hypothetical protein|unclassified	2.2406278699
UniRef50_X5EA53: SMP-30/Gluconolaconase/LRE-like region	2.2369772633
UniRef50_X5EA53: SMP-30/Gluconolaconase/LRE-like region|unclassified	2.2369772633
UniRef50_UPI0003B58DEF: 6-phosphogluconolactonase	2.2361682418
UniRef50_UPI0003B58DEF: 6-phosphogluconolactonase|unclassified	2.2361682418
UniRef50_R2UT25	2.2281082484
UniRef50_R2UT25|unclassified	2.2281082484
UniRef50_UPI00038063C8: hypothetical protein	2.2206436494
UniRef50_UPI00038063C8: hypothetical protein|unclassified	2.2206436494
UniRef50_G8AU39: SMP-30/Gluconolaconase/LRE domain protein	2.2089476013
UniRef50_G8AU39: SMP-30/Gluconolaconase/LRE domain protein|unclassified	2.2089476013
UniRef50_X0YCH9: Marine sediment metagenome DNA, contig: S01H1_S40739 (Fragment)	2.1923848581
UniRef50_X0YCH9: Marine sediment metagenome DNA, contig: S01H1_S40739 (Fragment)|unclassified	2.1923848581
UniRef50_F7Y415: SMP-30/Gluconolaconase/LRE domain protein	2.1826446723
UniRef50_F7Y415: SMP-30/Gluconolaconase/LRE domain protein|unclassified	2.1826446723
UniRef50_W0JSG5: Dehydratase	2.1797983377
UniRef50_W0JSG5: Dehydratase|unclassified	2.1797983377
UniRef50_X1N0K4: Marine sediment metagenome DNA, contig: S06H3_S18184 (Fragment)	2.1796896494
UniRef50_X1N0K4: Marine sediment metagenome DNA, contig: S06H3_S18184 (Fragment)|unclassified	2.1796896494
UniRef50_X1L3R1: Marine sediment metagenome DNA, contig: S06H3_C01513 (Fragment)	2.1744685191
UniRef50_X1L3R1: Marine sediment metagenome DNA, contig: S06H3_C01513 (Fragment)|unclassified	2.1744685191
UniRef50_U2RR04: ROK family protein (Fragment)	2.1742005573
UniRef50_U2RR04: ROK family protein (Fragment)|unclassified	2.1742005573
UniRef50_UPI0004142FA9: hypothetical protein	2.1647862933
UniRef50_UPI0004142FA9: hypothetical protein|unclassified	2.1647862933
UniRef50_UPI00031B684B: hypothetical protein	2.1610605223
UniRef50_UPI00031B684B: hypothetical protein|unclassified	2.1610605223
UniRef50_R1CY72	2.1396010513
UniRef50_R1CY72|unclassified	2.1396010513
UniRef50_UPI0003B753CD: phosphoglycerate mutase, partial	2.1366802848
UniRef50_UPI0003B753CD: phosphoglycerate mutase, partial|unclassified	2.1366802848
UniRef50_UPI0003B3240B: aldehyde dehydrogenase	2.1102030391
UniRef50_UPI0003B3240B: aldehyde dehydrogenase|unclassified	2.1102030391
UniRef50_X1PNU8: Marine sediment metagenome DNA, contig: S06H3_S14540 (Fragment)	2.1017413407
UniRef50_X1PNU8: Marine sediment metagenome DNA, contig: S06H3_S14540 (Fragment)|unclassified	2.1017413407
UniRef50_UPI0003638901: hypothetical protein	2.0948394777
UniRef50_UPI0003638901: hypothetical protein|unclassified	2.0948394777
UniRef50_R5XIY1: ROK family protein	2.0846537571
UniRef50_R5XIY1: ROK family protein|unclassified	2.0846537571
UniRef50_Q13PZ6	2.0745650332
UniRef50_Q13PZ6|unclassified	2.0745650332
UniRef50_K9WAA9	2.0717384184
UniRef50_K9WAA9|unclassified	2.0717384184
UniRef50_Q9X0N9: Glucose-6-phosphate 1-dehydrogenase	2.0655445646
UniRef50_Q9X0N9: Glucose-6-phosphate 1-dehydrogenase|unclassified	2.0655445646
UniRef50_UPI0003B4FAED: hypothetical protein	2.0545006069
UniRef50_UPI0003B4FAED: hypothetical protein|unclassified	2.0545006069
UniRef50_F8I8P1	2.0526816382
UniRef50_F8I8P1|unclassified	2.0526816382
UniRef50_E1R0Z1: SAF domain protein	2.0519636957
UniRef50_E1R0Z1: SAF domain protein|unclassified	2.0519636957
UniRef50_UPI0003800B93: hypothetical protein	2.0516513073
UniRef50_UPI0003800B93: hypothetical protein|unclassified	2.0516513073
UniRef50_O83491: Glucose-6-phosphate 1-dehydrogenase	2.0494281451
UniRef50_O83491: Glucose-6-phosphate 1-dehydrogenase|unclassified	2.0494281451
UniRef50_F4XFM2	2.0434838392
UniRef50_F4XFM2|unclassified	2.0434838392
UniRef50_G0GQU5: Gluconolactonase	2.0416561782
UniRef50_G0GQU5: Gluconolactonase|unclassified	2.0416561782
UniRef50_UPI000471BF1E: fructose-2,6-bisphosphatase, partial	2.0412137668
UniRef50_UPI000471BF1E: fructose-2,6-bisphosphatase, partial|unclassified	2.0412137668
UniRef50_U5N4X3	2.0317925078
UniRef50_U5N4X3|unclassified	2.0317925078
UniRef50_W7QAH3	2.0252169301
UniRef50_W7QAH3|unclassified	2.0252169301
UniRef50_UPI0003715D05: hypothetical protein	2.0212553643
UniRef50_UPI0003715D05: hypothetical protein|unclassified	2.0212553643
UniRef50_S7FNR9: SMP-30/Gluconolaconase/LRE-like region domain protein	2.0167594953
UniRef50_S7FNR9: SMP-30/Gluconolaconase/LRE-like region domain protein|unclassified	2.0167594953
UniRef50_Q5SJR1: Triosephosphate isomerase	1.9990560087
UniRef50_Q5SJR1: Triosephosphate isomerase|unclassified	1.9990560087
UniRef50_G5KH13: Carboxy-cis,cis-muconate cyclase	1.9983279775
UniRef50_G5KH13: Carboxy-cis,cis-muconate cyclase|unclassified	1.9983279775
UniRef50_R5LBP5: SMP-30/Gluconolaconase/LRE-like region	1.9949210320
UniRef50_R5LBP5: SMP-30/Gluconolaconase/LRE-like region|unclassified	1.9949210320
UniRef50_J2IXE1: Gluconolactonase	1.9881709717
UniRef50_J2IXE1: Gluconolactonase|unclassified	1.9881709717
UniRef50_A0A052JJQ9: SMP-30/Gluconolaconase/LRE-like region	1.9804278314
UniRef50_A0A052JJQ9: SMP-30/Gluconolaconase/LRE-like region|unclassified	1.9804278314
UniRef50_U2TER3: ROK family protein (Fragment)	1.9718375024
UniRef50_U2TER3: ROK family protein (Fragment)|unclassified	1.9718375024
UniRef50_Q8CV23: Hypothetical conserved protein	1.9718169656
UniRef50_Q8CV23: Hypothetical conserved protein|unclassified	1.9718169656
UniRef50_K4I9L0: Gluconolactonase	1.9704665983
UniRef50_K4I9L0: Gluconolactonase|unclassified	1.9704665983
UniRef50_UPI000379E163: hypothetical protein	1.9682670006
UniRef50_UPI000379E163: hypothetical protein|unclassified	1.9682670006
UniRef50_C5BPR8: Senescence marker protein-30	1.9669427973
UniRef50_C5BPR8: Senescence marker protein-30|unclassified	1.9669427973
UniRef50_Q9YFS7: Phosphoglycerate kinase	1.9405875454
UniRef50_Q9YFS7: Phosphoglycerate kinase|unclassified	1.9405875454
UniRef50_UPI0003494C0F: hypothetical protein	1.9397432781
UniRef50_UPI0003494C0F: hypothetical protein|unclassified	1.9397432781
UniRef50_UPI000471792E: carbohydrate kinase	1.9302226611
UniRef50_UPI000471792E: carbohydrate kinase|unclassified	1.9302226611
UniRef50_Q04668: Pyruvate kinase (Fragment)	1.9275556295
UniRef50_Q04668: Pyruvate kinase (Fragment)|unclassified	1.9275556295
UniRef50_V7EE55: Gluconolaconase	1.9063573879
UniRef50_V7EE55: Gluconolaconase|unclassified	1.9063573879
UniRef50_UPI000471CC1E: hypothetical protein	1.9049165179
UniRef50_UPI000471CC1E: hypothetical protein|unclassified	1.9049165179
UniRef50_UPI00046D6DBE: hypothetical protein	1.9019590836
UniRef50_UPI00046D6DBE: hypothetical protein|unclassified	1.9019590836
UniRef50_UPI0004670282: gluconolactonase	1.8935949155
UniRef50_UPI0004670282: gluconolactonase|unclassified	1.8935949155
UniRef50_M6UA72: PF13660 domain protein	1.8740650981
UniRef50_M6UA72: PF13660 domain protein|unclassified	1.8740650981
UniRef50_UPI0003B579C9: glucokinase	1.8720590445
UniRef50_UPI0003B579C9: glucokinase|unclassified	1.8720590445
UniRef50_UPI000368C546: hypothetical protein	1.8710924559
UniRef50_UPI000368C546: hypothetical protein|unclassified	1.8710924559
UniRef50_I2AFG7: SMP-30/gluconolaconase/LRE domain-containing protein	1.8674925635
UniRef50_I2AFG7: SMP-30/gluconolaconase/LRE domain-containing protein|unclassified	1.8674925635
UniRef50_UPI00037DCFE1: hypothetical protein	1.8623431651
UniRef50_UPI00037DCFE1: hypothetical protein|unclassified	1.8623431651
UniRef50_W7SEV7: Alpha-L-arabinofuranosidase	1.8496053170
UniRef50_W7SEV7: Alpha-L-arabinofuranosidase|unclassified	1.8496053170
UniRef50_U1CVF1	1.8495529460
UniRef50_U1CVF1|unclassified	1.8495529460
UniRef50_X1G913: Marine sediment metagenome DNA, contig: S03H2_S01827 (Fragment)	1.8476705654
UniRef50_X1G913: Marine sediment metagenome DNA, contig: S03H2_S01827 (Fragment)|unclassified	1.8476705654
UniRef50_UPI000464D6F6: hypothetical protein, partial	1.8292639460
UniRef50_UPI000464D6F6: hypothetical protein, partial|unclassified	1.8292639460
UniRef50_UPI000422AC84: hypothetical protein	1.8113434995
UniRef50_UPI000422AC84: hypothetical protein|unclassified	1.8113434995
UniRef50_A0A009MS44	1.8109669710
UniRef50_A0A009MS44|unclassified	1.8109669710
UniRef50_UPI0003EF3D2A: betaine-aldehyde dehydrogenase, partial	1.8097113874
UniRef50_UPI0003EF3D2A: betaine-aldehyde dehydrogenase, partial|unclassified	1.8097113874
UniRef50_UPI00035D9A09: hypothetical protein	1.8017697027
UniRef50_UPI00035D9A09: hypothetical protein|unclassified	1.8017697027
UniRef50_C5EFR7: SAF domain protein	1.7906864713
UniRef50_C5EFR7: SAF domain protein|unclassified	1.7906864713
UniRef50_UPI000287CEF9: triosephosphate isomerase	1.7835746913
UniRef50_UPI000287CEF9: triosephosphate isomerase|unclassified	1.7835746913
UniRef50_I4HYB1: Atn1 protein	1.7759231131
UniRef50_I4HYB1: Atn1 protein|unclassified	1.7759231131
