# Gene Family	SampleBacterial_Cytoskeleton_Abundance-RPKs
UniRef50_UPI0003B631B5: iron-sulfur binding protein|unclassified	2.3301096982
UniRef50_R7DQT3	2.3291297474
UniRef50_R7DQT3|unclassified	2.3291297474
UniRef50_UPI0002627703: cobyrinic acid ac-diamide synthase	2.3225016712
UniRef50_UPI0002627703: cobyrinic acid ac-diamide synthase|unclassified	2.3225016712
UniRef50_UPI0001FE54AF: CbiA family protein	2.2587145976
UniRef50_UPI0001FE54AF: CbiA family protein|unclassified	2.2587145976
UniRef50_K9HJE1: HD domain protein	2.2578585672
UniRef50_K9HJE1: HD domain protein|unclassified	2.2578585672
UniRef50_K1S1L8: Sporulation initiation inhibitor protein Soj	2.2536343432
UniRef50_K1S1L8: Sporulation initiation inhibitor protein Soj|unclassified	2.2536343432
UniRef50_T1BGF2: ParB domain protein (Fragment)	2.2524802694
UniRef50_T1BGF2: ParB domain protein (Fragment)|unclassified	2.2524802694
UniRef50_M9RWN2: Chromosome-partitioning protein ParA	2.2518569440
UniRef50_M9RWN2: Chromosome-partitioning protein ParA|unclassified	2.2518569440
UniRef50_W8T3B8: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj	2.2460566914
UniRef50_W8T3B8: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj|unclassified	2.2460566914
UniRef50_F3LM51	2.2455523230
UniRef50_F3LM51|unclassified	2.2455523230
UniRef50_C4K5D0: Plasmid partition protein ParA-like protein	2.2452588972
UniRef50_C4K5D0: Plasmid partition protein ParA-like protein|unclassified	2.2452588972
UniRef50_A0L311: Cobyrinic acid a,c-diamide synthase	2.2303964113
UniRef50_A0L311: Cobyrinic acid a,c-diamide synthase|unclassified	2.2303964113
UniRef50_D4YPX0: ParB-like protein (Fragment)	2.2287413132
UniRef50_D4YPX0: ParB-like protein (Fragment)|unclassified	2.2287413132
UniRef50_Q7MIQ1: Flagellar biosynthesis protein FlhG	2.2158052309
UniRef50_Q7MIQ1: Flagellar biosynthesis protein FlhG|unclassified	2.2158052309
UniRef50_UPI00037809C3: hypothetical protein	2.2123893805
UniRef50_UPI00037809C3: hypothetical protein|unclassified	2.2123893805
UniRef50_A0A017TEE6: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj	2.1967312865
UniRef50_A0A017TEE6: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj|unclassified	2.1967312865
UniRef50_H2CC70: ParB domain protein nuclease	2.1839530344
UniRef50_H2CC70: ParB domain protein nuclease|unclassified	2.1839530344
UniRef50_X1IHB4: Marine sediment metagenome DNA, contig: S03H2_S08922	2.1831366254
UniRef50_X1IHB4: Marine sediment metagenome DNA, contig: S03H2_S08922|unclassified	2.1831366254
UniRef50_UPI0003769D28: hypothetical protein	2.1810131809
UniRef50_UPI0003769D28: hypothetical protein|unclassified	2.1810131809
UniRef50_A0KWC2: Rod shape-determining-related protein	2.1790043821
UniRef50_A0KWC2: Rod shape-determining-related protein|unclassified	2.1790043821
UniRef50_UPI0002DA71CE: hypothetical protein	2.1773528286
UniRef50_UPI0002DA71CE: hypothetical protein|unclassified	2.1773528286
UniRef50_E8JG15	2.1766325624
UniRef50_E8JG15|unclassified	2.1766325624
UniRef50_U3HGR6	2.1590531993
UniRef50_U3HGR6|unclassified	2.1590531993
UniRef50_A7NLQ1: Cobyrinic acid ac-diamide synthase	2.1579674429
UniRef50_A7NLQ1: Cobyrinic acid ac-diamide synthase|unclassified	2.1579674429
UniRef50_T0MSN2: ATPase	2.1410164977
UniRef50_T0MSN2: ATPase|unclassified	2.1410164977
UniRef50_UPI000477BB11: hypothetical protein	2.1190026989
UniRef50_UPI000477BB11: hypothetical protein|unclassified	2.1190026989
UniRef50_W6XNM3: ParB domain protein nuclease	2.1150555213
UniRef50_W6XNM3: ParB domain protein nuclease|unclassified	2.1150555213
UniRef50_W1YKU1: Protein MraZ (Fragment)	2.1085576518
UniRef50_W1YKU1: Protein MraZ (Fragment)|unclassified	2.1085576518
UniRef50_M6G9Y1: PF13491 domain protein	2.0996816618
UniRef50_M6G9Y1: PF13491 domain protein|unclassified	2.0996816618
UniRef50_A1KNV5: Possible soj/parA-related protein	2.0932759268
UniRef50_A1KNV5: Possible soj/parA-related protein|unclassified	2.0932759268
UniRef50_X1D396: Marine sediment metagenome DNA, contig: S01H4_S20324	2.0895860164
UniRef50_X1D396: Marine sediment metagenome DNA, contig: S01H4_S20324|unclassified	2.0895860164
UniRef50_T2PIG7	2.0818247056
UniRef50_T2PIG7|unclassified	2.0818247056
UniRef50_W1HVU8: Chromosome (Plasmid) partitioning protein ParA	2.0810192561
UniRef50_W1HVU8: Chromosome (Plasmid) partitioning protein ParA|unclassified	2.0810192561
UniRef50_UPI00037F9254: hypothetical protein, partial	2.0781356639
UniRef50_UPI00037F9254: hypothetical protein, partial|unclassified	2.0781356639
UniRef50_M4VDB1: Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like protein	2.0763416830
UniRef50_M4VDB1: Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like protein|unclassified	2.0763416830
UniRef50_U2E591	2.0760766889
UniRef50_U2E591|unclassified	2.0760766889
UniRef50_Q1Q4U4: Strongly similar ATPase involved in chromosome partitioning	2.0689468484
UniRef50_Q1Q4U4: Strongly similar ATPase involved in chromosome partitioning|unclassified	2.0689468484
UniRef50_C2TXK9	2.0623006064
UniRef50_C2TXK9|unclassified	2.0623006064
UniRef50_T1B194: Cobyrinic acid ac-diamide synthase (Fragment)	2.0456937168
UniRef50_T1B194: Cobyrinic acid ac-diamide synthase (Fragment)|unclassified	2.0456937168
UniRef50_B4SH47: Polypeptide-transport-associated domain protein FtsQ-type	2.0315471516
UniRef50_B4SH47: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	2.0315471516
UniRef50_UPI00036CEBEB: hypothetical protein	2.0191303036
UniRef50_UPI00036CEBEB: hypothetical protein|unclassified	2.0191303036
UniRef50_UPI000466CD21: hypothetical protein, partial	2.0096424328
UniRef50_UPI000466CD21: hypothetical protein, partial|unclassified	2.0096424328
UniRef50_R7UUD0	1.9975110694
UniRef50_R7UUD0|unclassified	1.9975110694
UniRef50_T5GEQ1: CobQ/CobB/MinD/ParA nucleotide binding domain protein	1.9951332987
UniRef50_T5GEQ1: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	1.9951332987
UniRef50_U4D7J7	1.9895092058
UniRef50_U4D7J7|unclassified	1.9895092058
UniRef50_D4W2M7: CobQ/CobB/MinD/ParA nucleotide binding domain family protein	1.9866037738
UniRef50_D4W2M7: CobQ/CobB/MinD/ParA nucleotide binding domain family protein|unclassified	1.9866037738
UniRef50_UPI0002E214C8: hypothetical protein	1.9728922555
UniRef50_UPI0002E214C8: hypothetical protein|unclassified	1.9728922555
UniRef50_UPI000412412A: phosphohydrolase	1.9541061216
UniRef50_UPI000412412A: phosphohydrolase|unclassified	1.9541061216
UniRef50_R6M742: FtsK/SpoIIIE family protein	1.9399530788
UniRef50_R6M742: FtsK/SpoIIIE family protein|unclassified	1.9399530788
UniRef50_E5VP36: ParA-like protein	1.9398582294
UniRef50_E5VP36: ParA-like protein|unclassified	1.9398582294
UniRef50_UPI0003B3F5D3: chromosome partitioning protein ParA, partial	1.9342003167
UniRef50_UPI0003B3F5D3: chromosome partitioning protein ParA, partial|unclassified	1.9342003167
UniRef50_R0E773: ParA-like plasmid partition protein	1.9341084358
UniRef50_R0E773: ParA-like plasmid partition protein|unclassified	1.9341084358
UniRef50_L0EX79: Scaffold protein for (4Fe-4S) cluster assembly ApbC, MRP-like protein	1.9200922687
UniRef50_L0EX79: Scaffold protein for (4Fe-4S) cluster assembly ApbC, MRP-like protein|unclassified	1.9200922687
UniRef50_C6CSN8: ATPase involved in chromosome partitioning-like protein	1.9128195496
UniRef50_C6CSN8: ATPase involved in chromosome partitioning-like protein|unclassified	1.9128195496
UniRef50_UPI00037DE9B8: hypothetical protein	1.9018939259
UniRef50_UPI00037DE9B8: hypothetical protein|unclassified	1.9018939259
UniRef50_UPI0003A1053A: MULTISPECIES: MraZ family transcriptional regulator	1.8983760647
UniRef50_UPI0003A1053A: MULTISPECIES: MraZ family transcriptional regulator|unclassified	1.8983760647
UniRef50_A0A024IS11: Plasmid partitioning protein	1.8731545882
UniRef50_A0A024IS11: Plasmid partitioning protein|unclassified	1.8731545882
UniRef50_D4TG58	1.8699676465
UniRef50_D4TG58|unclassified	1.8699676465
UniRef50_A1UTL7	1.8649354750
UniRef50_A1UTL7|unclassified	1.8649354750
UniRef50_K8F3H0: Nucleotide-binding protein-like protein	1.8648701396
UniRef50_K8F3H0: Nucleotide-binding protein-like protein|unclassified	1.8648701396
UniRef50_W4RLA6: Scaffold protein	1.8628345914
UniRef50_W4RLA6: Scaffold protein|unclassified	1.8628345914
UniRef50_UPI0004773CA3: cobyrinic acid a,c-diamide synthase	1.8443294219
UniRef50_UPI0004773CA3: cobyrinic acid a,c-diamide synthase|unclassified	1.8443294219
UniRef50_K1TRM8: Sporulation initiation inhibitor protein Soj (Fragment)	1.8219366253
UniRef50_K1TRM8: Sporulation initiation inhibitor protein Soj (Fragment)|unclassified	1.8219366253
UniRef50_X1FUE2: Marine sediment metagenome DNA, contig: S03H2_S04018 (Fragment)	1.8021984445
UniRef50_X1FUE2: Marine sediment metagenome DNA, contig: S03H2_S04018 (Fragment)|unclassified	1.8021984445
UniRef50_K7NA14: Cobyrinic acid a,c-diamide synthase/flagellar synthesis regulator FleN	1.7934544902
UniRef50_K7NA14: Cobyrinic acid a,c-diamide synthase/flagellar synthesis regulator FleN|unclassified	1.7934544902
UniRef50_D4MPS6: CobQ/CobB/MinD/ParA nucleotide binding domain	1.7838176709
UniRef50_D4MPS6: CobQ/CobB/MinD/ParA nucleotide binding domain|unclassified	1.7838176709
UniRef50_UPI0003627B16: hypothetical protein	1.7833411441
UniRef50_UPI0003627B16: hypothetical protein|unclassified	1.7833411441
UniRef50_UPI00047A7363: hypothetical protein	1.7826300536
UniRef50_UPI00047A7363: hypothetical protein|unclassified	1.7826300536
UniRef50_A1VX66: Cobyrinic acid a,c-diamide synthase	1.7729422694
UniRef50_A1VX66: Cobyrinic acid a,c-diamide synthase|unclassified	1.7729422694
UniRef50_M5YPL5	1.7677514446
UniRef50_M5YPL5|unclassified	1.7677514446
UniRef50_M1FW40: ParA-like protein	1.7600778661
UniRef50_M1FW40: ParA-like protein|unclassified	1.7600778661
UniRef50_C7J049: Os03g0627300 protein	1.7568130337
UniRef50_C7J049: Os03g0627300 protein|unclassified	1.7568130337
UniRef50_UPI00035FB4AD: hypothetical protein	1.7483165991
UniRef50_UPI00035FB4AD: hypothetical protein|unclassified	1.7483165991
UniRef50_B5W1W4	1.7421602787
UniRef50_B5W1W4|unclassified	1.7421602787
UniRef50_UPI00034B235C: plasmid partitioning protein ParA	1.7401917869
UniRef50_UPI00034B235C: plasmid partitioning protein ParA|unclassified	1.7401917869
UniRef50_A0LE43: Chromosome segregation ATPase	1.7387454003
UniRef50_A0LE43: Chromosome segregation ATPase|unclassified	1.7387454003
UniRef50_M1NIU4	1.7368265639
UniRef50_M1NIU4|unclassified	1.7368265639
UniRef50_C4I0J8: SopA protein	1.7300720387
UniRef50_C4I0J8: SopA protein|unclassified	1.7300720387
UniRef50_F0TA57: Cobyrinic acid ac-diamide synthase	1.7209590490
UniRef50_F0TA57: Cobyrinic acid ac-diamide synthase|unclassified	1.7209590490
UniRef50_F2NDB8: Cobyrinic acid ac-diamide synthase	1.7196569001
UniRef50_F2NDB8: Cobyrinic acid ac-diamide synthase|unclassified	1.7196569001
UniRef50_C4HB50: Chromosome (Plasmid) partitioning protein ParB	1.7139752990
UniRef50_C4HB50: Chromosome (Plasmid) partitioning protein ParB|unclassified	1.7139752990
UniRef50_G0ANU2	1.6975946490
UniRef50_G0ANU2|unclassified	1.6975946490
UniRef50_UPI000469D42B: hypothetical protein	1.6947769362
UniRef50_UPI000469D42B: hypothetical protein|unclassified	1.6947769362
UniRef50_K7QB32	1.6940801549
UniRef50_K7QB32|unclassified	1.6940801549
UniRef50_UPI0003623C47: hypothetical protein	1.6910601006
UniRef50_UPI0003623C47: hypothetical protein|unclassified	1.6910601006
UniRef50_A4J2X5: Cobyrinic acid a,c-diamide synthase	1.6853226906
UniRef50_A4J2X5: Cobyrinic acid a,c-diamide synthase|unclassified	1.6853226906
UniRef50_Q2W825: Predicted transcriptional regulator	1.6797597515
UniRef50_Q2W825: Predicted transcriptional regulator|unclassified	1.6797597515
UniRef50_G7HTE9: Chromosome (Plasmid) partitioning protein ParA	1.6760886973
UniRef50_G7HTE9: Chromosome (Plasmid) partitioning protein ParA|unclassified	1.6760886973
UniRef50_A1THT5: CHAP domain containing protein	1.6601046446
UniRef50_A1THT5: CHAP domain containing protein|unclassified	1.6601046446
UniRef50_B0MQF6	1.6591123208
UniRef50_B0MQF6|unclassified	1.6591123208
UniRef50_C0RPX9	1.6578246927
UniRef50_C0RPX9|unclassified	1.6578246927
UniRef50_F0SDJ5	1.6145465875
UniRef50_F0SDJ5|unclassified	1.6145465875
UniRef50_K6FF57: ParA/MinD ATPase-like protein	1.6021881815
UniRef50_K6FF57: ParA/MinD ATPase-like protein|unclassified	1.6021881815
UniRef50_D8NK21	1.5827693422
UniRef50_D8NK21|unclassified	1.5827693422
UniRef50_A0A011P9J2: Sporulation initiation inhibitor protein soj	1.5748485547
UniRef50_A0A011P9J2: Sporulation initiation inhibitor protein soj|unclassified	1.5748485547
UniRef50_T0E7G1: CobQ/CobB/MinD/ParA nucleotide binding domain protein	1.5744864131
UniRef50_T0E7G1: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	1.5744864131
UniRef50_R5FU01: Chromosome segregation ATPase	1.5371866075
UniRef50_R5FU01: Chromosome segregation ATPase|unclassified	1.5371866075
UniRef50_X1JJ81: Marine sediment metagenome DNA, contig: S03H2_S30489 (Fragment)	1.5196768459
UniRef50_X1JJ81: Marine sediment metagenome DNA, contig: S03H2_S30489 (Fragment)|unclassified	1.5196768459
UniRef50_B9T8L8	1.5176008649
UniRef50_B9T8L8|unclassified	1.5176008649
UniRef50_V4HGG1: ParA domain-containing protein	1.4987464081
UniRef50_V4HGG1: ParA domain-containing protein|unclassified	1.4987464081
UniRef50_B1XKS2	1.4961735780
UniRef50_B1XKS2|unclassified	1.4961735780
UniRef50_X1RGY6: Marine sediment metagenome DNA, contig: S06H3_S22002 (Fragment)	1.4818549339
UniRef50_X1RGY6: Marine sediment metagenome DNA, contig: S06H3_S22002 (Fragment)|unclassified	1.4818549339
UniRef50_A6BC55: Flagellar biosynthesis protein FlhG (Fragment)	1.4613124068
UniRef50_A6BC55: Flagellar biosynthesis protein FlhG (Fragment)|unclassified	1.4613124068
UniRef50_E6V7X4	1.4584439140
UniRef50_E6V7X4|unclassified	1.4584439140
UniRef50_M1WWZ8: Sporulation initiation inhibitor protein soj	1.4514338217
UniRef50_M1WWZ8: Sporulation initiation inhibitor protein soj|unclassified	1.4514338217
UniRef50_UPI000473E091: cell division protein FtsI, partial	1.4500885868
UniRef50_UPI000473E091: cell division protein FtsI, partial|unclassified	1.4500885868
UniRef50_A0A023X3K4: POTRA domain, FtsQ-type	1.4207664542
UniRef50_A0A023X3K4: POTRA domain, FtsQ-type|unclassified	1.4207664542
UniRef50_R7JXK3: ATPases involved in chromosome partitioning	1.4038073083
UniRef50_R7JXK3: ATPases involved in chromosome partitioning|unclassified	1.4038073083
UniRef50_UPI0001C3758D: hypothetical protein	1.4037852994
UniRef50_UPI0001C3758D: hypothetical protein|unclassified	1.4037852994
UniRef50_U9W2A5: Cobyrinic acid ac-diamide synthase	1.3930039221
UniRef50_U9W2A5: Cobyrinic acid ac-diamide synthase|unclassified	1.3930039221
UniRef50_E0DRL2: Transcriptional regulator	1.3770859827
UniRef50_E0DRL2: Transcriptional regulator|unclassified	1.3770859827
UniRef50_I4YLY6	1.3665630114
UniRef50_I4YLY6|unclassified	1.3665630114
UniRef50_UPI000365FD08: hypothetical protein, partial	1.3423060973
UniRef50_UPI000365FD08: hypothetical protein, partial|unclassified	1.3423060973
UniRef50_W7SUH7: Septum site determining protein	1.3387877783
UniRef50_W7SUH7: Septum site determining protein|unclassified	1.3387877783
UniRef50_S0ATP6	1.3374108665
UniRef50_S0ATP6|unclassified	1.3374108665
UniRef50_C5D171: Cobyrinic acid ac-diamide synthase	1.3284400877
UniRef50_C5D171: Cobyrinic acid ac-diamide synthase|unclassified	1.3284400877
UniRef50_N0B261	1.3180289830
UniRef50_N0B261|unclassified	1.3180289830
UniRef50_I1CPD9: Iron-sulfur protein NUBPL	1.3091635839
UniRef50_I1CPD9: Iron-sulfur protein NUBPL|unclassified	1.3091635839
UniRef50_UPI00047AF348: hypothetical protein	1.2834268449
UniRef50_UPI00047AF348: hypothetical protein|unclassified	1.2834268449
UniRef50_V6PHS0: Plasmid-partitioning protein SopA (Fragment)	1.2640580190
UniRef50_V6PHS0: Plasmid-partitioning protein SopA (Fragment)|unclassified	1.2640580190
UniRef50_UPI00038010C4: hypothetical protein	1.2533315437
UniRef50_UPI00038010C4: hypothetical protein|unclassified	1.2533315437
UniRef50_A0KH68	1.2467056270
UniRef50_A0KH68|unclassified	1.2467056270
UniRef50_H1AKQ3	1.2427928717
UniRef50_H1AKQ3|unclassified	1.2427928717
UniRef50_UPI000310311B: ParA	1.2416980166
UniRef50_UPI000310311B: ParA|unclassified	1.2416980166
UniRef50_X3ENS4	1.2371821380
UniRef50_X3ENS4|unclassified	1.2371821380
UniRef50_Q10YH1: ParB family protein	1.2015554500
UniRef50_Q10YH1: ParB family protein|unclassified	1.2015554500
UniRef50_E6U8E7	1.1827543234
UniRef50_E6U8E7|unclassified	1.1827543234
UniRef50_X0T1V2: Marine sediment metagenome DNA, contig: S01H1_L04141 (Fragment)	1.1765975896
UniRef50_X0T1V2: Marine sediment metagenome DNA, contig: S01H1_L04141 (Fragment)|unclassified	1.1765975896
UniRef50_Q3B132: FtsQ protein, putative	1.1760526447
UniRef50_Q3B132: FtsQ protein, putative|unclassified	1.1760526447
UniRef50_X1MQP2: Marine sediment metagenome DNA, contig: S06H3_C04280 (Fragment)	1.1732527571
UniRef50_X1MQP2: Marine sediment metagenome DNA, contig: S06H3_C04280 (Fragment)|unclassified	1.1732527571
UniRef50_J6LCC1: Plasmid partition protein	1.1555780692
UniRef50_J6LCC1: Plasmid partition protein|unclassified	1.1555780692
UniRef50_Q1ZUQ3: Rod shape-determining-related protein	1.1443927188
UniRef50_Q1ZUQ3: Rod shape-determining-related protein|unclassified	1.1443927188
UniRef50_R0E009	1.1368311486
UniRef50_R0E009|unclassified	1.1368311486
UniRef50_F3FSJ9: Cobyrinic acid a,c-diamide synthase (Fragment)	1.1204915087
UniRef50_F3FSJ9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	1.1204915087
UniRef50_UPI0002EA9148: hypothetical protein	1.0887335205
UniRef50_UPI0002EA9148: hypothetical protein|unclassified	1.0887335205
UniRef50_K8RLI3: Cobyrinic acid a,c-diamide synthase	1.0631093875
UniRef50_K8RLI3: Cobyrinic acid a,c-diamide synthase|unclassified	1.0631093875
UniRef50_Q5NW97: Partitioning protein, parA	1.0560460737
UniRef50_Q5NW97: Partitioning protein, parA|unclassified	1.0560460737
UniRef50_X1TMI2: Marine sediment metagenome DNA, contig: S12H4_S07054 (Fragment)	1.0484215658
UniRef50_X1TMI2: Marine sediment metagenome DNA, contig: S12H4_S07054 (Fragment)|unclassified	1.0484215658
UniRef50_X1AQD5: Marine sediment metagenome DNA, contig: S01H4_C00723 (Fragment)	1.0468958016
UniRef50_X1AQD5: Marine sediment metagenome DNA, contig: S01H4_C00723 (Fragment)|unclassified	1.0468958016
UniRef50_X0Z1K1: Marine sediment metagenome DNA, contig: S01H4_C00060	1.0393372123
UniRef50_X0Z1K1: Marine sediment metagenome DNA, contig: S01H4_C00060|unclassified	1.0393372123
UniRef50_X5JXC2: Chromosome (Plasmid) partitioning protein ParA	1.0273720794
UniRef50_X5JXC2: Chromosome (Plasmid) partitioning protein ParA|unclassified	1.0273720794
UniRef50_I2QUP3	1.0208247103
UniRef50_I2QUP3|unclassified	1.0208247103
UniRef50_UPI000382A304: hypothetical protein	1.0138236506
UniRef50_UPI000382A304: hypothetical protein|unclassified	1.0138236506
UniRef50_UPI0004675809: hypothetical protein	1.0123839419
UniRef50_UPI0004675809: hypothetical protein|unclassified	1.0123839419
UniRef50_R7N683: Sporulation initiation inhibitor protein Soj	1.0091245061
