# Gene Family	SampleBacterial_Cytoskeleton_Abundance-CPM
UniRef50_UPI00036DCC6C: hypothetical protein|unclassified	11.139
UniRef50_R7B3G3: POTRA domain protein FtsQ-type	11.103
UniRef50_R7B3G3: POTRA domain protein FtsQ-type|unclassified	11.103
UniRef50_E6SG88: ATPase-like, ParA/MinD	11.1024
UniRef50_E6SG88: ATPase-like, ParA/MinD|unclassified	11.1024
UniRef50_X1CVV6: Marine sediment metagenome DNA, contig: S01H4_S00625	11.092
UniRef50_X1CVV6: Marine sediment metagenome DNA, contig: S01H4_S00625|unclassified	11.092
UniRef50_UPI00034F9ACD: PREDICTED: iron-sulfur protein NUBPL-like isoform X4	11.0845
UniRef50_UPI00034F9ACD: PREDICTED: iron-sulfur protein NUBPL-like isoform X4|unclassified	11.0845
UniRef50_W1I1L7: Uncultured bacterium extrachromosomal DNA RGI00032	11.0351
UniRef50_W1I1L7: Uncultured bacterium extrachromosomal DNA RGI00032|unclassified	11.0351
UniRef50_H8MMY4: PT repeat/DnaJ domain-containing protein	11.0129
UniRef50_H8MMY4: PT repeat/DnaJ domain-containing protein|unclassified	11.0129
UniRef50_UPI000362E975: hypothetical protein, partial	10.9573
UniRef50_UPI000362E975: hypothetical protein, partial|unclassified	10.9573
UniRef50_D4PP33: Replication-associated protein RepB	10.8936
UniRef50_D4PP33: Replication-associated protein RepB|unclassified	10.8936
UniRef50_F2LSA8: ParB-like partition protein	10.8851
UniRef50_F2LSA8: ParB-like partition protein|unclassified	10.8851
UniRef50_UPI000225BF4F: cell shape-determining protein	10.8343
UniRef50_UPI000225BF4F: cell shape-determining protein|unclassified	10.8343
UniRef50_K1UMA2	10.826
UniRef50_K1UMA2|unclassified	10.826
UniRef50_X1M353: Marine sediment metagenome DNA, contig: S06H3_S08423 (Fragment)	10.8021
UniRef50_X1M353: Marine sediment metagenome DNA, contig: S06H3_S08423 (Fragment)|unclassified	10.8021
UniRef50_A1VBE1	10.7976
UniRef50_A1VBE1|unclassified	10.7976
UniRef50_N2NM37: CobQ/CobB/MinD/ParA nucleotide binding domain protein	10.7917
UniRef50_N2NM37: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	10.7917
UniRef50_T2INT0: Chromosome (Plasmid) partitioning protein ParB / Stage 0 sporulation protein J	10.7297
UniRef50_T2INT0: Chromosome (Plasmid) partitioning protein ParB / Stage 0 sporulation protein J|unclassified	10.7297
UniRef50_A0KAJ7: Cobyrinic acid a,c-diamide synthase	10.6911
UniRef50_A0KAJ7: Cobyrinic acid a,c-diamide synthase|unclassified	10.6911
UniRef50_K9ZGZ4: Plasmid segregation oscillating ATPase ParF	10.6119
UniRef50_K9ZGZ4: Plasmid segregation oscillating ATPase ParF|unclassified	10.6119
UniRef50_R9N142: ParB-like partition protein	10.5891
UniRef50_R9N142: ParB-like partition protein|unclassified	10.5891
UniRef50_R6W671: Chromosome segregation ATPase	10.5731
UniRef50_R6W671: Chromosome segregation ATPase|unclassified	10.5731
UniRef50_A6TV58: Cobyrinic acid a,c-diamide synthase	10.529
UniRef50_A6TV58: Cobyrinic acid a,c-diamide synthase|unclassified	10.529
UniRef50_S4RZ40	10.4753
UniRef50_S4RZ40|unclassified	10.4753
UniRef50_X1ATJ3: Marine sediment metagenome DNA, contig: S01H4_L01272 (Fragment)	10.4751
UniRef50_X1ATJ3: Marine sediment metagenome DNA, contig: S01H4_L01272 (Fragment)|unclassified	10.4751
UniRef50_W5WQK9: Chromosome partitioning protein ParB	10.4698
UniRef50_W5WQK9: Chromosome partitioning protein ParB|unclassified	10.4698
UniRef50_A0A009F2S4: CobQ/CobB/MinD/ParA nucleotide binding domain protein	10.3642
UniRef50_A0A009F2S4: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	10.3642
UniRef50_S5YXQ7: Chromosome partitioning protein ParB	10.3267
UniRef50_S5YXQ7: Chromosome partitioning protein ParB|unclassified	10.3267
UniRef50_Q7UT61: Probable partition protein	10.2783
UniRef50_Q7UT61: Probable partition protein|unclassified	10.2783
UniRef50_UPI0002E802CB: hypothetical protein	10.2749
UniRef50_UPI0002E802CB: hypothetical protein|unclassified	10.2749
UniRef50_UPI000474052E: hypothetical protein, partial	10.241
UniRef50_UPI000474052E: hypothetical protein, partial|unclassified	10.241
UniRef50_X1FI42: Marine sediment metagenome DNA, contig: S03H2_L00204 (Fragment)	10.2298
UniRef50_X1FI42: Marine sediment metagenome DNA, contig: S03H2_L00204 (Fragment)|unclassified	10.2298
UniRef50_V6PIB5: Partitioning protein A (Fragment)	10.2071
UniRef50_V6PIB5: Partitioning protein A (Fragment)|unclassified	10.2071
UniRef50_UPI00047E1B9F: septum formation initiator	10.1495
UniRef50_UPI00047E1B9F: septum formation initiator|unclassified	10.1495
UniRef50_UPI00037F69EC: hypothetical protein	10.053
UniRef50_UPI00037F69EC: hypothetical protein|unclassified	10.053
UniRef50_UPI00047D7A37: hypothetical protein	10.0113
UniRef50_UPI00047D7A37: hypothetical protein|unclassified	10.0113
UniRef50_C8WTT8: ATPase-like, ParA/MinD	9.96522
UniRef50_C8WTT8: ATPase-like, ParA/MinD|unclassified	9.96522
UniRef50_R5EEI2: ATPases involved in chromosome partitioning	9.95121
UniRef50_R5EEI2: ATPases involved in chromosome partitioning|unclassified	9.95121
UniRef50_D7I260: Flagellar synthesis regulator fleN	9.92714
UniRef50_D7I260: Flagellar synthesis regulator fleN|unclassified	9.92714
UniRef50_I4EMQ4: Cobyrinic acid ac-diamide synthase	9.87472
UniRef50_I4EMQ4: Cobyrinic acid ac-diamide synthase|unclassified	9.87472
UniRef50_D7GVF0: Predicted transcriptional regulators	9.80933
UniRef50_D7GVF0: Predicted transcriptional regulators|unclassified	9.80933
UniRef50_F6CUU1: ATPase-like, ParA/MinD	9.78432
UniRef50_F6CUU1: ATPase-like, ParA/MinD|unclassified	9.78432
UniRef50_D4MPS5: CobQ/CobB/MinD/ParA nucleotide binding domain	9.75275
UniRef50_D4MPS5: CobQ/CobB/MinD/ParA nucleotide binding domain|unclassified	9.75275
UniRef50_M1FEG3: Sporulation initiation inhibitor protein soj	9.75201
UniRef50_M1FEG3: Sporulation initiation inhibitor protein soj|unclassified	9.75201
UniRef50_C5AN87: Partitioning protein parA	9.69161
UniRef50_C5AN87: Partitioning protein parA|unclassified	9.69161
UniRef50_UPI00036AFAB8: hypothetical protein	9.69152
UniRef50_UPI00036AFAB8: hypothetical protein|unclassified	9.69152
UniRef50_G4SWA9: Cobyrinic acid ac-diamide synthase	9.63688
UniRef50_G4SWA9: Cobyrinic acid ac-diamide synthase|unclassified	9.63688
UniRef50_UPI000255D7C3: cell division protein FtsK	9.63294
UniRef50_UPI000255D7C3: cell division protein FtsK|unclassified	9.63294
UniRef50_Q6JB08: ParA	9.62792
UniRef50_Q6JB08: ParA|unclassified	9.62792
UniRef50_A8V5F2	9.61753
UniRef50_A8V5F2|unclassified	9.61753
UniRef50_B5ZG14: Cobyrinic acid ac-diamide synthase	9.60549
UniRef50_B5ZG14: Cobyrinic acid ac-diamide synthase|unclassified	9.60549
UniRef50_X8AY08: ParA/MinD ATPase like family protein	9.53288
UniRef50_X8AY08: ParA/MinD ATPase like family protein|unclassified	9.53288
UniRef50_K2CWZ6	9.50744
UniRef50_K2CWZ6|unclassified	9.50744
UniRef50_A3PWE8: Cobyrinic acid a,c-diamide synthase	9.49794
UniRef50_A3PWE8: Cobyrinic acid a,c-diamide synthase|unclassified	9.49794
UniRef50_R5P840	9.40401
UniRef50_R5P840|unclassified	9.40401
UniRef50_L3EN08	9.33215
UniRef50_L3EN08|unclassified	9.33215
UniRef50_T0ZUZ9: Cobyrinic acid ac-diamide synthase (Fragment)	9.26119
UniRef50_T0ZUZ9: Cobyrinic acid ac-diamide synthase (Fragment)|unclassified	9.26119
UniRef50_UPI00046BAABD: PREDICTED: iron-sulfur protein NUBPL, partial	9.1067
UniRef50_UPI00046BAABD: PREDICTED: iron-sulfur protein NUBPL, partial|unclassified	9.1067
UniRef50_C0EBS5: ParB-like protein	9.10168
UniRef50_C0EBS5: ParB-like protein|unclassified	9.10168
UniRef50_UPI00039CC5F4: chromosome partitioning protein ParB	9.05768
UniRef50_UPI00039CC5F4: chromosome partitioning protein ParB|unclassified	9.05768
UniRef50_UPI00041BB7E6: cell division protein FtsQ	9.02148
UniRef50_UPI00041BB7E6: cell division protein FtsQ|unclassified	9.02148
UniRef50_D4KZ85	9.00011
UniRef50_D4KZ85|unclassified	9.00011
UniRef50_R5R1H6	8.88361
UniRef50_R5R1H6|unclassified	8.88361
UniRef50_H6RPU6: Septum site determining protein	8.8127
UniRef50_H6RPU6: Septum site determining protein|unclassified	8.8127
UniRef50_X2MFA8	8.77418
UniRef50_X2MFA8|unclassified	8.77418
UniRef50_UPI0003808E77: hypothetical protein	8.77042
UniRef50_UPI0003808E77: hypothetical protein|unclassified	8.77042
UniRef50_L0GRB0: ATPase involved in chromosome partitioning	8.69232
UniRef50_L0GRB0: ATPase involved in chromosome partitioning|unclassified	8.69232
UniRef50_UPI000427897E: cell division protein FtsQ	8.67141
UniRef50_UPI000427897E: cell division protein FtsQ|unclassified	8.67141
UniRef50_UPI000415DCF6: phosphopantetheine--protein transferase	8.61154
UniRef50_UPI000415DCF6: phosphopantetheine--protein transferase|unclassified	8.61154
UniRef50_M6ZMI6: ParA/MinD ATPase-like protein	8.51349
UniRef50_M6ZMI6: ParA/MinD ATPase-like protein|unclassified	8.51349
UniRef50_UPI000248E679: plasmid-partitioning protein SopA, partial	8.5061
UniRef50_UPI000248E679: plasmid-partitioning protein SopA, partial|unclassified	8.5061
UniRef50_Q4UUD9: Flagellar biosynthesis switch protein	8.47263
UniRef50_Q4UUD9: Flagellar biosynthesis switch protein|unclassified	8.47263
UniRef50_K9Y2F1: Plasmid segregation oscillating ATPase ParF	8.46289
UniRef50_K9Y2F1: Plasmid segregation oscillating ATPase ParF|unclassified	8.46289
UniRef50_UPI0000F2F433: chromosome partitioning protein ParA	8.45941
UniRef50_UPI0000F2F433: chromosome partitioning protein ParA|unclassified	8.45941
UniRef50_X1GU01: Marine sediment metagenome DNA, contig: S03H2_L05043 (Fragment)	8.45596
UniRef50_X1GU01: Marine sediment metagenome DNA, contig: S03H2_L05043 (Fragment)|unclassified	8.45596
UniRef50_Q08TY1: ParA	8.43675
UniRef50_Q08TY1: ParA|unclassified	8.43675
UniRef50_X1N213: Marine sediment metagenome DNA, contig: S06H3_S01386	8.39884
UniRef50_X1N213: Marine sediment metagenome DNA, contig: S06H3_S01386|unclassified	8.39884
UniRef50_M9U1V4: Putative partitioning protein para	8.34437
UniRef50_M9U1V4: Putative partitioning protein para|unclassified	8.34437
UniRef50_B7KH02	8.27205
UniRef50_B7KH02|unclassified	8.27205
UniRef50_UPI0003B631B5: iron-sulfur binding protein	8.2565
UniRef50_UPI0003B631B5: iron-sulfur binding protein|unclassified	8.2565
UniRef50_R7DQT3	8.25303
UniRef50_R7DQT3|unclassified	8.25303
UniRef50_UPI0002627703: cobyrinic acid ac-diamide synthase	8.22954
UniRef50_UPI0002627703: cobyrinic acid ac-diamide synthase|unclassified	8.22954
UniRef50_UPI0001FE54AF: CbiA family protein	8.00352
UniRef50_UPI0001FE54AF: CbiA family protein|unclassified	8.00352
UniRef50_K9HJE1: HD domain protein	8.00049
UniRef50_K9HJE1: HD domain protein|unclassified	8.00049
UniRef50_K1S1L8: Sporulation initiation inhibitor protein Soj	7.98552
UniRef50_K1S1L8: Sporulation initiation inhibitor protein Soj|unclassified	7.98552
UniRef50_T1BGF2: ParB domain protein (Fragment)	7.98143
UniRef50_T1BGF2: ParB domain protein (Fragment)|unclassified	7.98143
UniRef50_M9RWN2: Chromosome-partitioning protein ParA	7.97922
UniRef50_M9RWN2: Chromosome-partitioning protein ParA|unclassified	7.97922
UniRef50_W8T3B8: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj	7.95867
UniRef50_W8T3B8: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj|unclassified	7.95867
UniRef50_F3LM51	7.95688
UniRef50_F3LM51|unclassified	7.95688
UniRef50_C4K5D0: Plasmid partition protein ParA-like protein	7.95584
UniRef50_C4K5D0: Plasmid partition protein ParA-like protein|unclassified	7.95584
UniRef50_A0L311: Cobyrinic acid a,c-diamide synthase	7.90318
UniRef50_A0L311: Cobyrinic acid a,c-diamide synthase|unclassified	7.90318
UniRef50_D4YPX0: ParB-like protein (Fragment)	7.89731
UniRef50_D4YPX0: ParB-like protein (Fragment)|unclassified	7.89731
UniRef50_Q7MIQ1: Flagellar biosynthesis protein FlhG	7.85147
UniRef50_Q7MIQ1: Flagellar biosynthesis protein FlhG|unclassified	7.85147
UniRef50_UPI00037809C3: hypothetical protein	7.83937
UniRef50_UPI00037809C3: hypothetical protein|unclassified	7.83937
UniRef50_A0A017TEE6: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj	7.78389
UniRef50_A0A017TEE6: Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj|unclassified	7.78389
UniRef50_H2CC70: ParB domain protein nuclease	7.73861
UniRef50_H2CC70: ParB domain protein nuclease|unclassified	7.73861
UniRef50_X1IHB4: Marine sediment metagenome DNA, contig: S03H2_S08922	7.73572
UniRef50_X1IHB4: Marine sediment metagenome DNA, contig: S03H2_S08922|unclassified	7.73572
UniRef50_UPI0003769D28: hypothetical protein	7.72819
UniRef50_UPI0003769D28: hypothetical protein|unclassified	7.72819
UniRef50_A0KWC2: Rod shape-determining-related protein	7.72107
UniRef50_A0KWC2: Rod shape-determining-related protein|unclassified	7.72107
UniRef50_UPI0002DA71CE: hypothetical protein	7.71522
UniRef50_UPI0002DA71CE: hypothetical protein|unclassified	7.71522
UniRef50_E8JG15	7.71267
UniRef50_E8JG15|unclassified	7.71267
UniRef50_U3HGR6	7.65038
UniRef50_U3HGR6|unclassified	7.65038
UniRef50_A7NLQ1: Cobyrinic acid ac-diamide synthase	7.64653
UniRef50_A7NLQ1: Cobyrinic acid ac-diamide synthase|unclassified	7.64653
UniRef50_T0MSN2: ATPase	7.58647
UniRef50_T0MSN2: ATPase|unclassified	7.58647
UniRef50_UPI000477BB11: hypothetical protein	7.50846
UniRef50_UPI000477BB11: hypothetical protein|unclassified	7.50846
UniRef50_W6XNM3: ParB domain protein nuclease	7.49448
UniRef50_W6XNM3: ParB domain protein nuclease|unclassified	7.49448
UniRef50_W1YKU1: Protein MraZ (Fragment)	7.47145
UniRef50_W1YKU1: Protein MraZ (Fragment)|unclassified	7.47145
UniRef50_M6G9Y1: PF13491 domain protein	7.44
UniRef50_M6G9Y1: PF13491 domain protein|unclassified	7.44
UniRef50_A1KNV5: Possible soj/parA-related protein	7.4173
UniRef50_A1KNV5: Possible soj/parA-related protein|unclassified	7.4173
UniRef50_X1D396: Marine sediment metagenome DNA, contig: S01H4_S20324	7.40423
UniRef50_X1D396: Marine sediment metagenome DNA, contig: S01H4_S20324|unclassified	7.40423
UniRef50_T2PIG7	7.37673
UniRef50_T2PIG7|unclassified	7.37673
UniRef50_W1HVU8: Chromosome (Plasmid) partitioning protein ParA	7.37387
UniRef50_W1HVU8: Chromosome (Plasmid) partitioning protein ParA|unclassified	7.37387
UniRef50_UPI00037F9254: hypothetical protein, partial	7.36366
UniRef50_UPI00037F9254: hypothetical protein, partial|unclassified	7.36366
UniRef50_M4VDB1: Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like protein	7.3573
UniRef50_M4VDB1: Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like protein|unclassified	7.3573
UniRef50_U2E591	7.35636
UniRef50_U2E591|unclassified	7.35636
UniRef50_Q1Q4U4: Strongly similar ATPase involved in chromosome partitioning	7.3311
UniRef50_Q1Q4U4: Strongly similar ATPase involved in chromosome partitioning|unclassified	7.3311
UniRef50_C2TXK9	7.30755
UniRef50_C2TXK9|unclassified	7.30755
UniRef50_T1B194: Cobyrinic acid ac-diamide synthase (Fragment)	7.2487
UniRef50_T1B194: Cobyrinic acid ac-diamide synthase (Fragment)|unclassified	7.2487
UniRef50_B4SH47: Polypeptide-transport-associated domain protein FtsQ-type	7.19857
UniRef50_B4SH47: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	7.19857
UniRef50_UPI00036CEBEB: hypothetical protein	7.15458
UniRef50_UPI00036CEBEB: hypothetical protein|unclassified	7.15458
UniRef50_UPI000466CD21: hypothetical protein, partial	7.12096
UniRef50_UPI000466CD21: hypothetical protein, partial|unclassified	7.12096
UniRef50_R7UUD0	7.07797
UniRef50_R7UUD0|unclassified	7.07797
UniRef50_T5GEQ1: CobQ/CobB/MinD/ParA nucleotide binding domain protein	7.06955
UniRef50_T5GEQ1: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	7.06955
UniRef50_U4D7J7	7.04962
UniRef50_U4D7J7|unclassified	7.04962
UniRef50_D4W2M7: CobQ/CobB/MinD/ParA nucleotide binding domain family protein	7.03932
UniRef50_D4W2M7: CobQ/CobB/MinD/ParA nucleotide binding domain family protein|unclassified	7.03932
UniRef50_UPI0002E214C8: hypothetical protein	6.99074
UniRef50_UPI0002E214C8: hypothetical protein|unclassified	6.99074
UniRef50_UPI000412412A: phosphohydrolase	6.92417
UniRef50_UPI000412412A: phosphohydrolase|unclassified	6.92417
UniRef50_R6M742: FtsK/SpoIIIE family protein	6.87402
UniRef50_R6M742: FtsK/SpoIIIE family protein|unclassified	6.87402
UniRef50_E5VP36: ParA-like protein	6.87368
UniRef50_E5VP36: ParA-like protein|unclassified	6.87368
UniRef50_UPI0003B3F5D3: chromosome partitioning protein ParA, partial	6.85364
UniRef50_UPI0003B3F5D3: chromosome partitioning protein ParA, partial|unclassified	6.85364
UniRef50_R0E773: ParA-like plasmid partition protein	6.85331
UniRef50_R0E773: ParA-like plasmid partition protein|unclassified	6.85331
UniRef50_L0EX79: Scaffold protein for (4Fe-4S) cluster assembly ApbC, MRP-like protein	6.80365
UniRef50_L0EX79: Scaffold protein for (4Fe-4S) cluster assembly ApbC, MRP-like protein|unclassified	6.80365
UniRef50_C6CSN8: ATPase involved in chromosome partitioning-like protein	6.77788
UniRef50_C6CSN8: ATPase involved in chromosome partitioning-like protein|unclassified	6.77788
UniRef50_UPI00037DE9B8: hypothetical protein	6.73916
UniRef50_UPI00037DE9B8: hypothetical protein|unclassified	6.73916
UniRef50_UPI0003A1053A: MULTISPECIES: MraZ family transcriptional regulator	6.7267
UniRef50_UPI0003A1053A: MULTISPECIES: MraZ family transcriptional regulator|unclassified	6.7267
UniRef50_A0A024IS11: Plasmid partitioning protein	6.63733
UniRef50_A0A024IS11: Plasmid partitioning protein|unclassified	6.63733
UniRef50_D4TG58	6.62603
UniRef50_D4TG58|unclassified	6.62603
UniRef50_A1UTL7	6.6082
UniRef50_A1UTL7|unclassified	6.6082
UniRef50_K8F3H0: Nucleotide-binding protein-like protein	6.60797
UniRef50_K8F3H0: Nucleotide-binding protein-like protein|unclassified	6.60797
UniRef50_W4RLA6: Scaffold protein	6.60076
UniRef50_W4RLA6: Scaffold protein|unclassified	6.60076
UniRef50_UPI0004773CA3: cobyrinic acid a,c-diamide synthase	6.53519
UniRef50_UPI0004773CA3: cobyrinic acid a,c-diamide synthase|unclassified	6.53519
UniRef50_K1TRM8: Sporulation initiation inhibitor protein Soj (Fragment)	6.45584
UniRef50_K1TRM8: Sporulation initiation inhibitor protein Soj (Fragment)|unclassified	6.45584
UniRef50_X1FUE2: Marine sediment metagenome DNA, contig: S03H2_S04018 (Fragment)	6.3859
UniRef50_X1FUE2: Marine sediment metagenome DNA, contig: S03H2_S04018 (Fragment)|unclassified	6.3859
UniRef50_K7NA14: Cobyrinic acid a,c-diamide synthase/flagellar synthesis regulator FleN	6.35492
UniRef50_K7NA14: Cobyrinic acid a,c-diamide synthase/flagellar synthesis regulator FleN|unclassified	6.35492
UniRef50_D4MPS6: CobQ/CobB/MinD/ParA nucleotide binding domain	6.32077
UniRef50_D4MPS6: CobQ/CobB/MinD/ParA nucleotide binding domain|unclassified	6.32077
UniRef50_UPI0003627B16: hypothetical protein	6.31908
UniRef50_UPI0003627B16: hypothetical protein|unclassified	6.31908
UniRef50_UPI00047A7363: hypothetical protein	6.31656
UniRef50_UPI00047A7363: hypothetical protein|unclassified	6.31656
UniRef50_A1VX66: Cobyrinic acid a,c-diamide synthase	6.28223
UniRef50_A1VX66: Cobyrinic acid a,c-diamide synthase|unclassified	6.28223
UniRef50_M5YPL5	6.26384
UniRef50_M5YPL5|unclassified	6.26384
UniRef50_M1FW40: ParA-like protein	6.23665
UniRef50_M1FW40: ParA-like protein|unclassified	6.23665
UniRef50_C7J049: Os03g0627300 protein	6.22508
UniRef50_C7J049: Os03g0627300 protein|unclassified	6.22508
UniRef50_UPI00035FB4AD: hypothetical protein	6.19498
UniRef50_UPI00035FB4AD: hypothetical protein|unclassified	6.19498
UniRef50_B5W1W4	6.17316
UniRef50_B5W1W4|unclassified	6.17316
UniRef50_UPI00034B235C: plasmid partitioning protein ParA	6.16619
UniRef50_UPI00034B235C: plasmid partitioning protein ParA|unclassified	6.16619
UniRef50_A0LE43: Chromosome segregation ATPase	6.16106
UniRef50_A0LE43: Chromosome segregation ATPase|unclassified	6.16106
UniRef50_M1NIU4	6.15426
