# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-RPKs
UniRef50_K2A256	7.5611561506
UniRef50_K2A256|unclassified	7.5611561506
UniRef50_A8PTU2	7.5571412789
UniRef50_A8PTU2|unclassified	7.5571412789
UniRef50_X0YAH3: Marine sediment metagenome DNA, contig: S01H1_S29447 (Fragment)	7.4471825023
UniRef50_X0YAH3: Marine sediment metagenome DNA, contig: S01H1_S29447 (Fragment)|unclassified	7.4471825023
UniRef50_UPI00046643A7: uracil phosphoribosyltransferase	7.4463220893
UniRef50_UPI00046643A7: uracil phosphoribosyltransferase|unclassified	7.4463220893
UniRef50_K7HYY9	7.2032772409
UniRef50_K7HYY9|unclassified	7.2032772409
UniRef50_UPI000374D4EC: hypothetical protein	7.0462641446
UniRef50_UPI000374D4EC: hypothetical protein|unclassified	7.0462641446
UniRef50_UPI000465A38F: orotate phosphoribosyltransferase	7.0427596556
UniRef50_UPI000465A38F: orotate phosphoribosyltransferase|unclassified	7.0427596556
UniRef50_I2GXU9	7.0317079460
UniRef50_I2GXU9|unclassified	7.0317079460
UniRef50_UPI0003763793: hypothetical protein	6.9853769277
UniRef50_UPI0003763793: hypothetical protein|unclassified	6.9853769277
UniRef50_UPI00029AA981: dihydroorotate dehydrogenase electron transfer subunit	6.9688079700
UniRef50_UPI00029AA981: dihydroorotate dehydrogenase electron transfer subunit|unclassified	6.9688079700
UniRef50_UPI0001A42D15: dihydroorotase	6.9561347592
UniRef50_UPI0001A42D15: dihydroorotase|unclassified	6.9561347592
UniRef50_UPI00037E7D3D: hypothetical protein, partial	6.9129080214
UniRef50_UPI00037E7D3D: hypothetical protein, partial|unclassified	6.9129080214
UniRef50_UPI000471F9A0: hypothetical protein	6.8678160931
UniRef50_UPI000471F9A0: hypothetical protein|unclassified	6.8678160931
UniRef50_G8D1H4: Carbomoylphosphate synthase (Fragment)	6.8672508724
UniRef50_G8D1H4: Carbomoylphosphate synthase (Fragment)|unclassified	6.8672508724
UniRef50_UPI00026C6A7C: outer membrane receptor protein	6.8395535407
UniRef50_UPI00026C6A7C: outer membrane receptor protein|unclassified	6.8395535407
UniRef50_R6YMA9	6.8354451334
UniRef50_R6YMA9|unclassified	6.8354451334
UniRef50_U7K2Q6	6.7980801800
UniRef50_U7K2Q6|unclassified	6.7980801800
UniRef50_UPI0003F9DDB2: anthranilate synthase subunit II	6.7776542636
UniRef50_UPI0003F9DDB2: anthranilate synthase subunit II|unclassified	6.7776542636
UniRef50_X1VQ73: Marine sediment metagenome DNA, contig: S12H4_S16546 (Fragment)	6.7061510226
UniRef50_X1VQ73: Marine sediment metagenome DNA, contig: S12H4_S16546 (Fragment)|unclassified	6.7061510226
UniRef50_X0X444: Marine sediment metagenome DNA, contig: S01H1_S27178 (Fragment)	6.6986874244
UniRef50_X0X444: Marine sediment metagenome DNA, contig: S01H1_S27178 (Fragment)|unclassified	6.6986874244
UniRef50_UPI0003F06DC9: PREDICTED: CAD protein-like, partial	6.6321450251
UniRef50_UPI0003F06DC9: PREDICTED: CAD protein-like, partial|unclassified	6.6321450251
UniRef50_B5TVN7: CAD (Fragment)	6.5496793918
UniRef50_B5TVN7: CAD (Fragment)|unclassified	6.5496793918
UniRef50_R5ZQT7	6.5132554794
UniRef50_R5ZQT7|unclassified	6.5132554794
UniRef50_UPI000473F3EA: anthranilate synthase, partial	6.4892740681
UniRef50_UPI000473F3EA: anthranilate synthase, partial|unclassified	6.4892740681
UniRef50_W4V5E2: Carbamoyl-phosphate synthase	6.3840389636
UniRef50_W4V5E2: Carbamoyl-phosphate synthase|unclassified	6.3840389636
UniRef50_B7R7M4	6.3839154667
UniRef50_B7R7M4|unclassified	6.3839154667
UniRef50_K1ERI0: Outer membrane receptor protein	6.3745933138
UniRef50_K1ERI0: Outer membrane receptor protein|unclassified	6.3745933138
UniRef50_X1HFK9: Marine sediment metagenome DNA, contig: S03H2_S04590 (Fragment)	6.3550965061
UniRef50_X1HFK9: Marine sediment metagenome DNA, contig: S03H2_S04590 (Fragment)|unclassified	6.3550965061
UniRef50_UPI00035D771A: hypothetical protein	6.3456865018
UniRef50_UPI00035D771A: hypothetical protein|unclassified	6.3456865018
UniRef50_UPI0004622400: carbamoyl phosphate synthase small subunit	6.2980423285
UniRef50_UPI0004622400: carbamoyl phosphate synthase small subunit|unclassified	6.2980423285
UniRef50_X1G2J0: Marine sediment metagenome DNA, contig: S03H2_S01632 (Fragment)	6.2893081761
UniRef50_X1G2J0: Marine sediment metagenome DNA, contig: S03H2_S01632 (Fragment)|unclassified	6.2893081761
UniRef50_P18562: Uracil phosphoribosyltransferase	6.0987006701
UniRef50_P18562: Uracil phosphoribosyltransferase|unclassified	6.0987006701
UniRef50_UPI000299E8E1: Dihydroorotate dehydrogenase	6.0799260799
UniRef50_UPI000299E8E1: Dihydroorotate dehydrogenase|unclassified	6.0799260799
UniRef50_Q9UX10: Orotidine 5'-phosphate decarboxylase	6.0362825721
UniRef50_Q9UX10: Orotidine 5'-phosphate decarboxylase|unclassified	6.0362825721
UniRef50_Q06129: Anthranilate synthase component 2	5.9671628760
UniRef50_Q06129: Anthranilate synthase component 2|unclassified	5.9671628760
UniRef50_I4YG91	5.9370131553
UniRef50_I4YG91|unclassified	5.9370131553
UniRef50_C9CZ71: Uracil-DNA glycosylase	5.9360248010
UniRef50_C9CZ71: Uracil-DNA glycosylase|unclassified	5.9360248010
UniRef50_T0YZY8: Carbamoyl phosphate synthase small subunit (Fragment)	5.8223094771
UniRef50_T0YZY8: Carbamoyl phosphate synthase small subunit (Fragment)|unclassified	5.8223094771
UniRef50_Q1ZU96	5.8065059835
UniRef50_Q1ZU96|unclassified	5.8065059835
UniRef50_UPI0003F491FA: hypothetical protein TREMEDRAFT_73620	5.7404935038
UniRef50_UPI0003F491FA: hypothetical protein TREMEDRAFT_73620|unclassified	5.7404935038
UniRef50_UPI0003682803: hypothetical protein	5.7142857143
UniRef50_UPI0003682803: hypothetical protein|unclassified	5.7142857143
UniRef50_UPI0003819B54: hypothetical protein	5.6735336956
UniRef50_UPI0003819B54: hypothetical protein|unclassified	5.6735336956
UniRef50_A0QF69	5.6259112063
UniRef50_A0QF69|unclassified	5.6259112063
UniRef50_UPI0002FC29B0: hypothetical protein	5.5370406922
UniRef50_UPI0002FC29B0: hypothetical protein|unclassified	5.5370406922
UniRef50_UPI00021940C7: anthranilate synthase subunit II	5.4762368881
UniRef50_UPI00021940C7: anthranilate synthase subunit II|unclassified	5.4762368881
UniRef50_X1EBI3: Marine sediment metagenome DNA, contig: S01H4_S25582 (Fragment)	5.3486113288
UniRef50_X1EBI3: Marine sediment metagenome DNA, contig: S01H4_S25582 (Fragment)|unclassified	5.3486113288
UniRef50_UPI0001850D22: amidohydrolase	5.2867995814
UniRef50_UPI0001850D22: amidohydrolase|unclassified	5.2867995814
UniRef50_W1Y2F9: Carbamoyl-phosphate synthase large chain (Fragment)	5.2631578947
UniRef50_W1Y2F9: Carbamoyl-phosphate synthase large chain (Fragment)|unclassified	5.2631578947
UniRef50_Q26998: Uracil phosphoribosyltransferase	5.1526576405
UniRef50_Q26998: Uracil phosphoribosyltransferase|unclassified	5.1526576405
UniRef50_W2R9G2	5.0820806527
UniRef50_W2R9G2|unclassified	5.0820806527
UniRef50_I1BHK9	4.9860519867
UniRef50_I1BHK9|unclassified	4.9860519867
UniRef50_T1CV42	4.8066385274
UniRef50_T1CV42|unclassified	4.8066385274
UniRef50_L0A6H5	4.7352098932
UniRef50_L0A6H5|unclassified	4.7352098932
UniRef50_E8MMH4: Putative truncated transposase	4.7068131421
UniRef50_E8MMH4: Putative truncated transposase|unclassified	4.7068131421
UniRef50_UPI0001CC383F: anthranilate synthase component II, partial	4.6740042966
UniRef50_UPI0001CC383F: anthranilate synthase component II, partial|unclassified	4.6740042966
UniRef50_P11172: Uridine 5'-monophosphate synthase	4.6307510998
UniRef50_P11172: Uridine 5'-monophosphate synthase|unclassified	4.6307510998
UniRef50_UPI000365BFA1: hypothetical protein	4.6076209373
UniRef50_UPI000365BFA1: hypothetical protein|unclassified	4.6076209373
UniRef50_F0RTV1: Dihydroorotase, putative	4.5967777508
UniRef50_F0RTV1: Dihydroorotase, putative|unclassified	4.5967777508
UniRef50_UPI00037A73AB: hypothetical protein, partial	4.5295379802
UniRef50_UPI00037A73AB: hypothetical protein, partial|unclassified	4.5295379802
UniRef50_UPI0003B423E9: hypothetical protein, partial	4.4642857143
UniRef50_UPI0003B423E9: hypothetical protein, partial|unclassified	4.4642857143
UniRef50_T2RGU1	4.4247787611
UniRef50_T2RGU1|unclassified	4.4247787611
UniRef50_UPI00047B6853: NAD-binding oxidoreductase	4.4217209371
UniRef50_UPI00047B6853: NAD-binding oxidoreductase|unclassified	4.4217209371
UniRef50_UPI0003A37462: dihydroorotase	4.4070239578
UniRef50_UPI0003A37462: dihydroorotase|unclassified	4.4070239578
UniRef50_X0UBW7: Marine sediment metagenome DNA, contig: S01H1_S10568 (Fragment)	4.3764635353
UniRef50_X0UBW7: Marine sediment metagenome DNA, contig: S01H1_S10568 (Fragment)|unclassified	4.3764635353
UniRef50_K3XUB4	4.3290043290
UniRef50_K3XUB4|unclassified	4.3290043290
UniRef50_UPI000374D76F: hypothetical protein, partial	4.3124899136
UniRef50_UPI000374D76F: hypothetical protein, partial|unclassified	4.3124899136
UniRef50_B1IK08: Argininosuccinate synthase	4.0192418680
UniRef50_B1IK08: Argininosuccinate synthase|unclassified	4.0192418680
UniRef50_A4NYD7: Anthranilate synthase component II	3.9955184712
UniRef50_A4NYD7: Anthranilate synthase component II|unclassified	3.9955184712
UniRef50_UPI000364137F: hypothetical protein	3.9646365422
UniRef50_UPI000364137F: hypothetical protein|unclassified	3.9646365422
UniRef50_UPI000288B3DA: guanylate kinase, partial	3.9370078740
UniRef50_UPI000288B3DA: guanylate kinase, partial|unclassified	3.9370078740
UniRef50_UPI00036372D6: hypothetical protein	3.9040702433
UniRef50_UPI00036372D6: hypothetical protein|unclassified	3.9040702433
UniRef50_D8LXZ5: Singapore isolate B (sub-type 7) whole genome shotgun sequence assembly, scaffold_1	3.8692822906
UniRef50_D8LXZ5: Singapore isolate B (sub-type 7) whole genome shotgun sequence assembly, scaffold_1|unclassified	3.8692822906
UniRef50_K7MDG9	3.8316832482
UniRef50_K7MDG9|unclassified	3.8316832482
UniRef50_UPI000305C140: hypothetical protein	3.8314176245
UniRef50_UPI000305C140: hypothetical protein|unclassified	3.8314176245
UniRef50_O57739	3.8167938931
UniRef50_O57739|unclassified	3.8167938931
UniRef50_UPI00037DDE50: hypothetical protein	3.7701123824
UniRef50_UPI00037DDE50: hypothetical protein|unclassified	3.7701123824
UniRef50_Q1J391: Allantoinase	3.7678377822
UniRef50_Q1J391: Allantoinase|unclassified	3.7678377822
UniRef50_UPI0004263BBE: hypothetical protein	3.7142904879
UniRef50_UPI0004263BBE: hypothetical protein|unclassified	3.7142904879
UniRef50_UPI0003B55C83: uracil phosphoribosyltransferase	3.6584108295
UniRef50_UPI0003B55C83: uracil phosphoribosyltransferase|unclassified	3.6584108295
UniRef50_K1XPL2	3.6119878397
UniRef50_K1XPL2|unclassified	3.6119878397
UniRef50_X0VC69: Marine sediment metagenome DNA, contig: S01H1_S23057 (Fragment)	3.6080851703
UniRef50_X0VC69: Marine sediment metagenome DNA, contig: S01H1_S23057 (Fragment)|unclassified	3.6080851703
UniRef50_B3GW60	3.6011512538
UniRef50_B3GW60|unclassified	3.6011512538
UniRef50_W1YT29: Carbamoyl-phosphate synthase small chain (Fragment)	3.6001281833
UniRef50_W1YT29: Carbamoyl-phosphate synthase small chain (Fragment)|unclassified	3.6001281833
UniRef50_UPI0002626708: orotate phosphoribosyltransferase	3.5517239867
UniRef50_UPI0002626708: orotate phosphoribosyltransferase|unclassified	3.5517239867
UniRef50_UPI000472FBFC: hypothetical protein	3.4783189697
UniRef50_UPI000472FBFC: hypothetical protein|unclassified	3.4783189697
UniRef50_X6MR16	3.3951730753
UniRef50_X6MR16|unclassified	3.3951730753
UniRef50_UPI0003B60D65: aminoacylase	3.3782216525
UniRef50_UPI0003B60D65: aminoacylase|unclassified	3.3782216525
UniRef50_S6LKJ6	3.3751829675
UniRef50_S6LKJ6|unclassified	3.3751829675
UniRef50_Q9HF68: Orotidine 5'-phosphate decarboxylase	3.3574315809
UniRef50_Q9HF68: Orotidine 5'-phosphate decarboxylase|unclassified	3.3574315809
UniRef50_Q2N9N5	3.3557046980
UniRef50_Q2N9N5|unclassified	3.3557046980
UniRef50_K1RTB4: Glutamate synthase (NADPH), homotetrameric (Fragment)	3.2456662609
UniRef50_K1RTB4: Glutamate synthase (NADPH), homotetrameric (Fragment)|unclassified	3.2456662609
UniRef50_W5DJX6	3.2011477117
UniRef50_W5DJX6|unclassified	3.2011477117
UniRef50_X6MRK5	3.1756738358
UniRef50_X6MRK5|unclassified	3.1756738358
UniRef50_UPI00029AD5FF: orotate phosphoribosyltransferase	3.1453695790
UniRef50_UPI00029AD5FF: orotate phosphoribosyltransferase|unclassified	3.1453695790
UniRef50_Q01637: Uridine 5'-monophosphate synthase	3.1400625193
UniRef50_Q01637: Uridine 5'-monophosphate synthase|unclassified	3.1400625193
UniRef50_UPI00046A18BB: hypothetical protein	3.1053727847
UniRef50_UPI00046A18BB: hypothetical protein|unclassified	3.1053727847
UniRef50_L7G247	3.0807639678
UniRef50_L7G247|unclassified	3.0807639678
UniRef50_I2FJM1	3.0030030030
UniRef50_I2FJM1|unclassified	3.0030030030
UniRef50_UPI0002192BBF: anthranilate synthase component II	2.9933588356
UniRef50_UPI0002192BBF: anthranilate synthase component II|unclassified	2.9933588356
UniRef50_UPI000476F1E3: hypothetical protein, partial	2.9683716825
UniRef50_UPI000476F1E3: hypothetical protein, partial|unclassified	2.9683716825
UniRef50_UPI000380E05E: hypothetical protein	2.9434814741
UniRef50_UPI000380E05E: hypothetical protein|unclassified	2.9434814741
UniRef50_X0TXK1: Marine sediment metagenome DNA, contig: S01H1_S00172 (Fragment)	2.9364281034
UniRef50_X0TXK1: Marine sediment metagenome DNA, contig: S01H1_S00172 (Fragment)|unclassified	2.9364281034
UniRef50_UPI000372E9D2: hypothetical protein	2.9350270614
UniRef50_UPI000372E9D2: hypothetical protein|unclassified	2.9350270614
UniRef50_S6QF79	2.9083981714
UniRef50_S6QF79|unclassified	2.9083981714
UniRef50_X0YNF4: Marine sediment metagenome DNA, contig: S01H1_S41131 (Fragment)	2.8963158380
UniRef50_X0YNF4: Marine sediment metagenome DNA, contig: S01H1_S41131 (Fragment)|unclassified	2.8963158380
UniRef50_X0T072: Marine sediment metagenome DNA, contig: S01H1_S01568	2.8821019744
UniRef50_X0T072: Marine sediment metagenome DNA, contig: S01H1_S01568|unclassified	2.8821019744
UniRef50_I5BZX2	2.8653295129
UniRef50_I5BZX2|unclassified	2.8653295129
UniRef50_UPI0003D7300F: PREDICTED: carbamoyl-phosphate synthase small chain, chloroplastic-like	2.8327229289
UniRef50_UPI0003D7300F: PREDICTED: carbamoyl-phosphate synthase small chain, chloroplastic-like|unclassified	2.8327229289
UniRef50_UPI000454BEA7: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like, partial	2.7467121399
UniRef50_UPI000454BEA7: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like, partial|unclassified	2.7467121399
UniRef50_UPI00035D6C03: hypothetical protein	2.7395139640
UniRef50_UPI00035D6C03: hypothetical protein|unclassified	2.7395139640
UniRef50_L9XQN6: Anthranilate synthase component II	2.6734048206
UniRef50_L9XQN6: Anthranilate synthase component II|unclassified	2.6734048206
UniRef50_UPI0004654F37: allantoinase, partial	2.6556097407
UniRef50_UPI0004654F37: allantoinase, partial|unclassified	2.6556097407
UniRef50_UPI0003B5FD38: hypothetical protein	2.6236158804
UniRef50_UPI0003B5FD38: hypothetical protein|unclassified	2.6236158804
UniRef50_UPI0003D78324: PREDICTED: LOW QUALITY PROTEIN: uridine 5''''-monophosphate synthase-like	2.6036609769
UniRef50_UPI0003D78324: PREDICTED: LOW QUALITY PROTEIN: uridine 5''''-monophosphate synthase-like|unclassified	2.6036609769
UniRef50_Q5V214: Anthranilate synthase component II	2.5454906431
UniRef50_Q5V214: Anthranilate synthase component II|unclassified	2.5454906431
UniRef50_UPI0003B553E4: oxidoreductase	2.4598290387
UniRef50_UPI0003B553E4: oxidoreductase|unclassified	2.4598290387
UniRef50_Q9YGB2: Anthranilate synthase component 2	2.3966853859
UniRef50_Q9YGB2: Anthranilate synthase component 2|unclassified	2.3966853859
UniRef50_P31301: Dihydroorotase	2.3433861558
UniRef50_P31301: Dihydroorotase|unclassified	2.3433861558
UniRef50_UPI0003B6BD3C: hypothetical protein, partial	2.2948486687
UniRef50_UPI0003B6BD3C: hypothetical protein, partial|unclassified	2.2948486687
UniRef50_X1UAL2: Marine sediment metagenome DNA, contig: S12H4_S06498 (Fragment)	2.2576690054
UniRef50_X1UAL2: Marine sediment metagenome DNA, contig: S12H4_S06498 (Fragment)|unclassified	2.2576690054
UniRef50_X0W6C2: Marine sediment metagenome DNA, contig: S01H1_S18045 (Fragment)	2.2426582402
UniRef50_X0W6C2: Marine sediment metagenome DNA, contig: S01H1_S18045 (Fragment)|unclassified	2.2426582402
UniRef50_F5BBG2: Carbamyl phosphate synthetase (Fragment)	2.1530674780
UniRef50_F5BBG2: Carbamyl phosphate synthetase (Fragment)|unclassified	2.1530674780
UniRef50_UPI0004717ABE: hypothetical protein, partial	2.1516707649
UniRef50_UPI0004717ABE: hypothetical protein, partial|unclassified	2.1516707649
UniRef50_M4RF52: Putative truncated transposase	2.1437054854
UniRef50_M4RF52: Putative truncated transposase|unclassified	2.1437054854
UniRef50_UPI0004765464: hypothetical protein	2.1075403479
UniRef50_UPI0004765464: hypothetical protein|unclassified	2.1075403479
UniRef50_UPI000287B8CD: orotate phosphoribosyltransferase	2.1011223631
UniRef50_UPI000287B8CD: orotate phosphoribosyltransferase|unclassified	2.1011223631
UniRef50_Q757S1: Orotidine 5'-phosphate decarboxylase	2.0909273314
UniRef50_Q757S1: Orotidine 5'-phosphate decarboxylase|unclassified	2.0909273314
UniRef50_A5D247	2.0723890320
UniRef50_A5D247|unclassified	2.0723890320
UniRef50_UPI000473783F: hypothetical protein, partial	2.0251575686
UniRef50_UPI000473783F: hypothetical protein, partial|unclassified	2.0251575686
UniRef50_Q02003: Anthranilate synthase component 2	2.0214753171
UniRef50_Q02003: Anthranilate synthase component 2|unclassified	2.0214753171
UniRef50_A8V216: Carbamoyl-phosphate synthase, large subunit (Fragment)	1.9650711379
UniRef50_A8V216: Carbamoyl-phosphate synthase, large subunit (Fragment)|unclassified	1.9650711379
UniRef50_L1JWK7	1.9397251954
UniRef50_L1JWK7|unclassified	1.9397251954
UniRef50_O13410: Orotidine 5'-phosphate decarboxylase	1.9386400828
UniRef50_O13410: Orotidine 5'-phosphate decarboxylase|unclassified	1.9386400828
UniRef50_Q12SM7: Argininosuccinate synthase	1.8995033041
UniRef50_Q12SM7: Argininosuccinate synthase|unclassified	1.8995033041
UniRef50_P26923: Anthranilate synthase component 2	1.8834388731
UniRef50_P26923: Anthranilate synthase component 2|unclassified	1.8834388731
UniRef50_Q9SZX3: Argininosuccinate synthase, chloroplastic	1.8392147286
UniRef50_Q9SZX3: Argininosuccinate synthase, chloroplastic|unclassified	1.8392147286
UniRef50_UPI0003EBF17B: PREDICTED: uridine 5''''-monophosphate synthase-like	1.7580447358
UniRef50_UPI0003EBF17B: PREDICTED: uridine 5''''-monophosphate synthase-like|unclassified	1.7580447358
UniRef50_P15188: Orotidine 5'-phosphate decarboxylase	1.7398205545
UniRef50_P15188: Orotidine 5'-phosphate decarboxylase|unclassified	1.7398205545
UniRef50_A0A059LBI0	1.6913734146
UniRef50_A0A059LBI0|unclassified	1.6913734146
UniRef50_X1KMN7: Marine sediment metagenome DNA, contig: S06H3_C03534	1.6078848357
UniRef50_X1KMN7: Marine sediment metagenome DNA, contig: S06H3_C03534|unclassified	1.6078848357
UniRef50_R5IMN8	1.6030735100
UniRef50_R5IMN8|unclassified	1.6030735100
UniRef50_V5I6T2: CAD protein (Fragment)	1.5554952632
UniRef50_V5I6T2: CAD protein (Fragment)|unclassified	1.5554952632
UniRef50_A7Z7M0: Argininosuccinate synthase	1.5235064238
UniRef50_A7Z7M0: Argininosuccinate synthase|unclassified	1.5235064238
