# Gene Family	SampleBiotin_biosynthesis_Abundance-RPKs
UniRef50_X1VKE0: Marine sediment metagenome DNA, contig: S12H4_S22269	5.1813471503
UniRef50_X1VKE0: Marine sediment metagenome DNA, contig: S12H4_S22269|unclassified	5.1813471503
UniRef50_UPI0003F6C0FB: hypothetical protein	5.1504266246
UniRef50_UPI0003F6C0FB: hypothetical protein|unclassified	5.1504266246
UniRef50_X1YKP2	5.1350161983
UniRef50_X1YKP2|unclassified	5.1350161983
UniRef50_UPI0002E17469: hypothetical protein	5.1285085903
UniRef50_UPI0002E17469: hypothetical protein|unclassified	5.1285085903
UniRef50_UPI0004169F29: hypothetical protein	5.1246480363
UniRef50_UPI0004169F29: hypothetical protein|unclassified	5.1246480363
UniRef50_A2VV22: TPR repeat, SEL1 subfamily	5.1230463440
UniRef50_A2VV22: TPR repeat, SEL1 subfamily|unclassified	5.1230463440
UniRef50_X1P9V4: Marine sediment metagenome DNA, contig: S06H3_S23093	5.1213107000
UniRef50_X1P9V4: Marine sediment metagenome DNA, contig: S06H3_S23093|unclassified	5.1213107000
UniRef50_UPI0003B316C0: dethiobiotin synthase	5.1186414730
UniRef50_UPI0003B316C0: dethiobiotin synthase|unclassified	5.1186414730
UniRef50_C3XN49	5.1117200107
UniRef50_C3XN49|unclassified	5.1117200107
UniRef50_UPI00047A57B6: hypothetical protein	5.0913409092
UniRef50_UPI00047A57B6: hypothetical protein|unclassified	5.0913409092
UniRef50_S3JX24: Polyketide synthase PksJ	5.0799286556
UniRef50_S3JX24: Polyketide synthase PksJ|unclassified	5.0799286556
UniRef50_UPI0003637028: MULTISPECIES: hypothetical protein	5.0757317305
UniRef50_UPI0003637028: MULTISPECIES: hypothetical protein|unclassified	5.0757317305
UniRef50_UPI0003740F6C: hypothetical protein	5.0752188361
UniRef50_UPI0003740F6C: hypothetical protein|unclassified	5.0752188361
UniRef50_P53003: Propionyl-CoA carboxylase beta chain	5.0747939331
UniRef50_P53003: Propionyl-CoA carboxylase beta chain|unclassified	5.0747939331
UniRef50_UPI0003FA360A: hypothetical protein	5.0560929370
UniRef50_UPI0003FA360A: hypothetical protein|unclassified	5.0560929370
UniRef50_UPI0003B7263A: hypothetical protein	5.0522146409
UniRef50_UPI0003B7263A: hypothetical protein|unclassified	5.0522146409
UniRef50_I0WD01	5.0464553901
UniRef50_I0WD01|unclassified	5.0464553901
UniRef50_UPI000382B9D5: hypothetical protein	5.0330837998
UniRef50_UPI000382B9D5: hypothetical protein|unclassified	5.0330837998
UniRef50_UPI0003700D7E: hypothetical protein	5.0069093550
UniRef50_UPI0003700D7E: hypothetical protein|unclassified	5.0069093550
UniRef50_UPI00037499C4: hypothetical protein	5.0021235407
UniRef50_UPI00037499C4: hypothetical protein|unclassified	5.0021235407
UniRef50_UPI0003732969: hypothetical protein	5.0003253844
UniRef50_UPI0003732969: hypothetical protein|unclassified	5.0003253844
UniRef50_G6C262	5.0000000000
UniRef50_G6C262|unclassified	5.0000000000
UniRef50_UPI0004000124: hypothetical protein	4.9974025858
UniRef50_UPI0004000124: hypothetical protein|unclassified	4.9974025858
UniRef50_UPI00016B21BA: putative polyketide synthase PksJ, partial	4.9854505157
UniRef50_UPI00016B21BA: putative polyketide synthase PksJ, partial|unclassified	4.9854505157
UniRef50_UPI000365ABDA: hypothetical protein	4.9827964438
UniRef50_UPI000365ABDA: hypothetical protein|unclassified	4.9827964438
UniRef50_UPI0004776DFD: hypothetical protein	4.9819162097
UniRef50_UPI0004776DFD: hypothetical protein|unclassified	4.9819162097
UniRef50_UPI0002DB3781: hypothetical protein	4.9798047883
UniRef50_UPI0002DB3781: hypothetical protein|unclassified	4.9798047883
UniRef50_UPI0003B491FA: dethiobiotin synthase	4.9772756586
UniRef50_UPI0003B491FA: dethiobiotin synthase|unclassified	4.9772756586
UniRef50_UPI0004733AC1: hypothetical protein, partial	4.9751243781
UniRef50_UPI0004733AC1: hypothetical protein, partial|unclassified	4.9751243781
UniRef50_UPI000362D924: hypothetical protein	4.9745247648
UniRef50_UPI000362D924: hypothetical protein|unclassified	4.9745247648
UniRef50_UPI00042C4BD0: PREDICTED: very long-chain acyl-CoA synthetase-like, partial	4.9696596597
UniRef50_UPI00042C4BD0: PREDICTED: very long-chain acyl-CoA synthetase-like, partial|unclassified	4.9696596597
UniRef50_H6QB26	4.9567457074
UniRef50_H6QB26|unclassified	4.9567457074
UniRef50_UPI0002899B8E: AMP-dependent synthetase	4.8987032800
UniRef50_UPI0002899B8E: AMP-dependent synthetase|unclassified	4.8987032800
UniRef50_B5SLB5	4.8977518683
UniRef50_B5SLB5|unclassified	4.8977518683
UniRef50_UPI00047C218F: hypothetical protein	4.8931975854
UniRef50_UPI00047C218F: hypothetical protein|unclassified	4.8931975854
UniRef50_UPI00036DA5FB: hypothetical protein	4.8842439556
UniRef50_UPI00036DA5FB: hypothetical protein|unclassified	4.8842439556
UniRef50_UPI0003A4A68B: hypothetical protein	4.8780487805
UniRef50_UPI0003A4A68B: hypothetical protein|unclassified	4.8780487805
UniRef50_UPI0003B5AE07: 6-carboxyhexanoate--CoA ligase	4.8609329926
UniRef50_UPI0003B5AE07: 6-carboxyhexanoate--CoA ligase|unclassified	4.8609329926
UniRef50_UPI000470167C: alpha/beta hydrolase	4.8503178558
UniRef50_UPI000470167C: alpha/beta hydrolase|unclassified	4.8503178558
UniRef50_UPI00036EF0C5: hypothetical protein	4.8463219292
UniRef50_UPI00036EF0C5: hypothetical protein|unclassified	4.8463219292
UniRef50_F3MHU1: Putative biotin operon repressor	4.8415438488
UniRef50_F3MHU1: Putative biotin operon repressor|unclassified	4.8415438488
UniRef50_Q9C9G2: Probable acyl-activating enzyme 22	4.8387465529
UniRef50_Q9C9G2: Probable acyl-activating enzyme 22|unclassified	4.8387465529
UniRef50_N1PDF0	4.7744288202
UniRef50_N1PDF0|unclassified	4.7744288202
UniRef50_UPI00024921B3: acyl-CoA synthetase	4.7725041443
UniRef50_UPI00024921B3: acyl-CoA synthetase|unclassified	4.7725041443
UniRef50_UPI00036AC7A0: hypothetical protein	4.7708150585
UniRef50_UPI00036AC7A0: hypothetical protein|unclassified	4.7708150585
UniRef50_UPI00047D1D12: AMP-binding protein	4.7702092733
UniRef50_UPI00047D1D12: AMP-binding protein|unclassified	4.7702092733
UniRef50_UPI0002378B30: hypothetical protein	4.7667730229
UniRef50_UPI0002378B30: hypothetical protein|unclassified	4.7667730229
UniRef50_V8FLV6	4.7649668177
UniRef50_V8FLV6|unclassified	4.7649668177
UniRef50_UPI00046F6E03: hypothetical protein	4.7646080413
UniRef50_UPI00046F6E03: hypothetical protein|unclassified	4.7646080413
UniRef50_UPI000237AB25: non ribosomal peptide synthase, antibiotic synthesis; contains 3 condensation domains, 2 amp-acid ligases ii domains, 2 pp-binding, phosphopantetheine attachment site	4.7593373581
UniRef50_UPI000237AB25: non ribosomal peptide synthase, antibiotic synthesis; contains 3 condensation domains, 2 amp-acid ligases ii domains, 2 pp-binding, phosphopantetheine attachment site|unclassified	4.7593373581
UniRef50_UPI00036B500B: hypothetical protein, partial	4.7587196421
UniRef50_UPI00036B500B: hypothetical protein, partial|unclassified	4.7587196421
UniRef50_UPI00036EC6BB: hypothetical protein	4.7569083907
UniRef50_UPI00036EC6BB: hypothetical protein|unclassified	4.7569083907
UniRef50_I4GCJ6: AerA	4.7525855705
UniRef50_I4GCJ6: AerA|unclassified	4.7525855705
UniRef50_UPI000308EBF5: hypothetical protein	4.7440799634
UniRef50_UPI000308EBF5: hypothetical protein|unclassified	4.7440799634
UniRef50_UPI0003607BE8: hypothetical protein	4.7375936105
UniRef50_UPI0003607BE8: hypothetical protein|unclassified	4.7375936105
UniRef50_UPI0003B75C8E: synthetase	4.7372647407
UniRef50_UPI0003B75C8E: synthetase|unclassified	4.7372647407
UniRef50_UPI00047C3E31: hypothetical protein	4.7089683578
UniRef50_UPI00047C3E31: hypothetical protein|unclassified	4.7089683578
UniRef50_UPI00037EBA39: hypothetical protein	4.7075811849
UniRef50_UPI00037EBA39: hypothetical protein|unclassified	4.7075811849
UniRef50_UPI000479447B: amino acid adenylation protein	4.6954268914
UniRef50_UPI000479447B: amino acid adenylation protein|unclassified	4.6954268914
UniRef50_UPI0001FFF2C5: TetR family transcriptional regulator, partial	4.6948356808
UniRef50_UPI0001FFF2C5: TetR family transcriptional regulator, partial|unclassified	4.6948356808
UniRef50_UPI00037D809B: hypothetical protein, partial	4.6910065630
UniRef50_UPI00037D809B: hypothetical protein, partial|unclassified	4.6910065630
UniRef50_UPI0003EF937A: hypothetical protein	4.6886263916
UniRef50_UPI0003EF937A: hypothetical protein|unclassified	4.6886263916
UniRef50_UPI0003C7F1B9: AMP-dependent synthetase	4.6806322004
UniRef50_UPI0003C7F1B9: AMP-dependent synthetase|unclassified	4.6806322004
UniRef50_UPI0004725783: hypothetical protein	4.6755775955
UniRef50_UPI0004725783: hypothetical protein|unclassified	4.6755775955
UniRef50_UPI0002627556: hypothetical protein	4.6717367028
UniRef50_UPI0002627556: hypothetical protein|unclassified	4.6717367028
UniRef50_UPI000477DA1A: hypothetical protein	4.6636097646
UniRef50_UPI000477DA1A: hypothetical protein|unclassified	4.6636097646
UniRef50_R7WKP3	4.6511627907
UniRef50_R7WKP3|unclassified	4.6511627907
UniRef50_K5Z060: Dethiobiotin synthase (Fragment)	4.6399426590
UniRef50_K5Z060: Dethiobiotin synthase (Fragment)|unclassified	4.6399426590
UniRef50_W7WXR1	4.6345554757
UniRef50_W7WXR1|unclassified	4.6345554757
UniRef50_UPI0003957C18: acyl-CoA synthetase	4.6180736380
UniRef50_UPI0003957C18: acyl-CoA synthetase|unclassified	4.6180736380
UniRef50_Q3SL01	4.6117526051
UniRef50_Q3SL01|unclassified	4.6117526051
UniRef50_A8TRR9	4.6086491254
UniRef50_A8TRR9|unclassified	4.6086491254
UniRef50_UPI000219784F: biotin--[acetyl-CoA-carboxylase] ligase and biotin operon repressor	4.6079933976
UniRef50_UPI000219784F: biotin--[acetyl-CoA-carboxylase] ligase and biotin operon repressor|unclassified	4.6079933976
UniRef50_UPI00045E88FF: hypothetical protein	4.5886416240
UniRef50_UPI00045E88FF: hypothetical protein|unclassified	4.5886416240
UniRef50_UPI00041873E5: methyltransferase	4.5862755465
UniRef50_UPI00041873E5: methyltransferase|unclassified	4.5862755465
UniRef50_UPI0003A998F6: hypothetical protein	4.5662100457
UniRef50_UPI0003A998F6: hypothetical protein|unclassified	4.5662100457
UniRef50_UPI000299E0AA: acyl-CoA synthetase, partial	4.5635001637
UniRef50_UPI000299E0AA: acyl-CoA synthetase, partial|unclassified	4.5635001637
UniRef50_UPI00047D01FF: hypothetical protein	4.5602719989
UniRef50_UPI00047D01FF: hypothetical protein|unclassified	4.5602719989
UniRef50_UPI00047B0155: hypothetical protein	4.5488054169
UniRef50_UPI00047B0155: hypothetical protein|unclassified	4.5488054169
UniRef50_A5LMD9: AMP-binding enzyme, putative	4.5454545455
UniRef50_A5LMD9: AMP-binding enzyme, putative|unclassified	4.5454545455
UniRef50_G9FC92	4.5454545455
UniRef50_G9FC92|unclassified	4.5454545455
UniRef50_J6CSZ0: FadD (Fragment)	4.5374401106
UniRef50_J6CSZ0: FadD (Fragment)|unclassified	4.5374401106
UniRef50_UPI0002E52B4B: hypothetical protein	4.5355216125
UniRef50_UPI0002E52B4B: hypothetical protein|unclassified	4.5355216125
UniRef50_UPI00026CA790: long-chain-fatty-acid--[acyl-carrier-protein] ligase	4.5344554547
UniRef50_UPI00026CA790: long-chain-fatty-acid--[acyl-carrier-protein] ligase|unclassified	4.5344554547
UniRef50_I6ZGV6: Linear gramicidin synthase subunit C	4.5275482265
UniRef50_I6ZGV6: Linear gramicidin synthase subunit C|unclassified	4.5275482265
UniRef50_UPI0002192826: biotin permease BioY	4.5157429185
UniRef50_UPI0002192826: biotin permease BioY|unclassified	4.5157429185
UniRef50_UPI00046507AB: long-chain fatty acid--CoA ligase	4.5079955704
UniRef50_UPI00046507AB: long-chain fatty acid--CoA ligase|unclassified	4.5079955704
UniRef50_L7VDW4	4.5000022511
UniRef50_L7VDW4|unclassified	4.5000022511
UniRef50_UPI0003650998: hypothetical protein	4.4924584957
UniRef50_UPI0003650998: hypothetical protein|unclassified	4.4924584957
UniRef50_UPI000476F957: hypothetical protein	4.4805170309
UniRef50_UPI000476F957: hypothetical protein|unclassified	4.4805170309
UniRef50_UPI0004708652: hypothetical protein	4.4793939736
UniRef50_UPI0004708652: hypothetical protein|unclassified	4.4793939736
UniRef50_UPI000465D55A: hypothetical protein	4.4716493909
UniRef50_UPI000465D55A: hypothetical protein|unclassified	4.4716493909
UniRef50_UPI00016A4968: hypothetical protein, partial	4.4529733593
UniRef50_UPI00016A4968: hypothetical protein, partial|unclassified	4.4529733593
UniRef50_N8VGJ7	4.4221762722
UniRef50_N8VGJ7|unclassified	4.4221762722
UniRef50_B8H233	4.4145171040
UniRef50_B8H233|unclassified	4.4145171040
UniRef50_UPI000289D44B: AMP-dependent synthetase/ligase	4.3990190388
UniRef50_UPI000289D44B: AMP-dependent synthetase/ligase|unclassified	4.3990190388
UniRef50_F3JRS2: Amino acid adenylation (Fragment)	4.3777091266
UniRef50_F3JRS2: Amino acid adenylation (Fragment)|unclassified	4.3777091266
UniRef50_UPI0003735E52: hypothetical protein, partial	4.3752408352
UniRef50_UPI0003735E52: hypothetical protein, partial|unclassified	4.3752408352
UniRef50_R7DJ43	4.3662529149
UniRef50_R7DJ43|unclassified	4.3662529149
UniRef50_UPI0003B74E90: biotin-(acetyl-CoA carboxylase) ligase	4.3595270218
UniRef50_UPI0003B74E90: biotin-(acetyl-CoA carboxylase) ligase|unclassified	4.3595270218
UniRef50_UPI00047BCE1F: Triostin synthetase I	4.3498071653
UniRef50_UPI00047BCE1F: Triostin synthetase I|unclassified	4.3498071653
UniRef50_UPI0003710F0D: hypothetical protein	4.3487802243
UniRef50_UPI0003710F0D: hypothetical protein|unclassified	4.3487802243
UniRef50_I2MT99: Non-ribosomal peptide synthetase (Fragment)	4.3476896405
UniRef50_I2MT99: Non-ribosomal peptide synthetase (Fragment)|unclassified	4.3476896405
UniRef50_E5UCF6	4.3324458031
UniRef50_E5UCF6|unclassified	4.3324458031
UniRef50_UPI0003796D1C: hypothetical protein	4.3134575824
UniRef50_UPI0003796D1C: hypothetical protein|unclassified	4.3134575824
UniRef50_UPI0004777D31: long-chain fatty acid--CoA ligase	4.3126404755
UniRef50_UPI0004777D31: long-chain fatty acid--CoA ligase|unclassified	4.3126404755
UniRef50_F3XNC0	4.3103448276
UniRef50_F3XNC0|unclassified	4.3103448276
UniRef50_UPI0004719CF9: hypothetical protein	4.3099319781
UniRef50_UPI0004719CF9: hypothetical protein|unclassified	4.3099319781
UniRef50_K0G6K3: Biotin synthesis protein bioC	4.2959682023
UniRef50_K0G6K3: Biotin synthesis protein bioC|unclassified	4.2959682023
UniRef50_UPI000226035A: hypothetical protein	4.2904730940
UniRef50_UPI000226035A: hypothetical protein|unclassified	4.2904730940
UniRef50_UPI0003B53D1B: long-chain fatty acid--CoA ligase	4.2884553277
UniRef50_UPI0003B53D1B: long-chain fatty acid--CoA ligase|unclassified	4.2884553277
UniRef50_M6LU34	4.2735042735
UniRef50_M6LU34|unclassified	4.2735042735
UniRef50_UPI0004697974: hypothetical protein	4.2644372133
UniRef50_UPI0004697974: hypothetical protein|unclassified	4.2644372133
UniRef50_UPI000372ECF5: hypothetical protein, partial	4.2410110873
UniRef50_UPI000372ECF5: hypothetical protein, partial|unclassified	4.2410110873
UniRef50_UPI0004754B11: hypothetical protein, partial	4.2155750892
UniRef50_UPI0004754B11: hypothetical protein, partial|unclassified	4.2155750892
UniRef50_UPI00047CC877: hypothetical protein	4.1908007177
UniRef50_UPI00047CC877: hypothetical protein|unclassified	4.1908007177
UniRef50_D8KN09: 6-carboxyhexanoate--CoA ligase	4.1882919051
UniRef50_D8KN09: 6-carboxyhexanoate--CoA ligase|unclassified	4.1882919051
UniRef50_UPI00037D0299: hypothetical protein, partial	4.1868571865
UniRef50_UPI00037D0299: hypothetical protein, partial|unclassified	4.1868571865
UniRef50_B1FQ84: Sel1 domain protein repeat-containing protein	4.1703058457
UniRef50_B1FQ84: Sel1 domain protein repeat-containing protein|unclassified	4.1703058457
UniRef50_UPI0003B7917F: biotin biosynthesis protein BioY	4.1645643567
UniRef50_UPI0003B7917F: biotin biosynthesis protein BioY|unclassified	4.1645643567
UniRef50_X2M4W3	4.1363142552
UniRef50_X2M4W3|unclassified	4.1363142552
UniRef50_Q58131: Acetylornithine aminotransferase	4.1174410400
UniRef50_Q58131: Acetylornithine aminotransferase|unclassified	4.1174410400
UniRef50_UPI0003633DCB: hypothetical protein	4.0912407093
UniRef50_UPI0003633DCB: hypothetical protein|unclassified	4.0912407093
UniRef50_UPI00035FCD18: hypothetical protein	4.0796507720
UniRef50_UPI00035FCD18: hypothetical protein|unclassified	4.0796507720
UniRef50_A0A024EJ81	4.0688343957
UniRef50_A0A024EJ81|unclassified	4.0688343957
UniRef50_U3AMW9: Biotin synthesis protein bioG	4.0552120546
UniRef50_U3AMW9: Biotin synthesis protein bioG|unclassified	4.0552120546
UniRef50_Q5H3N2: Putative transcription activator	4.0509233865
UniRef50_Q5H3N2: Putative transcription activator|unclassified	4.0509233865
UniRef50_UPI000367DDEC: hypothetical protein	4.0478985279
UniRef50_UPI000367DDEC: hypothetical protein|unclassified	4.0478985279
UniRef50_UPI0003816C82: hypothetical protein	4.0467770303
UniRef50_UPI0003816C82: hypothetical protein|unclassified	4.0467770303
UniRef50_UPI000464E243: short-chain dehydrogenase	4.0406112590
UniRef50_UPI000464E243: short-chain dehydrogenase|unclassified	4.0406112590
UniRef50_X8AUM7	4.0228990677
UniRef50_X8AUM7|unclassified	4.0228990677
UniRef50_UPI0001BC8B91: hypothetical protein, partial	3.9556277502
UniRef50_UPI0001BC8B91: hypothetical protein, partial|unclassified	3.9556277502
UniRef50_UPI00046CC9EF: hypothetical protein	3.9215686275
UniRef50_UPI00046CC9EF: hypothetical protein|unclassified	3.9215686275
UniRef50_V7M7Y4	3.9215686275
UniRef50_V7M7Y4|unclassified	3.9215686275
UniRef50_UPI0003F833AC: hypothetical protein	3.9047449490
UniRef50_UPI0003F833AC: hypothetical protein|unclassified	3.9047449490
UniRef50_D5ARH0: Biotin transport ATP-binding protein BioM	3.8889694281
UniRef50_D5ARH0: Biotin transport ATP-binding protein BioM|unclassified	3.8889694281
UniRef50_UPI00047ABE43: hypothetical protein	3.8881058243
UniRef50_UPI00047ABE43: hypothetical protein|unclassified	3.8881058243
UniRef50_UPI000475F7D1: dethiobiotin synthase	3.8703467698
UniRef50_UPI000475F7D1: dethiobiotin synthase|unclassified	3.8703467698
UniRef50_UPI00035D084B: hypothetical protein	3.8668146887
UniRef50_UPI00035D084B: hypothetical protein|unclassified	3.8668146887
UniRef50_UPI000255D276: acetyl-CoA acetyltransferase, partial	3.8610038610
UniRef50_UPI000255D276: acetyl-CoA acetyltransferase, partial|unclassified	3.8610038610
UniRef50_UPI00036052DC: hypothetical protein	3.8505986619
UniRef50_UPI00036052DC: hypothetical protein|unclassified	3.8505986619
UniRef50_UPI0003B6DC28: taurine--pyruvate aminotransferase, partial	3.8456049366
UniRef50_UPI0003B6DC28: taurine--pyruvate aminotransferase, partial|unclassified	3.8456049366
UniRef50_UPI00036CC7B4: fatty acid CoA ligase	3.8432782541
UniRef50_UPI00036CC7B4: fatty acid CoA ligase|unclassified	3.8432782541
UniRef50_X8AS12: Male sterility family protein	3.8319572637
UniRef50_X8AS12: Male sterility family protein|unclassified	3.8319572637
UniRef50_UPI000313D50B: hypothetical protein	3.8078290549
UniRef50_UPI000313D50B: hypothetical protein|unclassified	3.8078290549
UniRef50_UPI0002DB37C6: hypothetical protein	3.8002345585
UniRef50_UPI0002DB37C6: hypothetical protein|unclassified	3.8002345585
UniRef50_X7ZV83: AMP-binding enzyme family protein	3.7831384547
