# Gene Family	SampleBiotin_biosynthesis_Abundance-CPM
UniRef50_UPI00034BCC3D: hypothetical protein|unclassified	10.0049
UniRef50_UPI00034541C1: hypothetical protein	9.9707
UniRef50_UPI00034541C1: hypothetical protein|unclassified	9.9707
UniRef50_UPI0004654B86: hypothetical protein	9.91787
UniRef50_UPI0004654B86: hypothetical protein|unclassified	9.91787
UniRef50_J7LA09: AMP-binding enzyme family protein	9.88858
UniRef50_J7LA09: AMP-binding enzyme family protein|unclassified	9.88858
UniRef50_I8SEK3: Phosphopantetheine-binding protein (Fragment)	9.82448
UniRef50_I8SEK3: Phosphopantetheine-binding protein (Fragment)|unclassified	9.82448
UniRef50_UPI000361A264: hypothetical protein, partial	9.81724
UniRef50_UPI000361A264: hypothetical protein, partial|unclassified	9.81724
UniRef50_UPI0002376C11: benzoate-CoA ligase family protein	9.80597
UniRef50_UPI0002376C11: benzoate-CoA ligase family protein|unclassified	9.80597
UniRef50_H0Y8N1: Acyl-CoA synthetase family member 2, mitochondrial (Fragment)	9.76896
UniRef50_H0Y8N1: Acyl-CoA synthetase family member 2, mitochondrial (Fragment)|unclassified	9.76896
UniRef50_UPI0003803DA3: hypothetical protein	9.72556
UniRef50_UPI0003803DA3: hypothetical protein|unclassified	9.72556
UniRef50_K9WFG7	9.71753
UniRef50_K9WFG7|unclassified	9.71753
UniRef50_UPI00034AAA62: hypothetical protein	9.67186
UniRef50_UPI00034AAA62: hypothetical protein|unclassified	9.67186
UniRef50_B0T3G3	9.61702
UniRef50_B0T3G3|unclassified	9.61702
UniRef50_I3E5J0: Biotin biosynthesis protein BioH	9.55392
UniRef50_I3E5J0: Biotin biosynthesis protein BioH|unclassified	9.55392
UniRef50_UPI00016C57FB: 2-acyl-glycerophospho-ethanolamine acyltransferase	9.47296
UniRef50_UPI00016C57FB: 2-acyl-glycerophospho-ethanolamine acyltransferase|unclassified	9.47296
UniRef50_F2ZSF0: Amino acid adenylation (Fragment)	9.46841
UniRef50_F2ZSF0: Amino acid adenylation (Fragment)|unclassified	9.46841
UniRef50_H0Q1V9: Biotin biosynthesis protein	9.45379
UniRef50_H0Q1V9: Biotin biosynthesis protein|unclassified	9.45379
UniRef50_UPI00036DA0DC: hypothetical protein	9.43897
UniRef50_UPI00036DA0DC: hypothetical protein|unclassified	9.43897
UniRef50_UPI00021931F6: enterobactin synthase subunit E	9.39205
UniRef50_UPI00021931F6: enterobactin synthase subunit E|unclassified	9.39205
UniRef50_A4WUZ4	9.35417
UniRef50_A4WUZ4|unclassified	9.35417
UniRef50_UPI000421FF5E: hypothetical protein	9.28659
UniRef50_UPI000421FF5E: hypothetical protein|unclassified	9.28659
UniRef50_Q97GH9: Acetylornithine aminotransferase	9.22514
UniRef50_Q97GH9: Acetylornithine aminotransferase|unclassified	9.22514
UniRef50_X1BV16: Marine sediment metagenome DNA, contig: S01H4_L07561 (Fragment)	9.22183
UniRef50_X1BV16: Marine sediment metagenome DNA, contig: S01H4_L07561 (Fragment)|unclassified	9.22183
UniRef50_UPI00036CFD8D: hypothetical protein, partial	9.21455
UniRef50_UPI00036CFD8D: hypothetical protein, partial|unclassified	9.21455
UniRef50_R5I126: Biotin synthesis protein BioC N-ter subunit	9.16042
UniRef50_R5I126: Biotin synthesis protein BioC N-ter subunit|unclassified	9.16042
UniRef50_UPI0003B75D84: biotin-(acetyl-CoA carboxylase) ligase	9.14831
UniRef50_UPI0003B75D84: biotin-(acetyl-CoA carboxylase) ligase|unclassified	9.14831
UniRef50_UPI00016A9F7C: long-chain-fatty-acid--CoA ligase	9.14143
UniRef50_UPI00016A9F7C: long-chain-fatty-acid--CoA ligase|unclassified	9.14143
UniRef50_M1FGF2: Biotin--[acetyl-CoA-carboxylase] synthetase	9.09086
UniRef50_M1FGF2: Biotin--[acetyl-CoA-carboxylase] synthetase|unclassified	9.09086
UniRef50_UPI0003483229: hypothetical protein	9.08356
UniRef50_UPI0003483229: hypothetical protein|unclassified	9.08356
UniRef50_UPI0003B657EA: acetyl-CoA acyltransferase	9.07232
UniRef50_UPI0003B657EA: acetyl-CoA acyltransferase|unclassified	9.07232
UniRef50_UPI0003F0CB72: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like	9.02345
UniRef50_UPI0003F0CB72: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like|unclassified	9.02345
UniRef50_UPI000255ED81: hypothetical protein	9.00525
UniRef50_UPI000255ED81: hypothetical protein|unclassified	9.00525
UniRef50_UPI000368CEB7: hypothetical protein, partial	8.99848
UniRef50_UPI000368CEB7: hypothetical protein, partial|unclassified	8.99848
UniRef50_UPI00047EC287: hypothetical protein	8.89937
UniRef50_UPI00047EC287: hypothetical protein|unclassified	8.89937
UniRef50_UPI0003805DEB: hypothetical protein	8.83813
UniRef50_UPI0003805DEB: hypothetical protein|unclassified	8.83813
UniRef50_UPI000349CD7A: hypothetical protein	8.82867
UniRef50_UPI000349CD7A: hypothetical protein|unclassified	8.82867
UniRef50_A0A031JVH5: Dethiobiotin synthase	8.79712
UniRef50_A0A031JVH5: Dethiobiotin synthase|unclassified	8.79712
UniRef50_UPI0002E6F50E: hypothetical protein	8.69817
UniRef50_UPI0002E6F50E: hypothetical protein|unclassified	8.69817
UniRef50_UPI000378D750: hypothetical protein	8.6973
UniRef50_UPI000378D750: hypothetical protein|unclassified	8.6973
UniRef50_M9R2Q9	8.68845
UniRef50_M9R2Q9|unclassified	8.68845
UniRef50_I9BBG4: Polyketide synthase (Fragment)	8.66682
UniRef50_I9BBG4: Polyketide synthase (Fragment)|unclassified	8.66682
UniRef50_UPI0003B4A5D8: long-chain fatty acid--CoA ligase, partial	8.66302
UniRef50_UPI0003B4A5D8: long-chain fatty acid--CoA ligase, partial|unclassified	8.66302
UniRef50_Z5XJJ3	8.64193
UniRef50_Z5XJJ3|unclassified	8.64193
UniRef50_J2EYW7	8.63252
UniRef50_J2EYW7|unclassified	8.63252
UniRef50_UPI000477C31F: hypothetical protein, partial	8.60511
UniRef50_UPI000477C31F: hypothetical protein, partial|unclassified	8.60511
UniRef50_UPI0003B61C46: glycerol acyltransferase	8.57997
UniRef50_UPI0003B61C46: glycerol acyltransferase|unclassified	8.57997
UniRef50_A0QHZ1: Acyl-CoA synthase	8.56043
UniRef50_A0QHZ1: Acyl-CoA synthase|unclassified	8.56043
UniRef50_UPI0003EDEF29: PREDICTED: long-chain fatty acid transport protein 4	8.51083
UniRef50_UPI0003EDEF29: PREDICTED: long-chain fatty acid transport protein 4|unclassified	8.51083
UniRef50_UPI0003820D62: hypothetical protein	8.46355
UniRef50_UPI0003820D62: hypothetical protein|unclassified	8.46355
UniRef50_UPI0001628DE0: hypothetical protein Bpetpseudo_12	8.44208
UniRef50_UPI0001628DE0: hypothetical protein Bpetpseudo_12|unclassified	8.44208
UniRef50_B7GZ66	8.42897
UniRef50_B7GZ66|unclassified	8.42897
UniRef50_UPI00040CB258: hypothetical protein	8.41569
UniRef50_UPI00040CB258: hypothetical protein|unclassified	8.41569
UniRef50_UPI0001FFF352: acetyl-CoA acetyltransferase	8.3662
UniRef50_UPI0001FFF352: acetyl-CoA acetyltransferase|unclassified	8.3662
UniRef50_UPI0002E6D583: hypothetical protein	8.34219
UniRef50_UPI0002E6D583: hypothetical protein|unclassified	8.34219
UniRef50_UPI000368793C: hypothetical protein, partial	8.27772
UniRef50_UPI000368793C: hypothetical protein, partial|unclassified	8.27772
UniRef50_UPI0002FE0898: hypothetical protein	8.24844
UniRef50_UPI0002FE0898: hypothetical protein|unclassified	8.24844
UniRef50_UPI0003B56758: 4-hydroxybenzoate--CoA ligase	8.21882
UniRef50_UPI0003B56758: 4-hydroxybenzoate--CoA ligase|unclassified	8.21882
UniRef50_UPI00034515D1: hypothetical protein	8.18587
UniRef50_UPI00034515D1: hypothetical protein|unclassified	8.18587
UniRef50_N2LWD7: Pyridoxal-phosphate dependent enzyme family protein	8.17508
UniRef50_N2LWD7: Pyridoxal-phosphate dependent enzyme family protein|unclassified	8.17508
UniRef50_UPI0003F98DF6: hypothetical protein	8.07413
UniRef50_UPI0003F98DF6: hypothetical protein|unclassified	8.07413
UniRef50_Q116U9	8.0656
UniRef50_Q116U9|unclassified	8.0656
UniRef50_S6UVV4: Biotin biosynthesis protein BioC (Fragment)	8.03221
UniRef50_S6UVV4: Biotin biosynthesis protein BioC (Fragment)|unclassified	8.03221
UniRef50_UPI0003F0F252: PREDICTED: very long-chain acyl-CoA synthetase-like, partial	8.00983
UniRef50_UPI0003F0F252: PREDICTED: very long-chain acyl-CoA synthetase-like, partial|unclassified	8.00983
UniRef50_I8SCZ4: KR domain protein (Fragment)	8.00347
UniRef50_I8SCZ4: KR domain protein (Fragment)|unclassified	8.00347
UniRef50_UPI000365B72C: hypothetical protein, partial	7.99083
UniRef50_UPI000365B72C: hypothetical protein, partial|unclassified	7.99083
UniRef50_Z5XK31	7.94965
UniRef50_Z5XK31|unclassified	7.94965
UniRef50_P22862: Arylesterase	7.93234
UniRef50_P22862: Arylesterase|unclassified	7.93234
UniRef50_UPI0002487101: acyl-CoA synthase, partial	7.93188
UniRef50_UPI0002487101: acyl-CoA synthase, partial|unclassified	7.93188
UniRef50_UPI00036372CF: hypothetical protein	7.86132
UniRef50_UPI00036372CF: hypothetical protein|unclassified	7.86132
UniRef50_X7XNW9: Male sterility family protein	7.84731
UniRef50_X7XNW9: Male sterility family protein|unclassified	7.84731
UniRef50_UPI0002E3073B: hypothetical protein	7.79743
UniRef50_UPI0002E3073B: hypothetical protein|unclassified	7.79743
UniRef50_UPI00040FFFFC: hypothetical protein	7.78814
UniRef50_UPI00040FFFFC: hypothetical protein|unclassified	7.78814
UniRef50_W0Z4H8: Protein PvdI(3)	7.77948
UniRef50_W0Z4H8: Protein PvdI(3)|unclassified	7.77948
UniRef50_X3ERG0	7.71435
UniRef50_X3ERG0|unclassified	7.71435
UniRef50_A1BC48: Cobalt transport protein	7.7142
UniRef50_A1BC48: Cobalt transport protein|unclassified	7.7142
UniRef50_J2SP83: Non-ribosomal peptide synthase (Fragment)	7.71067
UniRef50_J2SP83: Non-ribosomal peptide synthase (Fragment)|unclassified	7.71067
UniRef50_UPI000471DFD0: hypothetical protein, partial	7.68862
UniRef50_UPI000471DFD0: hypothetical protein, partial|unclassified	7.68862
UniRef50_UPI00036A7D05: hypothetical protein	7.58931
UniRef50_UPI00036A7D05: hypothetical protein|unclassified	7.58931
UniRef50_UPI000304EB59: hypothetical protein	7.57639
UniRef50_UPI000304EB59: hypothetical protein|unclassified	7.57639
UniRef50_UPI00047471D8: hypothetical protein, partial	7.42944
UniRef50_UPI00047471D8: hypothetical protein, partial|unclassified	7.42944
UniRef50_Q2RFS8: Energy-coupling factor transporter ATP-binding protein EcfA	7.42883
UniRef50_Q2RFS8: Energy-coupling factor transporter ATP-binding protein EcfA|unclassified	7.42883
UniRef50_K9FI21	7.40956
UniRef50_K9FI21|unclassified	7.40956
UniRef50_UPI0003B677E0: biotin-(acetyl-CoA carboxylase) ligase	7.40172
UniRef50_UPI0003B677E0: biotin-(acetyl-CoA carboxylase) ligase|unclassified	7.40172
UniRef50_UPI00039B42F6: 3-dehydroquinate dehydratase	7.3797
UniRef50_UPI00039B42F6: 3-dehydroquinate dehydratase|unclassified	7.3797
UniRef50_UPI000349F77D: hypothetical protein	7.31227
UniRef50_UPI000349F77D: hypothetical protein|unclassified	7.31227
UniRef50_X7XQZ8	7.30885
UniRef50_X7XQZ8|unclassified	7.30885
UniRef50_P05166: Propionyl-CoA carboxylase beta chain, mitochondrial	7.29635
UniRef50_P05166: Propionyl-CoA carboxylase beta chain, mitochondrial|unclassified	7.29635
UniRef50_V7NGG4	7.2798
UniRef50_V7NGG4|unclassified	7.2798
UniRef50_K1W424	7.225
UniRef50_K1W424|unclassified	7.225
UniRef50_UPI00046F15B0: polyketide synthase, partial	7.21533
UniRef50_UPI00046F15B0: polyketide synthase, partial|unclassified	7.21533
UniRef50_UPI000475E54F: hypothetical protein, partial	7.15125
UniRef50_UPI000475E54F: hypothetical protein, partial|unclassified	7.15125
UniRef50_UPI000255A3BD: acetyl-CoA acetyltransferase, partial	7.14482
UniRef50_UPI000255A3BD: acetyl-CoA acetyltransferase, partial|unclassified	7.14482
UniRef50_K1WGG9: TPR repeat protein	7.12655
UniRef50_K1WGG9: TPR repeat protein|unclassified	7.12655
UniRef50_UPI00047AFDCC: phosphopantetheine-binding protein	7.05713
UniRef50_UPI00047AFDCC: phosphopantetheine-binding protein|unclassified	7.05713
UniRef50_UPI00046B2732: PREDICTED: propionyl-CoA carboxylase beta chain, mitochondrial	7.05584
UniRef50_UPI00046B2732: PREDICTED: propionyl-CoA carboxylase beta chain, mitochondrial|unclassified	7.05584
UniRef50_I6Y909: Linear gramicidin synthase subunit C	7.04691
UniRef50_I6Y909: Linear gramicidin synthase subunit C|unclassified	7.04691
UniRef50_I6YKG0: Dimodular nonribosomal peptide synthase	7.01297
UniRef50_I6YKG0: Dimodular nonribosomal peptide synthase|unclassified	7.01297
UniRef50_V7MIA0	7.00038
UniRef50_V7MIA0|unclassified	7.00038
UniRef50_D6AHD7: Predicted protein	6.93571
UniRef50_D6AHD7: Predicted protein|unclassified	6.93571
UniRef50_UPI00034CF881: hypothetical protein	6.91254
UniRef50_UPI00034CF881: hypothetical protein|unclassified	6.91254
UniRef50_C5Z930	6.89866
UniRef50_C5Z930|unclassified	6.89866
UniRef50_UPI0003605FBF: hypothetical protein	6.88814
UniRef50_UPI0003605FBF: hypothetical protein|unclassified	6.88814
UniRef50_UPI000382FA93: hypothetical protein M271_09690	6.8584
UniRef50_UPI000382FA93: hypothetical protein M271_09690|unclassified	6.8584
UniRef50_W6FVZ2: Lichenysin synthetase A	6.82457
UniRef50_W6FVZ2: Lichenysin synthetase A|unclassified	6.82457
UniRef50_UPI000372557A: arylesterase	6.77657
UniRef50_UPI000372557A: arylesterase|unclassified	6.77657
UniRef50_UPI0002E82F9C: hypothetical protein	6.73285
UniRef50_UPI0002E82F9C: hypothetical protein|unclassified	6.73285
UniRef50_X0YBU9: Marine sediment metagenome DNA, contig: S01H1_S36747 (Fragment)	6.58668
UniRef50_X0YBU9: Marine sediment metagenome DNA, contig: S01H1_S36747 (Fragment)|unclassified	6.58668
UniRef50_M4MJD1	6.56333
UniRef50_M4MJD1|unclassified	6.56333
UniRef50_F3F7L1: Amino acid adenylation domain protein (Fragment)	6.55874
UniRef50_F3F7L1: Amino acid adenylation domain protein (Fragment)|unclassified	6.55874
UniRef50_Q70LM5: Linear gramicidin synthase subunit C	6.53089
UniRef50_Q70LM5: Linear gramicidin synthase subunit C|unclassified	6.53089
UniRef50_UPI00034674F2: hypothetical protein	6.49615
UniRef50_UPI00034674F2: hypothetical protein|unclassified	6.49615
UniRef50_UPI0002193EE5: AMP-dependent synthetase and ligase, partial	6.47668
UniRef50_UPI0002193EE5: AMP-dependent synthetase and ligase, partial|unclassified	6.47668
UniRef50_UPI00046F5A2F: methylmalonyl-CoA carboxyltransferase, partial	6.45863
UniRef50_UPI00046F5A2F: methylmalonyl-CoA carboxyltransferase, partial|unclassified	6.45863
UniRef50_UPI000370D4BD: hypothetical protein	6.45647
UniRef50_UPI000370D4BD: hypothetical protein|unclassified	6.45647
UniRef50_UPI000464F98C: hypothetical protein	6.45543
UniRef50_UPI000464F98C: hypothetical protein|unclassified	6.45543
UniRef50_X6F1C1	6.39326
UniRef50_X6F1C1|unclassified	6.39326
UniRef50_I3SFN1	6.36711
UniRef50_I3SFN1|unclassified	6.36711
UniRef50_UPI0003B76828: biotin--acetyl-CoA-carboxylase ligase	6.28149
UniRef50_UPI0003B76828: biotin--acetyl-CoA-carboxylase ligase|unclassified	6.28149
UniRef50_UPI00046FFB4A: hypothetical protein	6.27169
UniRef50_UPI00046FFB4A: hypothetical protein|unclassified	6.27169
UniRef50_D3W8K9: Putative beta-ketoacyl synthase (Fragment)	6.26589
UniRef50_D3W8K9: Putative beta-ketoacyl synthase (Fragment)|unclassified	6.26589
UniRef50_UPI0004767294: hypothetical protein, partial	6.23977
UniRef50_UPI0004767294: hypothetical protein, partial|unclassified	6.23977
UniRef50_X8AA03: Phosphopantetheine attachment site family protein	6.23778
UniRef50_X8AA03: Phosphopantetheine attachment site family protein|unclassified	6.23778
UniRef50_Q1QLB8: 3-dehydroquinate dehydratase	6.18209
UniRef50_Q1QLB8: 3-dehydroquinate dehydratase|unclassified	6.18209
UniRef50_UPI00034BD3F2: hypothetical protein	6.12941
UniRef50_UPI00034BD3F2: hypothetical protein|unclassified	6.12941
UniRef50_X8AQ43: Condensation domain protein	6.10799
UniRef50_X8AQ43: Condensation domain protein|unclassified	6.10799
UniRef50_B2WGR9: Catabolic 3-dehydroquinase	6.05764
UniRef50_B2WGR9: Catabolic 3-dehydroquinase|unclassified	6.05764
UniRef50_UPI00037C6118: hypothetical protein, partial	6.03332
UniRef50_UPI00037C6118: hypothetical protein, partial|unclassified	6.03332
UniRef50_UPI00035D57DD: hypothetical protein	6.00896
UniRef50_UPI00035D57DD: hypothetical protein|unclassified	6.00896
UniRef50_UPI0002EE8F66: hypothetical protein	6.00803
UniRef50_UPI0002EE8F66: hypothetical protein|unclassified	6.00803
UniRef50_W9YJ78: Long-chain acyl-CoA synthetase	6.0025
UniRef50_W9YJ78: Long-chain acyl-CoA synthetase|unclassified	6.0025
UniRef50_UPI0000F2F6D1: 2,3-dihydroxybenzoate--AMP ligase	5.98851
UniRef50_UPI0000F2F6D1: 2,3-dihydroxybenzoate--AMP ligase|unclassified	5.98851
UniRef50_UPI00034986ED: hypothetical protein	5.98289
UniRef50_UPI00034986ED: hypothetical protein|unclassified	5.98289
UniRef50_X8A0G3: Condensation domain protein	5.97561
UniRef50_X8A0G3: Condensation domain protein|unclassified	5.97561
UniRef50_UPI00035E7D25: hypothetical protein, partial	5.93521
UniRef50_UPI00035E7D25: hypothetical protein, partial|unclassified	5.93521
UniRef50_Q839D4: Energy-coupling factor transporter ATP-binding protein EcfA2	5.9272
UniRef50_Q839D4: Energy-coupling factor transporter ATP-binding protein EcfA2|unclassified	5.9272
UniRef50_UPI00034570D0: hypothetical protein	5.91783
UniRef50_UPI00034570D0: hypothetical protein|unclassified	5.91783
UniRef50_UPI0004284246: ABC transporter permease	5.88777
UniRef50_UPI0004284246: ABC transporter permease|unclassified	5.88777
UniRef50_UPI0003714BA9: hypothetical protein	5.84124
UniRef50_UPI0003714BA9: hypothetical protein|unclassified	5.84124
UniRef50_UPI00047866C5: hypothetical protein	5.83007
UniRef50_UPI00047866C5: hypothetical protein|unclassified	5.83007
UniRef50_UPI00046A51E6: hypothetical protein, partial	5.82653
UniRef50_UPI00046A51E6: hypothetical protein, partial|unclassified	5.82653
UniRef50_UPI0000379465: hypothetical protein	5.78628
UniRef50_UPI0000379465: hypothetical protein|unclassified	5.78628
UniRef50_I6ZHN7: Dimodular nonribosomal peptide synthase	5.75842
UniRef50_I6ZHN7: Dimodular nonribosomal peptide synthase|unclassified	5.75842
UniRef50_X8ANK4: Phosphopantetheine attachment site family protein	5.68436
UniRef50_X8ANK4: Phosphopantetheine attachment site family protein|unclassified	5.68436
UniRef50_D5A532	5.66184
UniRef50_D5A532|unclassified	5.66184
UniRef50_X8A7D9: Condensation domain protein	5.6526
UniRef50_X8A7D9: Condensation domain protein|unclassified	5.6526
UniRef50_F3DTS9: Non-ribosomal peptide synthetase	5.63027
UniRef50_F3DTS9: Non-ribosomal peptide synthetase|unclassified	5.63027
UniRef50_UPI00047E976B: hypothetical protein	5.6154
UniRef50_UPI00047E976B: hypothetical protein|unclassified	5.6154
UniRef50_X8AG26: Condensation domain protein	5.59059
UniRef50_X8AG26: Condensation domain protein|unclassified	5.59059
UniRef50_X8CHX0: Condensation domain protein	5.58474
UniRef50_X8CHX0: Condensation domain protein|unclassified	5.58474
UniRef50_UPI0004707E8B: hypothetical protein	5.57902
UniRef50_UPI0004707E8B: hypothetical protein|unclassified	5.57902
UniRef50_UPI000404BB60: hypothetical protein	5.57362
UniRef50_UPI000404BB60: hypothetical protein|unclassified	5.57362
UniRef50_UPI000380AC16: hypothetical protein	5.55177
UniRef50_UPI000380AC16: hypothetical protein|unclassified	5.55177
UniRef50_UPI00046A6C3A: hypothetical protein, partial	5.51515
UniRef50_UPI00046A6C3A: hypothetical protein, partial|unclassified	5.51515
UniRef50_B0T7E2	5.49976
UniRef50_B0T7E2|unclassified	5.49976
UniRef50_UPI000370BA7E: hypothetical protein	5.46547
UniRef50_UPI000370BA7E: hypothetical protein|unclassified	5.46547
UniRef50_W5Y8R3	5.45823
UniRef50_W5Y8R3|unclassified	5.45823
UniRef50_UPI00037AB817: hypothetical protein	5.41772
UniRef50_UPI00037AB817: hypothetical protein|unclassified	5.41772
